ubicageo_f,orgapoli_j,rnsnni1,totalca1,rnsnni2,totalca2
20081,15,0,NA,0,NA
20081,21,0,NA,0,NA
20081,22,0,NA,0,NA
20081,30,0,NA,0,NA
20081,40,0,NA,0,NA
20082,11,0,NA,0,NA
20082,12,0,NA,0,NA
20082,13,0,NA,0,NA
20082,14,0,NA,0,NA
20082,15,0,NA,0,NA
20082,21,0,NA,0,NA
20082,22,0,NA,0,NA
20082,30,0,NA,0,NA
20082,40,0,NA,0,NA
20083,11,0,NA,0,NA
20083,12,0,NA,0,NA
20083,13,0,NA,0,NA
20083,14,0,NA,0,NA
20083,15,0,NA,0,NA
20083,21,0,NA,0,NA
20083,22,0,NA,0,NA
20083,30,0,NA,0,NA
20083,40,0,NA,0,NA
20084,11,0,NA,0,NA
20084,12,0,NA,0,NA
20084,13,0,NA,0,NA
20084,14,0,NA,0,NA
20084,15,0,NA,0,NA
20084,21,0,NA,0,NA
20084,22,0,NA,0,NA
20084,30,0,NA,0,NA
20084,40,0,NA,0,NA
20085,11,0,NA,0,NA
20085,12,0,NA,0,NA
20085,13,0,NA,0,NA
20085,14,0,NA,0,NA
20085,15,0,NA,0,NA
20085,21,0,NA,0,NA
20085,22,0,NA,0,NA
20085,30,0,NA,0,NA
20085,40,0,NA,0,NA
20086,11,0,NA,0,NA
20086,12,0,NA,0,NA
20086,13,0,NA,0,NA
20086,14,0,NA,0,NA
20086,15,0,NA,0,NA
20086,21,0,NA,0,NA
20086,22,0,NA,0,NA
20086,30,0,NA,0,NA
20086,40,0,NA,0,NA
20087,11,0,NA,0,NA
20087,12,0,NA,0,NA
20087,13,0,NA,0,NA
20087,14,0,NA,0,NA
20087,15,0,NA,0,NA
20087,21,0,NA,0,NA
20087,22,0,NA,0,NA
20087,30,0,NA,0,NA
20087,40,0,NA,0,NA
20088,11,0,NA,0,NA
20088,12,0,NA,0,NA
20088,13,0,NA,0,NA
20088,14,0,NA,0,NA
20088,15,0,NA,0,NA
20088,21,0,NA,0,NA
20088,22,0,NA,0,NA
20088,30,0,NA,0,NA
20088,40,0,NA,0,NA
20089,11,0,NA,0,NA
20089,12,0,NA,0,NA
20089,13,0,NA,0,NA
20089,14,0,NA,0,NA
20089,15,0,NA,0,NA
20089,21,0,NA,0,NA
20089,22,0,NA,0,NA
20089,30,0,NA,0,NA
20089,40,0,NA,0,NA
20090,11,0,NA,0,NA
20090,12,0,NA,0,NA
20090,13,0,NA,0,NA
20090,14,0,NA,0,NA
20090,15,0,NA,0,NA
20090,21,0,NA,0,NA
20090,22,0,NA,0,NA
20090,30,0,NA,0,NA
20090,40,0,NA,0,NA
20091,11,0,NA,0,NA
20091,12,0,NA,0,NA
20091,13,0,NA,0,NA
20091,14,0,NA,0,NA
20091,15,0,NA,0,NA
20091,21,0,NA,0,NA
20091,22,0,NA,0,NA
20091,30,0,NA,0,NA
20091,40,0,NA,0,NA
20092,11,0,NA,0,NA
20092,12,0,NA,0,NA
20092,13,0,NA,0,NA
20092,14,0,NA,0,NA
20092,15,0,NA,0,NA
20092,21,0,NA,0,NA
20092,22,0,NA,0,NA
20092,30,0,NA,0,NA
20092,40,0,NA,0,NA
20093,11,0,NA,0,NA
20093,12,0,NA,0,NA
20093,13,0,NA,0,NA
20093,14,0,NA,0,NA
20093,15,0,NA,0,NA
20093,21,0,NA,0,NA
20093,22,0,NA,0,NA
20093,30,0,NA,0,NA
20093,40,0,NA,0,NA
20094,11,0,NA,0,NA
20094,12,0,NA,0,NA
20094,13,0,NA,0,NA
20094,14,0,NA,0,NA
20094,15,0,NA,0,NA
20094,21,0,NA,0,NA
20094,22,0,NA,0,NA
20094,30,0,NA,0,NA
20094,40,0,NA,0,NA
20095,11,0,NA,0,NA
20095,12,0,NA,0,NA
20095,13,0,NA,0,NA
20095,14,0,NA,0,NA
20095,15,0,NA,0,NA
20095,21,0,NA,0,NA
20095,22,0,NA,0,NA
20095,30,0,NA,0,NA
20095,40,0,NA,0,NA
20096,11,0,NA,0,NA
20096,12,0,NA,0,NA
20096,13,0,NA,0,NA
20096,14,0,NA,0,NA
20096,15,0,NA,0,NA
20096,21,0,NA,0,NA
20096,22,0,NA,0,NA
20096,30,0,NA,0,NA
20096,40,0,NA,0,NA
20097,11,0,NA,0,NA
20097,12,0,NA,0,NA
20097,13,0,NA,0,NA
20097,14,0,NA,0,NA
20097,15,0,NA,0,NA
20097,21,0,NA,0,NA
20097,22,0,NA,0,NA
20097,30,0,NA,0,NA
20097,40,0,NA,0,NA
20098,11,0,NA,0,NA
20098,12,0,NA,0,NA
20098,13,0,NA,0,NA
20098,14,0,NA,0,NA
20098,15,0,NA,0,NA
20098,21,0,NA,0,NA
20098,22,0,NA,0,NA
20098,30,0,NA,0,NA
20098,40,0,NA,0,NA
20099,11,0,NA,0,NA
20099,12,0,NA,0,NA
20099,13,0,NA,0,NA
20099,14,0,NA,0,NA
20099,15,0,NA,0,NA
20099,21,0,NA,0,NA
20099,22,0,NA,0,NA
20099,30,0,NA,0,NA
20099,40,0,NA,0,NA
20100,11,0,NA,0,NA
20100,12,0,NA,0,NA
20100,13,0,NA,0,NA
20100,14,0,NA,0,NA
20100,15,0,NA,0,NA
20100,21,0,NA,0,NA
20100,22,0,NA,0,NA
20100,30,0,NA,0,NA
20100,40,0,NA,0,NA
20101,11,0,NA,0,NA
20101,12,0,NA,0,NA
20101,13,0,NA,0,NA
20101,14,0,NA,0,NA
20101,15,0,NA,0,NA
20101,21,0,NA,0,NA
20101,22,0,NA,0,NA
20101,30,0,NA,0,NA
20101,40,0,NA,0,NA
20102,11,0,NA,0,NA
20102,12,0,NA,0,NA
20102,13,0,NA,0,NA
20102,14,0,NA,0,NA
20102,15,0,NA,0,NA
20102,21,0,NA,0,NA
20102,22,0,NA,0,NA
20102,30,0,NA,0,NA
20102,40,0,NA,0,NA
20103,11,0,NA,0,NA
20103,12,0,NA,0,NA
20103,13,0,NA,0,NA
20103,14,0,NA,0,NA
20103,15,0,NA,0,NA
20103,21,0,NA,0,NA
20103,22,0,NA,0,NA
20103,30,0,NA,0,NA
20103,40,0,NA,0,NA
20104,11,0,NA,0,NA
20104,12,0,NA,0,NA
20104,13,0,NA,0,NA
20104,14,0,NA,0,NA
20104,15,0,NA,0,NA
20104,21,0,NA,0,NA
20104,22,0,NA,0,NA
20104,30,0,NA,0,NA
20104,40,0,NA,0,NA
20105,11,0,NA,0,NA
20105,12,0,NA,0,NA
20105,13,0,NA,0,NA
20105,14,0,NA,0,NA
20105,15,0,NA,0,NA
20105,21,0,NA,0,NA
20105,22,0,NA,0,NA
20105,30,0,NA,0,NA
20105,40,0,NA,0,NA
20106,11,0,NA,0,NA
20106,12,0,NA,0,NA
20106,13,0,NA,0,NA
20106,14,0,NA,0,NA
20106,15,0,NA,0,NA
20106,21,0,NA,0,NA
20106,22,0,NA,0,NA
20106,30,0,NA,0,NA
20106,40,0,NA,0,NA
20107,11,0,NA,0,NA
20107,12,0,NA,0,NA
20107,13,0,NA,0,NA
20107,14,0,NA,0,NA
20107,15,0,NA,0,NA
20107,21,0,NA,0,NA
20107,22,0,NA,0,NA
20107,30,0,NA,0,NA
20107,40,0,NA,0,NA
20108,11,0,NA,0,NA
20108,12,0,NA,0,NA
20108,13,0,NA,0,NA
20108,14,0,NA,0,NA
20108,15,0,NA,0,NA
20108,21,0,NA,0,NA
20108,22,0,NA,0,NA
20108,30,0,NA,0,NA
20108,40,0,NA,0,NA
20109,11,0,NA,0,NA
20109,12,0,NA,0,NA
20109,13,0,NA,0,NA
20109,14,0,NA,0,NA
20109,15,0,NA,0,NA
20109,21,0,NA,0,NA
20109,22,0,NA,0,NA
20109,30,0,NA,0,NA
20109,40,0,NA,0,NA
20110,11,0,NA,0,NA
20110,12,0,NA,0,NA
20110,13,0,NA,0,NA
20110,14,0,NA,0,NA
20110,15,0,NA,0,NA
20110,21,0,NA,0,NA
20110,22,0,NA,0,NA
20110,30,0,NA,0,NA
20110,40,0,NA,0,NA
20111,11,0,NA,0,NA
20111,12,0,NA,0,NA
20111,13,0,NA,0,NA
20111,14,0,NA,0,NA
20111,15,0,NA,0,NA
20111,21,0,NA,0,NA
20111,22,0,NA,0,NA
20111,30,0,NA,0,NA
20111,40,0,NA,0,NA
20112,11,0,NA,0,NA
20112,12,0,NA,0,NA
20112,13,0,NA,0,NA
20112,14,0,NA,0,NA
20112,15,0,NA,0,NA
20112,21,0,NA,0,NA
20112,22,0,NA,0,NA
20112,30,0,NA,0,NA
20112,40,0,NA,0,NA
20113,11,0,NA,0,NA
20113,12,0,NA,0,NA
20113,13,0,NA,0,NA
20113,14,0,NA,0,NA
20113,15,0,NA,0,NA
20113,21,0,NA,0,NA
20113,22,0,NA,0,NA
20113,30,0,NA,0,NA
20113,40,0,NA,0,NA
20114,11,0,NA,0,NA
20114,12,0,NA,0,NA
20114,13,0,NA,0,NA
20114,14,0,NA,0,NA
20114,15,0,NA,0,NA
20114,21,0,NA,0,NA
20114,22,0,NA,0,NA
20114,30,0,NA,0,NA
20114,40,0,NA,0,NA
20115,11,0,NA,0,NA
20115,12,0,NA,0,NA
20115,13,0,NA,0,NA
20115,14,0,NA,0,NA
20115,15,0,NA,0,NA
20115,21,0,NA,0,NA
20115,22,0,NA,0,NA
20115,30,0,NA,0,NA
20115,40,0,NA,0,NA
20116,11,0,NA,0,NA
20116,12,0,NA,0,NA
20116,13,0,NA,0,NA
20116,14,0,NA,0,NA
20116,15,0,NA,0,NA
20116,21,0,NA,0,NA
20116,22,0,NA,0,NA
20116,30,0,NA,0,NA
20116,40,0,NA,0,NA
20117,11,0,NA,0,NA
20117,12,0,NA,0,NA
20117,13,0,NA,0,NA
20117,14,0,NA,0,NA
20117,15,0,NA,0,NA
20117,21,0,NA,0,NA
20117,22,0,NA,0,NA
20117,30,0,NA,0,NA
20117,40,0,NA,0,NA
20118,11,0,NA,0,NA
20118,12,0,NA,0,NA
20118,13,0,NA,0,NA
20118,14,0,NA,0,NA
20118,15,0,NA,0,NA
20118,21,0,NA,0,NA
20118,22,0,NA,0,NA
20118,30,0,NA,0,NA
20118,40,0,NA,0,NA
20119,11,0,NA,0,NA
20119,12,0,NA,0,NA
20119,13,0,NA,0,NA
20119,14,0,NA,0,NA
20119,15,0,NA,0,NA
20119,21,0,NA,0,NA
20119,22,0,NA,0,NA
20119,30,0,NA,0,NA
20119,40,0,NA,0,NA
20120,11,0,NA,0,NA
20120,12,0,NA,0,NA
20120,13,0,NA,0,NA
20120,14,0,NA,0,NA
20120,15,0,NA,0,NA
20120,21,0,NA,0,NA
20120,22,0,NA,0,NA
20120,30,0,NA,0,NA
20120,40,0,NA,0,NA
20121,11,0,NA,0,NA
20121,12,0,NA,0,NA
20121,13,0,NA,0,NA
20121,14,0,NA,0,NA
20121,15,0,NA,0,NA
20121,21,0,NA,0,NA
20121,22,0,NA,0,NA
20121,30,0,NA,0,NA
20121,40,0,NA,0,NA
20122,11,0,NA,0,NA
20122,12,0,NA,0,NA
20122,13,0,NA,0,NA
20122,14,0,NA,0,NA
20122,15,0,NA,0,NA
20122,21,0,NA,0,NA
20122,22,0,NA,0,NA
20122,30,0,NA,0,NA
20122,40,0,NA,0,NA
20123,11,0,NA,0,NA
20123,12,0,NA,0,NA
20123,13,0,NA,0,NA
20123,14,0,NA,0,NA
20123,15,0,NA,0,NA
20123,21,0,NA,0,NA
20123,22,0,NA,0,NA
20123,30,0,NA,0,NA
20123,40,0,NA,0,NA
20124,11,0,NA,0,NA
20124,12,0,NA,0,NA
20124,13,0,NA,0,NA
20124,14,0,NA,0,NA
20124,15,0,NA,0,NA
20124,21,0,NA,0,NA
20124,22,0,NA,0,NA
20124,30,0,NA,0,NA
20124,40,0,NA,0,NA
20125,11,0,NA,0,NA
20125,12,0,NA,0,NA
20125,13,0,NA,0,NA
20125,14,0,NA,0,NA
20125,15,0,NA,0,NA
20125,21,0,NA,0,NA
20125,22,0,NA,0,NA
20125,30,0,NA,0,NA
20125,40,0,NA,0,NA
20126,11,0,NA,0,NA
20126,12,0,NA,0,NA
20126,13,0,NA,0,NA
20126,14,0,NA,0,NA
20126,15,0,NA,0,NA
20126,21,0,NA,0,NA
20126,22,0,NA,0,NA
20126,30,0,NA,0,NA
20126,40,0,NA,0,NA
20127,11,0,NA,0,NA
20127,12,0,NA,0,NA
20127,13,0,NA,0,NA
20127,14,0,NA,0,NA
20127,15,0,NA,0,NA
20127,21,0,NA,0,NA
20127,22,0,NA,0,NA
20127,30,0,NA,0,NA
20127,40,0,NA,0,NA
20128,11,0,NA,0,NA
20128,12,0,NA,0,NA
20128,13,0,NA,0,NA
20128,14,0,NA,0,NA
20128,15,0,NA,0,NA
20128,21,0,NA,0,NA
20128,22,0,NA,0,NA
20128,30,0,NA,0,NA
20128,40,0,NA,0,NA
20129,11,0,NA,0,NA
20129,12,0,NA,0,NA
20129,13,0,NA,0,NA
20129,14,0,NA,0,NA
20129,15,0,NA,0,NA
20129,21,0,NA,0,NA
20129,22,0,NA,0,NA
20129,30,0,NA,0,NA
20129,40,0,NA,0,NA
20130,11,0,NA,0,NA
20130,12,0,NA,0,NA
20130,13,0,NA,0,NA
20130,14,0,NA,0,NA
20130,15,0,NA,0,NA
20130,21,0,NA,0,NA
20130,22,0,NA,0,NA
20130,30,0,NA,0,NA
20130,40,0,NA,0,NA
20131,11,0,NA,0,NA
20131,12,0,NA,0,NA
20131,13,0,NA,0,NA
20131,14,0,NA,0,NA
20131,15,0,NA,0,NA
20131,21,0,NA,0,NA
20131,22,0,NA,0,NA
20131,30,0,NA,0,NA
20131,40,0,NA,0,NA
20132,11,0,NA,0,NA
20132,12,0,NA,0,NA
20132,13,0,NA,0,NA
20132,14,0,NA,0,NA
20132,15,0,NA,0,NA
20132,21,0,NA,0,NA
20132,22,0,NA,0,NA
20132,30,0,NA,0,NA
20132,40,0,NA,0,NA
20133,11,0,NA,0,NA
20133,12,0,NA,0,NA
20133,13,0,NA,0,NA
20133,14,0,NA,0,NA
20133,15,0,NA,0,NA
20133,21,0,NA,0,NA
20133,22,0,NA,0,NA
20133,30,0,NA,0,NA
20133,40,0,NA,0,NA
20134,11,0,NA,0,NA
20134,12,0,NA,0,NA
20134,13,0,NA,0,NA
20134,14,0,NA,0,NA
20134,15,0,NA,0,NA
20134,21,0,NA,0,NA
20134,22,0,NA,0,NA
20134,30,0,NA,0,NA
20134,40,0,NA,0,NA
20135,11,0,NA,0,NA
20135,12,0,NA,0,NA
20135,13,0,NA,0,NA
20135,14,0,NA,0,NA
20135,15,0,NA,0,NA
20135,21,0,NA,0,NA
20135,22,0,NA,0,NA
20135,30,0,NA,0,NA
20135,40,0,NA,0,NA
20136,11,0,NA,0,NA
20136,12,0,NA,0,NA
20136,13,0,NA,0,NA
20136,14,0,NA,0,NA
20136,15,0,NA,0,NA
20136,21,0,NA,0,NA
20136,22,0,NA,0,NA
20136,30,0,NA,0,NA
20136,40,0,NA,0,NA
20137,11,0,NA,0,NA
20137,12,0,NA,0,NA
20137,13,0,NA,0,NA
20137,14,0,NA,0,NA
20137,15,0,NA,0,NA
20137,21,0,NA,0,NA
20137,22,0,NA,0,NA
20137,30,0,NA,0,NA
20137,40,0,NA,0,NA
20138,11,0,NA,0,NA
20138,12,0,NA,0,NA
20138,13,0,NA,0,NA
20138,14,0,NA,0,NA
20138,15,0,NA,0,NA
20138,21,0,NA,0,NA
20138,22,0,NA,0,NA
20138,30,0,NA,0,NA
20138,40,0,NA,0,NA
20139,11,0,NA,0,NA
20139,12,0,NA,0,NA
20139,13,0,NA,0,NA
20139,14,0,NA,0,NA
20139,15,0,NA,0,NA
20139,21,0,NA,0,NA
20139,22,0,NA,0,NA
20139,30,0,NA,0,NA
20139,40,0,NA,0,NA
20140,11,0,NA,0,NA
20140,12,0,NA,0,NA
20140,13,0,NA,0,NA
20140,14,0,NA,0,NA
20140,15,0,NA,0,NA
20140,21,0,NA,0,NA
20140,22,0,NA,0,NA
20140,30,0,NA,0,NA
20140,40,0,NA,0,NA
20141,11,0,NA,0,NA
20141,12,0,NA,0,NA
20141,13,0,NA,0,NA
20141,14,0,NA,0,NA
20141,15,0,NA,0,NA
20141,21,0,NA,0,NA
20141,22,0,NA,0,NA
20141,30,0,NA,0,NA
20141,40,0,NA,0,NA
20142,11,0,NA,0,NA
20142,12,0,NA,0,NA
20142,13,0,NA,0,NA
20142,14,0,NA,0,NA
20142,15,0,NA,0,NA
20142,21,0,NA,0,NA
20142,22,0,NA,0,NA
20142,30,0,NA,0,NA
20142,40,0,NA,0,NA
20143,11,0,NA,0,NA
20143,12,0,NA,0,NA
20143,13,0,NA,0,NA
20143,14,0,NA,0,NA
20143,15,0,NA,0,NA
20143,21,0,NA,0,NA
20143,22,0,NA,0,NA
20143,30,0,NA,0,NA
20143,40,0,NA,0,NA
20144,11,0,NA,0,NA
20144,12,0,NA,0,NA
20144,13,0,NA,0,NA
20144,14,0,NA,0,NA
20144,15,0,NA,0,NA
20144,21,0,NA,0,NA
20144,22,0,NA,0,NA
20144,30,0,NA,0,NA
20144,40,0,NA,0,NA
20145,11,0,NA,0,NA
20145,12,0,NA,0,NA
20145,13,0,NA,0,NA
20145,14,0,NA,0,NA
20145,15,0,NA,0,NA
20145,21,0,NA,0,NA
20145,22,0,NA,0,NA
20145,30,0,NA,0,NA
20145,40,0,NA,0,NA
20146,11,0,NA,0,NA
20146,12,0,NA,0,NA
20146,13,0,NA,0,NA
20146,14,0,NA,0,NA
20146,15,0,NA,0,NA
20146,21,0,NA,0,NA
20146,22,0,NA,0,NA
20146,30,0,NA,0,NA
20146,40,0,NA,0,NA
20147,11,0,NA,0,NA
20147,12,0,NA,0,NA
20147,13,0,NA,0,NA
20147,14,0,NA,0,NA
20147,15,0,NA,0,NA
20147,21,0,NA,0,NA
20147,22,0,NA,0,NA
20147,30,0,NA,0,NA
20147,40,0,NA,0,NA
20148,11,0,NA,0,NA
20148,12,0,NA,0,NA
20148,13,0,NA,0,NA
20148,14,0,NA,0,NA
20148,15,0,NA,0,NA
20148,21,0,NA,0,NA
20148,22,0,NA,0,NA
20148,30,0,NA,0,NA
20148,40,0,NA,0,NA
20149,11,0,NA,0,NA
20149,12,0,NA,0,NA
20149,13,0,NA,0,NA
20149,14,0,NA,0,NA
20149,15,0,NA,0,NA
20149,21,0,NA,0,NA
20149,22,0,NA,0,NA
20149,30,0,NA,0,NA
20149,40,0,NA,0,NA
20150,11,0,NA,0,NA
20150,12,0,NA,0,NA
20150,13,0,NA,0,NA
20150,14,0,NA,0,NA
20150,15,0,NA,0,NA
20150,21,0,NA,0,NA
20150,22,0,NA,0,NA
20150,30,0,NA,0,NA
20150,40,0,NA,0,NA
20151,11,0,NA,0,NA
20151,12,0,NA,0,NA
20151,13,0,NA,0,NA
20151,14,0,NA,0,NA
20151,15,0,NA,0,NA
20151,21,0,NA,0,NA
20151,22,0,NA,0,NA
20151,30,0,NA,0,NA
20151,40,0,NA,0,NA
20152,11,0,NA,0,NA
20152,12,0,NA,0,NA
20152,13,0,NA,0,NA
20152,14,0,NA,0,NA
20152,15,0,NA,0,NA
20152,21,0,NA,0,NA
20152,22,0,NA,0,NA
20152,30,0,NA,0,NA
20152,40,0,NA,0,NA
20153,11,0,NA,0,NA
20153,12,0,NA,0,NA
20153,13,0,NA,0,NA
20153,14,0,NA,0,NA
20153,15,0,NA,0,NA
20153,21,0,NA,0,NA
20153,22,0,NA,0,NA
20153,30,0,NA,0,NA
20153,40,0,NA,0,NA
20154,11,0,NA,0,NA
20154,12,0,NA,0,NA
20154,13,0,NA,0,NA
20154,14,0,NA,0,NA
20154,15,0,NA,0,NA
20154,21,0,NA,0,NA
20154,22,0,NA,0,NA
20154,30,0,NA,0,NA
20154,40,0,NA,0,NA
20155,11,0,NA,0,NA
20155,12,0,NA,0,NA
20155,13,0,NA,0,NA
20155,14,0,NA,0,NA
20155,15,0,NA,0,NA
20155,21,0,NA,0,NA
20155,22,0,NA,0,NA
20155,30,0,NA,0,NA
20155,40,0,NA,0,NA
20156,11,0,NA,0,NA
20156,12,0,NA,0,NA
20156,13,0,NA,0,NA
20156,14,0,NA,0,NA
20156,15,0,NA,0,NA
20156,21,0,NA,0,NA
20156,22,0,NA,0,NA
20156,30,0,NA,0,NA
20156,40,0,NA,0,NA
20157,11,0,NA,0,NA
20157,12,0,NA,0,NA
20157,13,0,NA,0,NA
20157,14,0,NA,0,NA
20157,15,0,NA,0,NA
20157,21,0,NA,0,NA
20157,22,0,NA,0,NA
20157,30,0,NA,0,NA
20157,40,0,NA,0,NA
20158,11,0,NA,0,NA
20158,12,0,NA,0,NA
20158,13,0,NA,0,NA
20158,14,0,NA,0,NA
20158,15,0,NA,0,NA
20158,21,0,NA,0,NA
20158,22,0,NA,0,NA
20158,30,0,NA,0,NA
20158,40,0,NA,0,NA
20159,11,0,NA,0,NA
20159,12,0,NA,0,NA
20159,13,0,NA,0,NA
20159,14,0,NA,0,NA
20159,15,0,NA,0,NA
20159,21,0,NA,0,NA
20159,22,0,NA,0,NA
20159,30,0,NA,0,NA
20159,40,0,NA,0,NA
20160,11,0,NA,0,NA
20160,12,0,NA,0,NA
20160,13,0,NA,0,NA
20160,14,0,NA,0,NA
20160,15,0,NA,0,NA
20160,21,0,NA,0,NA
20160,22,0,NA,0,NA
20160,30,0,NA,0,NA
20160,40,0,NA,0,NA
20161,11,0,NA,0,NA
20161,12,0,NA,0,NA
20161,13,0,NA,0,NA
20161,14,0,NA,0,NA
20161,15,0,NA,0,NA
20161,21,0,NA,0,NA
20161,22,0,NA,0,NA
20161,30,0,NA,0,NA
20161,40,0,NA,0,NA
20162,11,0,NA,0,NA
20162,12,0,NA,0,NA
20162,13,0,NA,0,NA
20162,14,0,NA,0,NA
20162,15,0,NA,0,NA
20162,21,0,NA,0,NA
20162,22,0,NA,0,NA
20162,30,0,NA,0,NA
20162,40,0,NA,0,NA
20163,11,0,NA,0,NA
20163,12,0,NA,0,NA
20163,13,0,NA,0,NA
20163,14,0,NA,0,NA
20163,15,0,NA,0,NA
20163,21,0,NA,0,NA
20163,22,0,NA,0,NA
20163,30,0,NA,0,NA
20163,40,0,NA,0,NA
20164,11,0,NA,0,NA
20164,12,0,NA,0,NA
20164,13,0,NA,0,NA
20164,14,0,NA,0,NA
20164,15,0,NA,0,NA
20164,21,0,NA,0,NA
20164,22,0,NA,0,NA
20164,30,0,NA,0,NA
20164,40,0,NA,0,NA
20165,11,0,NA,0,NA
20165,12,0,NA,0,NA
20165,13,0,NA,0,NA
20165,14,0,NA,0,NA
20165,15,0,NA,0,NA
20165,21,0,NA,0,NA
20165,22,0,NA,0,NA
20165,30,0,NA,0,NA
20165,40,0,NA,0,NA
20166,11,0,NA,0,NA
20166,12,0,NA,0,NA
20166,13,0,NA,0,NA
20166,14,0,NA,0,NA
20166,15,0,NA,0,NA
20166,21,0,NA,0,NA
20166,22,0,NA,0,NA
20166,30,0,NA,0,NA
20166,40,0,NA,0,NA
20167,11,0,NA,0,NA
20167,12,0,NA,0,NA
20167,13,0,NA,0,NA
20167,14,0,NA,0,NA
20167,15,0,NA,0,NA
20167,21,0,NA,0,NA
20167,22,0,NA,0,NA
20167,30,0,NA,0,NA
20167,40,0,NA,0,NA
20168,11,0,NA,0,NA
20168,12,0,NA,0,NA
20168,13,0,NA,0,NA
20168,14,0,NA,0,NA
20168,15,0,NA,0,NA
20168,21,0,NA,0,NA
20168,22,0,NA,0,NA
20168,30,0,NA,0,NA
20168,40,0,NA,0,NA
20169,11,0,NA,0,NA
20169,12,0,NA,0,NA
20169,13,0,NA,0,NA
20169,14,0,NA,0,NA
20169,15,0,NA,0,NA
20169,21,0,NA,0,NA
20169,22,0,NA,0,NA
20169,30,0,NA,0,NA
20169,40,0,NA,0,NA
20170,11,0,NA,0,NA
20170,12,0,NA,0,NA
20170,13,0,NA,0,NA
20170,14,0,NA,0,NA
20170,15,0,NA,0,NA
20170,21,0,NA,0,NA
20170,22,0,NA,0,NA
20170,30,0,NA,0,NA
20170,40,0,NA,0,NA
20171,11,0,NA,0,NA
20171,12,0,NA,0,NA
20171,13,0,NA,0,NA
20171,14,0,NA,0,NA
20171,15,0,NA,0,NA
20171,21,0,NA,0,NA
20171,22,0,NA,0,NA
20171,30,0,NA,0,NA
20171,40,0,NA,0,NA
20172,11,0,NA,0,NA
20172,12,0,NA,0,NA
20172,13,0,NA,0,NA
20172,14,0,NA,0,NA
20172,15,0,NA,0,NA
20172,21,0,NA,0,NA
20172,22,0,NA,0,NA
20172,30,0,NA,0,NA
20172,40,0,NA,0,NA
20173,11,0,NA,0,NA
20173,12,0,NA,0,NA
20173,13,0,NA,0,NA
20173,14,0,NA,0,NA
20173,15,0,NA,0,NA
20173,21,0,NA,0,NA
20173,22,0,NA,0,NA
20173,30,0,NA,0,NA
20173,40,0,NA,0,NA
20174,11,0,NA,0,NA
20174,12,0,NA,0,NA
20174,13,0,NA,0,NA
20174,14,0,NA,0,NA
20174,15,0,NA,0,NA
20174,21,0,NA,0,NA
20174,22,0,NA,0,NA
20174,30,0,NA,0,NA
20174,40,0,NA,0,NA
20175,11,0,NA,0,NA
20175,12,0,NA,0,NA
20175,13,0,NA,0,NA
20175,14,0,NA,0,NA
20175,15,0,NA,0,NA
20175,21,0,NA,0,NA
20175,22,0,NA,0,NA
20175,30,0,NA,0,NA
20175,40,0,NA,0,NA
20176,11,0,NA,0,NA
20176,12,0,NA,0,NA
20176,13,0,NA,0,NA
20176,14,0,NA,0,NA
20176,15,0,NA,0,NA
20176,21,0,NA,0,NA
20176,22,0,NA,0,NA
20176,30,0,NA,0,NA
20176,40,0,NA,0,NA
20177,11,0,NA,0,NA
20177,12,0,NA,0,NA
20177,13,0,NA,0,NA
20177,14,0,NA,0,NA
20177,15,0,NA,0,NA
20177,21,0,NA,0,NA
20177,22,0,NA,0,NA
20177,30,0,NA,0,NA
20177,40,0,NA,0,NA
20178,11,0,NA,0,NA
20178,12,0,NA,0,NA
20178,13,0,NA,0,NA
20178,14,0,NA,0,NA
20178,15,0,NA,0,NA
20178,21,0,NA,0,NA
20178,22,0,NA,0,NA
20178,30,0,NA,0,NA
20178,40,0,NA,0,NA
20179,11,0,NA,0,NA
20179,12,0,NA,0,NA
20179,13,0,NA,0,NA
20179,14,0,NA,0,NA
20179,15,0,NA,0,NA
20179,21,0,NA,0,NA
20179,22,0,NA,0,NA
20179,30,0,NA,0,NA
20179,40,0,NA,0,NA
20180,11,0,NA,0,NA
20180,12,0,NA,0,NA
20180,13,0,NA,0,NA
20180,14,0,NA,0,NA
20180,15,0,NA,0,NA
20180,21,0,NA,0,NA
20180,22,0,NA,0,NA
20180,30,0,NA,0,NA
20180,40,0,NA,0,NA
20181,11,0,NA,0,NA
20181,12,0,NA,0,NA
20181,13,0,NA,0,NA
20181,14,0,NA,0,NA
20181,15,0,NA,0,NA
20181,21,0,NA,0,NA
20181,22,0,NA,0,NA
20181,30,0,NA,0,NA
20181,40,0,NA,0,NA
20182,11,0,NA,0,NA
20182,12,0,NA,0,NA
20182,13,0,NA,0,NA
20182,14,0,NA,0,NA
20182,15,0,NA,0,NA
20182,21,0,NA,0,NA
20182,22,0,NA,0,NA
20182,30,0,NA,0,NA
20182,40,0,NA,0,NA
20183,11,0,NA,0,NA
20183,12,0,NA,0,NA
20183,13,0,NA,0,NA
20183,14,0,NA,0,NA
20183,15,0,NA,0,NA
20183,21,0,NA,0,NA
20183,22,0,NA,0,NA
20183,30,0,NA,0,NA
20183,40,0,NA,0,NA
20184,11,0,NA,0,NA
20184,12,0,NA,0,NA
20184,13,0,NA,0,NA
20184,14,0,NA,0,NA
20184,15,0,NA,0,NA
20184,21,0,NA,0,NA
20184,22,0,NA,0,NA
