ubicageo_f,rnsnni1,acfoic1,acfoic2,acfoic3,acfoic4,acfoic6,acfoic7,acfoic8,acfoic9,sexostt,sexos1,sexos2
12027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12028,1,13,10,3,0,13,10,3,0,80,60,20
12029,1,31,20,11,0,31,20,11,0,95,60,35
12030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12031,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12032,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12033,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12034,1,1,0,1,0,1,0,1,0,61,57,4
12035,1,13,8,5,0,13,8,5,0,13,10,3
12036,1,4,0,4,0,4,0,4,0,8,7,1
12037,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12038,1,15,15,0,0,15,15,0,0,15,12,3
12039,1,2,2,0,0,2,2,0,0,24,20,4
12040,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12041,1,1,0,1,0,1,0,1,0,22,21,1
12042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12044,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12045,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12046,1,3,3,0,0,3,3,0,0,32,29,3
12047,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12048,1,3,1,2,0,3,1,2,0,97,75,22
12049,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12050,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
12051,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12052,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12053,1,25,10,15,0,25,10,15,0,25,22,3
12054,1,14,0,14,0,14,0,14,0,11,8,3
12055,1,20,5,15,0,20,5,15,0,34,27,7
12056,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12057,1,14,8,6,0,14,8,6,0,112,110,2
12058,1,3,3,0,0,3,3,0,0,14,12,2
12059,1,2,0,0,2,2,0,0,2,6,6,0
12060,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12061,1,13,9,4,0,13,9,4,0,17,13,4
12062,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12063,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12064,1,3,2,1,0,3,2,1,0,2,2,0
12065,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12066,1,2,2,0,0,2,2,0,0,82,64,18
12067,1,14,14,0,0,14,14,0,0,23,21,2
12068,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12069,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12070,1,1,0,1,0,1,0,1,0,2,2,0
12071,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12072,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12073,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12074,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12075,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12076,1,5,0,5,0,5,0,5,0,32,30,2
12077,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12078,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12079,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12080,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12081,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12085,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13003,1,1,1,0,0,1,1,0,0,14,12,2
13004,1,8,8,0,0,8,8,0,0,27,18,9
13005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13007,1,8,0,8,0,8,0,8,0,31,23,8
13008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13009,1,3,3,0,0,3,3,0,0,17,15,2
13010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13012,1,2,0,2,0,2,0,2,0,2,1,1
13013,1,3,1,2,0,2,1,1,0,58,37,21
13014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13015,1,11,0,11,0,11,0,11,0,16,14,2
13016,1,12,4,4,4,12,4,4,4,47,37,10
13017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13020,1,6,2,4,0,6,2,4,0,8,6,2
13021,1,35,35,0,0,35,35,0,0,35,35,0
13022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13025,1,2,2,0,0,2,2,0,0,7,7,0
13026,1,2,2,0,0,2,2,0,0,15,13,2
13027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13028,1,12,0,12,0,12,0,12,0,159,143,16
13029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13031,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13032,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13033,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13035,1,7,7,0,0,7,7,0,0,12,8,4
13036,1,2,0,2,0,2,0,2,0,60,46,14
13037,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13038,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13040,1,15,10,5,0,15,10,5,0,15,13,2
13041,1,2,2,0,0,2,2,0,0,20,15,5
13042,1,4,1,3,0,4,1,3,0,23,19,4
13043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13044,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13045,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13046,1,4,4,0,0,4,4,0,0,28,22,6
13047,1,39,37,2,0,39,37,2,0,10,7,3
13048,1,3,3,0,0,3,3,0,0,385,317,68
13049,1,5,5,0,0,5,5,0,0,18,15,3
13050,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13051,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13052,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13053,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13054,1,17,7,10,0,17,7,10,0,20,17,3
13055,1,6,6,0,0,6,6,0,0,30,23,7
13056,1,6,4,2,0,6,4,2,0,21,12,9
13057,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13058,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13059,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13060,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13061,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13062,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13063,1,5,5,0,0,5,5,0,0,91,69,22
13064,1,5,5,0,0,5,5,0,0,11,10,1
13065,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13066,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13067,1,5,1,4,0,5,1,4,0,16,12,4
13068,1,1,1,0,0,1,1,0,0,15,14,1
13069,1,1,1,0,0,1,1,0,0,40,34,6
13070,1,3,3,0,0,3,3,0,0,26,20,6
13071,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13072,1,9,9,0,0,9,9,0,0,9,5,4
13073,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13074,1,7,3,4,0,7,3,4,0,10,7,3
13075,1,10,8,2,0,10,8,2,0,13,9,4
13076,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13077,1,14,13,1,0,14,13,1,0,192,154,38
13078,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13079,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13080,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13081,1,5,4,1,0,5,4,1,0,50,45,5
13082,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13083,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13084,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14003,1,12,8,4,0,12,8,4,0,22,14,8
14004,1,2,2,0,0,2,2,0,0,12,8,4
14005,1,11,11,0,0,11,11,0,0,18,10,8
14006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14007,1,2,2,0,0,2,2,0,0,24,15,9
14008,1,130,130,0,0,130,130,0,0,130,73,57
14009,1,65,65,0,0,65,65,0,0,49,35,14
14010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14014,1,2,1,1,0,2,1,1,0,5,3,2
14015,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,1,4,2,2,0,4,2,2,0,20,14,6
14018,1,1,1,0,0,1,1,0,0,2,1,1
14019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14020,1,1,1,0,0,1,1,0,0,20,16,4
14021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14022,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14023,1,60,60,0,0,60,60,0,0,60,45,15
14024,1,1,1,0,0,1,1,0,0,35,25,10
14025,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14026,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14029,1,13,4,9,0,13,4,9,0,23,14,9
14030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14031,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14032,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14033,1,30,3,24,3,30,3,24,3,25,22,3
14034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14035,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14037,1,3,2,1,0,3,2,1,0,15,9,6
14038,1,12,0,12,0,5,0,5,0,16,12,4
14039,1,64,58,6,0,64,58,6,0,7116,5088,2028
14040,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14041,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14044,1,20,16,4,0,20,16,4,0,41,30,11
14045,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14046,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14047,1,4,1,1,2,4,1,1,2,17,13,4
14048,1,2,2,0,0,2,2,0,0,9,7,2
14049,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14050,1,1,1,0,0,1,1,0,0,10,6,4
14051,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14052,1,2,2,0,0,2,2,0,0,15,12,3
14053,1,170,170,0,0,170,170,0,0,170,101,69
14054,1,21,3,0,18,21,3,0,18,91,70,21
14055,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14056,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14057,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14058,1,1,1,0,0,1,1,0,0,11,8,3
14059,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14060,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14061,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14062,1,5,5,0,0,5,5,0,0,15,8,7
14063,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14064,1,8,8,0,0,4,4,0,0,8,6,2
14065,1,4,2,1,1,4,2,1,1,22,15,7
14066,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14068,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14069,1,4,4,0,0,4,4,0,0,9,5,4
14070,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14071,1,27,27,0,0,27,27,0,0,4,4,0
14072,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14073,1,14,14,0,0,14,14,0,0,126,94,32
14074,1,5,5,0,0,5,5,0,0,34,27,7
14075,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14076,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14077,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14078,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14079,1,3,3,0,0,3,3,0,0,6,5,1
14080,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14081,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14082,1,3,3,0,0,3,3,0,0,31,20,11
14083,1,145,145,0,0,145,145,0,0,145,103,42
14084,1,1,1,0,0,1,1,0,0,21,15,6
14085,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14086,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14087,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14088,1,8,8,0,0,8,8,0,0,45,36,9
14089,1,3,3,0,0,3,3,0,0,3,3,0
14090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091,1,20,17,3,0,20,17,3,0,30,27,3
14092,1,1,1,0,0,1,1,0,0,1,0,1
14093,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14094,1,14,0,14,0,14,0,14,0,14,11,3
14095,1,4,3,1,0,4,3,1,0,6,5,1
14096,1,1,1,0,0,1,1,0,0,20,16,4
14097,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14098,1,14,13,1,0,14,13,1,0,234,141,93
14099,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14100,1,3,3,0,0,3,3,0,0,6,6,0
14101,1,355,246,0,109,238,159,0,79,355,231,124
14102,1,4,4,0,0,4,4,0,0,12,12,0
14103,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14105,1,10,10,0,0,10,10,0,0,53,30,23
14106,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14107,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14108,1,2,1,1,0,2,1,1,0,7,7,0
14109,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14110,1,5,5,0,0,5,5,0,0,30,20,10
14111,1,17,0,17,0,17,0,17,0,17,14,3
14112,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14113,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14114,1,1,1,0,0,1,1,0,0,26,22,4
14115,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14116,1,35,33,2,0,35,33,2,0,35,33,2
14117,1,2,2,0,0,2,2,0,0,2,1,1
14118,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14119,1,1,0,1,0,1,0,1,0,4,4,0
14120,1,1956,923,525,508,1739,845,416,478,1739,1307,432
14121,1,13,13,0,0,12,12,0,0,13,12,1
14122,1,8,1,2,5,8,1,2,5,8,7,1
14123,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14124,1,18,16,1,1,18,16,1,1,223,172,51
14125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15001,1,42,42,0,0,42,42,0,0,69,55,14
15002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15005,1,153,52,101,0,153,52,101,0,153,101,52
15006,1,5,4,1,0,3,2,1,0,20,12,8
15007,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15009,1,6,6,0,0,6,6,0,0,66,46,20
15010,1,92,23,69,0,92,23,69,0,50,39,11
15011,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15013,1,1230,1218,0,12,1230,1218,0,12,1230,934,296
15014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15015,1,1,1,0,0,1,1,0,0,2,1,1
15016,1,5,5,0,0,5,5,0,0,32,18,14
15017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15020,1,15,6,9,0,15,6,9,0,50,35,15
15021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15023,1,9,0,9,0,9,0,9,0,48,40,8
15024,1,2,1,1,0,2,1,1,0,307,255,52
15025,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15026,1,10,10,0,0,8,8,0,0,27,27,0
15027,1,3,3,0,0,3,3,0,0,8,6,2
15028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15029,1,306,306,0,0,306,306,0,0,306,306,0
15030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15031,1,690,421,269,0,690,421,269,0,975,619,356
15032,1,2,1,1,0,2,1,1,0,9,6,3
15033,1,12,12,0,0,12,12,0,0,2423,1549,874
15034,1,10,8,2,0,10,8,2,0,24,18,6
15035,1,2,1,1,0,2,1,1,0,175,123,52
15036,1,25,18,7,0,25,18,7,0,55,46,9
15037,1,4,4,0,0,4,4,0,0,200,138,62
15038,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15039,1,1,1,0,0,1,1,0,0,250,164,86
15040,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15041,1,6,6,0,0,6,6,0,0,4,4,0
15042,1,115,115,0,0,115,115,0,0,115,93,22
15043,1,10,10,0,0,10,10,0,0,33,24,9
15044,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15045,1,106,106,0,0,106,106,0,0,106,87,19
15046,1,56,41,15,0,56,41,15,0,59,36,23
15047,1,2,2,0,0,2,2,0,0,62,50,12
15048,1,28,26,2,0,28,26,2,0,86,75,11
15049,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15050,1,57,57,0,0,57,57,0,0,57,36,21
15051,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15052,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15053,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15054,1,385,385,0,0,385,385,0,0,385,328,57
15055,1,17,16,0,1,17,16,0,1,23,16,7
15056,1,10,5,5,0,10,5,5,0,10,7,3
15057,1,1580,1580,0,0,1580,1580,0,0,1580,1053,527
15058,1,16,16,0,0,16,16,0,0,620,500,120
15059,1,33,3,10,20,33,3,10,20,41,32,9
15060,1,25,10,15,0,18,3,15,0,185,103,82
15061,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15062,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15064,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15065,1,10,10,0,0,10,10,0,0,10,5,5
15066,1,3,1,2,0,3,1,2,0,4,2,2
15067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15068,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15069,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15070,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15071,1,26,26,0,0,26,26,0,0,26,22,4
15072,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15073,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15074,1,5,5,0,0,2,2,0,0,86,68,18
15075,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15076,1,3,3,0,0,3,3,0,0,16,10,6
15077,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15078,1,3,0,3,0,3,0,3,0,14,10,4
15079,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15080,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15081,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15082,1,8,7,1,0,8,7,1,0,34,28,6
15083,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15084,1,6,2,4,0,6,2,4,0,82,62,20
15085,1,5,4,1,0,5,4,1,0,31,25,6
15086,1,3,0,3,0,2,0,2,0,25,19,6
15087,1,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15088,1,2,2,0,0,2,2,0,0,40,25,15
15089,1,10,10,0,0,10,10,0,0,10,8,2
15090,1,22,22,0,0,22,22,0,0,22,17,5
15091,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15092,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15093,1,72,24,48,0,72,24,48,0,72,48,24
15094,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15095,1,20,10,10,0,20,10,10,0,144,113,31
15096,1,6,6,0,0,6,6,0,0,43,31,12
15097,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15098,1,5,2,3,0,5,2,3,0,21,16,5
15099,1,33,33,0,0,33,33,0,0,33,28,5
15100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15101,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103,1,138,138,0,0,138,138,0,0,99,75,24
15104,1,515,315,200,0,515,315,200,0,515,398,117
15105,1,1,1,0,0,1,1,0,0,4,2,2
15106,1,9,9,0,0,9,9,0,0,912,639,273
15107,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15108,1,1,1,0,0,1,1,0,0,250,220,30
15109,1,140,140,0,0,140,140,0,0,140,90,50
15110,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15112,1,11,11,0,0,11,11,0,0,11,8,3
15113,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15114,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15115,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15116,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15117,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15118,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15119,1,12,12,0,0,10,10,0,0,30,24,6
15120,1,7,7,0,0,7,7,0,0,28,24,4
15121,1,7,7,0,0,7,7,0,0,750,550,200
15122,1,3,3,0,0,3,3,0,0,505,370,135
15123,1,15,0,15,0,15,0,15,0,15,12,3
15124,1,4,4,0,0,4,4,0,0,50,39,11
15125,1,52,52,0,0,52,52,0,0,40,30,10
16001,1,3,2,1,0,3,2,1,0,5,5,0
16002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16013,1,15,0,15,0,15,0,15,0,15,12,3
16014,1,4,4,0,0,4,4,0,0,5,4,1
16015,1,7,7,0,0,7,7,0,0,20,19,1
16016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16021,1,2,2,0,0,2,2,0,0,20,18,2
16022,1,3,3,0,0,3,3,0,0,32,29,3
16023,1,3,3,0,0,3,3,0,0,6,3,3
16024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
