ubicageo_f,orgapoli_k,sexostt,sexos1,sexos2
26053,1,0,0,0
26053,2,0,0,0
26053,3,0,0,0
26053,4,0,0,0
26053,5,0,0,0
26053,9,,,
26054,1,0,0,0
26054,2,0,0,0
26054,3,0,0,0
26054,4,0,0,0
26054,5,0,0,0
26054,9,,,
26055,1,167,124,43
26055,2,32,26,6
26055,3,0,0,0
26055,4,0,0,0
26055,5,0,0,0
26055,9,,,
26056,1,2,2,0
26056,2,0,0,0
26056,3,0,0,0
26056,4,0,0,0
26056,5,0,0,0
26056,9,,,
26057,1,0,0,0
26057,2,0,0,0
26057,3,0,0,0
26057,4,0,0,0
26057,5,0,0,0
26057,9,,,
26058,1,5,4,1
26058,2,1,0,1
26058,3,0,0,0
26058,4,0,0,0
26058,5,0,0,0
26058,9,,,
26059,1,1,1,0
26059,2,0,0,0
26059,3,0,0,0
26059,4,0,0,0
26059,5,0,0,0
26059,9,,,
26060,1,0,0,0
26060,2,0,0,0
26060,3,0,0,0
26060,4,0,0,0
26060,5,0,0,0
26060,9,,,
26061,1,1,1,0
26061,2,0,0,0
26061,3,0,0,0
26061,4,0,0,0
26061,5,0,0,0
26061,9,,,
26062,1,1,1,0
26062,2,0,0,0
26062,3,0,0,0
26062,4,0,0,0
26062,5,0,0,0
26062,9,,,
26063,1,0,0,0
26063,2,0,0,0
26063,3,0,0,0
26063,4,0,0,0
26063,5,0,0,0
26063,9,,,
26064,1,0,0,0
26064,2,0,0,0
26064,3,0,0,0
26064,4,0,0,0
26064,5,0,0,0
26064,9,,,
26065,1,0,0,0
26065,2,0,0,0
26065,3,0,0,0
26065,4,0,0,0
26065,5,0,0,0
26065,9,,,
26066,1,7,5,2
26066,2,0,0,0
26066,3,0,0,0
26066,4,0,0,0
26066,5,0,0,0
26066,9,,,
26067,1,1,1,0
26067,2,0,0,0
26067,3,0,0,0
26067,4,0,0,0
26067,5,0,0,0
26067,9,,,
26068,1,0,0,0
26068,2,0,0,0
26068,3,0,0,0
26068,4,0,0,0
26068,5,0,0,0
26068,9,,,
26069,1,0,0,0
26069,2,0,0,0
26069,3,0,0,0
26069,4,2,2,0
26069,5,0,0,0
26069,9,,,
26070,1,16,14,2
26070,2,0,0,0
26070,3,0,0,0
26070,4,0,0,0
26070,5,0,0,0
26070,9,,,
26071,1,6,4,2
26071,2,0,0,0
26071,3,0,0,0
26071,4,0,0,0
26071,5,0,0,0
26071,9,,,
26072,1,0,0,0
26072,2,0,0,0
26072,3,0,0,0
26072,4,0,0,0
26072,5,0,0,0
26072,9,,,
27001,1,3,3,0
27001,2,0,0,0
27001,3,0,0,0
27001,4,0,0,0
27001,5,0,0,0
27001,9,,,
27002,1,452,395,57
27002,2,0,0,0
27002,3,0,0,0
27002,4,0,0,0
27002,5,0,0,0
27002,9,,,
27003,1,102,95,7
27003,2,0,0,0
27003,3,0,0,0
27003,4,0,0,0
27003,5,0,0,0
27003,9,,,
27004,1,NA,NA,NA
27004,2,NA,NA,NA
27004,3,NA,NA,NA
27004,4,NA,NA,NA
27004,5,NA,NA,NA
27004,9,,,
27005,1,297,287,10
27005,2,0,0,0
27005,3,0,0,0
27005,4,0,0,0
27005,5,0,0,0
27005,9,,,
27006,1,166,152,14
27006,2,0,0,0
27006,3,0,0,0
27006,4,0,0,0
27006,5,0,0,0
27006,9,,,
27007,1,78,70,8
27007,2,0,0,0
27007,3,0,0,0
27007,4,0,0,0
27007,5,0,0,0
27007,9,,,
27008,1,348,304,44
27008,2,0,0,0
27008,3,0,0,0
27008,4,0,0,0
27008,5,0,0,0
27008,9,,,
27009,1,0,0,0
27009,2,0,0,0
27009,3,0,0,0
27009,4,0,0,0
27009,5,0,0,0
27009,9,,,
27010,1,187,177,10
27010,2,0,0,0
27010,3,0,0,0
27010,4,0,0,0
27010,5,0,0,0
27010,9,,,
27011,1,36,35,1
27011,2,0,0,0
27011,3,0,0,0
27011,4,0,0,0
27011,5,0,0,0
27011,9,,,
27012,1,168,162,6
27012,2,0,0,0
27012,3,0,0,0
27012,4,0,0,0
27012,5,0,0,0
27012,9,,,
27013,1,141,116,25
27013,2,0,0,0
27013,3,0,0,0
27013,4,0,0,0
27013,5,0,0,0
27013,9,,,
27014,1,33,33,0
27014,2,0,0,0
27014,3,0,0,0
27014,4,0,0,0
27014,5,0,0,0
27014,9,,,
27015,1,0,0,0
27015,2,0,0,0
27015,3,0,0,0
27015,4,0,0,0
27015,5,0,0,0
27015,9,,,
27016,1,163,159,4
27016,2,0,0,0
27016,3,0,0,0
27016,4,0,0,0
27016,5,0,0,0
27016,9,,,
27017,1,97,84,13
27017,2,0,0,0
27017,3,0,0,0
27017,4,0,0,0
27017,5,0,0,0
27017,9,,,
28001,1,NA,NA,NA
28001,2,NA,NA,NA
28001,3,NA,NA,NA
28001,4,NA,NA,NA
28001,5,NA,NA,NA
28001,9,,,
28002,1,NA,NA,NA
28002,2,NA,NA,NA
28002,3,NA,NA,NA
28002,4,NA,NA,NA
28002,5,NA,NA,NA
28002,9,,,
28003,1,NA,NA,NA
28003,2,NA,NA,NA
28003,3,NA,NA,NA
28003,4,NA,NA,NA
28003,5,NA,NA,NA
28003,9,,,
28004,1,NA,NA,NA
28004,2,NA,NA,NA
28004,3,NA,NA,NA
28004,4,NA,NA,NA
28004,5,NA,NA,NA
28004,9,,,
28005,1,NA,NA,NA
28005,2,NA,NA,NA
28005,3,NA,NA,NA
28005,4,NA,NA,NA
28005,5,NA,NA,NA
28005,9,,,
28006,1,NA,NA,NA
28006,2,NA,NA,NA
28006,3,NA,NA,NA
28006,4,NA,NA,NA
28006,5,NA,NA,NA
28006,9,,,
28007,1,NA,NA,NA
28007,2,NA,NA,NA
28007,3,NA,NA,NA
28007,4,NA,NA,NA
28007,5,NA,NA,NA
28007,9,,,
28008,1,NA,NA,NA
28008,2,NA,NA,NA
28008,3,NA,NA,NA
28008,4,NA,NA,NA
28008,5,NA,NA,NA
28008,9,,,
28009,1,NA,NA,NA
28009,2,NA,NA,NA
28009,3,NA,NA,NA
28009,4,NA,NA,NA
28009,5,NA,NA,NA
28009,9,,,
28010,1,NA,NA,NA
28010,2,NA,NA,NA
28010,3,NA,NA,NA
28010,4,NA,NA,NA
28010,5,NA,NA,NA
28010,9,,,
28011,1,NA,NA,NA
28011,2,NA,NA,NA
28011,3,NA,NA,NA
28011,4,NA,NA,NA
28011,5,NA,NA,NA
28011,9,,,
28012,1,NA,NA,NA
28012,2,NA,NA,NA
28012,3,NA,NA,NA
28012,4,NA,NA,NA
28012,5,NA,NA,NA
28012,9,,,
28013,1,NA,NA,NA
28013,2,NA,NA,NA
28013,3,NA,NA,NA
28013,4,NA,NA,NA
28013,5,NA,NA,NA
28013,9,,,
28014,1,NA,NA,NA
28014,2,NA,NA,NA
28014,3,NA,NA,NA
28014,4,NA,NA,NA
28014,5,NA,NA,NA
28014,9,,,
28015,1,NA,NA,NA
28015,2,NA,NA,NA
28015,3,NA,NA,NA
28015,4,NA,NA,NA
28015,5,NA,NA,NA
28015,9,,,
28016,1,NA,NA,NA
28016,2,NA,NA,NA
28016,3,NA,NA,NA
28016,4,NA,NA,NA
28016,5,NA,NA,NA
28016,9,,,
28017,1,NA,NA,NA
28017,2,NA,NA,NA
28017,3,NA,NA,NA
28017,4,NA,NA,NA
28017,5,NA,NA,NA
28017,9,,,
28018,1,NA,NA,NA
28018,2,NA,NA,NA
28018,3,NA,NA,NA
28018,4,NA,NA,NA
28018,5,NA,NA,NA
28018,9,,,
28019,1,NA,NA,NA
28019,2,NA,NA,NA
28019,3,NA,NA,NA
28019,4,NA,NA,NA
28019,5,NA,NA,NA
28019,9,,,
28020,1,NA,NA,NA
28020,2,NA,NA,NA
28020,3,NA,NA,NA
28020,4,NA,NA,NA
28020,5,NA,NA,NA
28020,9,,,
28021,1,NA,NA,NA
28021,2,NA,NA,NA
28021,3,NA,NA,NA
28021,4,NA,NA,NA
28021,5,NA,NA,NA
28021,9,,,
28022,1,NA,NA,NA
28022,2,NA,NA,NA
28022,3,NA,NA,NA
28022,4,NA,NA,NA
28022,5,NA,NA,NA
28022,9,,,
28023,1,NA,NA,NA
28023,2,NA,NA,NA
28023,3,NA,NA,NA
28023,4,NA,NA,NA
28023,5,NA,NA,NA
28023,9,,,
28024,1,NA,NA,NA
28024,2,NA,NA,NA
28024,3,NA,NA,NA
28024,4,NA,NA,NA
28024,5,NA,NA,NA
28024,9,,,
28025,1,NA,NA,NA
28025,2,NA,NA,NA
28025,3,NA,NA,NA
28025,4,NA,NA,NA
28025,5,NA,NA,NA
28025,9,,,
28026,1,NA,NA,NA
28026,2,NA,NA,NA
28026,3,NA,NA,NA
28026,4,NA,NA,NA
28026,5,NA,NA,NA
28026,9,,,
28027,1,NA,NA,NA
28027,2,NA,NA,NA
28027,3,NA,NA,NA
28027,4,NA,NA,NA
28027,5,NA,NA,NA
28027,9,,,
28028,1,NA,NA,NA
28028,2,NA,NA,NA
28028,3,NA,NA,NA
28028,4,NA,NA,NA
28028,5,NA,NA,NA
28028,9,,,
28029,1,NA,NA,NA
28029,2,NA,NA,NA
28029,3,NA,NA,NA
28029,4,NA,NA,NA
28029,5,NA,NA,NA
28029,9,,,
28030,1,NA,NA,NA
28030,2,NA,NA,NA
28030,3,NA,NA,NA
28030,4,NA,NA,NA
28030,5,NA,NA,NA
28030,9,,,
28031,1,NA,NA,NA
28031,2,NA,NA,NA
28031,3,NA,NA,NA
28031,4,NA,NA,NA
28031,5,NA,NA,NA
28031,9,,,
28032,1,NA,NA,NA
28032,2,NA,NA,NA
28032,3,NA,NA,NA
28032,4,NA,NA,NA
28032,5,NA,NA,NA
28032,9,,,
28033,1,NA,NA,NA
28033,2,NA,NA,NA
28033,3,NA,NA,NA
28033,4,NA,NA,NA
28033,5,NA,NA,NA
28033,9,,,
28034,1,NA,NA,NA
28034,2,NA,NA,NA
28034,3,NA,NA,NA
28034,4,NA,NA,NA
28034,5,NA,NA,NA
28034,9,,,
28035,1,NA,NA,NA
28035,2,NA,NA,NA
28035,3,NA,NA,NA
28035,4,NA,NA,NA
28035,5,NA,NA,NA
28035,9,,,
28036,1,NA,NA,NA
28036,2,NA,NA,NA
28036,3,NA,NA,NA
28036,4,NA,NA,NA
28036,5,NA,NA,NA
28036,9,,,
28037,1,NA,NA,NA
28037,2,NA,NA,NA
28037,3,NA,NA,NA
28037,4,NA,NA,NA
28037,5,NA,NA,NA
28037,9,,,
28038,1,NA,NA,NA
28038,2,NA,NA,NA
28038,3,NA,NA,NA
28038,4,NA,NA,NA
28038,5,NA,NA,NA
28038,9,,,
28039,1,NA,NA,NA
28039,2,NA,NA,NA
28039,3,NA,NA,NA
28039,4,NA,NA,NA
28039,5,NA,NA,NA
28039,9,,,
28040,1,NA,NA,NA
28040,2,NA,NA,NA
28040,3,NA,NA,NA
28040,4,NA,NA,NA
28040,5,NA,NA,NA
28040,9,,,
28041,1,NA,NA,NA
28041,2,NA,NA,NA
28041,3,NA,NA,NA
28041,4,NA,NA,NA
28041,5,NA,NA,NA
28041,9,,,
28042,1,NA,NA,NA
28042,2,NA,NA,NA
28042,3,NA,NA,NA
28042,4,NA,NA,NA
28042,5,NA,NA,NA
28042,9,,,
28043,1,NA,NA,NA
28043,2,NA,NA,NA
28043,3,NA,NA,NA
28043,4,NA,NA,NA
28043,5,NA,NA,NA
28043,9,,,
29001,1,0,0,0
29001,2,0,0,0
29001,3,0,0,0
29001,4,0,0,0
29001,5,0,0,0
29001,9,,,
29002,1,19,12,7
29002,2,0,0,0
29002,3,0,0,0
29002,4,0,0,0
29002,5,0,0,0
29002,9,,,
29003,1,1,1,0
29003,2,0,0,0
29003,3,0,0,0
29003,4,0,0,0
29003,5,0,0,0
29003,9,,,
29004,1,0,0,0
29004,2,0,0,0
29004,3,0,0,0
29004,4,0,0,0
29004,5,0,0,0
29004,9,,,
29005,1,113,87,26
29005,2,12,8,4
29005,3,0,0,0
29005,4,5,5,0
29005,5,0,0,0
29005,9,,,
29006,1,26,20,6
29006,2,0,0,0
29006,3,0,0,0
29006,4,0,0,0
29006,5,0,0,0
29006,9,,,
29007,1,1,1,0
29007,2,0,0,0
29007,3,0,0,0
29007,4,0,0,0
29007,5,0,0,0
29007,9,,,
29008,1,5,5,0
29008,2,0,0,0
29008,3,0,0,0
29008,4,0,0,0
29008,5,0,0,0
29008,9,,,
29009,1,27,20,7
29009,2,0,0,0
29009,3,0,0,0
29009,4,0,0,0
29009,5,0,0,0
29009,9,,,
29010,1,24,14,10
29010,2,0,0,0
29010,3,0,0,0
29010,4,0,0,0
29010,5,0,0,0
29010,9,,,
29011,1,0,0,0
29011,2,0,0,0
29011,3,0,0,0
29011,4,0,0,0
29011,5,NA,NA,NA
29011,9,,,
29012,1,10,9,1
29012,2,0,0,0
29012,3,0,0,0
29012,4,0,0,0
29012,5,0,0,0
29012,9,,,
29013,1,14,14,0
29013,2,1,0,1
29013,3,0,0,0
29013,4,0,0,0
29013,5,0,0,0
29013,9,,,
29014,1,1,0,1
29014,2,0,0,0
29014,3,0,0,0
29014,4,0,0,0
29014,5,0,0,0
29014,9,,,
29015,1,4,2,2
29015,2,0,0,0
29015,3,0,0,0
29015,4,0,0,0
29015,5,0,0,0
29015,9,,,
29016,1,0,0,0
29016,2,0,0,0
29016,3,0,0,0
29016,4,0,0,0
29016,5,0,0,0
29016,9,,,
29017,1,0,0,0
29017,2,NA,NA,NA
29017,3,NA,NA,NA
29017,4,NA,NA,NA
29017,5,NA,NA,NA
29017,9,,,
29018,1,0,0,0
29018,2,0,0,0
29018,3,0,0,0
29018,4,0,0,0
29018,5,0,0,0
29018,9,,,
29019,1,1,1,0
29019,2,0,0,0
29019,3,0,0,0
29019,4,0,0,0
29019,5,0,0,0
29019,9,,,
29020,1,0,0,0
29020,2,0,0,0
29020,3,0,0,0
29020,4,0,0,0
29020,5,0,0,0
29020,9,,,
29021,1,13,11,2
29021,2,0,0,0
29021,3,0,0,0
29021,4,0,0,0
29021,5,0,0,0
29021,9,,,
29022,1,0,0,0
29022,2,NA,NA,NA
29022,3,NA,NA,NA
29022,4,NA,NA,NA
29022,5,NA,NA,NA
29022,9,,,
29023,1,0,0,0
29023,2,0,0,0
29023,3,0,0,0
29023,4,0,0,0
29023,5,0,0,0
29023,9,,,
29024,1,6,4,2
29024,2,0,0,0
29024,3,0,0,0
29024,4,0,0,0
29024,5,0,0,0
29024,9,,,
29025,1,25,17,8
29025,2,0,0,0
29025,3,NA,NA,NA
29025,4,NA,NA,NA
29025,5,NA,NA,NA
29025,9,,,
29026,1,4,4,0
29026,2,0,0,0
29026,3,0,0,0
29026,4,0,0,0
29026,5,0,0,0
29026,9,,,
29027,1,0,0,0
29027,2,NA,NA,NA
29027,3,NA,NA,NA
29027,4,NA,NA,NA
29027,5,NA,NA,NA
29027,9,,,
29028,1,19,14,5
29028,2,0,0,0
29028,3,0,0,0
29028,4,0,0,0
29028,5,0,0,0
29028,9,,,
29029,1,8,6,2
29029,2,0,0,0
29029,3,0,0,0
29029,4,0,0,0
29029,5,0,0,0
29029,9,,,
29030,1,1,1,0
29030,2,0,0,0
29030,3,0,0,0
29030,4,0,0,0
29030,5,0,0,0
29030,9,,,
29031,1,12,9,3
29031,2,0,0,0
29031,3,0,0,0
29031,4,0,0,0
29031,5,0,0,0
29031,9,,,
29032,1,0,0,0
29032,2,0,0,0
29032,3,0,0,0
29032,4,0,0,0
29032,5,0,0,0
29032,9,,,
29033,1,133,93,40
29033,2,0,0,0
29033,3,0,0,0
29033,4,0,0,0
29033,5,0,0,0
29033,9,,,
29034,1,6,5,1
29034,2,0,0,0
29034,3,0,0,0
29034,4,0,0,0
29034,5,0,0,0
29034,9,,,
29035,1,0,0,0
29035,2,0,0,0
29035,3,0,0,0
29035,4,0,0,0
29035,5,0,0,0
29035,9,,,
29036,1,2,1,1
29036,2,0,0,0
29036,3,0,0,0
29036,4,0,0,0
29036,5,0,0,0
29036,9,,,
29037,1,0,0,0
29037,2,0,0,0
29037,3,0,0,0
29037,4,0,0,0
29037,5,0,0,0
29037,9,,,
29038,1,0,0,0
29038,2,0,0,0
29038,3,0,0,0
29038,4,0,0,0
29038,5,0,0,0
29038,9,,,
29039,1,1,1,0
29039,2,0,0,0
29039,3,0,0,0
29039,4,0,0,0
29039,5,0,0,0
29039,9,,,
29040,1,0,0,0
29040,2,0,0,0
29040,3,0,0,0
29040,4,0,0,0
29040,5,0,0,0
29040,9,,,
29041,1,3,3,0
29041,2,0,0,0
29041,3,0,0,0
29041,4,0,0,0
29041,5,0,0,0
29041,9,,,
29042,1,8,6,2
29042,2,0,0,0
29042,3,0,0,0
29042,4,0,0,0
29042,5,0,0,0
29042,9,,,
29043,1,7,5,2
29043,2,0,0,0
29043,3,0,0,0
29043,4,0,0,0
29043,5,0,0,0
29043,9,,,
29044,1,2,2,0
29044,2,0,0,0
29044,3,0,0,0
29044,4,0,0,0
29044,5,0,0,0
29044,9,,,
29045,1,16,11,5
29045,2,0,0,0
29045,3,0,0,0
29045,4,0,0,0
29045,5,0,0,0
29045,9,,,
29046,1,4,4,0
29046,2,0,0,0
29046,3,0,0,0
29046,4,0,0,0
29046,5,0,0,0
29046,9,,,
29047,1,0,0,0
29047,2,0,0,0
29047,3,0,0,0
29047,4,0,0,0
29047,5,0,0,0
29047,9,,,
29048,1,1,1,0
29048,2,0,0,0
29048,3,0,0,0
29048,4,0,0,0
29048,5,0,0,0
29048,9,,,
29049,1,1,1,0
29049,2,0,0,0
29049,3,0,0,0
29049,4,0,0,0
29049,5,0,0,0
29049,9,,,
29050,1,0,0,0
29050,2,0,0,0
29050,3,0,0,0
29050,4,0,0,0
29050,5,0,0,0
29050,9,,,
29051,1,1,1,0
29051,2,0,0,0
29051,3,0,0,0
29051,4,0,0,0
29051,5,0,0,0
29051,9,,,
29052,1,0,0,0
29052,2,0,0,0
29052,3,0,0,0
29052,4,0,0,0
29052,5,0,0,0
29052,9,,,
29053,1,13,10,3
29053,2,0,0,0
29053,3,0,0,0
29053,4,0,0,0
29053,5,0,0,0
29053,9,,,
29054,1,0,0,0
29054,2,0,0,0
29054,3,0,0,0
29054,4,0,0,0
29054,5,0,0,0
29054,9,,,
29055,1,0,0,0
29055,2,0,0,0
29055,3,0,0,0
29055,4,0,0,0
29055,5,0,0,0
29055,9,,,
29056,1,15,11,4
29056,2,0,0,0
29056,3,0,0,0
29056,4,0,0,0
29056,5,0,0,0
29056,9,,,
29057,1,3,2,1
29057,2,0,0,0
29057,3,0,0,0
29057,4,0,0,0
29057,5,0,0,0
29057,9,,,
29058,1,1,0,1
29058,2,0,0,0
29058,3,0,0,0
29058,4,0,0,0
29058,5,0,0,0
29058,9,,,
29059,1,6,4,2
29059,2,0,0,0
29059,3,0,0,0
29059,4,0,0,0
29059,5,0,0,0
29059,9,,,
29060,1,3,2,1
29060,2,0,0,0
29060,3,0,0,0
29060,4,0,0,0
29060,5,0,0,0
29060,9,,,
30001,1,1,1,0
30001,2,0,0,0
30001,3,0,0,0
30001,4,0,0,0
30001,5,0,0,0
30001,9,,,
30002,1,2,2,0
30002,2,0,0,0
30002,3,0,0,0
30002,4,0,0,0
30002,5,0,0,0
30002,9,,,
30003,1,1,1,0
30003,2,0,0,0
30003,3,0,0,0
30003,4,0,0,0
30003,5,0,0,0
30003,9,,,
30004,1,0,0,0
30004,2,0,0,0
30004,3,0,0,0
30004,4,0,0,0
30004,5,0,0,0
30004,9,,,
30005,1,0,0,0
30005,2,0,0,0
30005,3,0,0,0
30005,4,0,0,0
30005,5,0,0,0
30005,9,,,
30006,1,NA,NA,NA
30006,2,NA,NA,NA
30006,3,NA,NA,NA
30006,4,NA,NA,NA
30006,5,NA,NA,NA
30006,9,,,
30007,1,0,0,0
30007,2,0,0,0
30007,3,0,0,0
30007,4,0,0,0
30007,5,0,0,0
30007,9,,,
30008,1,0,0,0
30008,2,0,0,0
30008,3,0,0,0
30008,4,0,0,0
30008,5,0,0,0
30008,9,,,
30009,1,0,0,0
30009,2,0,0,0
30009,3,0,0,0
30009,4,0,0,0
30009,5,0,0,0
30009,9,,,
30010,1,0,0,0
30010,2,0,0,0
30010,3,0,0,0
30010,4,0,0,0
30010,5,0,0,0
30010,9,,,
30011,1,1,1,0
30011,2,0,0,0
30011,3,0,0,0
30011,4,0,0,0
30011,5,0,0,0
30011,9,,,
30012,1,1,1,0
30012,2,0,0,0
30012,3,0,0,0
30012,4,0,0,0
30012,5,0,0,0
30012,9,,,
30013,1,0,0,0
30013,2,0,0,0
30013,3,0,0,0
30013,4,0,0,0
30013,5,0,0,0
30013,9,,,
30014,1,NA,NA,NA
30014,2,NA,NA,NA
30014,3,NA,NA,NA
30014,4,NA,NA,NA
30014,5,NA,NA,NA
30014,9,,,
30015,1,2,2,0
30015,2,0,0,0
30015,3,0,0,0
30015,4,0,0,0
30015,5,0,0,0
30015,9,,,
30016,1,0,0,0
30016,2,0,0,0
30016,3,0,0,0
30016,4,0,0,0
30016,5,0,0,0
30016,9,,,
30017,1,0,0,0
30017,2,0,0,0
30017,3,0,0,0
30017,4,0,0,0
30017,5,0,0,0
30017,9,,,
30018,1,1,1,0
30018,2,0,0,0
30018,3,0,0,0
30018,4,0,0,0
30018,5,0,0,0
30018,9,,,
30019,1,0,0,0
30019,2,0,0,0
30019,3,0,0,0
30019,4,0,0,0
30019,5,0,0,0
30019,9,,,
30020,1,0,0,0
30020,2,0,0,0
30020,3,0,0,0
30020,4,0,0,0
30020,5,0,0,0
30020,9,,,
30021,1,8,7,1
30021,2,0,0,0
30021,3,0,0,0
30021,4,0,0,0
30021,5,0,0,0
30021,9,,,
30022,1,0,0,0
30022,2,0,0,0
30022,3,0,0,0
30022,4,0,0,0
30022,5,0,0,0
30022,9,,,
30023,1,0,0,0
30023,2,0,0,0
30023,3,0,0,0
30023,4,0,0,0
30023,5,0,0,0
30023,9,,,
30024,1,1,1,0
30024,2,0,0,0
30024,3,0,0,0
30024,4,0,0,0
30024,5,0,0,0
30024,9,,,
30025,1,0,0,0
30025,2,0,0,0
30025,3,0,0,0
30025,4,0,0,0
30025,5,0,0,0
30025,9,,,
30026,1,3,3,0
30026,2,0,0,0
30026,3,0,0,0
30026,4,0,0,0
30026,5,0,0,0
30026,9,,,
30027,1,0,0,0
30027,2,0,0,0
30027,3,0,0,0
30027,4,0,0,0
30027,5,0,0,0
30027,9,,,
30028,1,110,91,19
30028,2,0,0,0
30028,3,0,0,0
30028,4,0,0,0
30028,5,0,0,0
30028,9,,,
30029,1,0,0,0
30029,2,0,0,0
30029,3,0,0,0
30029,4,0,0,0
30029,5,0,0,0
30029,9,,,
30030,1,6,4,2
30030,2,0,0,0
30030,3,0,0,0
30030,4,0,0,0
30030,5,0,0,0
30030,9,,,
30031,1,0,0,0
30031,2,0,0,0
30031,3,0,0,0
30031,4,0,0,0
30031,5,0,0,0
30031,9,,,
30032,1,0,0,0
30032,2,0,0,0
30032,3,0,0,0
30032,4,0,0,0
30032,5,0,0,0
30032,9,,,
30033,1,0,0,0
30033,2,0,0,0
30033,3,0,0,0
30033,4,0,0,0
30033,5,0,0,0
30033,9,,,
30034,1,0,0,0
30034,2,0,0,0
30034,3,0,0,0
30034,4,0,0,0
30034,5,0,0,0
30034,9,,,
30035,1,0,0,0
30035,2,0,0,0
30035,3,0,0,0
30035,4,0,0,0
30035,5,0,0,0
30035,9,,,
30036,1,0,0,0
30036,2,0,0,0
30036,3,0,0,0
30036,4,0,0,0
30036,5,0,0,0
30036,9,,,
30037,1,0,0,0
30037,2,0,0,0
30037,3,0,0,0
30037,4,0,0,0
30037,5,0,0,0
30037,9,,,
30038,1,61,47,14
30038,2,0,0,0
30038,3,0,0,0
30038,4,0,0,0
30038,5,0,0,0
30038,9,,,
30039,1,175,105,70
30039,2,0,0,0
30039,3,0,0,0
30039,4,0,0,0
30039,5,0,0,0
30039,9,,,
30040,1,0,0,0
30040,2,0,0,0
30040,3,0,0,0
30040,4,0,0,0
30040,5,0,0,0
30040,9,,,
30041,1,0,0,0
30041,2,0,0,0
30041,3,0,0,0
30041,4,0,0,0
30041,5,0,0,0
30041,9,,,
30042,1,0,0,0
30042,2,0,0,0
30042,3,0,0,0
30042,4,0,0,0
30042,5,0,0,0
30042,9,,,
30043,1,0,0,0
30043,2,0,0,0
30043,3,0,0,0
30043,4,0,0,0
30043,5,0,0,0
30043,9,,,
30044,1,69,43,26
30044,2,0,0,0
30044,3,0,0,0
30044,4,0,0,0
30044,5,0,0,0
30044,9,,,
30045,1,16,16,0
30045,2,0,0,0
30045,3,0,0,0
30045,4,0,0,0
30045,5,0,0,0
30045,9,,,
30046,1,0,0,0
30046,2,0,0,0
30046,3,0,0,0
30046,4,0,0,0
30046,5,0,0,0
30046,9,,,
30047,1,2,2,0
30047,2,0,0,0
30047,3,0,0,0
30047,4,0,0,0
30047,5,0,0,0
30047,9,,,
30048,1,76,63,13
30048,2,0,0,0
30048,3,0,0,0
30048,4,0,0,0
30048,5,0,0,0
30048,9,,,
30049,1,21,20,1
30049,2,0,0,0
30049,3,0,0,0
30049,4,0,0,0
30049,5,0,0,0
30049,9,,,
30050,1,5,5,0
30050,2,0,0,0
30050,3,0,0,0
30050,4,0,0,0
30050,5,0,0,0
30050,9,,,
30051,1,0,0,0
30051,2,0,0,0
30051,3,0,0,0
30051,4,0,0,0
30051,5,0,0,0
30051,9,,,
30052,1,2,2,0
30052,2,0,0,0
30052,3,0,0,0
30052,4,0,0,0
30052,5,0,0,0
30052,9,,,
30053,1,0,0,0
30053,2,0,0,0
30053,3,0,0,0
30053,4,0,0,0
30053,5,0,0,0
30053,9,,,
30054,1,1,1,0
30054,2,0,0,0
30054,3,0,0,0
30054,4,0,0,0
30054,5,0,0,0
30054,9,,,
30055,1,0,0,0
30055,2,0,0,0
30055,3,0,0,0
30055,4,0,0,0
30055,5,0,0,0
30055,9,,,
30056,1,2,2,0
30056,2,0,0,0
30056,3,0,0,0
30056,4,0,0,0
30056,5,0,0,0
30056,9,,,
30057,1,0,0,0
30057,2,0,0,0
30057,3,0,0,0
30057,4,0,0,0
30057,5,0,0,0
30057,9,,,
30058,1,3,3,0
30058,2,0,0,0
30058,3,0,0,0
30058,4,0,0,0
30058,5,0,0,0
30058,9,,,
30059,1,1,1,0
30059,2,0,0,0
30059,3,0,0,0
30059,4,0,0,0
30059,5,0,0,0
30059,9,,,
30060,1,0,0,0
30060,2,0,0,0
30060,3,0,0,0
30060,4,0,0,0
30060,5,0,0,0
30060,9,,,
30061,1,3,3,0
30061,2,0,0,0
30061,3,0,0,0
30061,4,0,0,0
30061,5,0,0,0
30061,9,,,
30062,1,0,0,0
30062,2,0,0,0
30062,3,0,0,0
30062,4,0,0,0
30062,5,0,0,0
30062,9,,,
30063,1,3,3,0
30063,2,0,0,0
30063,3,0,0,0
30063,4,0,0,0
30063,5,0,0,0
30063,9,,,
30064,1,0,0,0
30064,2,0,0,0
30064,3,0,0,0
30064,4,0,0,0
30064,5,0,0,0
30064,9,,,
30065,1,3,1,2
30065,2,0,0,0
30065,3,0,0,0
30065,4,0,0,0
30065,5,0,0,0
30065,9,,,
30066,1,0,0,0
30066,2,0,0,0
30066,3,0,0,0
30066,4,0,0,0
30066,5,0,0,0
30066,9,,,
30067,1,0,0,0
30067,2,0,0,0
30067,3,0,0,0
30067,4,0,0,0
30067,5,0,0,0
30067,9,,,
30068,1,0,0,0
30068,2,0,0,0
30068,3,0,0,0
30068,4,0,0,0
30068,5,0,0,0
30068,9,,,
30069,1,0,0,0
30069,2,0,0,0
30069,3,0,0,0
30069,4,0,0,0
30069,5,0,0,0
30069,9,,,
30070,1,0,0,0
30070,2,0,0,0
30070,3,0,0,0
30070,4,0,0,0
30070,5,0,0,0
30070,9,,,
