ubicageo_f,esquprof_b,sexostt,sexos1,sexos2
14059,11,5,2,3
14059,12,0,0,0
14059,13,0,0,0
14059,21,0,0,0
14059,22,0,0,0
14059,23,0,0,0
14059,31,0,0,0
14059,32,0,0,0
14059,33,0,0,0
14059,34,0,0,0
14059,35,0,0,0
14059,40,0,0,0
14060,11,0,0,0
14060,12,0,0,0
14060,13,0,0,0
14060,21,0,0,0
14060,22,0,0,0
14060,23,0,0,0
14060,31,0,0,0
14060,32,0,0,0
14060,33,0,0,0
14060,34,0,0,0
14060,35,0,0,0
14060,40,0,0,0
14061,11,11,7,4
14061,12,0,0,0
14061,13,0,0,0
14061,21,0,0,0
14061,22,0,0,0
14061,23,0,0,0
14061,31,0,0,0
14061,32,0,0,0
14061,33,0,0,0
14061,34,0,0,0
14061,35,0,0,0
14061,40,0,0,0
14062,11,9,6,3
14062,12,0,0,0
14062,13,0,0,0
14062,21,0,0,0
14062,22,0,0,0
14062,23,0,0,0
14062,31,0,0,0
14062,32,0,0,0
14062,33,0,0,0
14062,34,0,0,0
14062,35,0,0,0
14062,40,0,0,0
14063,11,127,77,50
14063,12,0,0,0
14063,13,0,0,0
14063,21,0,0,0
14063,22,0,0,0
14063,23,0,0,0
14063,31,0,0,0
14063,32,0,0,0
14063,33,0,0,0
14063,34,0,0,0
14063,35,0,0,0
14063,40,0,0,0
14064,11,21,13,8
14064,12,0,0,0
14064,13,0,0,0
14064,21,0,0,0
14064,22,0,0,0
14064,23,0,0,0
14064,31,0,0,0
14064,32,0,0,0
14064,33,0,0,0
14064,34,0,0,0
14064,35,0,0,0
14064,40,0,0,0
14065,11,14,12,2
14065,12,0,0,0
14065,13,0,0,0
14065,21,0,0,0
14065,22,0,0,0
14065,23,0,0,0
14065,31,0,0,0
14065,32,0,0,0
14065,33,0,0,0
14065,34,0,0,0
14065,35,0,0,0
14065,40,0,0,0
14066,11,0,0,0
14066,12,0,0,0
14066,13,29,22,7
14066,21,0,0,0
14066,22,0,0,0
14066,23,0,0,0
14066,31,0,0,0
14066,32,0,0,0
14066,33,0,0,0
14066,34,0,0,0
14066,35,0,0,0
14066,40,0,0,0
14067,11,0,0,0
14067,12,0,0,0
14067,13,571,358,213
14067,21,0,0,0
14067,22,0,0,0
14067,23,94,75,19
14067,31,0,0,0
14067,32,0,0,0
14067,33,0,0,0
14067,34,0,0,0
14067,35,0,0,0
14067,40,19,11,8
14068,11,0,0,0
14068,12,0,0,0
14068,13,28,19,9
14068,21,0,0,0
14068,22,0,0,0
14068,23,1,1,0
14068,31,0,0,0
14068,32,0,0,0
14068,33,0,0,0
14068,34,0,0,0
14068,35,0,0,0
14068,40,0,0,0
14069,11,9,5,4
14069,12,0,0,0
14069,13,0,0,0
14069,21,0,0,0
14069,22,0,0,0
14069,23,0,0,0
14069,31,0,0,0
14069,32,0,0,0
14069,33,0,0,0
14069,34,0,0,0
14069,35,0,0,0
14069,40,0,0,0
14070,11,182,135,47
14070,12,0,0,0
14070,13,0,0,0
14070,21,0,0,0
14070,22,0,0,0
14070,23,0,0,0
14070,31,0,0,0
14070,32,0,0,0
14070,33,0,0,0
14070,34,0,0,0
14070,35,0,0,0
14070,40,0,0,0
14071,11,13,11,2
14071,12,0,0,0
14071,13,0,0,0
14071,21,0,0,0
14071,22,0,0,0
14071,23,0,0,0
14071,31,0,0,0
14071,32,0,0,0
14071,33,0,0,0
14071,34,0,0,0
14071,35,0,0,0
14071,40,0,0,0
14072,11,11,10,1
14072,12,0,0,0
14072,13,0,0,0
14072,21,0,0,0
14072,22,0,0,0
14072,23,0,0,0
14072,31,0,0,0
14072,32,0,0,0
14072,33,0,0,0
14072,34,0,0,0
14072,35,0,0,0
14072,40,0,0,0
14073,11,126,94,32
14073,12,0,0,0
14073,13,0,0,0
14073,21,0,0,0
14073,22,0,0,0
14073,23,0,0,0
14073,31,0,0,0
14073,32,0,0,0
14073,33,0,0,0
14073,34,0,0,0
14073,35,0,0,0
14073,40,0,0,0
14074,11,34,27,7
14074,12,0,0,0
14074,13,0,0,0
14074,21,0,0,0
14074,22,0,0,0
14074,23,0,0,0
14074,31,0,0,0
14074,32,0,0,0
14074,33,0,0,0
14074,34,0,0,0
14074,35,0,0,0
14074,40,0,0,0
14075,11,11,8,3
14075,12,0,0,0
14075,13,0,0,0
14075,21,0,0,0
14075,22,0,0,0
14075,23,0,0,0
14075,31,0,0,0
14075,32,0,0,0
14075,33,0,0,0
14075,34,0,0,0
14075,35,0,0,0
14075,40,0,0,0
14076,11,0,0,0
14076,12,0,0,0
14076,13,0,0,0
14076,21,0,0,0
14076,22,0,0,0
14076,23,0,0,0
14076,31,0,0,0
14076,32,0,0,0
14076,33,0,0,0
14076,34,0,0,0
14076,35,0,0,0
14076,40,0,0,0
14077,11,0,0,0
14077,12,0,0,0
14077,13,0,0,0
14077,21,0,0,0
14077,22,0,0,0
14077,23,0,0,0
14077,31,0,0,0
14077,32,0,0,0
14077,33,0,0,0
14077,34,0,0,0
14077,35,0,0,0
14077,40,0,0,0
14078,11,10,8,2
14078,12,1,0,1
14078,13,0,0,0
14078,21,0,0,0
14078,22,2,2,0
14078,23,0,0,0
14078,31,0,0,0
14078,32,0,0,0
14078,33,0,0,0
14078,34,0,0,0
14078,35,0,0,0
14078,40,0,0,0
14079,11,28,25,3
14079,12,0,0,0
14079,13,0,0,0
14079,21,0,0,0
14079,22,0,0,0
14079,23,0,0,0
14079,31,0,0,0
14079,32,0,0,0
14079,33,0,0,0
14079,34,0,0,0
14079,35,0,0,0
14079,40,0,0,0
14080,11,4,4,0
14080,12,0,0,0
14080,13,5,5,0
14080,21,0,0,0
14080,22,0,0,0
14080,23,0,0,0
14080,31,0,0,0
14080,32,0,0,0
14080,33,0,0,0
14080,34,0,0,0
14080,35,0,0,0
14080,40,0,0,0
14081,11,0,0,0
14081,12,0,0,0
14081,13,0,0,0
14081,21,0,0,0
14081,22,0,0,0
14081,23,0,0,0
14081,31,0,0,0
14081,32,0,0,0
14081,33,0,0,0
14081,34,0,0,0
14081,35,0,0,0
14081,40,0,0,0
14082,11,64,38,26
14082,12,0,0,0
14082,13,0,0,0
14082,21,0,0,0
14082,22,0,0,0
14082,23,0,0,0
14082,31,0,0,0
14082,32,0,0,0
14082,33,0,0,0
14082,34,0,0,0
14082,35,0,0,0
14082,40,0,0,0
14083,11,47,34,13
14083,12,0,0,0
14083,13,0,0,0
14083,21,0,0,0
14083,22,0,0,0
14083,23,0,0,0
14083,31,0,0,0
14083,32,0,0,0
14083,33,0,0,0
14083,34,0,0,0
14083,35,0,0,0
14083,40,0,0,0
14084,11,21,15,6
14084,12,0,0,0
14084,13,0,0,0
14084,21,0,0,0
14084,22,0,0,0
14084,23,0,0,0
14084,31,0,0,0
14084,32,0,0,0
14084,33,0,0,0
14084,34,0,0,0
14084,35,0,0,0
14084,40,0,0,0
14085,11,24,20,4
14085,12,0,0,0
14085,13,0,0,0
14085,21,0,0,0
14085,22,0,0,0
14085,23,0,0,0
14085,31,0,0,0
14085,32,0,0,0
14085,33,0,0,0
14085,34,0,0,0
14085,35,0,0,0
14085,40,0,0,0
14086,11,0,0,0
14086,12,0,0,0
14086,13,0,0,0
14086,21,0,0,0
14086,22,0,0,0
14086,23,0,0,0
14086,31,0,0,0
14086,32,0,0,0
14086,33,0,0,0
14086,34,0,0,0
14086,35,0,0,0
14086,40,0,0,0
14087,11,24,20,4
14087,12,0,0,0
14087,13,0,0,0
14087,21,0,0,0
14087,22,0,0,0
14087,23,0,0,0
14087,31,0,0,0
14087,32,0,0,0
14087,33,0,0,0
14087,34,0,0,0
14087,35,0,0,0
14087,40,0,0,0
14088,11,33,28,5
14088,12,0,0,0
14088,13,0,0,0
14088,21,0,0,0
14088,22,0,0,0
14088,23,0,0,0
14088,31,0,0,0
14088,32,0,0,0
14088,33,0,0,0
14088,34,0,0,0
14088,35,0,0,0
14088,40,0,0,0
14089,11,0,0,0
14089,12,0,0,0
14089,13,3,2,1
14089,21,0,0,0
14089,22,0,0,0
14089,23,0,0,0
14089,31,0,0,0
14089,32,0,0,0
14089,33,0,0,0
14089,34,0,0,0
14089,35,0,0,0
14089,40,0,0,0
14090,11,11,8,3
14090,12,0,0,0
14090,13,0,0,0
14090,21,0,0,0
14090,22,0,0,0
14090,23,0,0,0
14090,31,0,0,0
14090,32,0,0,0
14090,33,0,0,0
14090,34,0,0,0
14090,35,0,0,0
14090,40,0,0,0
14091,11,0,0,0
14091,12,2,2,0
14091,13,0,0,0
14091,21,0,0,0
14091,22,0,0,0
14091,23,0,0,0
14091,31,0,0,0
14091,32,0,0,0
14091,33,0,0,0
14091,34,0,0,0
14091,35,0,0,0
14091,40,0,0,0
14092,11,2,0,2
14092,12,0,0,0
14092,13,0,0,0
14092,21,0,0,0
14092,22,0,0,0
14092,23,0,0,0
14092,31,0,0,0
14092,32,0,0,0
14092,33,0,0,0
14092,34,0,0,0
14092,35,0,0,0
14092,40,0,0,0
14093,11,0,0,0
14093,12,0,0,0
14093,13,0,0,0
14093,21,0,0,0
14093,22,0,0,0
14093,23,193,126,67
14093,31,0,0,0
14093,32,0,0,0
14093,33,0,0,0
14093,34,0,0,0
14093,35,0,0,0
14093,40,0,0,0
14094,11,25,20,5
14094,12,0,0,0
14094,13,0,0,0
14094,21,0,0,0
14094,22,0,0,0
14094,23,0,0,0
14094,31,0,0,0
14094,32,0,0,0
14094,33,0,0,0
14094,34,0,0,0
14094,35,0,0,0
14094,40,0,0,0
14095,11,26,21,5
14095,12,0,0,0
14095,13,0,0,0
14095,21,0,0,0
14095,22,0,0,0
14095,23,0,0,0
14095,31,0,0,0
14095,32,0,0,0
14095,33,0,0,0
14095,34,0,0,0
14095,35,0,0,0
14095,40,0,0,0
14096,11,8,8,0
14096,12,0,0,0
14096,13,12,8,4
14096,21,0,0,0
14096,22,0,0,0
14096,23,0,0,0
14096,31,0,0,0
14096,32,0,0,0
14096,33,0,0,0
14096,34,0,0,0
14096,35,0,0,0
14096,40,0,0,0
14097,11,793,576,217
14097,12,0,0,0
14097,13,0,0,0
14097,21,0,0,0
14097,22,0,0,0
14097,23,0,0,0
14097,31,0,0,0
14097,32,0,0,0
14097,33,0,0,0
14097,34,0,0,0
14097,35,0,0,0
14097,40,0,0,0
14098,11,879,640,239
14098,12,0,0,0
14098,13,0,0,0
14098,21,0,0,0
14098,22,0,0,0
14098,23,0,0,0
14098,31,0,0,0
14098,32,0,0,0
14098,33,0,0,0
14098,34,0,0,0
14098,35,0,0,0
14098,40,0,0,0
14099,11,1,1,0
14099,12,0,0,0
14099,13,0,0,0
14099,21,0,0,0
14099,22,0,0,0
14099,23,0,0,0
14099,31,0,0,0
14099,32,0,0,0
14099,33,0,0,0
14099,34,0,0,0
14099,35,0,0,0
14099,40,0,0,0
14100,11,16,14,2
14100,12,0,0,0
14100,13,0,0,0
14100,21,0,0,0
14100,22,0,0,0
14100,23,0,0,0
14100,31,0,0,0
14100,32,0,0,0
14100,33,0,0,0
14100,34,0,0,0
14100,35,0,0,0
14100,40,0,0,0
14101,11,35,28,7
14101,12,0,0,0
14101,13,0,0,0
14101,21,0,0,0
14101,22,0,0,0
14101,23,0,0,0
14101,31,0,0,0
14101,32,0,0,0
14101,33,0,0,0
14101,34,0,0,0
14101,35,0,0,0
14101,40,0,0,0
14102,11,1,1,0
14102,12,0,0,0
14102,13,0,0,0
14102,21,0,0,0
14102,22,0,0,0
14102,23,0,0,0
14102,31,0,0,0
14102,32,0,0,0
14102,33,0,0,0
14102,34,0,0,0
14102,35,0,0,0
14102,40,0,0,0
14103,11,28,25,3
14103,12,0,0,0
14103,13,0,0,0
14103,21,0,0,0
14103,22,0,0,0
14103,23,0,0,0
14103,31,0,0,0
14103,32,0,0,0
14103,33,0,0,0
14103,34,0,0,0
14103,35,0,0,0
14103,40,0,0,0
14104,11,17,16,1
14104,12,0,0,0
14104,13,4,2,2
14104,21,0,0,0
14104,22,0,0,0
14104,23,0,0,0
14104,31,0,0,0
14104,32,0,0,0
14104,33,0,0,0
14104,34,0,0,0
14104,35,0,0,0
14104,40,0,0,0
14105,11,0,0,0
14105,12,0,0,0
14105,13,7,4,3
14105,21,0,0,0
14105,22,0,0,0
14105,23,0,0,0
14105,31,0,0,0
14105,32,0,0,0
14105,33,0,0,0
14105,34,0,0,0
14105,35,0,0,0
14105,40,0,0,0
14106,11,0,0,0
14106,12,0,0,0
14106,13,0,0,0
14106,21,0,0,0
14106,22,0,0,0
14106,23,0,0,0
14106,31,0,0,0
14106,32,0,0,0
14106,33,0,0,0
14106,34,0,0,0
14106,35,0,0,0
14106,40,0,0,0
14107,11,8,7,1
14107,12,0,0,0
14107,13,0,0,0
14107,21,0,0,0
14107,22,0,0,0
14107,23,0,0,0
14107,31,0,0,0
14107,32,0,0,0
14107,33,0,0,0
14107,34,0,0,0
14107,35,0,0,0
14107,40,0,0,0
14108,11,45,36,9
14108,12,0,0,0
14108,13,0,0,0
14108,21,0,0,0
14108,22,0,0,0
14108,23,0,0,0
14108,31,0,0,0
14108,32,0,0,0
14108,33,0,0,0
14108,34,0,0,0
14108,35,0,0,0
14108,40,0,0,0
14109,11,8,2,6
14109,12,0,0,0
14109,13,0,0,0
14109,21,0,0,0
14109,22,0,0,0
14109,23,0,0,0
14109,31,0,0,0
14109,32,0,0,0
14109,33,0,0,0
14109,34,0,0,0
14109,35,0,0,0
14109,40,0,0,0
14110,11,10,9,1
14110,12,0,0,0
14110,13,0,0,0
14110,21,0,0,0
14110,22,0,0,0
14110,23,0,0,0
14110,31,0,0,0
14110,32,0,0,0
14110,33,0,0,0
14110,34,0,0,0
14110,35,0,0,0
14110,40,0,0,0
14111,11,17,14,3
14111,12,0,0,0
14111,13,0,0,0
14111,21,0,0,0
14111,22,0,0,0
14111,23,0,0,0
14111,31,0,0,0
14111,32,0,0,0
14111,33,0,0,0
14111,34,0,0,0
14111,35,0,0,0
14111,40,0,0,0
14112,11,0,0,0
14112,12,0,0,0
14112,13,6,3,3
14112,21,0,0,0
14112,22,0,0,0
14112,23,0,0,0
14112,31,0,0,0
14112,32,0,0,0
14112,33,0,0,0
14112,34,0,0,0
14112,35,0,0,0
14112,40,0,0,0
14113,11,21,13,8
14113,12,0,0,0
14113,13,0,0,0
14113,21,0,0,0
14113,22,0,0,0
14113,23,0,0,0
14113,31,0,0,0
14113,32,0,0,0
14113,33,0,0,0
14113,34,0,0,0
14113,35,0,0,0
14113,40,0,0,0
14114,11,26,22,4
14114,12,0,0,0
14114,13,0,0,0
14114,21,0,0,0
14114,22,0,0,0
14114,23,0,0,0
14114,31,0,0,0
14114,32,0,0,0
14114,33,0,0,0
14114,34,0,0,0
14114,35,0,0,0
14114,40,0,0,0
14115,11,8,8,0
14115,12,0,0,0
14115,13,0,0,0
14115,21,0,0,0
14115,22,0,0,0
14115,23,0,0,0
14115,31,0,0,0
14115,32,0,0,0
14115,33,0,0,0
14115,34,0,0,0
14115,35,0,0,0
14115,40,0,0,0
14116,11,0,0,0
14116,12,39,37,2
14116,13,0,0,0
14116,21,0,0,0
14116,22,0,0,0
14116,23,0,0,0
14116,31,0,0,0
14116,32,0,0,0
14116,33,0,0,0
14116,34,0,0,0
14116,35,0,0,0
14116,40,0,0,0
14117,11,11,9,2
14117,12,0,0,0
14117,13,0,0,0
14117,21,0,0,0
14117,22,0,0,0
14117,23,0,0,0
14117,31,0,0,0
14117,32,0,0,0
14117,33,0,0,0
14117,34,0,0,0
14117,35,0,0,0
14117,40,0,0,0
14118,11,38,21,17
14118,12,0,0,0
14118,13,0,0,0
14118,21,0,0,0
14118,22,0,0,0
14118,23,0,0,0
14118,31,0,0,0
14118,32,0,0,0
14118,33,0,0,0
14118,34,0,0,0
14118,35,0,0,0
14118,40,0,0,0
14119,11,16,16,0
14119,12,0,0,0
14119,13,0,0,0
14119,21,0,0,0
14119,22,0,0,0
14119,23,0,0,0
14119,31,0,0,0
14119,32,0,0,0
14119,33,0,0,0
14119,34,0,0,0
14119,35,0,0,0
14119,40,0,0,0
14120,11,298,225,73
14120,12,0,0,0
14120,13,0,0,0
14120,21,0,0,0
14120,22,43,30,13
14120,23,1378,1035,343
14120,31,0,0,0
14120,32,0,0,0
14120,33,0,0,0
14120,34,0,0,0
14120,35,0,0,0
14120,40,20,17,3
14121,11,22,17,5
14121,12,0,0,0
14121,13,0,0,0
14121,21,6,4,2
14121,22,0,0,0
14121,23,0,0,0
14121,31,0,0,0
14121,32,0,0,0
14121,33,0,0,0
14121,34,0,0,0
14121,35,0,0,0
14121,40,0,0,0
14122,11,13,12,1
14122,12,0,0,0
14122,13,0,0,0
14122,21,0,0,0
14122,22,0,0,0
14122,23,0,0,0
14122,31,0,0,0
14122,32,0,0,0
14122,33,0,0,0
14122,34,0,0,0
14122,35,0,0,0
14122,40,0,0,0
14123,11,32,26,6
14123,12,0,0,0
14123,13,0,0,0
14123,21,0,0,0
14123,22,0,0,0
14123,23,0,0,0
14123,31,0,0,0
14123,32,0,0,0
14123,33,0,0,0
14123,34,0,0,0
14123,35,0,0,0
14123,40,0,0,0
14124,11,51,40,11
14124,12,0,0,0
14124,13,0,0,0
14124,21,0,0,0
14124,22,0,0,0
14124,23,0,0,0
14124,31,0,0,0
14124,32,0,0,0
14124,33,0,0,0
14124,34,0,0,0
14124,35,0,0,0
14124,40,0,0,0
14125,11,24,14,10
14125,12,0,0,0
14125,13,0,0,0
14125,21,0,0,0
14125,22,0,0,0
14125,23,0,0,0
14125,31,0,0,0
14125,32,0,0,0
14125,33,0,0,0
14125,34,0,0,0
14125,35,0,0,0
14125,40,0,0,0
15001,11,71,57,14
15001,12,0,0,0
15001,13,0,0,0
15001,21,0,0,0
15001,22,0,0,0
15001,23,0,0,0
15001,31,0,0,0
15001,32,0,0,0
15001,33,0,0,0
15001,34,0,0,0
15001,35,0,0,0
15001,40,0,0,0
15002,11,208,154,54
15002,12,0,0,0
15002,13,0,0,0
15002,21,0,0,0
15002,22,0,0,0
15002,23,0,0,0
15002,31,0,0,0
15002,32,0,0,0
15002,33,0,0,0
15002,34,0,0,0
15002,35,0,0,0
15002,40,0,0,0
15003,11,0,0,0
15003,12,0,0,0
15003,13,73,61,12
15003,21,0,0,0
15003,22,0,0,0
15003,23,0,0,0
15003,31,0,0,0
15003,32,0,0,0
15003,33,0,0,0
15003,34,0,0,0
15003,35,0,0,0
15003,40,0,0,0
15004,11,24,20,4
15004,12,0,0,0
15004,13,0,0,0
15004,21,0,0,0
15004,22,0,0,0
15004,23,0,0,0
15004,31,0,0,0
15004,32,0,0,0
15004,33,0,0,0
15004,34,0,0,0
15004,35,0,0,0
15004,40,0,0,0
15005,11,153,101,52
15005,12,0,0,0
15005,13,0,0,0
15005,21,0,0,0
15005,22,0,0,0
15005,23,0,0,0
15005,31,0,0,0
15005,32,0,0,0
15005,33,0,0,0
15005,34,0,0,0
15005,35,0,0,0
15005,40,0,0,0
15006,11,20,12,8
15006,12,0,0,0
15006,13,0,0,0
15006,21,0,0,0
15006,22,0,0,0
15006,23,0,0,0
15006,31,0,0,0
15006,32,0,0,0
15006,33,0,0,0
15006,34,0,0,0
15006,35,0,0,0
15006,40,0,0,0
15007,11,0,0,0
15007,12,0,0,0
15007,13,0,0,0
15007,21,0,0,0
15007,22,0,0,0
15007,23,0,0,0
15007,31,0,0,0
15007,32,0,0,0
15007,33,0,0,0
15007,34,0,0,0
15007,35,0,0,0
15007,40,0,0,0
15008,11,33,29,4
15008,12,0,0,0
15008,13,0,0,0
15008,21,0,0,0
15008,22,0,0,0
15008,23,0,0,0
15008,31,0,0,0
15008,32,0,0,0
15008,33,0,0,0
15008,34,0,0,0
15008,35,0,0,0
15008,40,0,0,0
15009,11,109,78,31
15009,12,0,0,0
15009,13,0,0,0
15009,21,0,0,0
15009,22,0,0,0
15009,23,0,0,0
15009,31,0,0,0
15009,32,0,0,0
15009,33,0,0,0
15009,34,0,0,0
15009,35,0,0,0
15009,40,0,0,0
15010,11,14,10,4
15010,12,0,0,0
15010,13,0,0,0
15010,21,0,0,0
15010,22,0,0,0
15010,23,0,0,0
15010,31,0,0,0
15010,32,0,0,0
15010,33,0,0,0
15010,34,0,0,0
15010,35,36,29,7
15010,40,0,0,0
15011,11,0,0,0
15011,12,0,0,0
15011,13,0,0,0
15011,21,0,0,0
15011,22,0,0,0
15011,23,0,0,0
15011,31,0,0,0
15011,32,0,0,0
15011,33,0,0,0
15011,34,0,0,0
15011,35,0,0,0
15011,40,0,0,0
15012,11,27,16,11
15012,12,0,0,0
15012,13,0,0,0
15012,21,0,0,0
15012,22,0,0,0
15012,23,0,0,0
15012,31,0,0,0
15012,32,0,0,0
15012,33,0,0,0
15012,34,0,0,0
15012,35,0,0,0
15012,40,0,0,0
15013,11,28,17,11
15013,12,0,0,0
15013,13,0,0,0
15013,21,10,3,7
15013,22,86,64,22
15013,23,411,342,69
15013,31,534,449,85
15013,32,0,0,0
15013,33,0,0,0
15013,34,0,0,0
15013,35,161,108,53
15013,40,0,0,0
15014,11,0,0,0
15014,12,0,0,0
15014,13,85,75,10
15014,21,0,0,0
15014,22,0,0,0
15014,23,7,3,4
15014,31,0,0,0
15014,32,0,0,0
15014,33,0,0,0
15014,34,0,0,0
15014,35,0,0,0
15014,40,0,0,0
15015,11,49,33,16
15015,12,0,0,0
15015,13,0,0,0
15015,21,0,0,0
15015,22,0,0,0
15015,23,0,0,0
15015,31,0,0,0
15015,32,0,0,0
15015,33,0,0,0
15015,34,0,0,0
15015,35,0,0,0
15015,40,0,0,0
15016,11,32,18,14
15016,12,0,0,0
15016,13,0,0,0
15016,21,0,0,0
15016,22,0,0,0
15016,23,0,0,0
15016,31,0,0,0
15016,32,0,0,0
15016,33,0,0,0
15016,34,0,0,0
15016,35,0,0,0
15016,40,0,0,0
15017,11,38,28,10
15017,12,0,0,0
15017,13,0,0,0
15017,21,0,0,0
15017,22,0,0,0
15017,23,0,0,0
15017,31,0,0,0
15017,32,0,0,0
15017,33,0,0,0
15017,34,0,0,0
15017,35,0,0,0
15017,40,0,0,0
15018,11,71,50,21
15018,12,0,0,0
15018,13,0,0,0
15018,21,0,0,0
15018,22,0,0,0
15018,23,0,0,0
15018,31,0,0,0
15018,32,0,0,0
15018,33,0,0,0
15018,34,0,0,0
15018,35,0,0,0
15018,40,0,0,0
15019,11,31,26,5
15019,12,0,0,0
15019,13,0,0,0
15019,21,0,0,0
15019,22,0,0,0
15019,23,0,0,0
15019,31,0,0,0
15019,32,0,0,0
15019,33,0,0,0
15019,34,0,0,0
15019,35,0,0,0
15019,40,0,0,0
15020,11,237,204,33
15020,12,0,0,0
15020,13,0,0,0
15020,21,58,50,8
15020,22,0,0,0
15020,23,0,0,0
15020,31,0,0,0
15020,32,0,0,0
15020,33,0,0,0
15020,34,0,0,0
15020,35,0,0,0
15020,40,0,0,0
15021,11,52,42,10
15021,12,0,0,0
15021,13,0,0,0
15021,21,0,0,0
15021,22,0,0,0
15021,23,0,0,0
15021,31,0,0,0
15021,32,0,0,0
15021,33,0,0,0
15021,34,0,0,0
15021,35,0,0,0
15021,40,0,0,0
15022,11,40,31,9
15022,12,0,0,0
15022,13,0,0,0
15022,21,0,0,0
15022,22,0,0,0
15022,23,0,0,0
15022,31,0,0,0
15022,32,0,0,0
15022,33,0,0,0
15022,34,0,0,0
15022,35,0,0,0
15022,40,0,0,0
15023,11,48,40,8
15023,12,0,0,0
15023,13,0,0,0
15023,21,0,0,0
15023,22,0,0,0
15023,23,0,0,0
15023,31,0,0,0
15023,32,0,0,0
15023,33,0,0,0
15023,34,0,0,0
15023,35,0,0,0
15023,40,0,0,0
15024,11,219,197,22
15024,12,0,0,0
15024,13,0,0,0
15024,21,92,73,19
15024,22,0,0,0
15024,23,0,0,0
15024,31,0,0,0
15024,32,0,0,0
15024,33,0,0,0
15024,34,0,0,0
15024,35,0,0,0
15024,40,0,0,0
15025,11,330,266,64
15025,12,0,0,0
15025,13,0,0,0
15025,21,0,0,0
15025,22,0,0,0
15025,23,0,0,0
15025,31,0,0,0
15025,32,0,0,0
15025,33,0,0,0
15025,34,0,0,0
15025,35,0,0,0
15025,40,0,0,0
15026,11,0,0,0
15026,12,0,0,0
15026,13,0,0,0
15026,21,0,0,0
15026,22,0,0,0
15026,23,26,26,0
15026,31,0,0,0
15026,32,0,0,0
15026,33,0,0,0
15026,34,0,0,0
15026,35,0,0,0
15026,40,1,1,0
15027,11,7,1,6
15027,12,0,0,0
15027,13,10,7,3
15027,21,0,0,0
15027,22,0,0,0
15027,23,7,5,2
15027,31,0,0,0
15027,32,0,0,0
15027,33,0,0,0
15027,34,0,0,0
15027,35,0,0,0
15027,40,2,2,0
15028,11,44,34,10
15028,12,0,0,0
15028,13,0,0,0
15028,21,0,0,0
15028,22,0,0,0
15028,23,0,0,0
15028,31,0,0,0
15028,32,0,0,0
15028,33,0,0,0
15028,34,0,0,0
15028,35,0,0,0
15028,40,0,0,0
15029,11,306,227,79
15029,12,0,0,0
15029,13,0,0,0
15029,21,0,0,0
15029,22,0,0,0
15029,23,0,0,0
15029,31,0,0,0
15029,32,0,0,0
15029,33,0,0,0
15029,34,0,0,0
15029,35,0,0,0
15029,40,0,0,0
15030,11,59,38,21
15030,12,0,0,0
15030,13,0,0,0
15030,21,0,0,0
15030,22,0,0,0
15030,23,0,0,0
15030,31,0,0,0
15030,32,0,0,0
15030,33,0,0,0
15030,34,0,0,0
15030,35,0,0,0
15030,40,0,0,0
15031,11,790,498,292
15031,12,0,0,0
15031,13,47,30,17
15031,21,11,1,10
15031,22,0,0,0
15031,23,0,0,0
15031,31,65,45,20
15031,32,0,0,0
15031,33,0,0,0
15031,34,62,45,17
15031,35,0,0,0
15031,40,0,0,0
15032,11,0,0,0
15032,12,0,0,0
15032,13,0,0,0
15032,21,0,0,0
15032,22,0,0,0
15032,23,0,0,0
15032,31,0,0,0
15032,32,0,0,0
15032,33,0,0,0
15032,34,0,0,0
15032,35,0,0,0
15032,40,0,0,0
15033,11,127,97,30
15033,12,0,0,0
15033,13,809,360,449
15033,21,82,27,55
15033,22,0,0,0
15033,23,0,0,0
15033,31,0,0,0
15033,32,0,0,0
15033,33,0,0,0
15033,34,82,68,14
15033,35,0,0,0
15033,40,0,0,0
15034,11,37,29,8
15034,12,0,0,0
15034,13,0,0,0
15034,21,0,0,0
15034,22,0,0,0
15034,23,0,0,0
15034,31,0,0,0
15034,32,0,0,0
15034,33,0,0,0
15034,34,0,0,0
15034,35,0,0,0
15034,40,0,0,0
15035,11,175,123,52
15035,12,0,0,0
15035,13,0,0,0
15035,21,0,0,0
15035,22,0,0,0
15035,23,0,0,0
15035,31,0,0,0
15035,32,0,0,0
15035,33,0,0,0
15035,34,0,0,0
15035,35,0,0,0
15035,40,0,0,0
15036,11,55,46,9
15036,12,0,0,0
15036,13,0,0,0
15036,21,0,0,0
15036,22,0,0,0
15036,23,0,0,0
15036,31,0,0,0
15036,32,0,0,0
15036,33,0,0,0
15036,34,0,0,0
15036,35,0,0,0
15036,40,0,0,0
15037,11,376,317,59
15037,12,0,0,0
15037,13,0,0,0
15037,21,137,101,36
15037,22,0,0,0
15037,23,0,0,0
15037,31,0,0,0
15037,32,0,0,0
15037,33,0,0,0
15037,34,0,0,0
15037,35,0,0,0
15037,40,0,0,0
15038,11,29,19,10
15038,12,0,0,0
15038,13,0,0,0
15038,21,0,0,0
15038,22,0,0,0
15038,23,0,0,0
15038,31,0,0,0
15038,32,0,0,0
15038,33,0,0,0
15038,34,0,0,0
15038,35,0,0,0
15038,40,0,0,0
15039,11,0,0,0
15039,12,0,0,0
15039,13,77,42,35
15039,21,0,0,0
15039,22,0,0,0
15039,23,0,0,0
15039,31,0,0,0
15039,32,0,0,0
15039,33,0,0,0
