ubicageo_f,esquprof_b,sexostt,sexos1,sexos2
20057,21,0,0,0
20057,22,0,0,0
20057,23,0,0,0
20057,31,0,0,0
20057,32,0,0,0
20057,33,0,0,0
20057,34,0,0,0
20057,35,0,0,0
20057,40,0,0,0
20058,11,0,0,0
20058,12,0,0,0
20058,13,0,0,0
20058,21,0,0,0
20058,22,0,0,0
20058,23,0,0,0
20058,31,0,0,0
20058,32,0,0,0
20058,33,0,0,0
20058,34,0,0,0
20058,35,0,0,0
20058,40,0,0,0
20059,11,72,42,30
20059,12,0,0,0
20059,13,0,0,0
20059,21,0,0,0
20059,22,0,0,0
20059,23,0,0,0
20059,31,0,0,0
20059,32,0,0,0
20059,33,0,0,0
20059,34,0,0,0
20059,35,0,0,0
20059,40,0,0,0
20060,11,0,0,0
20060,12,0,0,0
20060,13,0,0,0
20060,21,0,0,0
20060,22,0,0,0
20060,23,0,0,0
20060,31,0,0,0
20060,32,0,0,0
20060,33,0,0,0
20060,34,0,0,0
20060,35,0,0,0
20060,40,0,0,0
20061,11,0,0,0
20061,12,0,0,0
20061,13,0,0,0
20061,21,0,0,0
20061,22,0,0,0
20061,23,0,0,0
20061,31,0,0,0
20061,32,0,0,0
20061,33,0,0,0
20061,34,0,0,0
20061,35,0,0,0
20061,40,0,0,0
20062,11,0,0,0
20062,12,0,0,0
20062,13,0,0,0
20062,21,0,0,0
20062,22,0,0,0
20062,23,0,0,0
20062,31,0,0,0
20062,32,0,0,0
20062,33,0,0,0
20062,34,0,0,0
20062,35,0,0,0
20062,40,0,0,0
20063,11,0,0,0
20063,12,0,0,0
20063,13,0,0,0
20063,21,0,0,0
20063,22,0,0,0
20063,23,0,0,0
20063,31,0,0,0
20063,32,0,0,0
20063,33,0,0,0
20063,34,0,0,0
20063,35,0,0,0
20063,40,0,0,0
20064,11,0,0,0
20064,12,0,0,0
20064,13,0,0,0
20064,21,0,0,0
20064,22,0,0,0
20064,23,0,0,0
20064,31,0,0,0
20064,32,0,0,0
20064,33,0,0,0
20064,34,0,0,0
20064,35,0,0,0
20064,40,0,0,0
20065,11,0,0,0
20065,12,0,0,0
20065,13,0,0,0
20065,21,0,0,0
20065,22,0,0,0
20065,23,0,0,0
20065,31,0,0,0
20065,32,0,0,0
20065,33,0,0,0
20065,34,0,0,0
20065,35,0,0,0
20065,40,0,0,0
20066,11,0,0,0
20066,12,0,0,0
20066,13,0,0,0
20066,21,0,0,0
20066,22,0,0,0
20066,23,0,0,0
20066,31,0,0,0
20066,32,0,0,0
20066,33,0,0,0
20066,34,0,0,0
20066,35,0,0,0
20066,40,0,0,0
20067,11,19,10,9
20067,12,0,0,0
20067,13,0,0,0
20067,21,39,29,10
20067,22,0,0,0
20067,23,0,0,0
20067,31,0,0,0
20067,32,0,0,0
20067,33,0,0,0
20067,34,0,0,0
20067,35,0,0,0
20067,40,0,0,0
20068,11,20,16,4
20068,12,0,0,0
20068,13,0,0,0
20068,21,0,0,0
20068,22,0,0,0
20068,23,0,0,0
20068,31,0,0,0
20068,32,0,0,0
20068,33,0,0,0
20068,34,0,0,0
20068,35,0,0,0
20068,40,0,0,0
20069,11,0,0,0
20069,12,0,0,0
20069,13,0,0,0
20069,21,0,0,0
20069,22,0,0,0
20069,23,0,0,0
20069,31,0,0,0
20069,32,0,0,0
20069,33,0,0,0
20069,34,0,0,0
20069,35,0,0,0
20069,40,0,0,0
20070,11,0,0,0
20070,12,0,0,0
20070,13,0,0,0
20070,21,0,0,0
20070,22,0,0,0
20070,23,0,0,0
20070,31,0,0,0
20070,32,0,0,0
20070,33,0,0,0
20070,34,0,0,0
20070,35,0,0,0
20070,40,0,0,0
20071,11,0,0,0
20071,12,0,0,0
20071,13,0,0,0
20071,21,0,0,0
20071,22,0,0,0
20071,23,0,0,0
20071,31,0,0,0
20071,32,0,0,0
20071,33,0,0,0
20071,34,0,0,0
20071,35,0,0,0
20071,40,0,0,0
20072,11,0,0,0
20072,12,0,0,0
20072,13,0,0,0
20072,21,0,0,0
20072,22,0,0,0
20072,23,0,0,0
20072,31,0,0,0
20072,32,0,0,0
20072,33,0,0,0
20072,34,0,0,0
20072,35,0,0,0
20072,40,0,0,0
20073,11,0,0,0
20073,12,0,0,0
20073,13,0,0,0
20073,21,0,0,0
20073,22,0,0,0
20073,23,0,0,0
20073,31,0,0,0
20073,32,0,0,0
20073,33,0,0,0
20073,34,0,0,0
20073,35,0,0,0
20073,40,0,0,0
20074,11,0,0,0
20074,12,0,0,0
20074,13,0,0,0
20074,21,0,0,0
20074,22,0,0,0
20074,23,0,0,0
20074,31,0,0,0
20074,32,0,0,0
20074,33,0,0,0
20074,34,0,0,0
20074,35,0,0,0
20074,40,0,0,0
20075,11,0,0,0
20075,12,0,0,0
20075,13,0,0,0
20075,21,0,0,0
20075,22,0,0,0
20075,23,0,0,0
20075,31,0,0,0
20075,32,0,0,0
20075,33,0,0,0
20075,34,0,0,0
20075,35,0,0,0
20075,40,0,0,0
20076,11,0,0,0
20076,12,0,0,0
20076,13,0,0,0
20076,21,0,0,0
20076,22,0,0,0
20076,23,0,0,0
20076,31,0,0,0
20076,32,0,0,0
20076,33,0,0,0
20076,34,0,0,0
20076,35,0,0,0
20076,40,0,0,0
20077,11,0,0,0
20077,12,0,0,0
20077,13,0,0,0
20077,21,0,0,0
20077,22,0,0,0
20077,23,0,0,0
20077,31,0,0,0
20077,32,0,0,0
20077,33,0,0,0
20077,34,0,0,0
20077,35,0,0,0
20077,40,0,0,0
20078,11,0,0,0
20078,12,0,0,0
20078,13,0,0,0
20078,21,0,0,0
20078,22,0,0,0
20078,23,0,0,0
20078,31,0,0,0
20078,32,0,0,0
20078,33,0,0,0
20078,34,0,0,0
20078,35,0,0,0
20078,40,0,0,0
20079,11,225,175,50
20079,12,0,0,0
20079,13,0,0,0
20079,21,0,0,0
20079,22,0,0,0
20079,23,0,0,0
20079,31,0,0,0
20079,32,0,0,0
20079,33,0,0,0
20079,34,0,0,0
20079,35,0,0,0
20079,40,0,0,0
20080,11,0,0,0
20080,12,0,0,0
20080,13,0,0,0
20080,21,0,0,0
20080,22,0,0,0
20080,23,0,0,0
20080,31,0,0,0
20080,32,0,0,0
20080,33,0,0,0
20080,34,0,0,0
20080,35,0,0,0
20080,40,0,0,0
20081,11,0,0,0
20081,12,0,0,0
20081,13,0,0,0
20081,21,0,0,0
20081,22,0,0,0
20081,23,0,0,0
20081,31,0,0,0
20081,32,0,0,0
20081,33,0,0,0
20081,34,0,0,0
20081,35,0,0,0
20081,40,0,0,0
20082,11,0,0,0
20082,12,0,0,0
20082,13,0,0,0
20082,21,0,0,0
20082,22,0,0,0
20082,23,0,0,0
20082,31,0,0,0
20082,32,0,0,0
20082,33,0,0,0
20082,34,0,0,0
20082,35,0,0,0
20082,40,0,0,0
20083,11,10,10,0
20083,12,0,0,0
20083,13,0,0,0
20083,21,0,0,0
20083,22,0,0,0
20083,23,0,0,0
20083,31,0,0,0
20083,32,0,0,0
20083,33,0,0,0
20083,34,0,0,0
20083,35,0,0,0
20083,40,0,0,0
20084,11,0,0,0
20084,12,0,0,0
20084,13,0,0,0
20084,21,0,0,0
20084,22,0,0,0
20084,23,0,0,0
20084,31,0,0,0
20084,32,0,0,0
20084,33,0,0,0
20084,34,0,0,0
20084,35,0,0,0
20084,40,0,0,0
20085,11,0,0,0
20085,12,0,0,0
20085,13,0,0,0
20085,21,0,0,0
20085,22,0,0,0
20085,23,0,0,0
20085,31,0,0,0
20085,32,0,0,0
20085,33,0,0,0
20085,34,0,0,0
20085,35,0,0,0
20085,40,0,0,0
20086,11,5,5,0
20086,12,0,0,0
20086,13,0,0,0
20086,21,0,0,0
20086,22,0,0,0
20086,23,0,0,0
20086,31,0,0,0
20086,32,0,0,0
20086,33,0,0,0
20086,34,0,0,0
20086,35,0,0,0
20086,40,0,0,0
20087,11,0,0,0
20087,12,0,0,0
20087,13,0,0,0
20087,21,0,0,0
20087,22,0,0,0
20087,23,0,0,0
20087,31,0,0,0
20087,32,0,0,0
20087,33,0,0,0
20087,34,0,0,0
20087,35,0,0,0
20087,40,0,0,0
20088,11,0,0,0
20088,12,0,0,0
20088,13,0,0,0
20088,21,0,0,0
20088,22,0,0,0
20088,23,0,0,0
20088,31,0,0,0
20088,32,0,0,0
20088,33,0,0,0
20088,34,0,0,0
20088,35,0,0,0
20088,40,0,0,0
20089,11,0,0,0
20089,12,0,0,0
20089,13,0,0,0
20089,21,0,0,0
20089,22,0,0,0
20089,23,0,0,0
20089,31,0,0,0
20089,32,0,0,0
20089,33,0,0,0
20089,34,0,0,0
20089,35,0,0,0
20089,40,0,0,0
20090,11,0,0,0
20090,12,0,0,0
20090,13,0,0,0
20090,21,0,0,0
20090,22,0,0,0
20090,23,0,0,0
20090,31,0,0,0
20090,32,0,0,0
20090,33,0,0,0
20090,34,0,0,0
20090,35,0,0,0
20090,40,0,0,0
20091,11,0,0,0
20091,12,0,0,0
20091,13,0,0,0
20091,21,0,0,0
20091,22,0,0,0
20091,23,0,0,0
20091,31,0,0,0
20091,32,0,0,0
20091,33,0,0,0
20091,34,0,0,0
20091,35,0,0,0
20091,40,0,0,0
20092,11,0,0,0
20092,12,0,0,0
20092,13,0,0,0
20092,21,0,0,0
20092,22,0,0,0
20092,23,0,0,0
20092,31,0,0,0
20092,32,0,0,0
20092,33,0,0,0
20092,34,0,0,0
20092,35,0,0,0
20092,40,0,0,0
20093,11,13,11,2
20093,12,0,0,0
20093,13,0,0,0
20093,21,0,0,0
20093,22,0,0,0
20093,23,0,0,0
20093,31,0,0,0
20093,32,0,0,0
20093,33,0,0,0
20093,34,0,0,0
20093,35,0,0,0
20093,40,0,0,0
20094,11,0,0,0
20094,12,0,0,0
20094,13,0,0,0
20094,21,0,0,0
20094,22,0,0,0
20094,23,0,0,0
20094,31,0,0,0
20094,32,0,0,0
20094,33,0,0,0
20094,34,0,0,0
20094,35,0,0,0
20094,40,0,0,0
20095,11,0,0,0
20095,12,0,0,0
20095,13,0,0,0
20095,21,0,0,0
20095,22,0,0,0
20095,23,0,0,0
20095,31,0,0,0
20095,32,0,0,0
20095,33,0,0,0
20095,34,0,0,0
20095,35,0,0,0
20095,40,0,0,0
20096,11,0,0,0
20096,12,0,0,0
20096,13,0,0,0
20096,21,0,0,0
20096,22,0,0,0
20096,23,0,0,0
20096,31,0,0,0
20096,32,0,0,0
20096,33,0,0,0
20096,34,0,0,0
20096,35,0,0,0
20096,40,0,0,0
20097,11,0,0,0
20097,12,0,0,0
20097,13,0,0,0
20097,21,0,0,0
20097,22,0,0,0
20097,23,0,0,0
20097,31,0,0,0
20097,32,0,0,0
20097,33,0,0,0
20097,34,0,0,0
20097,35,0,0,0
20097,40,0,0,0
20098,11,2,2,0
20098,12,0,0,0
20098,13,0,0,0
20098,21,0,0,0
20098,22,0,0,0
20098,23,0,0,0
20098,31,0,0,0
20098,32,0,0,0
20098,33,0,0,0
20098,34,0,0,0
20098,35,0,0,0
20098,40,0,0,0
20099,11,0,0,0
20099,12,0,0,0
20099,13,0,0,0
20099,21,0,0,0
20099,22,0,0,0
20099,23,0,0,0
20099,31,0,0,0
20099,32,0,0,0
20099,33,0,0,0
20099,34,0,0,0
20099,35,0,0,0
20099,40,0,0,0
20100,11,0,0,0
20100,12,0,0,0
20100,13,0,0,0
20100,21,0,0,0
20100,22,0,0,0
20100,23,0,0,0
20100,31,0,0,0
20100,32,0,0,0
20100,33,0,0,0
20100,34,0,0,0
20100,35,0,0,0
20100,40,0,0,0
20101,11,0,0,0
20101,12,0,0,0
20101,13,0,0,0
20101,21,0,0,0
20101,22,0,0,0
20101,23,0,0,0
20101,31,0,0,0
20101,32,0,0,0
20101,33,0,0,0
20101,34,0,0,0
20101,35,0,0,0
20101,40,0,0,0
20102,11,1,1,0
20102,12,0,0,0
20102,13,0,0,0
20102,21,0,0,0
20102,22,0,0,0
20102,23,0,0,0
20102,31,0,0,0
20102,32,0,0,0
20102,33,0,0,0
20102,34,0,0,0
20102,35,0,0,0
20102,40,0,0,0
20103,11,0,0,0
20103,12,0,0,0
20103,13,0,0,0
20103,21,0,0,0
20103,22,0,0,0
20103,23,0,0,0
20103,31,0,0,0
20103,32,0,0,0
20103,33,0,0,0
20103,34,0,0,0
20103,35,0,0,0
20103,40,0,0,0
20104,11,0,0,0
20104,12,0,0,0
20104,13,0,0,0
20104,21,0,0,0
20104,22,0,0,0
20104,23,0,0,0
20104,31,0,0,0
20104,32,0,0,0
20104,33,0,0,0
20104,34,0,0,0
20104,35,0,0,0
20104,40,0,0,0
20105,11,0,0,0
20105,12,0,0,0
20105,13,0,0,0
20105,21,0,0,0
20105,22,0,0,0
20105,23,0,0,0
20105,31,0,0,0
20105,32,0,0,0
20105,33,0,0,0
20105,34,0,0,0
20105,35,0,0,0
20105,40,0,0,0
20106,11,0,0,0
20106,12,0,0,0
20106,13,0,0,0
20106,21,0,0,0
20106,22,0,0,0
20106,23,0,0,0
20106,31,0,0,0
20106,32,0,0,0
20106,33,0,0,0
20106,34,0,0,0
20106,35,0,0,0
20106,40,0,0,0
20107,11,0,0,0
20107,12,0,0,0
20107,13,0,0,0
20107,21,0,0,0
20107,22,0,0,0
20107,23,0,0,0
20107,31,0,0,0
20107,32,0,0,0
20107,33,0,0,0
20107,34,0,0,0
20107,35,0,0,0
20107,40,0,0,0
20108,11,0,0,0
20108,12,0,0,0
20108,13,0,0,0
20108,21,0,0,0
20108,22,0,0,0
20108,23,0,0,0
20108,31,0,0,0
20108,32,0,0,0
20108,33,0,0,0
20108,34,0,0,0
20108,35,0,0,0
20108,40,0,0,0
20109,11,0,0,0
20109,12,0,0,0
20109,13,0,0,0
20109,21,0,0,0
20109,22,0,0,0
20109,23,0,0,0
20109,31,0,0,0
20109,32,0,0,0
20109,33,0,0,0
20109,34,0,0,0
20109,35,0,0,0
20109,40,0,0,0
20110,11,0,0,0
20110,12,0,0,0
20110,13,0,0,0
20110,21,0,0,0
20110,22,0,0,0
20110,23,0,0,0
20110,31,0,0,0
20110,32,0,0,0
20110,33,0,0,0
20110,34,0,0,0
20110,35,0,0,0
20110,40,0,0,0
20111,11,0,0,0
20111,12,0,0,0
20111,13,0,0,0
20111,21,0,0,0
20111,22,0,0,0
20111,23,0,0,0
20111,31,0,0,0
20111,32,0,0,0
20111,33,0,0,0
20111,34,0,0,0
20111,35,0,0,0
20111,40,0,0,0
20112,11,0,0,0
20112,12,0,0,0
20112,13,0,0,0
20112,21,0,0,0
20112,22,0,0,0
20112,23,0,0,0
20112,31,0,0,0
20112,32,0,0,0
20112,33,0,0,0
20112,34,0,0,0
20112,35,0,0,0
20112,40,0,0,0
20113,11,0,0,0
20113,12,0,0,0
20113,13,0,0,0
20113,21,0,0,0
20113,22,0,0,0
20113,23,0,0,0
20113,31,0,0,0
20113,32,0,0,0
20113,33,0,0,0
20113,34,0,0,0
20113,35,0,0,0
20113,40,0,0,0
20114,11,0,0,0
20114,12,0,0,0
20114,13,0,0,0
20114,21,0,0,0
20114,22,0,0,0
20114,23,0,0,0
20114,31,0,0,0
20114,32,0,0,0
20114,33,0,0,0
20114,34,0,0,0
20114,35,0,0,0
20114,40,0,0,0
20115,11,0,0,0
20115,12,0,0,0
20115,13,0,0,0
20115,21,0,0,0
20115,22,0,0,0
20115,23,0,0,0
20115,31,0,0,0
20115,32,0,0,0
20115,33,0,0,0
20115,34,0,0,0
20115,35,0,0,0
20115,40,0,0,0
20116,11,0,0,0
20116,12,0,0,0
20116,13,0,0,0
20116,21,0,0,0
20116,22,0,0,0
20116,23,0,0,0
20116,31,0,0,0
20116,32,0,0,0
20116,33,0,0,0
20116,34,0,0,0
20116,35,0,0,0
20116,40,0,0,0
20117,11,0,0,0
20117,12,0,0,0
20117,13,0,0,0
20117,21,0,0,0
20117,22,0,0,0
20117,23,0,0,0
20117,31,0,0,0
20117,32,0,0,0
20117,33,0,0,0
20117,34,0,0,0
20117,35,0,0,0
20117,40,0,0,0
20118,11,0,0,0
20118,12,0,0,0
20118,13,0,0,0
20118,21,0,0,0
20118,22,0,0,0
20118,23,0,0,0
20118,31,0,0,0
20118,32,0,0,0
20118,33,0,0,0
20118,34,0,0,0
20118,35,0,0,0
20118,40,0,0,0
20119,11,0,0,0
20119,12,0,0,0
20119,13,0,0,0
20119,21,0,0,0
20119,22,0,0,0
20119,23,0,0,0
20119,31,0,0,0
20119,32,0,0,0
20119,33,0,0,0
20119,34,0,0,0
20119,35,0,0,0
20119,40,0,0,0
20120,11,0,0,0
20120,12,0,0,0
20120,13,0,0,0
20120,21,0,0,0
20120,22,0,0,0
20120,23,0,0,0
20120,31,0,0,0
20120,32,0,0,0
20120,33,0,0,0
20120,34,0,0,0
20120,35,0,0,0
20120,40,0,0,0
20121,11,0,0,0
20121,12,0,0,0
20121,13,0,0,0
20121,21,0,0,0
20121,22,0,0,0
20121,23,0,0,0
20121,31,0,0,0
20121,32,0,0,0
20121,33,0,0,0
20121,34,0,0,0
20121,35,0,0,0
20121,40,0,0,0
20122,11,0,0,0
20122,12,0,0,0
20122,13,0,0,0
20122,21,0,0,0
20122,22,0,0,0
20122,23,0,0,0
20122,31,0,0,0
20122,32,0,0,0
20122,33,0,0,0
20122,34,0,0,0
20122,35,0,0,0
20122,40,0,0,0
20123,11,0,0,0
20123,12,0,0,0
20123,13,0,0,0
20123,21,0,0,0
20123,22,0,0,0
20123,23,0,0,0
20123,31,0,0,0
20123,32,0,0,0
20123,33,0,0,0
20123,34,0,0,0
20123,35,0,0,0
20123,40,0,0,0
20124,11,0,0,0
20124,12,0,0,0
20124,13,0,0,0
20124,21,0,0,0
20124,22,0,0,0
20124,23,0,0,0
20124,31,0,0,0
20124,32,0,0,0
20124,33,0,0,0
20124,34,0,0,0
20124,35,0,0,0
20124,40,0,0,0
20125,11,0,0,0
20125,12,0,0,0
20125,13,0,0,0
20125,21,0,0,0
20125,22,0,0,0
20125,23,0,0,0
20125,31,0,0,0
20125,32,0,0,0
20125,33,0,0,0
20125,34,0,0,0
20125,35,0,0,0
20125,40,0,0,0
20126,11,0,0,0
20126,12,0,0,0
20126,13,0,0,0
20126,21,0,0,0
20126,22,0,0,0
20126,23,0,0,0
20126,31,0,0,0
20126,32,0,0,0
20126,33,0,0,0
20126,34,0,0,0
20126,35,0,0,0
20126,40,0,0,0
20127,11,0,0,0
20127,12,0,0,0
20127,13,0,0,0
20127,21,0,0,0
20127,22,0,0,0
20127,23,0,0,0
20127,31,0,0,0
20127,32,0,0,0
20127,33,0,0,0
20127,34,0,0,0
20127,35,0,0,0
20127,40,0,0,0
20128,11,0,0,0
20128,12,0,0,0
20128,13,0,0,0
20128,21,0,0,0
20128,22,0,0,0
20128,23,0,0,0
20128,31,0,0,0
20128,32,0,0,0
20128,33,0,0,0
20128,34,0,0,0
20128,35,0,0,0
20128,40,0,0,0
20129,11,0,0,0
20129,12,0,0,0
20129,13,0,0,0
20129,21,0,0,0
20129,22,0,0,0
20129,23,0,0,0
20129,31,0,0,0
20129,32,0,0,0
20129,33,0,0,0
20129,34,0,0,0
20129,35,0,0,0
20129,40,0,0,0
20130,11,0,0,0
20130,12,0,0,0
20130,13,0,0,0
20130,21,0,0,0
20130,22,0,0,0
20130,23,0,0,0
20130,31,0,0,0
20130,32,0,0,0
20130,33,0,0,0
20130,34,0,0,0
20130,35,0,0,0
20130,40,0,0,0
20131,11,0,0,0
20131,12,0,0,0
20131,13,0,0,0
20131,21,0,0,0
20131,22,0,0,0
20131,23,0,0,0
20131,31,0,0,0
20131,32,0,0,0
20131,33,0,0,0
20131,34,0,0,0
20131,35,0,0,0
20131,40,0,0,0
20132,11,0,0,0
20132,12,0,0,0
20132,13,0,0,0
20132,21,0,0,0
20132,22,0,0,0
20132,23,0,0,0
20132,31,0,0,0
20132,32,0,0,0
20132,33,0,0,0
20132,34,0,0,0
20132,35,0,0,0
20132,40,0,0,0
20133,11,0,0,0
20133,12,0,0,0
20133,13,0,0,0
20133,21,0,0,0
20133,22,0,0,0
20133,23,0,0,0
20133,31,0,0,0
20133,32,0,0,0
20133,33,0,0,0
20133,34,0,0,0
20133,35,0,0,0
20133,40,0,0,0
20134,11,0,0,0
20134,12,0,0,0
20134,13,0,0,0
20134,21,0,0,0
20134,22,0,0,0
20134,23,0,0,0
20134,31,0,0,0
20134,32,0,0,0
20134,33,0,0,0
20134,34,0,0,0
20134,35,0,0,0
20134,40,0,0,0
20135,11,0,0,0
20135,12,0,0,0
20135,13,0,0,0
20135,21,0,0,0
20135,22,0,0,0
20135,23,0,0,0
20135,31,0,0,0
20135,32,0,0,0
20135,33,0,0,0
20135,34,0,0,0
20135,35,0,0,0
20135,40,0,0,0
20136,11,0,0,0
20136,12,0,0,0
20136,13,0,0,0
20136,21,0,0,0
20136,22,0,0,0
20136,23,0,0,0
20136,31,0,0,0
20136,32,0,0,0
20136,33,0,0,0
20136,34,0,0,0
20136,35,0,0,0
20136,40,0,0,0
20137,11,0,0,0
20137,12,0,0,0
20137,13,0,0,0
20137,21,0,0,0
20137,22,0,0,0
20137,23,0,0,0
20137,31,0,0,0
20137,32,0,0,0
20137,33,0,0,0
20137,34,0,0,0
20137,35,0,0,0
20137,40,0,0,0
20138,11,0,0,0
20138,12,0,0,0
20138,13,0,0,0
20138,21,0,0,0
20138,22,0,0,0
20138,23,0,0,0
20138,31,0,0,0
20138,32,0,0,0
20138,33,0,0,0
20138,34,0,0,0
20138,35,0,0,0
20138,40,0,0,0
20139,11,0,0,0
20139,12,0,0,0
20139,13,0,0,0
20139,21,0,0,0
20139,22,0,0,0
20139,23,0,0,0
20139,31,0,0,0
20139,32,0,0,0
20139,33,0,0,0
20139,34,0,0,0
20139,35,0,0,0
20139,40,0,0,0
20140,11,0,0,0
20140,12,0,0,0
20140,13,0,0,0
20140,21,0,0,0
20140,22,0,0,0
20140,23,0,0,0
20140,31,0,0,0
20140,32,0,0,0
20140,33,0,0,0
20140,34,0,0,0
20140,35,0,0,0
20140,40,0,0,0
20141,11,0,0,0
20141,12,0,0,0
20141,13,0,0,0
20141,21,0,0,0
20141,22,0,0,0
20141,23,0,0,0
20141,31,0,0,0
20141,32,0,0,0
20141,33,0,0,0
20141,34,0,0,0
20141,35,0,0,0
20141,40,0,0,0
20142,11,0,0,0
20142,12,0,0,0
20142,13,0,0,0
20142,21,0,0,0
20142,22,0,0,0
20142,23,0,0,0
20142,31,0,0,0
20142,32,0,0,0
20142,33,0,0,0
20142,34,0,0,0
20142,35,0,0,0
20142,40,0,0,0
20143,11,0,0,0
20143,12,0,0,0
20143,13,0,0,0
20143,21,0,0,0
20143,22,0,0,0
20143,23,0,0,0
20143,31,0,0,0
20143,32,0,0,0
20143,33,0,0,0
20143,34,0,0,0
20143,35,0,0,0
20143,40,0,0,0
20144,11,0,0,0
20144,12,0,0,0
20144,13,0,0,0
20144,21,0,0,0
20144,22,0,0,0
20144,23,0,0,0
20144,31,0,0,0
20144,32,0,0,0
20144,33,0,0,0
20144,34,0,0,0
20144,35,0,0,0
20144,40,0,0,0
20145,11,0,0,0
20145,12,0,0,0
20145,13,0,0,0
20145,21,0,0,0
20145,22,0,0,0
20145,23,0,0,0
20145,31,0,0,0
20145,32,0,0,0
20145,33,0,0,0
20145,34,0,0,0
20145,35,0,0,0
20145,40,0,0,0
20146,11,0,0,0
20146,12,0,0,0
20146,13,0,0,0
20146,21,0,0,0
20146,22,0,0,0
20146,23,0,0,0
20146,31,0,0,0
20146,32,0,0,0
20146,33,0,0,0
20146,34,0,0,0
20146,35,0,0,0
20146,40,0,0,0
20147,11,0,0,0
20147,12,0,0,0
20147,13,0,0,0
20147,21,0,0,0
20147,22,0,0,0
20147,23,0,0,0
20147,31,0,0,0
20147,32,0,0,0
20147,33,0,0,0
20147,34,0,0,0
20147,35,0,0,0
20147,40,0,0,0
20148,11,0,0,0
20148,12,0,0,0
20148,13,0,0,0
20148,21,0,0,0
20148,22,0,0,0
20148,23,0,0,0
20148,31,0,0,0
20148,32,0,0,0
20148,33,0,0,0
20148,34,0,0,0
20148,35,0,0,0
20148,40,0,0,0
20149,11,0,0,0
20149,12,0,0,0
20149,13,0,0,0
20149,21,0,0,0
20149,22,0,0,0
20149,23,0,0,0
20149,31,0,0,0
20149,32,0,0,0
20149,33,0,0,0
20149,34,0,0,0
20149,35,0,0,0
20149,40,0,0,0
20150,11,9,9,0
20150,12,0,0,0
20150,13,0,0,0
20150,21,0,0,0
20150,22,0,0,0
20150,23,0,0,0
20150,31,0,0,0
20150,32,0,0,0
20150,33,0,0,0
20150,34,0,0,0
20150,35,0,0,0
20150,40,0,0,0
20151,11,0,0,0
20151,12,0,0,0
20151,13,0,0,0
20151,21,0,0,0
20151,22,0,0,0
20151,23,0,0,0
20151,31,0,0,0
20151,32,0,0,0
20151,33,0,0,0
20151,34,0,0,0
20151,35,0,0,0
20151,40,0,0,0
20152,11,0,0,0
20152,12,0,0,0
20152,13,0,0,0
20152,21,0,0,0
20152,22,0,0,0
20152,23,0,0,0
20152,31,0,0,0
20152,32,0,0,0
20152,33,0,0,0
20152,34,0,0,0
20152,35,0,0,0
20152,40,0,0,0
20153,11,0,0,0
20153,12,0,0,0
20153,13,0,0,0
20153,21,0,0,0
20153,22,0,0,0
20153,23,0,0,0
20153,31,0,0,0
20153,32,0,0,0
20153,33,0,0,0
20153,34,0,0,0
20153,35,0,0,0
20153,40,0,0,0
20154,11,0,0,0
20154,12,0,0,0
20154,13,0,0,0
20154,21,0,0,0
20154,22,0,0,0
20154,23,0,0,0
20154,31,0,0,0
20154,32,0,0,0
20154,33,0,0,0
20154,34,0,0,0
20154,35,0,0,0
20154,40,0,0,0
20155,11,0,0,0
20155,12,0,0,0
20155,13,0,0,0
20155,21,0,0,0
20155,22,0,0,0
20155,23,0,0,0
20155,31,0,0,0
20155,32,0,0,0
20155,33,0,0,0
20155,34,0,0,0
20155,35,0,0,0
20155,40,0,0,0
20156,11,0,0,0
20156,12,0,0,0
20156,13,0,0,0
20156,21,0,0,0
20156,22,0,0,0
20156,23,0,0,0
20156,31,0,0,0
20156,32,0,0,0
20156,33,0,0,0
20156,34,0,0,0
20156,35,0,0,0
20156,40,0,0,0
20157,11,0,0,0
20157,12,0,0,0
20157,13,0,0,0
20157,21,0,0,0
20157,22,0,0,0
20157,23,0,0,0
20157,31,0,0,0
20157,32,0,0,0
20157,33,0,0,0
20157,34,0,0,0
20157,35,0,0,0
20157,40,0,0,0
20158,11,0,0,0
20158,12,0,0,0
20158,13,0,0,0
20158,21,0,0,0
20158,22,0,0,0
20158,23,0,0,0
20158,31,0,0,0
20158,32,0,0,0
20158,33,0,0,0
20158,34,0,0,0
20158,35,0,0,0
20158,40,0,0,0
20159,11,0,0,0
20159,12,0,0,0
20159,13,0,0,0
20159,21,0,0,0
20159,22,0,0,0
20159,23,0,0,0
20159,31,0,0,0
20159,32,0,0,0
20159,33,0,0,0
20159,34,0,0,0
20159,35,0,0,0
20159,40,0,0,0
20160,11,0,0,0
20160,12,0,0,0
20160,13,0,0,0
20160,21,0,0,0
20160,22,0,0,0
20160,23,0,0,0
20160,31,0,0,0
20160,32,0,0,0
20160,33,0,0,0
20160,34,0,0,0
20160,35,0,0,0
20160,40,0,0,0
20161,11,0,0,0
20161,12,0,0,0
20161,13,0,0,0
20161,21,0,0,0
20161,22,0,0,0
20161,23,0,0,0
20161,31,0,0,0
20161,32,0,0,0
20161,33,0,0,0
20161,34,0,0,0
20161,35,0,0,0
20161,40,0,0,0
20162,11,0,0,0
20162,12,0,0,0
20162,13,0,0,0
20162,21,0,0,0
20162,22,0,0,0
20162,23,0,0,0
20162,31,0,0,0
20162,32,0,0,0
20162,33,0,0,0
20162,34,0,0,0
20162,35,0,0,0
20162,40,0,0,0
20163,11,0,0,0
