ubicageo_f,animales_a,rnsnni1,anirep1,anirep2
29036,13,2,NA,NA
29036,14,2,NA,NA
29036,15,2,NA,NA
29036,16,2,NA,NA
29036,17,2,NA,NA
29036,18,2,NA,NA
29036,20,2,NA,NA
29037,11,2,NA,NA
29037,12,2,NA,NA
29037,13,2,NA,NA
29037,14,2,NA,NA
29037,15,2,NA,NA
29037,16,2,NA,NA
29037,17,2,NA,NA
29037,18,2,NA,NA
29037,20,2,NA,NA
29038,11,2,NA,NA
29038,12,2,NA,NA
29038,13,2,NA,NA
29038,14,2,NA,NA
29038,15,2,NA,NA
29038,16,2,NA,NA
29038,17,2,NA,NA
29038,18,2,NA,NA
29038,20,2,NA,NA
29039,11,2,NA,NA
29039,12,2,NA,NA
29039,13,2,NA,NA
29039,14,2,NA,NA
29039,15,2,NA,NA
29039,16,2,NA,NA
29039,17,2,NA,NA
29039,18,2,NA,NA
29039,20,2,NA,NA
29040,11,9,NSS,NSS
29040,12,9,NSS,NSS
29040,13,9,NSS,NSS
29040,14,9,NSS,NSS
29040,15,1,3,0
29040,16,9,NSS,NSS
29040,17,9,NSS,NSS
29040,18,9,NSS,NSS
29040,20,9,NSS,NSS
29041,11,2,NA,NA
29041,12,2,NA,NA
29041,13,2,NA,NA
29041,14,2,NA,NA
29041,15,2,NA,NA
29041,16,2,NA,NA
29041,17,2,NA,NA
29041,18,2,NA,NA
29041,20,2,NA,NA
29042,11,2,NA,NA
29042,12,2,NA,NA
29042,13,2,NA,NA
29042,14,2,NA,NA
29042,15,2,NA,NA
29042,16,2,NA,NA
29042,17,2,NA,NA
29042,18,2,NA,NA
29042,20,2,NA,NA
29043,11,2,NA,NA
29043,12,2,NA,NA
29043,13,2,NA,NA
29043,14,2,NA,NA
29043,15,2,NA,NA
29043,16,2,NA,NA
29043,17,2,NA,NA
29043,18,2,NA,NA
29043,20,2,NA,NA
29044,11,2,NA,NA
29044,12,2,NA,NA
29044,13,2,NA,NA
29044,14,2,NA,NA
29044,15,1,3,3
29044,16,2,NA,NA
29044,17,2,NA,NA
29044,18,2,NA,NA
29044,20,2,NA,NA
29045,11,2,NA,NA
29045,12,2,NA,NA
29045,13,2,NA,NA
29045,14,2,NA,NA
29045,15,2,NA,NA
29045,16,2,NA,NA
29045,17,2,NA,NA
29045,18,2,NA,NA
29045,20,2,NA,NA
29046,11,2,NA,NA
29046,12,1,3,0
29046,13,2,NA,NA
29046,14,2,NA,NA
29046,15,1,2,0
29046,16,1,2,0
29046,17,1,4,0
29046,18,2,NA,NA
29046,20,2,NA,NA
29047,11,2,NA,NA
29047,12,2,NA,NA
29047,13,2,NA,NA
29047,14,2,NA,NA
29047,15,2,NA,NA
29047,16,2,NA,NA
29047,17,2,NA,NA
29047,18,2,NA,NA
29047,20,2,NA,NA
29048,11,2,NA,NA
29048,12,1,4,4
29048,13,2,NA,NA
29048,14,2,NA,NA
29048,15,2,NA,NA
29048,16,2,NA,NA
29048,17,2,NA,NA
29048,18,2,NA,NA
29048,20,2,NA,NA
29049,11,2,NA,NA
29049,12,1,4,0
29049,13,2,NA,NA
29049,14,2,NA,NA
29049,15,2,NA,NA
29049,16,2,NA,NA
29049,17,2,NA,NA
29049,18,2,NA,NA
29049,20,2,NA,NA
29050,11,2,NA,NA
29050,12,2,NA,NA
29050,13,2,NA,NA
29050,14,2,NA,NA
29050,15,2,NA,NA
29050,16,2,NA,NA
29050,17,2,NA,NA
29050,18,2,NA,NA
29050,20,2,NA,NA
29051,11,2,NA,NA
29051,12,2,NA,NA
29051,13,2,NA,NA
29051,14,2,NA,NA
29051,15,2,NA,NA
29051,16,2,NA,NA
29051,17,2,NA,NA
29051,18,2,NA,NA
29051,20,2,NA,NA
29052,11,2,NA,NA
29052,12,2,NA,NA
29052,13,2,NA,NA
29052,14,2,NA,NA
29052,15,2,NA,NA
29052,16,1,3,0
29052,17,1,15,0
29052,18,2,NA,NA
29052,20,2,NA,NA
29053,11,2,NA,NA
29053,12,2,NA,NA
29053,13,2,NA,NA
29053,14,2,NA,NA
29053,15,2,NA,NA
29053,16,2,NA,NA
29053,17,2,NA,NA
29053,18,2,NA,NA
29053,20,2,NA,NA
29054,11,2,NA,NA
29054,12,2,NA,NA
29054,13,2,NA,NA
29054,14,2,NA,NA
29054,15,2,NA,NA
29054,16,2,NA,NA
29054,17,2,NA,NA
29054,18,2,NA,NA
29054,20,2,NA,NA
29055,11,9,NSS,NSS
29055,12,9,NSS,NSS
29055,13,9,NSS,NSS
29055,14,9,NSS,NSS
29055,15,9,NSS,NSS
29055,16,9,NSS,NSS
29055,17,9,NSS,NSS
29055,18,9,NSS,NSS
29055,20,9,NSS,NSS
29056,11,2,NA,NA
29056,12,2,NA,NA
29056,13,2,NA,NA
29056,14,2,NA,NA
29056,15,2,NA,NA
29056,16,2,NA,NA
29056,17,2,NA,NA
29056,18,2,NA,NA
29056,20,2,NA,NA
29057,11,2,NA,NA
29057,12,2,NA,NA
29057,13,2,NA,NA
29057,14,2,NA,NA
29057,15,2,NA,NA
29057,16,2,NA,NA
29057,17,2,NA,NA
29057,18,2,NA,NA
29057,20,2,NA,NA
29058,11,2,NA,NA
29058,12,2,NA,NA
29058,13,2,NA,NA
29058,14,2,NA,NA
29058,15,2,NA,NA
29058,16,2,NA,NA
29058,17,2,NA,NA
29058,18,2,NA,NA
29058,20,2,NA,NA
29059,11,2,NA,NA
29059,12,2,NA,NA
29059,13,2,NA,NA
29059,14,2,NA,NA
29059,15,2,NA,NA
29059,16,2,NA,NA
29059,17,2,NA,NA
29059,18,2,NA,NA
29059,20,2,NA,NA
29060,11,2,NA,NA
29060,12,2,NA,NA
29060,13,2,NA,NA
29060,14,2,NA,NA
29060,15,2,NA,NA
29060,16,2,NA,NA
29060,17,2,NA,NA
29060,18,2,NA,NA
29060,20,2,NA,NA
30001,11,2,NA,NA
30001,12,1,6,2
30001,13,2,NA,NA
30001,14,2,NA,NA
30001,15,2,NA,NA
30001,16,2,NA,NA
30001,17,2,NA,NA
30001,18,2,NA,NA
30001,20,2,NA,NA
30002,11,2,NA,NA
30002,12,2,NA,NA
30002,13,2,NA,NA
30002,14,2,NA,NA
30002,15,2,NA,NA
30002,16,2,NA,NA
30002,17,2,NA,NA
30002,18,2,NA,NA
30002,20,2,NA,NA
30003,11,2,NA,NA
30003,12,2,NA,NA
30003,13,2,NA,NA
30003,14,2,NA,NA
30003,15,2,NA,NA
30003,16,2,NA,NA
30003,17,2,NA,NA
30003,18,2,NA,NA
30003,20,2,NA,NA
30004,11,2,NA,NA
30004,12,2,NA,NA
30004,13,2,NA,NA
30004,14,2,NA,NA
30004,15,2,NA,NA
30004,16,2,NA,NA
30004,17,2,NA,NA
30004,18,2,NA,NA
30004,20,2,NA,NA
30005,11,2,NA,NA
30005,12,2,NA,NA
30005,13,2,NA,NA
30005,14,2,NA,NA
30005,15,2,NA,NA
30005,16,2,NA,NA
30005,17,2,NA,NA
30005,18,2,NA,NA
30005,20,2,NA,NA
30006,11,9,NSS,NSS
30006,12,9,NSS,NSS
30006,13,9,NSS,NSS
30006,14,9,NSS,NSS
30006,15,9,NSS,NSS
30006,16,9,NSS,NSS
30006,17,9,NSS,NSS
30006,18,9,NSS,NSS
30006,20,9,NSS,NSS
30007,11,2,NA,NA
30007,12,2,NA,NA
30007,13,2,NA,NA
30007,14,2,NA,NA
30007,15,2,NA,NA
30007,16,2,NA,NA
30007,17,2,NA,NA
30007,18,2,NA,NA
30007,20,2,NA,NA
30008,11,2,NA,NA
30008,12,2,NA,NA
30008,13,2,NA,NA
30008,14,2,NA,NA
30008,15,2,NA,NA
30008,16,2,NA,NA
30008,17,2,NA,NA
30008,18,2,NA,NA
30008,20,2,NA,NA
30009,11,2,NA,NA
30009,12,2,NA,NA
30009,13,2,NA,NA
30009,14,2,NA,NA
30009,15,2,NA,NA
30009,16,2,NA,NA
30009,17,2,NA,NA
30009,18,2,NA,NA
30009,20,2,NA,NA
30010,11,2,NA,NA
30010,12,2,NA,NA
30010,13,2,NA,NA
30010,14,2,NA,NA
30010,15,2,NA,NA
30010,16,2,NA,NA
30010,17,2,NA,NA
30010,18,2,NA,NA
30010,20,2,NA,NA
30011,11,2,NA,NA
30011,12,2,NA,NA
30011,13,2,NA,NA
30011,14,2,NA,NA
30011,15,2,NA,NA
30011,16,2,NA,NA
30011,17,2,NA,NA
30011,18,2,NA,NA
30011,20,2,NA,NA
30012,11,2,NA,NA
30012,12,2,NA,NA
30012,13,2,NA,NA
30012,14,2,NA,NA
30012,15,2,NA,NA
30012,16,2,NA,NA
30012,17,2,NA,NA
30012,18,2,NA,NA
30012,20,2,NA,NA
30013,11,2,NA,NA
30013,12,1,15,8
30013,13,2,NA,NA
30013,14,2,NA,NA
30013,15,2,NA,NA
30013,16,2,NA,NA
30013,17,2,NA,NA
30013,18,2,NA,NA
30013,20,2,NA,NA
30014,11,9,NSS,NSS
30014,12,9,NSS,NSS
30014,13,9,NSS,NSS
30014,14,9,NSS,NSS
30014,15,9,NSS,NSS
30014,16,9,NSS,NSS
30014,17,9,NSS,NSS
30014,18,9,NSS,NSS
30014,20,9,NSS,NSS
30015,11,2,NA,NA
30015,12,2,NA,NA
30015,13,2,NA,NA
30015,14,2,NA,NA
30015,15,2,NA,NA
30015,16,2,NA,NA
30015,17,2,NA,NA
30015,18,2,NA,NA
30015,20,2,NA,NA
30016,11,2,NA,NA
30016,12,2,NA,NA
30016,13,2,NA,NA
30016,14,2,NA,NA
30016,15,2,NA,NA
30016,16,2,NA,NA
30016,17,2,NA,NA
30016,18,2,NA,NA
30016,20,2,NA,NA
30017,11,2,NA,NA
30017,12,2,NA,NA
30017,13,2,NA,NA
30017,14,2,NA,NA
30017,15,2,NA,NA
30017,16,2,NA,NA
30017,17,2,NA,NA
30017,18,2,NA,NA
30017,20,2,NA,NA
30018,11,2,NA,NA
30018,12,2,NA,NA
30018,13,2,NA,NA
30018,14,2,NA,NA
30018,15,2,NA,NA
30018,16,2,NA,NA
30018,17,2,NA,NA
30018,18,2,NA,NA
30018,20,2,NA,NA
30019,11,2,NA,NA
30019,12,2,NA,NA
30019,13,2,NA,NA
30019,14,2,NA,NA
30019,15,2,NA,NA
30019,16,2,NA,NA
30019,17,2,NA,NA
30019,18,2,NA,NA
30019,20,2,NA,NA
30020,11,2,NA,NA
30020,12,2,NA,NA
30020,13,2,NA,NA
30020,14,2,NA,NA
30020,15,2,NA,NA
30020,16,2,NA,NA
30020,17,2,NA,NA
30020,18,2,NA,NA
30020,20,2,NA,NA
30021,11,2,NA,NA
30021,12,2,NA,NA
30021,13,2,NA,NA
30021,14,2,NA,NA
30021,15,2,NA,NA
30021,16,2,NA,NA
30021,17,2,NA,NA
30021,18,2,NA,NA
30021,20,2,NA,NA
30022,11,2,NA,NA
30022,12,2,NA,NA
30022,13,2,NA,NA
30022,14,2,NA,NA
30022,15,2,NA,NA
30022,16,2,NA,NA
30022,17,2,NA,NA
30022,18,2,NA,NA
30022,20,2,NA,NA
30023,11,2,NA,NA
30023,12,2,NA,NA
30023,13,2,NA,NA
30023,14,2,NA,NA
30023,15,2,NA,NA
30023,16,2,NA,NA
30023,17,2,NA,NA
30023,18,2,NA,NA
30023,20,2,NA,NA
30024,11,2,NA,NA
30024,12,2,NA,NA
30024,13,2,NA,NA
30024,14,2,NA,NA
30024,15,2,NA,NA
30024,16,2,NA,NA
30024,17,2,NA,NA
30024,18,2,NA,NA
30024,20,2,NA,NA
30025,11,2,NA,NA
30025,12,2,NA,NA
30025,13,2,NA,NA
30025,14,2,NA,NA
30025,15,2,NA,NA
30025,16,2,NA,NA
30025,17,2,NA,NA
30025,18,2,NA,NA
30025,20,2,NA,NA
30026,11,2,NA,NA
30026,12,2,NA,NA
30026,13,2,NA,NA
30026,14,2,NA,NA
30026,15,2,NA,NA
30026,16,2,NA,NA
30026,17,2,NA,NA
30026,18,2,NA,NA
30026,20,2,NA,NA
30027,11,2,NA,NA
30027,12,2,NA,NA
30027,13,2,NA,NA
30027,14,2,NA,NA
30027,15,2,NA,NA
30027,16,2,NA,NA
30027,17,2,NA,NA
30027,18,2,NA,NA
30027,20,2,NA,NA
30028,11,2,NA,NA
30028,12,2,NA,NA
30028,13,2,NA,NA
30028,14,2,NA,NA
30028,15,2,NA,NA
30028,16,2,NA,NA
30028,17,2,NA,NA
30028,18,2,NA,NA
30028,20,2,NA,NA
30029,11,2,NA,NA
30029,12,2,NA,NA
30029,13,2,NA,NA
30029,14,2,NA,NA
30029,15,2,NA,NA
30029,16,2,NA,NA
30029,17,2,NA,NA
30029,18,2,NA,NA
30029,20,2,NA,NA
30030,11,2,NA,NA
30030,12,2,NA,NA
30030,13,2,NA,NA
30030,14,2,NA,NA
30030,15,2,NA,NA
30030,16,2,NA,NA
30030,17,2,NA,NA
30030,18,2,NA,NA
30030,20,2,NA,NA
30031,11,2,NA,NA
30031,12,2,NA,NA
30031,13,2,NA,NA
30031,14,2,NA,NA
30031,15,2,NA,NA
30031,16,2,NA,NA
30031,17,2,NA,NA
30031,18,2,NA,NA
30031,20,2,NA,NA
30032,11,2,NA,NA
30032,12,2,NA,NA
30032,13,2,NA,NA
30032,14,2,NA,NA
30032,15,2,NA,NA
30032,16,2,NA,NA
30032,17,2,NA,NA
30032,18,2,NA,NA
30032,20,2,NA,NA
30033,11,2,NA,NA
30033,12,1,25,0
30033,13,2,NA,NA
30033,14,2,NA,NA
30033,15,1,7,0
30033,16,2,NA,NA
30033,17,2,NA,NA
30033,18,2,NA,NA
30033,20,2,NA,NA
30034,11,2,NA,NA
30034,12,2,NA,NA
30034,13,2,NA,NA
30034,14,2,NA,NA
30034,15,2,NA,NA
30034,16,2,NA,NA
30034,17,2,NA,NA
30034,18,2,NA,NA
30034,20,2,NA,NA
30035,11,2,NA,NA
30035,12,1,1,0
30035,13,2,NA,NA
30035,14,2,NA,NA
30035,15,2,NA,NA
30035,16,2,NA,NA
30035,17,2,NA,NA
30035,18,2,NA,NA
30035,20,2,NA,NA
30036,11,1,10,0
30036,12,1,3,0
30036,13,2,NA,NA
30036,14,2,NA,NA
30036,15,1,1,0
30036,16,2,NA,NA
30036,17,1,5,0
30036,18,2,NA,NA
30036,20,2,NA,NA
30037,11,2,NA,NA
30037,12,2,NA,NA
30037,13,2,NA,NA
30037,14,2,NA,NA
30037,15,2,NA,NA
30037,16,2,NA,NA
30037,17,9,NSS,NSS
30037,18,2,NA,NA
30037,20,2,NA,NA
30038,11,2,NA,NA
30038,12,2,NA,NA
30038,13,2,NA,NA
30038,14,2,NA,NA
30038,15,2,NA,NA
30038,16,2,NA,NA
30038,17,2,NA,NA
30038,18,2,NA,NA
30038,20,2,NA,NA
30039,11,2,NA,NA
30039,12,2,NA,NA
30039,13,2,NA,NA
30039,14,2,NA,NA
30039,15,2,NA,NA
30039,16,2,NA,NA
30039,17,2,NA,NA
30039,18,2,NA,NA
30039,20,2,NA,NA
30040,11,2,NA,NA
30040,12,2,NA,NA
30040,13,2,NA,NA
30040,14,2,NA,NA
30040,15,2,NA,NA
30040,16,2,NA,NA
30040,17,2,NA,NA
30040,18,2,NA,NA
30040,20,2,NA,NA
30041,11,1,5,5
30041,12,2,NA,NA
30041,13,2,NA,NA
30041,14,2,NA,NA
30041,15,2,NA,NA
30041,16,2,NA,NA
30041,17,2,NA,NA
30041,18,2,NA,NA
30041,20,2,NA,NA
30042,11,2,NA,NA
30042,12,2,NA,NA
30042,13,2,NA,NA
30042,14,2,NA,NA
30042,15,2,NA,NA
30042,16,2,NA,NA
30042,17,2,NA,NA
30042,18,2,NA,NA
30042,20,2,NA,NA
30043,11,2,NA,NA
30043,12,2,NA,NA
30043,13,2,NA,NA
30043,14,2,NA,NA
30043,15,2,NA,NA
30043,16,2,NA,NA
30043,17,2,NA,NA
30043,18,2,NA,NA
30043,20,2,NA,NA
30044,11,9,NSS,NSS
30044,12,9,NSS,NSS
30044,13,9,NSS,NSS
30044,14,9,NSS,NSS
30044,15,9,NSS,NSS
30044,16,9,NSS,NSS
30044,17,9,NSS,NSS
30044,18,9,NSS,NSS
30044,20,9,NSS,NSS
30045,11,2,NA,NA
30045,12,2,NA,NA
30045,13,2,NA,NA
30045,14,2,NA,NA
30045,15,2,NA,NA
30045,16,2,NA,NA
30045,17,2,NA,NA
30045,18,2,NA,NA
30045,20,2,NA,NA
30046,11,2,NA,NA
30046,12,2,NA,NA
30046,13,2,NA,NA
30046,14,2,NA,NA
30046,15,2,NA,NA
30046,16,2,NA,NA
30046,17,2,NA,NA
30046,18,2,NA,NA
30046,20,2,NA,NA
30047,11,2,NA,NA
30047,12,2,NA,NA
30047,13,2,NA,NA
30047,14,2,NA,NA
30047,15,2,NA,NA
30047,16,2,NA,NA
30047,17,2,NA,NA
30047,18,2,NA,NA
30047,20,2,NA,NA
30048,11,2,NA,NA
30048,12,2,NA,NA
30048,13,2,NA,NA
30048,14,2,NA,NA
30048,15,2,NA,NA
30048,16,2,NA,NA
30048,17,2,NA,NA
30048,18,2,NA,NA
30048,20,2,NA,NA
30049,11,2,NA,NA
30049,12,1,5,0
30049,13,2,NA,NA
30049,14,2,NA,NA
30049,15,2,NA,NA
30049,16,1,8,0
30049,17,2,NA,NA
30049,18,2,NA,NA
30049,20,2,NA,NA
30050,11,2,NA,NA
30050,12,2,NA,NA
30050,13,2,NA,NA
30050,14,2,NA,NA
30050,15,2,NA,NA
30050,16,2,NA,NA
30050,17,2,NA,NA
30050,18,2,NA,NA
30050,20,2,NA,NA
30051,11,2,NA,NA
30051,12,2,NA,NA
30051,13,2,NA,NA
30051,14,2,NA,NA
30051,15,2,NA,NA
30051,16,2,NA,NA
30051,17,2,NA,NA
30051,18,2,NA,NA
30051,20,2,NA,NA
30052,11,2,NA,NA
30052,12,2,NA,NA
30052,13,2,NA,NA
30052,14,2,NA,NA
30052,15,2,NA,NA
30052,16,2,NA,NA
30052,17,2,NA,NA
30052,18,2,NA,NA
30052,20,2,NA,NA
30053,11,2,NA,NA
30053,12,2,NA,NA
30053,13,2,NA,NA
30053,14,2,NA,NA
30053,15,2,NA,NA
30053,16,2,NA,NA
30053,17,2,NA,NA
30053,18,2,NA,NA
30053,20,2,NA,NA
30054,11,2,NA,NA
30054,12,2,NA,NA
30054,13,2,NA,NA
30054,14,2,NA,NA
30054,15,2,NA,NA
30054,16,2,NA,NA
30054,17,2,NA,NA
30054,18,2,NA,NA
30054,20,2,NA,NA
30055,11,2,NA,NA
30055,12,1,1,1
30055,13,2,NA,NA
30055,14,2,NA,NA
30055,15,2,NA,NA
30055,16,2,NA,NA
30055,17,2,NA,NA
30055,18,2,NA,NA
30055,20,2,NA,NA
30056,11,2,NA,NA
30056,12,1,6,3
30056,13,2,NA,NA
30056,14,2,NA,NA
30056,15,2,NA,NA
30056,16,2,NA,NA
30056,17,2,NA,NA
30056,18,2,NA,NA
30056,20,2,NA,NA
30057,11,2,NA,NA
30057,12,2,NA,NA
30057,13,2,NA,NA
30057,14,2,NA,NA
30057,15,2,NA,NA
30057,16,2,NA,NA
30057,17,2,NA,NA
30057,18,2,NA,NA
30057,20,2,NA,NA
30058,11,2,NA,NA
30058,12,2,NA,NA
30058,13,2,NA,NA
30058,14,2,NA,NA
30058,15,2,NA,NA
30058,16,2,NA,NA
30058,17,2,NA,NA
30058,18,2,NA,NA
30058,20,2,NA,NA
30059,11,2,NA,NA
30059,12,1,10,0
30059,13,2,NA,NA
30059,14,2,NA,NA
30059,15,2,NA,NA
30059,16,2,NA,NA
30059,17,2,NA,NA
30059,18,2,NA,NA
30059,20,2,NA,NA
30060,11,2,NA,NA
30060,12,2,NA,NA
30060,13,2,NA,NA
30060,14,2,NA,NA
30060,15,2,NA,NA
30060,16,2,NA,NA
30060,17,2,NA,NA
30060,18,2,NA,NA
30060,20,2,NA,NA
30061,11,2,NA,NA
30061,12,2,NA,NA
30061,13,2,NA,NA
30061,14,2,NA,NA
30061,15,2,NA,NA
30061,16,2,NA,NA
30061,17,2,NA,NA
30061,18,2,NA,NA
30061,20,2,NA,NA
30062,11,2,NA,NA
30062,12,2,NA,NA
30062,13,2,NA,NA
30062,14,2,NA,NA
30062,15,2,NA,NA
30062,16,2,NA,NA
30062,17,2,NA,NA
30062,18,2,NA,NA
30062,20,2,NA,NA
30063,11,2,NA,NA
30063,12,2,NA,NA
30063,13,2,NA,NA
30063,14,2,NA,NA
30063,15,2,NA,NA
30063,16,2,NA,NA
30063,17,2,NA,NA
30063,18,2,NA,NA
30063,20,2,NA,NA
30064,11,2,NA,NA
30064,12,2,NA,NA
30064,13,2,NA,NA
30064,14,2,NA,NA
30064,15,2,NA,NA
30064,16,2,NA,NA
30064,17,2,NA,NA
30064,18,2,NA,NA
30064,20,2,NA,NA
30065,11,2,NA,NA
30065,12,2,NA,NA
30065,13,2,NA,NA
30065,14,2,NA,NA
30065,15,2,NA,NA
30065,16,2,NA,NA
30065,17,2,NA,NA
30065,18,2,NA,NA
30065,20,2,NA,NA
30066,11,2,NA,NA
30066,12,2,NA,NA
30066,13,2,NA,NA
30066,14,2,NA,NA
30066,15,2,NA,NA
30066,16,2,NA,NA
30066,17,2,NA,NA
30066,18,2,NA,NA
30066,20,2,NA,NA
30067,11,2,NA,NA
30067,12,2,NA,NA
30067,13,2,NA,NA
30067,14,2,NA,NA
30067,15,2,NA,NA
30067,16,2,NA,NA
30067,17,2,NA,NA
30067,18,2,NA,NA
30067,20,2,NA,NA
30068,11,9,NSS,NSS
30068,12,9,NSS,NSS
30068,13,9,NSS,NSS
30068,14,9,NSS,NSS
30068,15,9,NSS,NSS
30068,16,9,NSS,NSS
30068,17,9,NSS,NSS
30068,18,9,NSS,NSS
30068,20,9,NSS,NSS
30069,11,2,NA,NA
30069,12,2,NA,NA
30069,13,2,NA,NA
30069,14,2,NA,NA
30069,15,2,NA,NA
30069,16,2,NA,NA
30069,17,2,NA,NA
30069,18,2,NA,NA
30069,20,2,NA,NA
30070,11,2,NA,NA
30070,12,1,10,0
30070,13,2,NA,NA
30070,14,2,NA,NA
30070,15,2,NA,NA
30070,16,2,NA,NA
30070,17,2,NA,NA
30070,18,2,NA,NA
30070,20,2,NA,NA
30071,11,2,NA,NA
30071,12,2,NA,NA
30071,13,2,NA,NA
30071,14,2,NA,NA
30071,15,2,NA,NA
30071,16,2,NA,NA
30071,17,2,NA,NA
30071,18,2,NA,NA
30071,20,2,NA,NA
30072,11,2,NA,NA
30072,12,2,NA,NA
30072,13,2,NA,NA
30072,14,2,NA,NA
30072,15,2,NA,NA
30072,16,2,NA,NA
30072,17,2,NA,NA
30072,18,2,NA,NA
30072,20,2,NA,NA
30073,11,2,NA,NA
30073,12,2,NA,NA
30073,13,2,NA,NA
30073,14,2,NA,NA
30073,15,2,NA,NA
30073,16,2,NA,NA
30073,17,2,NA,NA
30073,18,2,NA,NA
30073,20,2,NA,NA
30074,11,9,NSS,NSS
30074,12,9,NSS,NSS
30074,13,9,NSS,NSS
30074,14,9,NSS,NSS
30074,15,9,NSS,NSS
30074,16,9,NSS,NSS
30074,17,9,NSS,NSS
30074,18,9,NSS,NSS
30074,20,9,NSS,NSS
30075,11,9,NSS,NSS
30075,12,9,NSS,NSS
30075,13,9,NSS,NSS
30075,14,9,NSS,NSS
30075,15,9,NSS,NSS
30075,16,9,NSS,NSS
30075,17,9,NSS,NSS
30075,18,9,NSS,NSS
30075,20,9,NSS,NSS
30076,11,2,NA,NA
30076,12,2,NA,NA
30076,13,2,NA,NA
30076,14,2,NA,NA
30076,15,2,NA,NA
30076,16,2,NA,NA
30076,17,2,NA,NA
30076,18,2,NA,NA
30076,20,2,NA,NA
30077,11,2,NA,NA
30077,12,2,NA,NA
30077,13,2,NA,NA
30077,14,2,NA,NA
30077,15,2,NA,NA
30077,16,2,NA,NA
30077,17,2,NA,NA
30077,18,2,NA,NA
30077,20,2,NA,NA
30078,11,2,NA,NA
30078,12,1,12,10
30078,13,2,NA,NA
30078,14,2,NA,NA
30078,15,2,NA,NA
30078,16,2,NA,NA
30078,17,2,NA,NA
30078,18,2,NA,NA
30078,20,2,NA,NA
30079,11,2,NA,NA
30079,12,2,NA,NA
30079,13,2,NA,NA
30079,14,2,NA,NA
30079,15,1,1,1
30079,16,1,4,0
30079,17,1,1,0
30079,18,2,NA,NA
30079,20,2,NA,NA
30080,11,2,NA,NA
30080,12,2,NA,NA
30080,13,1,2,2
30080,14,2,NA,NA
30080,15,1,1,1
30080,16,2,NA,NA
30080,17,1,7,0
30080,18,2,NA,NA
30080,20,2,NA,NA
30081,11,2,NA,NA
30081,12,1,1,1
30081,13,2,NA,NA
30081,14,2,NA,NA
30081,15,2,NA,NA
30081,16,2,NA,NA
30081,17,2,NA,NA
30081,18,2,NA,NA
30081,20,2,NA,NA
30082,11,9,NSS,NSS
30082,12,9,NSS,NSS
30082,13,9,NSS,NSS
30082,14,9,NSS,NSS
30082,15,9,NSS,NSS
30082,16,9,NSS,NSS
30082,17,9,NSS,NSS
30082,18,9,NSS,NSS
30082,20,9,NSS,NSS
30083,11,2,NA,NA
30083,12,2,NA,NA
30083,13,2,NA,NA
30083,14,2,NA,NA
30083,15,2,NA,NA
30083,16,2,NA,NA
30083,17,2,NA,NA
30083,18,2,NA,NA
30083,20,2,NA,NA
30084,11,2,NA,NA
30084,12,2,NA,NA
30084,13,2,NA,NA
30084,14,2,NA,NA
30084,15,2,NA,NA
30084,16,2,NA,NA
30084,17,2,NA,NA
30084,18,2,NA,NA
30084,20,2,NA,NA
30085,11,2,NA,NA
30085,12,2,NA,NA
30085,13,2,NA,NA
30085,14,2,NA,NA
30085,15,2,NA,NA
30085,16,2,NA,NA
30085,17,2,NA,NA
30085,18,2,NA,NA
30085,20,2,NA,NA
30086,11,2,NA,NA
30086,12,2,NA,NA
30086,13,2,NA,NA
30086,14,2,NA,NA
30086,15,2,NA,NA
30086,16,2,NA,NA
30086,17,2,NA,NA
30086,18,2,NA,NA
30086,20,2,NA,NA
30087,11,2,NA,NA
30087,12,2,NA,NA
30087,13,2,NA,NA
30087,14,2,NA,NA
30087,15,2,NA,NA
30087,16,2,NA,NA
30087,17,2,NA,NA
30087,18,2,NA,NA
30087,20,2,NA,NA
30088,11,2,NA,NA
30088,12,2,NA,NA
30088,13,2,NA,NA
30088,14,2,NA,NA
30088,15,2,NA,NA
30088,16,2,NA,NA
30088,17,2,NA,NA
30088,18,2,NA,NA
30088,20,2,NA,NA
30089,11,2,NA,NA
30089,12,2,NA,NA
30089,13,2,NA,NA
30089,14,2,NA,NA
30089,15,2,NA,NA
30089,16,2,NA,NA
30089,17,2,NA,NA
30089,18,2,NA,NA
30089,20,2,NA,NA
30090,11,1,20,0
30090,12,2,NA,NA
30090,13,2,NA,NA
30090,14,2,NA,NA
30090,15,2,NA,NA
30090,16,2,NA,NA
30090,17,2,NA,NA
30090,18,2,NA,NA
30090,20,2,NA,NA
30091,11,2,NA,NA
30091,12,2,NA,NA
30091,13,2,NA,NA
30091,14,2,NA,NA
30091,15,2,NA,NA
30091,16,2,NA,NA
30091,17,2,NA,NA
30091,18,2,NA,NA
30091,20,2,NA,NA
30092,11,9,NSS,NSS
30092,12,9,NSS,NSS
30092,13,9,NSS,NSS
30092,14,9,NSS,NSS
30092,15,9,NSS,NSS
30092,16,9,NSS,NSS
30092,17,9,NSS,NSS
30092,18,9,NSS,NSS
30092,20,9,NSS,NSS
30093,11,9,NSS,NSS
30093,12,9,NSS,NSS
30093,13,9,NSS,NSS
30093,14,9,NSS,NSS
30093,15,9,NSS,NSS
30093,16,9,NSS,NSS
30093,17,9,NSS,NSS
30093,18,9,NSS,NSS
30093,20,9,NSS,NSS
30094,11,2,NA,NA
30094,12,2,NA,NA
30094,13,2,NA,NA
30094,14,2,NA,NA
