ubicageo_f,eqinfo9,eqinfo10,eqinfo11,eqinfo1,eqinfo2,eqinfo3,eqinfo4,eqinfo5,eqinfo6,eqinfo7,rnsnni1
30176,1,0,0,2,2,0,,1,1,0,2
30177,0,0,0,1,1,0,,0,0,0,2
30178,0,0,0,1,1,0,,1,1,0,2
30179,0,0,0,1,1,0,,1,1,0,2
30180,0,0,0,1,1,0,,0,0,0,2
30181,0,0,0,2,2,0,,1,1,0,2
30182,NSS,NSS,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,9
30183,1,1,0,5,5,0,,1,1,0,2
30184,0,0,0,0,0,0,,0,0,0,2
30185,1,0,0,0,0,0,,1,1,0,2
30186,0,0,0,1,1,0,,1,0,1,2
30187,1,0,0,1,1,0,,1,1,0,1
30188,1,0,0,2,2,0,,0,0,0,1
30189,2,0,5,6,6,0,,4,0,4,1
30190,0,0,0,0,0,0,,0,0,0,2
30191,NA,NA,NA,NA,NA,NA,,NA,NA,NA,9
30192,0,0,0,1,1,0,,1,1,0,2
30193,2,0,0,48,48,0,,0,0,0,2
30194,0,0,0,0,0,0,,0,0,0,2
30195,0,0,0,0,0,0,,0,0,0,2
30196,0,0,0,2,2,0,,1,1,0,2
30197,0,0,0,1,1,0,,1,1,0,1
30198,0,0,0,0,0,0,,0,0,0,2
30199,0,0,0,1,0,1,,0,0,0,2
30200,1,0,0,1,1,0,,1,1,0,1
30201,0,0,0,6,5,1,,2,0,2,2
30202,0,0,0,1,1,0,,1,1,0,2
30203,0,0,0,2,2,0,,1,0,1,1
30204,0,0,0,5,5,0,,0,0,0,2
30205,0,0,0,0,0,0,,0,0,0,2
30206,1,1,0,5,5,0,,1,1,0,1
30207,0,1,0,1,1,0,,0,0,0,2
30208,1,0,0,1,1,0,,1,1,0,2
30209,0,0,0,1,1,0,,1,1,0,2
30210,0,0,0,1,0,1,,1,1,0,2
30211,0,0,0,1,1,0,,1,1,0,2
30212,0,0,0,0,0,0,,0,0,0,2
31001,0,0,0,0,0,0,,0,0,0,2
31002,0,0,0,1,1,0,,0,0,0,2
31003,0,0,0,1,1,0,,0,0,0,1
31004,0,0,0,1,1,0,,1,1,0,2
31005,0,0,0,0,0,0,,0,0,0,2
31006,0,0,0,1,0,1,,1,0,1,2
31007,1,0,0,1,1,0,,0,0,0,2
31008,0,0,0,0,0,0,,0,0,0,2
31009,0,0,0,1,1,0,,1,0,1,2
31010,0,0,0,0,0,0,,0,0,0,2
31011,0,0,0,1,1,0,,1,0,1,2
31012,0,0,0,0,0,0,,0,0,0,2
31013,1,0,0,3,1,2,,2,0,2,1
31014,0,0,0,0,0,0,,0,0,0,2
31015,0,0,0,1,0,1,,1,0,1,2
31016,0,0,0,1,0,1,,0,0,0,2
31017,0,0,0,0,0,0,,0,0,0,2
31018,0,0,0,0,0,0,,0,0,0,2
31019,0,0,0,2,2,0,,1,1,0,2
31020,1,0,0,1,1,0,,1,1,0,1
31021,0,0,0,1,1,0,,1,0,1,2
31022,0,0,0,0,0,0,,0,0,0,2
31023,1,0,0,1,1,0,,0,0,0,2
31024,0,0,0,0,0,0,,0,0,0,2
31025,0,0,0,0,0,0,,0,0,0,2
31026,0,1,0,1,0,1,,1,0,1,2
31027,0,0,0,2,2,0,,1,1,0,2
31028,0,0,0,0,0,0,,0,0,0,2
31029,0,0,0,1,1,0,,1,0,1,2
31030,0,0,0,0,0,0,,1,1,0,2
31031,0,0,0,1,1,0,,0,0,0,1
31032,1,0,0,1,1,0,,0,0,0,2
31033,0,0,0,1,1,0,,0,0,0,2
31034,0,0,0,1,1,0,,1,0,1,2
31035,0,0,0,1,0,1,,1,0,1,2
31036,0,0,0,1,0,1,,1,0,1,2
31037,0,0,0,1,1,0,,0,0,0,2
31038,1,0,0,1,1,0,,0,0,0,2
31039,0,0,0,0,0,0,,0,0,0,2
31040,2,0,0,1,1,0,,1,0,1,2
31041,0,0,0,14,14,0,,1,0,1,2
31042,0,0,0,1,1,0,,1,0,1,2
31043,0,0,0,0,0,0,,0,0,0,2
31044,0,0,0,1,1,0,,1,1,0,2
31045,0,0,0,1,1,0,,0,0,0,2
31046,0,0,0,0,0,0,,0,0,0,2
31047,0,0,0,0,0,0,,0,0,0,2
31048,0,0,0,1,1,0,,0,0,0,2
31049,0,0,0,0,0,0,,0,0,0,2
31050,0,3,0,135,120,15,,15,10,5,1
31051,0,0,0,1,1,0,,0,0,0,2
31052,0,0,0,3,2,1,,0,0,0,2
31053,0,1,0,1,1,0,,1,1,0,2
31054,0,0,0,0,0,0,,0,0,0,2
31055,0,0,0,1,1,0,,1,0,1,2
31056,1,0,0,2,1,1,,0,0,0,1
31057,0,0,0,3,3,0,,1,0,1,1
31058,1,0,0,2,1,1,,0,0,0,2
31059,2,1,0,24,22,2,,8,0,8,2
31060,1,0,0,1,1,0,,0,0,0,2
31061,0,0,0,1,1,0,,0,0,0,2
31062,1,0,0,1,1,0,,1,1,0,2
31063,0,0,0,0,0,0,,0,0,0,2
31064,0,0,0,1,1,0,,1,0,1,2
31065,0,0,0,0,0,0,,0,0,0,2
31066,0,0,0,0,0,0,,0,0,0,2
31067,0,0,0,1,1,0,,0,0,0,2
31068,0,0,0,0,0,0,,1,0,1,2
31069,1,0,0,1,0,1,,1,1,0,2
31070,1,0,0,2,2,0,,1,1,0,1
31071,0,0,0,0,0,0,,0,0,0,2
31072,0,0,0,1,0,1,,0,0,0,2
31073,0,0,0,0,0,0,,0,0,0,2
31074,0,0,0,0,0,0,,0,0,0,2
31075,0,0,0,0,0,0,,0,0,0,2
31076,1,0,0,1,1,0,,0,0,0,1
31077,0,0,0,1,0,1,,1,0,1,2
31078,0,0,0,1,1,0,,0,0,0,2
31079,1,0,0,10,10,0,,1,0,1,1
31080,0,0,0,1,1,0,,1,1,0,2
31081,0,0,0,1,1,0,,1,1,0,2
31082,0,0,0,1,0,1,,0,0,0,2
31083,0,0,0,2,0,2,,1,0,1,2
31084,0,0,0,1,0,1,,1,0,1,2
31085,0,0,0,1,1,0,,1,1,0,2
31086,0,0,0,1,1,0,,0,0,0,2
31087,1,0,0,1,1,0,,1,1,0,1
31088,0,0,0,0,0,0,,1,0,1,2
31089,2,0,0,3,3,0,,2,0,2,1
31090,0,0,0,0,0,0,,0,0,0,2
31091,0,0,0,0,0,0,,0,0,0,2
31092,0,0,0,1,1,0,,0,0,0,2
31093,0,0,0,1,1,0,,1,1,0,2
31094,0,0,0,0,0,0,,0,0,0,2
31095,0,0,0,2,2,0,,1,1,0,2
31096,0,1,0,25,22,3,,6,5,1,1
31097,0,0,0,1,0,1,,1,0,1,2
31098,0,0,0,2,2,0,,1,0,1,2
31099,0,0,0,0,0,0,,1,1,0,2
31100,0,0,0,1,1,0,,1,1,0,2
31101,1,1,0,10,5,5,,2,0,2,1
31102,0,0,0,31,30,1,,4,2,2,2
31103,0,0,0,1,0,1,,0,0,0,2
31104,0,0,0,1,1,0,,1,1,0,2
31105,0,0,0,1,1,0,,0,0,0,2
31106,0,0,0,1,1,0,,0,0,0,2
32001,0,0,0,1,1,0,,1,1,0,2
32002,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
32003,0,0,0,1,1,0,,1,1,0,2
32004,0,0,0,1,1,0,,0,0,0,2
32005,3,1,0,8,8,0,,3,2,1,2
32006,0,0,0,1,1,0,,0,0,0,2
32007,0,0,0,2,2,0,,1,0,1,1
32008,0,0,0,1,1,0,,1,0,1,2
32009,0,0,0,1,1,0,,1,0,1,1
32010,5,2,0,20,20,0,,0,0,0,1
32011,0,0,0,1,1,0,,1,0,1,1
32012,0,0,0,2,2,0,,1,0,1,2
32013,1,0,0,1,1,0,,1,0,1,2
32014,0,0,0,1,1,0,,1,0,1,2
32015,0,0,0,0,0,0,,0,0,0,2
32016,1,1,0,4,4,0,,1,0,1,2
32017,1,0,0,28,27,1,,5,5,0,2
32018,0,0,0,1,0,1,,0,0,0,1
32019,0,0,0,3,3,0,,3,3,0,2
32020,8,0,1,8,4,4,,1,0,1,9
32021,1,0,0,1,1,0,,0,0,0,2
32022,0,0,0,1,1,0,,1,0,1,2
32023,0,0,0,2,2,0,,2,0,2,1
32024,1,3,0,3,3,0,,1,1,0,2
32025,1,1,0,1,1,0,,1,0,1,2
32026,2,0,0,3,3,0,,0,0,0,2
32027,0,0,0,2,1,1,,0,0,0,2
32028,0,0,0,1,1,0,,1,1,0,2
32029,0,0,0,1,0,1,,1,0,1,2
32030,1,1,0,3,3,0,,1,0,1,1
32031,0,0,0,0,0,0,,0,0,0,2
32032,4,4,0,4,3,1,,4,1,3,1
32033,1,0,0,1,1,0,,1,0,1,2
32034,0,0,0,5,5,0,,4,0,4,9
32035,0,0,0,1,1,0,,0,0,0,2
32036,2,0,0,5,5,0,,1,0,1,2
32037,1,0,0,4,4,0,,2,0,2,1
32038,0,0,0,3,3,0,,3,3,0,1
32039,7,10,0,10,9,1,,7,0,7,2
32040,1,0,0,1,1,0,,0,0,0,1
32041,0,0,0,1,1,0,,0,0,0,1
32042,2,0,0,9,9,0,,3,0,3,2
32043,0,0,0,1,1,0,,1,1,0,2
32044,0,0,0,1,1,0,,1,0,1,2
32045,0,0,0,2,1,1,,1,0,1,2
32046,1,1,0,2,2,0,,2,2,0,2
32047,0,0,0,1,1,0,,1,0,1,1
32048,2,0,0,2,2,0,,2,1,1,2
32049,6,0,0,7,7,0,,6,5,1,2
32050,1,0,0,1,1,0,,0,0,0,2
32051,1,1,0,3,3,0,,1,0,1,1
32052,0,0,0,1,1,0,,1,1,0,2
32053,1,0,0,2,2,0,,1,1,0,2
32054,1,0,0,1,1,0,,1,0,1,1
32055,3,0,0,5,5,0,,3,3,0,1
32056,2,1,0,33,30,3,,8,0,8,1
32057,1,0,0,1,1,0,,1,0,1,2
32058,0,0,0,1,1,0,,0,0,0,2
