ubicageo_f,tipoequi_g,rnsnni1,totalca1
20161,80,2,NA
20161,90,1,4
20161,101,2,NA
20161,102,2,NA
20161,103,2,NA
20161,104,2,NA
20161,105,2,NA
20161,110,2,NA
20162,10,2,NA
20162,20,2,NA
20162,30,2,NA
20162,41,2,NA
20162,42,2,NA
20162,50,2,NA
20162,60,2,NA
20162,70,2,NA
20162,80,2,NA
20162,90,2,NA
20162,101,2,NA
20162,102,2,NA
20162,103,2,NA
20162,104,2,NA
20162,105,2,NA
20162,110,2,NA
20163,10,2,NA
20163,20,2,NA
20163,30,2,NA
20163,41,2,NA
20163,42,2,NA
20163,50,2,NA
20163,60,2,NA
20163,70,2,NA
20163,80,2,NA
20163,90,2,NA
20163,101,2,NA
20163,102,2,NA
20163,103,2,NA
20163,104,2,NA
20163,105,2,NA
20163,110,2,NA
20164,10,2,NA
20164,20,2,NA
20164,30,2,NA
20164,41,2,NA
20164,42,2,NA
20164,50,2,NA
20164,60,2,NA
20164,70,2,NA
20164,80,2,NA
20164,90,2,NA
20164,101,2,NA
20164,102,2,NA
20164,103,2,NA
20164,104,2,NA
20164,105,2,NA
20164,110,2,NA
20165,10,2,NA
20165,20,2,NA
20165,30,2,NA
20165,41,2,NA
20165,42,2,NA
20165,50,2,NA
20165,60,2,NA
20165,70,2,NA
20165,80,2,NA
20165,90,2,NA
20165,101,2,NA
20165,102,2,NA
20165,103,2,NA
20165,104,2,NA
20165,105,2,NA
20165,110,2,NA
20166,10,2,NA
20166,20,2,NA
20166,30,2,NA
20166,41,2,NA
20166,42,2,NA
20166,50,2,NA
20166,60,2,NA
20166,70,2,NA
20166,80,2,NA
20166,90,2,NA
20166,101,2,NA
20166,102,2,NA
20166,103,2,NA
20166,104,2,NA
20166,105,2,NA
20166,110,2,NA
20167,10,2,NA
20167,20,2,NA
20167,30,2,NA
20167,41,2,NA
20167,42,2,NA
20167,50,2,NA
20167,60,2,NA
20167,70,2,NA
20167,80,2,NA
20167,90,2,NA
20167,101,2,NA
20167,102,2,NA
20167,103,2,NA
20167,104,2,NA
20167,105,2,NA
20167,110,2,NA
20168,10,2,NA
20168,20,2,NA
20168,30,2,NA
20168,41,2,NA
20168,42,2,NA
20168,50,2,NA
20168,60,2,NA
20168,70,2,NA
20168,80,2,NA
20168,90,2,NA
20168,101,2,NA
20168,102,2,NA
20168,103,2,NA
20168,104,2,NA
20168,105,2,NA
20168,110,2,NA
20169,10,2,NA
20169,20,2,NA
20169,30,2,NA
20169,41,2,NA
20169,42,2,NA
20169,50,2,NA
20169,60,2,NA
20169,70,2,NA
20169,80,2,NA
20169,90,2,NA
20169,101,2,NA
20169,102,2,NA
20169,103,2,NA
20169,104,2,NA
20169,105,2,NA
20169,110,2,NA
20170,10,2,NA
20170,20,2,NA
20170,30,2,NA
20170,41,2,NA
20170,42,2,NA
20170,50,2,NA
20170,60,2,NA
20170,70,2,NA
20170,80,2,NA
20170,90,2,NA
20170,101,2,NA
20170,102,2,NA
20170,103,2,NA
20170,104,2,NA
20170,105,2,NA
20170,110,2,NA
20171,10,2,NA
20171,20,2,NA
20171,30,2,NA
20171,41,2,NA
20171,42,2,NA
20171,50,2,NA
20171,60,2,NA
20171,70,2,NA
20171,80,2,NA
20171,90,2,NA
20171,101,2,NA
20171,102,2,NA
20171,103,2,NA
20171,104,2,NA
20171,105,2,NA
20171,110,2,NA
20172,10,2,NA
20172,20,2,NA
20172,30,2,NA
20172,41,2,NA
20172,42,2,NA
20172,50,2,NA
20172,60,2,NA
20172,70,2,NA
20172,80,2,NA
20172,90,2,NA
20172,101,2,NA
20172,102,2,NA
20172,103,2,NA
20172,104,2,NA
20172,105,2,NA
20172,110,2,NA
20173,10,2,NA
20173,20,2,NA
20173,30,2,NA
20173,41,2,NA
20173,42,2,NA
20173,50,2,NA
20173,60,2,NA
20173,70,2,NA
20173,80,2,NA
20173,90,2,NA
20173,101,2,NA
20173,102,2,NA
20173,103,2,NA
20173,104,2,NA
20173,105,2,NA
20173,110,2,NA
20174,10,2,NA
20174,20,2,NA
20174,30,2,NA
20174,41,2,NA
20174,42,2,NA
20174,50,2,NA
20174,60,2,NA
20174,70,2,NA
20174,80,2,NA
20174,90,2,NA
20174,101,2,NA
20174,102,2,NA
20174,103,2,NA
20174,104,2,NA
20174,105,2,NA
20174,110,2,NA
20175,10,2,NA
20175,20,2,NA
20175,30,2,NA
20175,41,2,NA
20175,42,2,NA
20175,50,2,NA
20175,60,2,NA
20175,70,2,NA
20175,80,2,NA
20175,90,2,NA
20175,101,2,NA
20175,102,2,NA
20175,103,2,NA
20175,104,2,NA
20175,105,2,NA
20175,110,2,NA
20176,10,2,NA
20176,20,2,NA
20176,30,2,NA
20176,41,2,NA
20176,42,2,NA
20176,50,2,NA
20176,60,2,NA
20176,70,2,NA
20176,80,2,NA
20176,90,2,NA
20176,101,2,NA
20176,102,2,NA
20176,103,2,NA
20176,104,2,NA
20176,105,2,NA
20176,110,2,NA
20177,10,2,NA
20177,20,2,NA
20177,30,2,NA
20177,41,2,NA
20177,42,2,NA
20177,50,2,NA
20177,60,2,NA
20177,70,2,NA
20177,80,2,NA
20177,90,2,NA
20177,101,2,NA
20177,102,2,NA
20177,103,2,NA
20177,104,2,NA
20177,105,2,NA
20177,110,2,NA
20178,10,2,NA
20178,20,2,NA
20178,30,2,NA
20178,41,2,NA
20178,42,2,NA
20178,50,2,NA
20178,60,2,NA
20178,70,2,NA
20178,80,2,NA
20178,90,2,NA
20178,101,2,NA
20178,102,2,NA
20178,103,2,NA
20178,104,2,NA
20178,105,2,NA
20178,110,2,NA
20179,10,2,NA
20179,20,2,NA
20179,30,2,NA
20179,41,2,NA
20179,42,2,NA
20179,50,2,NA
20179,60,2,NA
20179,70,2,NA
20179,80,2,NA
20179,90,2,NA
20179,101,2,NA
20179,102,2,NA
20179,103,2,NA
20179,104,2,NA
20179,105,2,NA
20179,110,2,NA
20180,10,2,NA
20180,20,2,NA
20180,30,2,NA
20180,41,2,NA
20180,42,2,NA
20180,50,2,NA
20180,60,2,NA
20180,70,2,NA
20180,80,2,NA
20180,90,2,NA
20180,101,2,NA
20180,102,2,NA
20180,103,2,NA
20180,104,2,NA
20180,105,2,NA
20180,110,2,NA
20181,10,2,NA
20181,20,2,NA
20181,30,2,NA
20181,41,2,NA
20181,42,2,NA
20181,50,2,NA
20181,60,2,NA
20181,70,2,NA
20181,80,2,NA
20181,90,2,NA
20181,101,2,NA
20181,102,2,NA
20181,103,2,NA
20181,104,2,NA
20181,105,2,NA
20181,110,2,NA
20182,10,2,NA
20182,20,2,NA
20182,30,2,NA
20182,41,2,NA
20182,42,2,NA
20182,50,2,NA
20182,60,2,NA
20182,70,2,NA
20182,80,2,NA
20182,90,2,NA
20182,101,2,NA
20182,102,2,NA
20182,103,2,NA
20182,104,2,NA
20182,105,2,NA
20182,110,2,NA
20183,10,2,NA
20183,20,2,NA
20183,30,2,NA
20183,41,2,NA
20183,42,2,NA
20183,50,2,NA
20183,60,2,NA
20183,70,2,NA
20183,80,2,NA
20183,90,2,NA
20183,101,2,NA
20183,102,2,NA
20183,103,2,NA
20183,104,2,NA
20183,105,2,NA
20183,110,2,NA
20184,10,1,10
20184,20,1,5
20184,30,1,5
20184,41,2,NA
20184,42,2,NA
20184,50,2,NA
20184,60,1,1
20184,70,1,25
20184,80,2,NA
20184,90,1,45
20184,101,2,NA
20184,102,2,NA
20184,103,2,NA
20184,104,2,NA
20184,105,2,NA
20184,110,2,NA
20185,10,2,NA
20185,20,2,NA
20185,30,2,NA
20185,41,2,NA
20185,42,2,NA
20185,50,2,NA
20185,60,2,NA
20185,70,2,NA
20185,80,2,NA
20185,90,2,NA
20185,101,2,NA
20185,102,2,NA
20185,103,2,NA
20185,104,2,NA
20185,105,2,NA
20185,110,2,NA
20186,10,2,NA
20186,20,2,NA
20186,30,2,NA
20186,41,2,NA
20186,42,2,NA
20186,50,2,NA
20186,60,2,NA
20186,70,2,NA
20186,80,2,NA
20186,90,2,NA
20186,101,2,NA
20186,102,2,NA
20186,103,2,NA
20186,104,2,NA
20186,105,2,NA
20186,110,2,NA
20187,10,2,NA
20187,20,2,NA
20187,30,2,NA
20187,41,2,NA
20187,42,2,NA
20187,50,2,NA
20187,60,2,NA
20187,70,2,NA
20187,80,2,NA
20187,90,2,NA
20187,101,2,NA
20187,102,2,NA
20187,103,2,NA
20187,104,2,NA
20187,105,2,NA
20187,110,2,NA
20188,10,2,NA
20188,20,2,NA
20188,30,2,NA
20188,41,2,NA
20188,42,2,NA
20188,50,2,NA
20188,60,2,NA
20188,70,2,NA
20188,80,2,NA
20188,90,2,NA
20188,101,2,NA
20188,102,2,NA
20188,103,2,NA
20188,104,2,NA
20188,105,2,NA
20188,110,2,NA
20189,10,2,NA
20189,20,2,NA
20189,30,2,NA
20189,41,2,NA
20189,42,2,NA
20189,50,2,NA
20189,60,2,NA
20189,70,2,NA
20189,80,2,NA
20189,90,2,NA
20189,101,2,NA
20189,102,2,NA
20189,103,2,NA
20189,104,2,NA
20189,105,2,NA
20189,110,2,NA
20190,10,2,NA
20190,20,2,NA
20190,30,2,NA
20190,41,2,NA
20190,42,2,NA
20190,50,2,NA
20190,60,2,NA
20190,70,2,NA
20190,80,2,NA
20190,90,2,NA
20190,101,2,NA
20190,102,2,NA
20190,103,2,NA
20190,104,2,NA
20190,105,2,NA
20190,110,2,NA
20191,10,2,NA
20191,20,2,NA
20191,30,2,NA
20191,41,2,NA
20191,42,2,NA
20191,50,2,NA
20191,60,2,NA
20191,70,2,NA
20191,80,2,NA
20191,90,2,NA
20191,101,2,NA
20191,102,2,NA
20191,103,2,NA
20191,104,2,NA
20191,105,2,NA
20191,110,2,NA
20192,10,2,NA
20192,20,2,NA
20192,30,2,NA
20192,41,2,NA
20192,42,2,NA
20192,50,2,NA
20192,60,2,NA
20192,70,2,NA
20192,80,2,NA
20192,90,2,NA
20192,101,2,NA
20192,102,2,NA
20192,103,2,NA
20192,104,2,NA
20192,105,2,NA
20192,110,2,NA
20193,10,2,NA
20193,20,2,NA
20193,30,2,NA
20193,41,2,NA
20193,42,2,NA
20193,50,2,NA
20193,60,2,NA
20193,70,2,NA
20193,80,2,NA
20193,90,2,NA
20193,101,2,NA
20193,102,2,NA
20193,103,2,NA
20193,104,2,NA
20193,105,2,NA
20193,110,2,NA
20194,10,2,NA
20194,20,2,NA
20194,30,2,NA
20194,41,2,NA
20194,42,2,NA
20194,50,2,NA
20194,60,2,NA
20194,70,2,NA
20194,80,2,NA
20194,90,2,NA
20194,101,2,NA
20194,102,2,NA
20194,103,2,NA
20194,104,2,NA
20194,105,2,NA
20194,110,2,NA
20195,10,2,NA
20195,20,2,NA
20195,30,2,NA
20195,41,2,NA
20195,42,2,NA
20195,50,2,NA
20195,60,2,NA
20195,70,2,NA
20195,80,2,NA
20195,90,2,NA
20195,101,2,NA
20195,102,2,NA
20195,103,2,NA
20195,104,2,NA
20195,105,2,NA
20195,110,2,NA
20196,10,2,NA
20196,20,2,NA
20196,30,2,NA
20196,41,2,NA
20196,42,2,NA
20196,50,2,NA
20196,60,2,NA
20196,70,2,NA
20196,80,2,NA
20196,90,2,NA
20196,101,2,NA
20196,102,2,NA
20196,103,2,NA
20196,104,2,NA
20196,105,2,NA
20196,110,2,NA
20197,10,2,NA
20197,20,2,NA
20197,30,2,NA
20197,41,2,NA
20197,42,2,NA
20197,50,2,NA
20197,60,2,NA
20197,70,2,NA
20197,80,2,NA
20197,90,2,NA
20197,101,2,NA
20197,102,2,NA
20197,103,2,NA
20197,104,2,NA
20197,105,2,NA
20197,110,2,NA
20198,10,2,NA
20198,20,2,NA
20198,30,2,NA
20198,41,2,NA
20198,42,2,NA
20198,50,2,NA
20198,60,2,NA
20198,70,2,NA
20198,80,2,NA
20198,90,2,NA
20198,101,2,NA
20198,102,2,NA
20198,103,2,NA
20198,104,2,NA
20198,105,2,NA
20198,110,2,NA
20199,10,2,NA
20199,20,2,NA
20199,30,2,NA
20199,41,2,NA
20199,42,2,NA
20199,50,2,NA
20199,60,2,NA
20199,70,2,NA
20199,80,2,NA
20199,90,2,NA
20199,101,2,NA
20199,102,2,NA
20199,103,2,NA
20199,104,2,NA
20199,105,2,NA
20199,110,2,NA
20200,10,2,NA
20200,20,2,NA
20200,30,2,NA
20200,41,2,NA
20200,42,2,NA
20200,50,2,NA
20200,60,2,NA
20200,70,2,NA
20200,80,2,NA
20200,90,2,NA
20200,101,2,NA
20200,102,2,NA
20200,103,2,NA
20200,104,2,NA
20200,105,2,NA
20200,110,2,NA
20201,10,2,NA
20201,20,2,NA
20201,30,2,NA
20201,41,2,NA
20201,42,2,NA
20201,50,2,NA
20201,60,2,NA
20201,70,2,NA
20201,80,2,NA
20201,90,2,NA
20201,101,2,NA
20201,102,2,NA
20201,103,2,NA
20201,104,2,NA
20201,105,2,NA
20201,110,2,NA
20202,10,2,NA
20202,20,2,NA
20202,30,2,NA
20202,41,2,NA
20202,42,2,NA
20202,50,2,NA
20202,60,2,NA
20202,70,2,NA
20202,80,2,NA
20202,90,2,NA
20202,101,2,NA
20202,102,2,NA
20202,103,2,NA
20202,104,2,NA
20202,105,2,NA
20202,110,2,NA
20203,10,2,NA
20203,20,2,NA
20203,30,2,NA
20203,41,2,NA
20203,42,2,NA
20203,50,2,NA
20203,60,2,NA
20203,70,2,NA
20203,80,2,NA
20203,90,2,NA
20203,101,2,NA
20203,102,2,NA
20203,103,2,NA
20203,104,2,NA
20203,105,2,NA
20203,110,2,NA
20204,10,2,NA
20204,20,2,NA
20204,30,2,NA
20204,41,2,NA
20204,42,2,NA
20204,50,2,NA
20204,60,2,NA
20204,70,2,NA
20204,80,2,NA
20204,90,2,NA
20204,101,2,NA
20204,102,2,NA
20204,103,2,NA
20204,104,2,NA
20204,105,2,NA
20204,110,2,NA
20205,10,0,NA
20205,20,0,NA
20205,30,0,NA
20205,41,0,NA
20205,42,0,NA
20205,50,0,NA
20205,60,0,NA
20205,70,0,NA
20205,80,0,NA
20205,90,0,NA
20205,101,0,NA
20205,102,0,NA
20205,103,0,NA
20205,104,0,NA
20205,105,0,NA
20205,110,0,NA
20206,10,2,NA
20206,20,2,NA
20206,30,2,NA
20206,41,2,NA
20206,42,2,NA
20206,50,2,NA
20206,60,2,NA
20206,70,2,NA
20206,80,2,NA
20206,90,2,NA
20206,101,2,NA
20206,102,2,NA
20206,103,2,NA
20206,104,2,NA
20206,105,2,NA
20206,110,2,NA
20207,10,0,NA
20207,20,0,NA
20207,30,0,NA
20207,41,0,NA
20207,42,0,NA
20207,50,0,NA
20207,60,0,NA
20207,70,0,NA
20207,80,0,NA
20207,90,0,NA
20207,101,0,NA
20207,102,0,NA
20207,103,0,NA
20207,104,0,NA
20207,105,0,NA
20207,110,0,NA
20208,10,2,NA
20208,20,2,NA
20208,30,2,NA
20208,41,2,NA
20208,42,2,NA
20208,50,2,NA
20208,60,2,NA
20208,70,2,NA
20208,80,2,NA
20208,90,2,NA
20208,101,2,NA
20208,102,2,NA
20208,103,2,NA
20208,104,2,NA
20208,105,2,NA
20208,110,2,NA
20209,10,2,NA
20209,20,2,NA
20209,30,2,NA
20209,41,2,NA
20209,42,2,NA
20209,50,2,NA
20209,60,2,NA
20209,70,2,NA
20209,80,2,NA
20209,90,2,NA
20209,101,2,NA
20209,102,2,NA
20209,103,2,NA
20209,104,2,NA
20209,105,2,NA
20209,110,2,NA
20210,10,2,NA
20210,20,2,NA
20210,30,2,NA
20210,41,2,NA
20210,42,2,NA
20210,50,2,NA
20210,60,2,NA
20210,70,2,NA
20210,80,2,NA
20210,90,2,NA
20210,101,2,NA
20210,102,2,NA
20210,103,2,NA
20210,104,2,NA
20210,105,2,NA
20210,110,2,NA
20211,10,2,NA
20211,20,2,NA
20211,30,2,NA
20211,41,2,NA
20211,42,2,NA
20211,50,2,NA
20211,60,2,NA
20211,70,2,NA
20211,80,2,NA
20211,90,2,NA
20211,101,2,NA
20211,102,2,NA
20211,103,2,NA
20211,104,2,NA
20211,105,2,NA
20211,110,2,NA
20212,10,2,NA
20212,20,2,NA
20212,30,2,NA
20212,41,2,NA
20212,42,2,NA
20212,50,2,NA
20212,60,2,NA
20212,70,2,NA
20212,80,2,NA
20212,90,2,NA
20212,101,2,NA
20212,102,2,NA
20212,103,2,NA
20212,104,2,NA
20212,105,2,NA
20212,110,2,NA
20213,10,2,NA
20213,20,2,NA
20213,30,2,NA
20213,41,2,NA
20213,42,2,NA
20213,50,2,NA
20213,60,2,NA
20213,70,2,NA
20213,80,2,NA
20213,90,2,NA
20213,101,2,NA
20213,102,2,NA
20213,103,2,NA
20213,104,2,NA
20213,105,2,NA
20213,110,2,NA
20214,10,2,NA
20214,20,2,NA
20214,30,2,NA
20214,41,2,NA
20214,42,2,NA
20214,50,2,NA
20214,60,2,NA
20214,70,2,NA
20214,80,2,NA
20214,90,2,NA
20214,101,2,NA
20214,102,2,NA
20214,103,2,NA
20214,104,2,NA
20214,105,2,NA
20214,110,2,NA
20215,10,2,NA
20215,20,2,NA
20215,30,2,NA
20215,41,2,NA
20215,42,2,NA
20215,50,2,NA
20215,60,2,NA
20215,70,2,NA
20215,80,2,NA
20215,90,2,NA
20215,101,2,NA
20215,102,2,NA
20215,103,2,NA
20215,104,2,NA
20215,105,2,NA
20215,110,2,NA
20216,10,2,NA
20216,20,2,NA
20216,30,2,NA
20216,41,2,NA
20216,42,2,NA
20216,50,2,NA
20216,60,2,NA
20216,70,2,NA
20216,80,2,NA
20216,90,2,NA
20216,101,2,NA
20216,102,2,NA
20216,103,2,NA
20216,104,2,NA
20216,105,2,NA
20216,110,2,NA
20217,10,2,NA
20217,20,2,NA
20217,30,2,NA
20217,41,2,NA
20217,42,2,NA
20217,50,2,NA
20217,60,2,NA
20217,70,2,NA
20217,80,2,NA
20217,90,2,NA
20217,101,2,NA
20217,102,2,NA
20217,103,2,NA
20217,104,2,NA
20217,105,2,NA
20217,110,2,NA
20218,10,2,NA
20218,20,2,NA
20218,30,2,NA
20218,41,2,NA
20218,42,2,NA
20218,50,2,NA
20218,60,2,NA
20218,70,2,NA
20218,80,2,NA
20218,90,2,NA
20218,101,2,NA
20218,102,2,NA
20218,103,2,NA
20218,104,2,NA
20218,105,2,NA
20218,110,2,NA
20219,10,2,NA
20219,20,2,NA
20219,30,2,NA
20219,41,2,NA
20219,42,2,NA
20219,50,2,NA
20219,60,2,NA
20219,70,2,NA
20219,80,2,NA
20219,90,2,NA
20219,101,2,NA
20219,102,2,NA
20219,103,2,NA
20219,104,2,NA
20219,105,2,NA
20219,110,2,NA
20220,10,2,NA
20220,20,2,NA
20220,30,2,NA
20220,41,2,NA
20220,42,2,NA
20220,50,2,NA
20220,60,2,NA
20220,70,2,NA
20220,80,2,NA
20220,90,1,10
20220,101,2,NA
20220,102,2,NA
20220,103,2,NA
20220,104,2,NA
20220,105,2,NA
20220,110,2,NA
20221,10,2,NA
20221,20,2,NA
20221,30,2,NA
20221,41,2,NA
20221,42,2,NA
20221,50,2,NA
20221,60,2,NA
20221,70,2,NA
20221,80,2,NA
20221,90,2,NA
20221,101,2,NA
20221,102,2,NA
20221,103,2,NA
20221,104,2,NA
20221,105,2,NA
20221,110,2,NA
20222,10,2,NA
20222,20,2,NA
20222,30,2,NA
20222,41,2,NA
20222,42,2,NA
20222,50,2,NA
20222,60,2,NA
20222,70,2,NA
20222,80,2,NA
20222,90,2,NA
20222,101,2,NA
20222,102,2,NA
20222,103,2,NA
20222,104,2,NA
20222,105,2,NA
20222,110,2,NA
20223,10,2,NA
20223,20,2,NA
20223,30,2,NA
20223,41,2,NA
20223,42,2,NA
20223,50,2,NA
20223,60,2,NA
20223,70,2,NA
20223,80,2,NA
20223,90,2,NA
20223,101,2,NA
20223,102,2,NA
20223,103,2,NA
20223,104,2,NA
20223,105,2,NA
20223,110,2,NA
20224,10,2,NA
20224,20,2,NA
20224,30,2,NA
20224,41,2,NA
20224,42,2,NA
20224,50,2,NA
20224,60,2,NA
20224,70,2,NA
20224,80,2,NA
20224,90,2,NA
20224,101,2,NA
20224,102,2,NA
20224,103,2,NA
20224,104,2,NA
20224,105,2,NA
20224,110,2,NA
20225,10,2,NA
20225,20,2,NA
20225,30,2,NA
20225,41,2,NA
20225,42,2,NA
20225,50,2,NA
20225,60,2,NA
20225,70,2,NA
20225,80,2,NA
20225,90,2,NA
20225,101,2,NA
20225,102,2,NA
20225,103,2,NA
20225,104,2,NA
20225,105,2,NA
20225,110,2,NA
20226,10,2,NA
20226,20,2,NA
20226,30,2,NA
20226,41,2,NA
20226,42,2,NA
20226,50,2,NA
20226,60,2,NA
20226,70,2,NA
20226,80,2,NA
20226,90,2,NA
20226,101,2,NA
20226,102,2,NA
20226,103,2,NA
20226,104,2,NA
20226,105,2,NA
20226,110,2,NA
20227,10,2,NA
20227,20,2,NA
20227,30,2,NA
20227,41,2,NA
20227,42,2,NA
20227,50,2,NA
20227,60,2,NA
20227,70,2,NA
20227,80,2,NA
20227,90,2,NA
20227,101,2,NA
20227,102,2,NA
20227,103,2,NA
20227,104,2,NA
20227,105,2,NA
20227,110,2,NA
20228,10,2,NA
20228,20,2,NA
20228,30,2,NA
20228,41,2,NA
20228,42,2,NA
20228,50,2,NA
20228,60,2,NA
20228,70,2,NA
20228,80,2,NA
20228,90,2,NA
20228,101,2,NA
20228,102,2,NA
20228,103,2,NA
20228,104,2,NA
20228,105,2,NA
20228,110,2,NA
20229,10,2,NA
20229,20,2,NA
20229,30,2,NA
20229,41,2,NA
20229,42,2,NA
20229,50,2,NA
20229,60,2,NA
20229,70,2,NA
20229,80,2,NA
20229,90,2,NA
20229,101,2,NA
20229,102,2,NA
20229,103,2,NA
20229,104,2,NA
20229,105,2,NA
20229,110,2,NA
20230,10,2,NA
20230,20,2,NA
20230,30,2,NA
20230,41,2,NA
20230,42,2,NA
20230,50,2,NA
20230,60,2,NA
20230,70,2,NA
20230,80,2,NA
20230,90,2,NA
20230,101,2,NA
20230,102,2,NA
20230,103,2,NA
20230,104,2,NA
20230,105,2,NA
20230,110,2,NA
20231,10,2,NA
20231,20,2,NA
20231,30,2,NA
20231,41,2,NA
20231,42,2,NA
20231,50,2,NA
20231,60,2,NA
20231,70,2,NA
20231,80,2,NA
20231,90,2,NA
20231,101,2,NA
20231,102,2,NA
20231,103,2,NA
20231,104,2,NA
20231,105,2,NA
20231,110,2,NA
20232,10,2,NA
20232,20,2,NA
20232,30,2,NA
20232,41,2,NA
20232,42,2,NA
20232,50,2,NA
20232,60,2,NA
20232,70,2,NA
20232,80,2,NA
20232,90,2,NA
20232,101,2,NA
20232,102,2,NA
20232,103,2,NA
20232,104,2,NA
20232,105,2,NA
20232,110,2,NA
20233,10,2,NA
20233,20,2,NA
20233,30,2,NA
20233,41,2,NA
20233,42,2,NA
20233,50,2,NA
20233,60,2,NA
20233,70,2,NA
20233,80,2,NA
20233,90,2,NA
20233,101,2,NA
20233,102,2,NA
20233,103,2,NA
20233,104,2,NA
20233,105,2,NA
20233,110,2,NA
20234,10,2,NA
20234,20,2,NA
20234,30,2,NA
20234,41,2,NA
20234,42,2,NA
20234,50,2,NA
20234,60,2,NA
20234,70,2,NA
20234,80,2,NA
20234,90,2,NA
20234,101,2,NA
20234,102,2,NA
20234,103,2,NA
20234,104,2,NA
20234,105,2,NA
20234,110,2,NA
20235,10,2,NA
20235,20,2,NA
20235,30,2,NA
20235,41,2,NA
20235,42,2,NA
20235,50,2,NA
20235,60,2,NA
20235,70,2,NA
20235,80,2,NA
20235,90,2,NA
20235,101,2,NA
20235,102,2,NA
20235,103,2,NA
20235,104,2,NA
20235,105,2,NA
20235,110,2,NA
20236,10,2,NA
20236,20,2,NA
20236,30,2,NA
20236,41,2,NA
20236,42,2,NA
20236,50,2,NA
20236,60,2,NA
20236,70,2,NA
20236,80,2,NA
20236,90,2,NA
20236,101,2,NA
20236,102,2,NA
20236,103,2,NA
20236,104,2,NA
20236,105,2,NA
20236,110,2,NA
20237,10,2,NA
20237,20,2,NA
20237,30,2,NA
20237,41,2,NA
20237,42,2,NA
20237,50,2,NA
20237,60,2,NA
20237,70,2,NA
20237,80,2,NA
20237,90,2,NA
20237,101,2,NA
20237,102,2,NA
20237,103,2,NA
20237,104,2,NA
20237,105,2,NA
20237,110,2,NA
20238,10,2,NA
20238,20,2,NA
20238,30,2,NA
20238,41,2,NA
20238,42,2,NA
20238,50,2,NA
20238,60,2,NA
20238,70,2,NA
20238,80,2,NA
20238,90,2,NA
20238,101,2,NA
20238,102,2,NA
20238,103,2,NA
20238,104,2,NA
20238,105,2,NA
20238,110,2,NA
20239,10,2,NA
20239,20,2,NA
20239,30,2,NA
20239,41,2,NA
20239,42,2,NA
20239,50,2,NA
20239,60,2,NA
20239,70,2,NA
20239,80,2,NA
20239,90,2,NA
20239,101,2,NA
20239,102,2,NA
20239,103,2,NA
20239,104,2,NA
20239,105,2,NA
20239,110,2,NA
20240,10,2,NA
20240,20,2,NA
20240,30,2,NA
20240,41,2,NA
20240,42,2,NA
20240,50,2,NA
20240,60,2,NA
20240,70,2,NA
20240,80,2,NA
20240,90,2,NA
20240,101,2,NA
20240,102,2,NA
20240,103,2,NA
20240,104,2,NA
20240,105,2,NA
20240,110,2,NA
20241,10,2,NA
20241,20,2,NA
20241,30,2,NA
20241,41,2,NA
20241,42,2,NA
20241,50,2,NA
20241,60,2,NA
20241,70,2,NA
20241,80,2,NA
20241,90,2,NA
20241,101,2,NA
20241,102,2,NA
20241,103,2,NA
20241,104,2,NA
20241,105,2,NA
20241,110,2,NA
20242,10,0,NA
20242,20,0,NA
20242,30,0,NA
20242,41,0,NA
20242,42,0,NA
20242,50,0,NA
20242,60,0,NA
20242,70,0,NA
20242,80,0,NA
20242,90,0,NA
20242,101,0,NA
20242,102,0,NA
20242,103,0,NA
20242,104,0,NA
20242,105,0,NA
20242,110,0,NA
20243,10,2,NA
20243,20,2,NA
20243,30,2,NA
20243,41,2,NA
20243,42,2,NA
20243,50,2,NA
20243,60,2,NA
20243,70,2,NA
20243,80,2,NA
20243,90,2,NA
20243,101,2,NA
20243,102,2,NA
20243,103,2,NA
20243,104,2,NA
20243,105,2,NA
20243,110,2,NA
20244,10,2,NA
20244,20,2,NA
20244,30,2,NA
20244,41,2,NA
20244,42,2,NA
20244,50,2,NA
20244,60,2,NA
20244,70,2,NA
20244,80,2,NA
20244,90,2,NA
20244,101,2,NA
20244,102,2,NA
20244,103,2,NA
20244,104,2,NA
20244,105,2,NA
20244,110,2,NA
20245,10,2,NA
20245,20,2,NA
20245,30,2,NA
20245,41,2,NA
20245,42,2,NA
20245,50,2,NA
20245,60,2,NA
20245,70,2,NA
20245,80,2,NA
20245,90,2,NA
20245,101,2,NA
20245,102,2,NA
20245,103,2,NA
20245,104,2,NA
20245,105,2,NA
20245,110,2,NA
20246,10,2,NA
20246,20,2,NA
20246,30,2,NA
20246,41,2,NA
20246,42,2,NA
20246,50,2,NA
20246,60,2,NA
20246,70,2,NA
20246,80,2,NA
20246,90,2,NA
20246,101,2,NA
20246,102,2,NA
20246,103,2,NA
20246,104,2,NA
20246,105,2,NA
20246,110,2,NA
20247,10,2,NA
20247,20,2,NA
20247,30,2,NA
20247,41,2,NA
20247,42,2,NA
20247,50,2,NA
20247,60,2,NA
20247,70,2,NA
20247,80,2,NA
20247,90,2,NA
20247,101,2,NA
20247,102,2,NA
20247,103,2,NA
20247,104,2,NA
20247,105,2,NA
20247,110,2,NA
20248,10,2,NA
20248,20,2,NA
20248,30,2,NA
20248,41,2,NA
20248,42,2,NA
20248,50,2,NA
20248,60,2,NA
20248,70,2,NA
20248,80,2,NA
20248,90,2,NA
20248,101,2,NA
20248,102,2,NA
20248,103,2,NA
20248,104,2,NA
