ubicageo_f,aniorefe_b,rnsnni1,totalca1,pudisptt,pudisp1,pudisp2,pudispne
20525,2,1,0,40,40,0,
20526,1,9,NSS,NSS,NSS,NSS,
20526,2,9,NSS,NSS,NSS,NSS,
20527,1,1,0,5,5,0,
20527,2,1,1,8,8,0,
20528,1,1,0,6,6,0,
20528,2,1,0,15,15,0,
20529,1,1,0,19,19,0,
20529,2,1,0,17,17,0,
20530,1,1,0,5,4,1,
20530,2,1,0,7,6,1,
20531,1,1,0,3,3,0,
20531,2,1,0,12,12,0,
20532,1,2,NA,NA,NA,NA,
20532,2,1,0,17,17,0,
20533,1,9,NSS,NSS,NSS,NSS,
20533,2,9,NSS,NSS,NSS,NSS,
20534,1,2,NA,NA,NA,NA,
20534,2,2,NA,NA,NA,NA,
20535,1,2,NA,NA,NA,NA,
20535,2,2,NA,NA,NA,NA,
20536,1,1,0,2,2,0,
20536,2,1,0,4,4,0,
20537,1,9,NSS,NSS,NSS,NSS,
20537,2,1,0,30,30,0,
20538,1,2,NA,NA,NA,NA,
20538,2,2,NA,NA,NA,NA,
20539,1,1,1,11,10,1,
20539,2,1,1,57,55,2,
20540,1,1,0,77,76,1,
20540,2,1,1,145,142,3,
20541,1,1,0,9,9,0,
20541,2,1,0,7,7,0,
20542,1,2,NA,NA,NA,NA,
20542,2,2,NA,NA,NA,NA,
20543,1,1,1,0,0,0,
20543,2,1,1,1,1,0,
20544,1,1,0,12,12,0,
20544,2,1,0,53,53,0,
20545,1,2,NA,NA,NA,NA,
20545,2,1,0,69,69,0,
20546,1,1,1,3,3,0,
20546,2,1,0,3,3,0,
20547,1,1,0,8,8,0,
20547,2,1,0,11,11,0,
20548,1,2,NA,NA,NA,NA,
20548,2,2,NA,NA,NA,NA,
20549,1,9,NSS,NSS,NSS,NSS,
20549,2,1,0,60,60,0,
20550,1,1,0,12,12,0,
20550,2,1,0,10,10,0,
20551,1,1,840,840,805,35,
20551,2,1,650,650,630,20,
20552,1,2,NA,NA,NA,NA,
20552,2,2,NA,NA,NA,NA,
20553,1,2,NA,NA,NA,NA,
20553,2,1,0,18,18,0,
20554,1,1,0,4,4,0,
20554,2,1,0,2,2,0,
20555,1,2,NA,NA,NA,NA,
20555,2,1,0,24,24,0,
20556,1,2,NA,NA,NA,NA,
20556,2,2,NA,NA,NA,NA,
20557,1,2,NA,NA,NA,NA,
20557,2,2,NA,NA,NA,NA,
20558,1,2,NA,NA,NA,NA,
20558,2,1,0,1,0,1,
20559,1,2,NA,NA,NA,NA,
20559,2,1,4,250,243,7,
20560,1,1,5,5,0,5,
20560,2,1,1,1,0,1,
20561,1,1,0,35,35,0,
20561,2,1,0,48,48,0,
20562,1,2,NA,NA,NA,NA,
20562,2,2,NA,NA,NA,NA,
20563,1,2,NA,NA,NA,NA,
20563,2,2,NA,NA,NA,NA,
20564,1,2,NA,NA,NA,NA,
20564,2,1,0,2,2,0,
20565,1,9,NSS,NSS,NSS,NSS,
20565,2,1,1,389,322,67,
20566,1,1,0,6,6,0,
20566,2,1,1,8,8,0,
20567,1,1,0,5,5,0,
20567,2,1,0,11,11,0,
20568,1,9,NSS,NSS,NSS,NSS,
20568,2,9,NSS,NSS,NSS,NSS,
20569,1,2,NA,NA,NA,NA,
20569,2,1,0,22,22,0,
20570,1,1,10,260,220,40,
20570,2,1,5,288,230,58,
21001,1,1,11,101,90,11,
21001,2,1,8,153,143,10,
21002,1,1,0,4,4,0,
21002,2,1,0,20,20,0,
21003,1,2,NA,NA,NA,NA,
21003,2,1,0,40,40,0,
21004,1,1,1,24,24,0,
21004,2,1,1,128,121,7,
21005,1,1,0,5,5,0,
21005,2,1,0,8,8,0,
21006,1,1,0,10,10,0,
21006,2,1,1,179,179,0,
21007,1,1,2,1,1,0,
21007,2,1,5,1,1,0,
21008,1,1,6,6,0,6,
21008,2,1,4,4,0,4,
21009,1,2,NA,NA,NA,NA,
21009,2,2,NA,NA,NA,NA,
21010,1,1,1,99,95,4,
21010,2,1,1,288,276,12,
21011,1,1,0,4,4,0,
21011,2,1,0,6,6,0,
21012,1,9,NSS,NSS,NSS,NSS,
21012,2,1,3,3,0,3,
21013,1,2,NA,NA,NA,NA,
21013,2,1,3,6,0,6,
21014,1,2,NA,NA,NA,NA,
21014,2,2,NA,NA,NA,NA,
21015,1,1,60,213,199,14,
21015,2,1,71,294,274,20,
21016,1,2,NA,NA,NA,NA,
21016,2,1,0,32,32,0,
21017,1,1,5,296,295,1,
21017,2,1,1,350,346,4,
21018,1,2,NA,NA,NA,NA,
21018,2,2,NA,NA,NA,NA,
21019,1,1,92,2320,2106,214,
21019,2,1,120,2081,1826,255,
21020,1,2,NA,NA,NA,NA,
21020,2,2,NA,NA,NA,NA,
21021,1,2,NA,NA,NA,NA,
21021,2,2,NA,NA,NA,NA,
21022,1,1,3,26,25,1,
21022,2,1,8,136,121,15,
21023,1,2,NA,NA,NA,NA,
21023,2,2,NA,NA,NA,NA,
21024,1,2,NA,NA,NA,NA,
21024,2,2,NA,NA,NA,NA,
21025,1,9,NSS,NSS,NSS,NSS,
21025,2,1,5,250,250,0,
21026,1,9,NSS,NSS,NSS,NSS,
21026,2,1,0,40,36,4,
21027,1,2,NA,NA,NA,NA,
21027,2,1,0,5,5,0,
21028,1,2,NA,NA,NA,NA,
21028,2,1,0,8,8,0,
21029,1,1,0,10,10,0,
21029,2,1,0,15,15,0,
21030,1,2,NA,NA,NA,NA,
21030,2,2,NA,NA,NA,NA,
21031,1,1,1,1,1,0,
21031,2,1,1,1,1,0,
21032,1,1,0,3,3,0,
21032,2,1,0,7,5,2,
21033,1,1,0,2,2,0,
21033,2,1,0,16,16,0,
21034,1,9,NSS,NSS,NSS,NSS,
21034,2,1,8,547,515,32,
21035,1,1,0,18,17,1,
21035,2,1,0,80,76,4,
21036,1,2,NA,NA,NA,NA,
21036,2,2,NA,NA,NA,NA,
21037,1,2,NA,NA,NA,NA,
21037,2,2,NA,NA,NA,NA,
21038,1,1,0,12,12,0,
21038,2,1,0,42,42,0,
21039,1,2,NA,NA,NA,NA,
21039,2,1,2,64,62,2,
21040,1,2,NA,NA,NA,NA,
21040,2,1,0,12,10,2,
21041,1,1,0,49,NSS,49,
21041,2,1,0,717,652,65,
21042,1,2,NA,NA,NA,NA,
21042,2,1,0,9,9,0,
21043,1,1,0,50,50,0,
21043,2,1,8,159,153,6,
21044,1,2,NA,NA,NA,NA,
21044,2,2,NA,NA,NA,NA,
21045,1,9,NSS,NSS,NSS,NSS,
21045,2,9,NSS,NSS,NSS,NSS,
21046,1,2,NA,NA,NA,NA,
21046,2,1,0,2,0,2,
21047,1,1,7,31,31,0,
21047,2,1,4,138,138,0,
21048,1,1,1,72,72,0,
21048,2,1,3,74,71,3,
21049,1,9,NSS,NSS,NSS,NSS,
21049,2,1,1,85,84,1,
21050,1,9,NSS,NSS,NSS,NSS,
21050,2,1,0,60,60,0,
21051,1,1,NSS,NSS,NSS,NSS,
21051,2,1,0,345,340,5,
21052,1,2,NA,NA,NA,NA,
21052,2,2,NA,NA,NA,NA,
21053,1,1,37,293,284,9,
21053,2,1,38,378,369,9,
21054,1,1,1,99,98,1,
21054,2,1,2,582,580,2,
21055,1,2,NA,NA,NA,NA,
21055,2,1,0,41,41,0,
21056,1,2,NA,NA,NA,NA,
21056,2,1,0,4,4,0,
21057,1,2,NA,NA,NA,NA,
21057,2,1,0,30,30,0,
21058,1,1,0,29,29,0,
21058,2,1,7,91,90,1,
21059,1,1,0,1,0,1,
21059,2,1,2,22,22,0,
21060,1,1,0,20,20,0,
21060,2,1,2,46,45,1,
21061,1,1,0,11,11,0,
21061,2,1,0,17,17,0,
21062,1,1,2,1,1,0,
21062,2,1,2,1,1,0,
21063,1,1,0,15,15,0,
21063,2,1,20,74,74,0,
21064,1,2,NA,NA,NA,NA,
21064,2,1,0,162,162,0,
21065,1,1,17,33,31,2,
21065,2,1,14,35,28,7,
21066,1,2,NA,NA,NA,NA,
21066,2,1,22,22,22,0,
21067,1,1,8,8,8,0,
21067,2,1,47,12,11,1,
21068,1,1,0,28,28,0,
21068,2,1,0,105,105,0,
21069,1,2,NA,NA,NA,NA,
21069,2,1,0,196,196,0,
21070,1,2,NA,NA,NA,NA,
21070,2,2,NA,NA,NA,NA,
21071,1,1,7,433,426,7,
21071,2,1,7,2070,2049,21,
21072,1,2,NA,NA,NA,NA,
21072,2,1,0,228,228,0,
21073,1,1,0,50,50,0,
21073,2,1,0,50,50,0,
21074,1,1,8,1052,938,114,
21074,2,1,8,909,819,90,
21075,1,1,0,86,86,0,
21075,2,1,0,405,405,0,
21076,1,1,0,57,57,0,
21076,2,1,0,315,315,0,
21077,1,1,0,26,26,0,
21077,2,1,0,39,39,0,
21078,1,1,0,36,36,0,
21078,2,1,0,125,125,0,
21079,1,1,0,1,1,0,
21079,2,1,0,6,6,0,
21080,1,1,0,15,15,0,
21080,2,1,0,26,26,0,
21081,1,2,NA,NA,NA,NA,
21081,2,1,0,5,5,0,
21082,1,2,NA,NA,NA,NA,
21082,2,2,NA,NA,NA,NA,
21083,1,1,3,5,0,5,
21083,2,1,0,1,0,1,
21084,1,1,0,55,55,0,
21084,2,1,0,60,60,0,
21085,1,1,42,2863,2828,35,
21085,2,1,65,1168,1131,37,
21086,1,9,NSS,NSS,NSS,NSS,
21086,2,1,0,17,15,2,
21087,1,2,NA,NA,NA,NA,
21087,2,1,0,23,23,0,
21088,1,1,0,15,15,0,
21088,2,1,0,17,17,0,
21089,1,2,NA,NA,NA,NA,
21089,2,2,NA,NA,NA,NA,
21090,1,9,NSS,NSS,NSS,NSS,
21090,2,1,8,282,259,23,
21091,1,9,NSS,NSS,NSS,NSS,
21091,2,1,0,120,120,0,
21092,1,2,NA,NA,NA,NA,
21092,2,1,0,4,3,1,
21093,1,1,0,10,10,0,
21093,2,1,0,14,14,0,
21094,1,9,NSS,NSS,NSS,NSS,
21094,2,1,5,200,195,5,
21095,1,2,NA,NA,NA,NA,
21095,2,2,NA,NA,NA,NA,
21096,1,2,NA,NA,NA,NA,
21096,2,2,NA,NA,NA,NA,
21097,1,2,NA,NA,NA,NA,
21097,2,1,0,23,23,0,
21098,1,2,NA,NA,NA,NA,
21098,2,1,0,28,28,0,
21099,1,1,6,0,0,0,
21099,2,1,45,0,0,0,
21100,1,9,NSS,NSS,NSS,NSS,
21100,2,1,9,9,9,0,
21101,1,1,0,5,5,0,
21101,2,1,4,20,20,0,
21102,1,9,NSS,NSS,NSS,NSS,
21102,2,1,2,216,211,5,
21103,1,2,NA,NA,NA,NA,
21103,2,2,NA,NA,NA,NA,
21104,1,1,17,96,92,4,
21104,2,1,17,79,76,3,
21105,1,2,NA,NA,NA,NA,
21105,2,1,0,3,3,0,
21106,1,1,27,46,25,21,
21106,2,1,12,189,173,16,
21107,1,1,6,12,12,0,
21107,2,1,10,30,30,0,
21108,1,9,NSS,NSS,NSS,NSS,
21108,2,1,15,160,159,1,
21109,1,1,2,32,32,0,
21109,2,1,2,233,231,2,
21110,1,1,4,34,33,1,
21110,2,1,22,164,163,1,
21111,1,1,0,5,5,0,
21111,2,1,0,250,250,0,
21112,1,2,NA,NA,NA,NA,
21112,2,1,6,6,6,0,
21113,1,2,NA,NA,NA,NA,
21113,2,1,0,2,2,0,
21114,1,1,1163,4639,991,3648,
21114,2,1,2090,5573,885,4688,
21115,1,2,NA,NA,NA,NA,
21115,2,1,69,69,69,0,
21116,1,2,NA,NA,NA,NA,
21116,2,2,NA,NA,NA,NA,
21117,1,1,3,130,130,0,
21117,2,1,2,145,145,0,
21118,1,1,5,48,47,1,
21118,2,1,17,217,213,4,
21119,1,1,0,11,NSS,11,
21119,2,1,33,34,NSS,34,
21120,1,2,NA,NA,NA,NA,
21120,2,1,0,12,12,0,
21121,1,9,NSS,NSS,NSS,NSS,
21121,2,1,0,5,5,0,
21122,1,9,NSS,NSS,NSS,NSS,
21122,2,1,1,73,71,2,
21123,1,1,0,16,16,0,
21123,2,2,NA,NA,NA,NA,
21124,1,1,12,168,167,1,
21124,2,1,5,409,407,2,
21125,1,2,NA,NA,NA,NA,
21125,2,1,0,23,23,0,
21126,1,1,0,27,27,0,
21126,2,1,1,31,30,1,
21127,1,2,NA,NA,NA,NA,
21127,2,1,14,14,14,0,
21128,1,1,3,70,61,9,
21128,2,1,5,93,83,10,
21129,1,2,NA,NA,NA,NA,
21129,2,2,NA,NA,NA,NA,
21130,1,2,NA,NA,NA,NA,
21130,2,1,0,32,32,0,
21131,1,2,NA,NA,NA,NA,
21131,2,1,0,15,15,0,
21132,1,1,73,2239,2141,98,
21132,2,1,89,1293,1162,131,
21133,1,1,10,5,5,0,
21133,2,1,15,10,10,0,
21134,1,2,NA,NA,NA,NA,
21134,2,1,29,241,212,29,
21135,1,2,NA,NA,NA,NA,
21135,2,2,NA,NA,NA,NA,
21136,1,2,NA,NA,NA,NA,
21136,2,1,0,5,3,2,
21137,1,2,NA,NA,NA,NA,
21137,2,2,NA,NA,NA,NA,
21138,1,9,NSS,NSS,NSS,NSS,
21138,2,1,5,186,183,3,
21139,1,2,NA,NA,NA,NA,
21139,2,1,12,12,12,0,
21140,1,1,6,2145,2046,99,
21140,2,1,4,2786,2625,161,
21141,1,2,NA,NA,NA,NA,
21141,2,1,1,1,1,0,
21142,1,1,0,8,8,0,
21142,2,1,7,138,134,4,
21143,1,1,2,59,55,4,
21143,2,1,0,40,25,15,
21144,1,1,52,12,12,0,
21144,2,1,63,32,32,0,
21145,1,1,0,1,0,1,
21145,2,2,NA,NA,NA,NA,
21146,1,2,NA,NA,NA,NA,
21146,2,2,NA,NA,NA,NA,
21147,1,2,NA,NA,NA,NA,
21147,2,1,0,6,6,0,
21148,1,2,NA,NA,NA,NA,
21148,2,1,1,1,0,1,
21149,1,1,1,91,90,1,
21149,2,1,1,555,554,1,
21150,1,2,NA,NA,NA,NA,
21150,2,2,NA,NA,NA,NA,
21151,1,1,0,10,10,0,
21151,2,1,0,27,27,0,
21152,1,2,NA,NA,NA,NA,
21152,2,2,NA,NA,NA,NA,
21153,1,1,4,114,114,0,
21153,2,1,10,111,111,0,
21154,1,9,NSS,NSS,NSS,NSS,
21154,2,1,33,201,201,0,
21155,1,1,1,124,123,1,
21155,2,1,1,123,123,0,
21156,1,1,125,4942,4709,233,
21156,2,1,120,4950,4572,378,
21157,1,2,NA,NA,NA,NA,
21157,2,1,18,80,80,0,
21158,1,1,0,10,10,0,
21158,2,1,0,45,45,0,
21159,1,1,2,2,2,0,
21159,2,1,5,71,71,0,
21160,1,2,NA,NA,NA,NA,
21160,2,2,NA,NA,NA,NA,
21161,1,1,2,74,73,1,
21161,2,1,2,84,83,1,
21162,1,1,0,10,10,0,
21162,2,1,0,25,25,0,
21163,1,9,NSS,NSS,NSS,NSS,
21163,2,1,57,59,57,2,
21164,1,1,0,578,479,99,
21164,2,1,9,581,470,111,
21165,1,1,0,10,10,0,
21165,2,1,0,15,15,0,
21166,1,1,0,6,6,0,
21166,2,1,0,36,36,0,
21167,1,1,0,5,5,0,
21167,2,1,0,25,25,0,
21168,1,1,0,NSS,NSS,NSS,
21168,2,1,0,36,36,0,
21169,1,1,0,151,151,0,
21169,2,1,2,179,177,2,
21170,1,9,NSS,NSS,NSS,NSS,
21170,2,1,6,0,0,0,
21171,1,2,NA,NA,NA,NA,
21171,2,1,0,19,19,0,
21172,1,1,0,13,13,0,
21172,2,1,4,55,46,9,
21173,1,1,0,2,2,0,
21173,2,1,2,34,34,0,
21174,1,1,9,1692,1684,8,
21174,2,1,4,1793,1787,6,
21175,1,9,NSS,NSS,NSS,NSS,
21175,2,9,NSS,NSS,NSS,NSS,
21176,1,2,NA,NA,NA,NA,
21176,2,2,NA,NA,NA,NA,
21177,1,1,38,107,75,32,
21177,2,1,19,191,181,10,
21178,1,1,0,27,27,0,
21178,2,1,1,33,31,2,
21179,1,2,NA,NA,NA,NA,
21179,2,1,1,41,35,6,
21180,1,9,NSS,NSS,NSS,NSS,
21180,2,1,50,59,59,0,
21181,1,2,NA,NA,NA,NA,
21181,2,1,0,41,41,0,
21182,1,2,NA,NA,NA,NA,
21182,2,1,2,5,5,0,
21183,1,1,0,320,320,0,
21183,2,1,0,364,360,4,
21184,1,9,NSS,NSS,NSS,NSS,
21184,2,1,0,55,55,0,
21185,1,1,0,1,0,1,
21185,2,1,0,155,155,0,
21186,1,1,2,80,79,1,
21186,2,1,2,264,261,3,
21187,1,2,NA,NA,NA,NA,
21187,2,2,NA,NA,NA,NA,
21188,1,1,0,71,70,1,
21188,2,1,0,36,35,1,
21189,1,2,NA,NA,NA,NA,
21189,2,1,0,58,58,0,
21190,1,2,NA,NA,NA,NA,
21190,2,1,2,5,5,0,
21191,1,9,NSS,NSS,NSS,NSS,
21191,2,9,NSS,NSS,NSS,NSS,
21192,1,1,0,8,8,0,
21192,2,1,0,28,28,0,
21193,1,1,1,0,0,0,
21193,2,1,0,30,28,2,
21194,1,1,0,126,126,0,
21194,2,1,0,250,248,2,
21195,1,2,NA,NA,NA,NA,
21195,2,1,2,12,8,4,
21196,1,1,0,6,6,0,
21196,2,1,0,8,8,0,
21197,1,1,52,470,418,52,
21197,2,1,83,1490,1407,83,
21198,1,2,NA,NA,NA,NA,
21198,2,1,0,15,15,0,
21199,1,1,6,6,6,0,
21199,2,1,3,364,364,0,
21200,1,1,0,2,2,0,
21200,2,1,1,8,7,1,
21201,1,1,1,2,2,0,
21201,2,1,1,2,2,0,
21202,1,1,0,50,50,0,
21202,2,1,0,68,68,0,
21203,1,9,NSS,NSS,NSS,NSS,
21203,2,1,0,12,12,0,
21204,1,1,0,110,110,0,
21204,2,1,0,109,109,0,
21205,1,1,3,7,7,0,
21205,2,1,3,227,227,0,
21206,1,2,NA,NA,NA,NA,
21206,2,2,NA,NA,NA,NA,
21207,1,1,1,99,98,1,
21207,2,1,5,642,637,5,
21208,1,1,61,586,567,19,
21208,2,1,37,535,524,11,
21209,1,2,NA,NA,NA,NA,
21209,2,1,0,11,11,0,
21210,1,1,0,15,15,0,
21210,2,1,0,45,45,0,
21211,1,1,3,53,50,3,
21211,2,1,12,270,258,12,
21212,1,2,NA,NA,NA,NA,
21212,2,1,1,1,0,1,
21213,1,1,0,127,127,0,
21213,2,1,0,86,86,0,
21214,1,2,NA,NA,NA,NA,
21214,2,1,30,114,110,4,
21215,1,1,0,15,15,0,
21215,2,1,0,46,46,0,
21216,1,1,0,10,10,0,
21216,2,1,0,55,55,0,
21217,1,2,NA,NA,NA,NA,
21217,2,1,0,17,17,0,
22001,1,1,27,589,545,44,
22001,2,1,23,776,709,67,
22002,1,2,NA,NA,NA,NA,
22002,2,1,0,390,390,0,
22003,1,1,6,238,234,4,
22003,2,1,5,308,298,10,
22004,1,1,5,889,814,75,
22004,2,1,8,968,886,82,
22005,1,1,4,722,608,114,
22005,2,1,2,1480,1347,133,
22006,1,1,296,2042,1634,408,
22006,2,1,233,3273,2877,396,
22007,1,1,9,1537,1438,99,
22007,2,1,9,1963,1855,108,
22008,1,1,0,543,457,86,
22008,2,1,0,932,770,162,
22009,1,1,9,947,931,16,
22009,2,1,11,589,555,34,
22010,1,1,65,172,165,7,
22010,2,1,46,221,216,5,
22011,1,1,2083,2714,2220,486,8
22011,2,1,952,3111,2445,666,
22012,1,1,1564,2512,2372,140,
22012,2,1,1506,4022,3758,264,
22013,1,1,1,210,193,17,
22013,2,1,6,322,301,21,
22014,1,1,5382,14386,10222,4164,
22014,2,1,4586,12572,7941,4631,
22015,1,1,2,46,40,6,
22015,2,1,8,144,134,10,
22016,1,1,209,2590,1888,702,
22016,2,1,244,3569,2740,829,
22017,1,1,122,1595,1472,123,
22017,2,1,722,1610,1507,103,
22018,1,1,0,654,643,11,
22018,2,1,2,663,606,57,
23001,1,1,0,5672,5561,111,
23001,2,1,308,3830,3707,123,
23002,1,9,NSS,NSS,NSS,NSS,
23002,2,1,13,1538,1487,51,
23003,1,1,5,1172,1112,60,
23003,2,1,29,1525,1457,68,
23004,1,1,983,4622,4622,0,
23004,2,1,431,3629,3629,0,
23005,1,1,NSS,8808,7643,1165,
23005,2,1,NSS,11584,9783,1801,
23006,1,1,0,855,855,0,
23006,2,1,0,780,780,0,
23007,1,1,0,687,687,0,
23007,2,1,0,1028,1024,4,
23008,1,1,389,7666,7011,655,
23008,2,1,591,18390,16841,1549,
23009,1,1,382,2757,2531,226,
23009,2,1,672,1402,1030,372,
23010,1,1,0,735,689,46,
23010,2,1,42,451,410,41,
23011,1,1,7,721,663,58,
23011,2,1,9,746,627,119,
24001,1,1,35,80,40,40,
24001,2,1,43,141,66,75,
24002,1,1,0,33,33,0,
24002,2,1,0,13,8,5,
24003,1,1,7,119,119,0,
24003,2,1,7,285,285,0,
24004,1,2,NA,NA,NA,NA,
24004,2,1,3,0,0,0,
24005,1,1,0,98,98,0,
24005,2,1,1,110,109,1,
24006,1,1,0,44,44,0,
24006,2,1,0,67,67,0,
24007,1,2,NA,NA,NA,NA,
24007,2,1,0,80,80,0,
24008,1,1,0,131,125,6,
24008,2,1,0,82,72,10,
24009,1,2,NA,NA,NA,NA,
24009,2,2,NA,NA,NA,NA,
24010,1,1,15,164,112,52,
24010,2,1,16,342,297,45,
24011,1,1,0,699,635,64,
24011,2,1,97,1217,1058,159,
24012,1,1,0,20,20,0,
24012,2,1,1,41,40,1,
24013,1,1,NSS,2136,2028,108,
24013,2,1,NSS,1849,1735,114,
24014,1,1,0,200,200,0,
24014,2,1,0,224,224,0,
24015,1,1,0,73,73,0,
24015,2,1,0,41,41,0,
24016,1,9,NSS,NSS,NSS,NSS,
24016,2,1,6,112,112,0,
24017,1,1,0,2,2,0,
24017,2,1,0,13,13,0,
24018,1,1,0,83,82,1,
24018,2,1,0,219,218,1,
24019,1,2,NA,NA,NA,NA,
24019,2,2,NA,NA,NA,NA,
24020,1,1,0,3026,2999,27,
24020,2,1,0,2908,2882,26,
24021,1,1,32,60,51,9,
24021,2,1,35,51,41,10,
24022,1,2,NA,NA,NA,NA,
24022,2,1,0,33,33,0,
24023,1,1,12,99,94,5,
24023,2,1,17,113,106,7,
24024,1,1,148,1693,1609,84,
24024,2,1,152,1190,1076,114,
24025,1,1,0,923,863,60,
24025,2,1,0,986,925,61,
24026,1,1,1,45,44,1,
24026,2,1,6,23,23,0,
24027,1,1,0,18,11,7,
24027,2,1,7,88,70,18,
24028,1,1,22,4173,3279,894,
24028,2,1,63,10841,8734,2107,
24029,1,9,NSS,NSS,NSS,NSS,
24029,2,1,15,90,65,25,
24030,1,0,NA,NA,NA,NA,
24030,2,0,NA,NA,NA,NA,
24031,1,2,NA,NA,NA,NA,
24031,2,2,NA,NA,NA,NA,
24032,1,9,NSS,NSS,NSS,NSS,
24032,2,1,2,167,163,4,
24033,1,2,NA,NA,NA,NA,
24033,2,2,NA,NA,NA,NA,
24034,1,2,NA,NA,NA,NA,
24034,2,2,NA,NA,NA,NA,
24035,1,1,312,3836,3524,312,
24035,2,1,444,7138,6694,444,
24036,1,1,0,233,224,9,
24036,2,1,0,244,226,18,
24037,1,1,3,589,550,39,
24037,2,1,2,422,409,13,
24038,1,1,0,68,59,9,
24038,2,1,0,52,42,10,
24039,1,1,0,47,42,5,
24039,2,1,3,105,97,8,
24040,1,1,7,51,47,4,
24040,2,1,56,299,279,20,
24041,1,9,NSS,NSS,NSS,NSS,
24041,2,1,1,117,113,4,
24042,1,1,0,110,110,0,
24042,2,1,0,58,58,0,
24043,1,2,NA,NA,NA,NA,
24043,2,1,0,39,38,1,
24044,1,1,5,36,36,0,
24044,2,1,0,18,18,0,
24045,1,1,0,89,89,0,
24045,2,1,1,45,43,2,
24046,1,2,NA,NA,NA,NA,
24046,2,1,0,3,2,1,
24047,1,9,NSS,NSS,NSS,NSS,
24047,2,1,0,18,18,0,
24048,1,1,5,140,137,3,
24048,2,1,6,206,202,4,
24049,1,2,NA,NA,NA,NA,
24049,2,1,0,77,74,3,
24050,1,2,NA,NA,NA,NA,
24050,2,1,0,4,3,1,
24051,1,2,NA,NA,NA,NA,
24051,2,2,NA,NA,NA,NA,
24052,1,2,NA,NA,NA,NA,
24052,2,2,NA,NA,NA,NA,
24053,1,1,51,374,343,31,
24053,2,1,43,493,479,14,
24054,1,1,0,582,558,24,
24054,2,1,0,624,595,29,
24055,1,1,3,16,8,8,
24055,2,1,2,24,12,12,
24056,1,1,24,22,0,22,
24056,2,1,73,430,418,12,
24057,1,1,10,74,71,3,
24057,2,1,7,57,53,4,
24058,1,2,NA,NA,NA,NA,
24058,2,1,126,16,14,2,
25001,1,1,71,7796,7720,76,
25001,2,1,80,4731,4632,99,
25002,1,1,3,56,56,0,
25002,2,1,11,61,61,0,
25003,1,1,1,48,48,0,
25003,2,1,4,52,52,0,
25004,1,1,0,18,18,0,
25004,2,1,0,24,24,0,
25005,1,1,0,57,57,0,
25005,2,1,0,26,26,0,
25006,1,1,50,5705,5433,272,
25006,2,1,12,5904,5613,291,
25007,1,1,0,496,496,0,
25007,2,1,0,512,512,0,
25008,1,1,11,198,187,11,
25008,2,1,8,282,274,8,
25009,1,1,15,869,851,18,
25009,2,1,32,751,721,30,
25010,1,1,0,182,179,3,
25010,2,1,1,165,164,1,
25011,1,1,5,5,0,5,
25011,2,1,5,6,0,6,
25012,1,1,1727,15246,15084,162,
25012,2,1,1733,15477,15281,196,
25013,1,1,2,34,32,2,
25013,2,1,5,33,29,4,
25014,1,1,0,312,312,0,
25014,2,1,5,440,438,2,
25015,1,1,0,700,700,0,
25015,2,1,6,720,720,0,
25016,1,1,3,18,18,0,
25016,2,1,404,85,85,0,
25017,1,1,0,368,368,0,
25017,2,1,0,483,483,0,
25018,1,1,4,4,0,4,
25018,2,1,7,7,0,7,
26001,1,2,NA,NA,NA,NA,
26001,2,2,NA,NA,NA,NA,
26002,1,1,39,228,91,137,
26002,2,1,48,595,358,237,
26003,1,2,NA,NA,NA,NA,
26003,2,2,NA,NA,NA,NA,
26004,1,1,435,436,422,14,
26004,2,1,454,452,436,16,
26005,1,2,NA,NA,NA,NA,
26005,2,1,1,0,0,0,
26006,1,2,NA,NA,NA,NA,
26006,2,1,0,1,0,1,
26007,1,2,NA,NA,NA,NA,
26007,2,2,NA,NA,NA,NA,
26008,1,2,NA,NA,NA,NA,
26008,2,2,NA,NA,NA,NA,
26009,1,2,NA,NA,NA,NA,
26009,2,2,NA,NA,NA,NA,
26010,1,2,NA,NA,NA,NA,
26010,2,2,NA,NA,NA,NA,
26011,1,1,2,0,0,0,
26011,2,1,1,1,0,1,
26012,1,9,NSS,NSS,NSS,NSS,
26012,2,1,8,263,249,14,
26013,1,9,NSS,NSS,NSS,NSS,
26013,2,9,NSS,NSS,NSS,NSS,
26014,1,9,NSS,NSS,NSS,NSS,
26014,2,1,2,0,0,0,
26015,1,2,NA,NA,NA,NA,
26015,2,2,NA,NA,NA,NA,
26016,1,1,4,5,1,4,
26016,2,1,3,4,1,3,
26017,1,1,96,3650,3333,317,
26017,2,1,282,2786,2471,315,
26018,1,1,34068,2392,1926,466,
26018,2,1,204230,3991,3387,604,
26019,1,1,25,903,842,61,
26019,2,1,29,1271,1199,72,
26020,1,9,NSS,NSS,NSS,NSS,
26020,2,1,2,2,0,2,
26021,1,2,NA,NA,NA,NA,
26021,2,2,NA,NA,NA,NA,
26022,1,2,NA,NA,NA,NA,
26022,2,2,NA,NA,NA,NA,
26023,1,2,NA,NA,NA,NA,
26023,2,2,NA,NA,NA,NA,
26024,1,2,NA,NA,NA,NA,
26024,2,2,NA,NA,NA,NA,
26025,1,9,NSS,NSS,NSS,NSS,
26025,2,1,182,814,764,50,
26026,1,1,39,46,0,46,
26026,2,1,89,467,379,88,
26027,1,1,2,2,0,2,
26027,2,1,16,16,0,16,
