ubicageo_f,contrave_b,faltcivi_e,totalca1,totalca2
2004,4,40200,688,868
2004,4,40300,352,444
2004,4,40400,163,0
2004,4,40500,0,0
2004,4,40600,0,0
2004,4,40700,0,0
2004,4,40800,0,0
2004,4,40900,0,0
2004,4,41000,411,335
2004,5,50100,0,0
2004,5,50200,0,0
2004,5,50300,68,43
2004,5,50400,0,0
2004,5,50500,0,0
2004,5,50600,0,0
2004,5,50700,0,0
2004,5,50800,0,0
2004,5,50900,0,0
2004,5,51000,0,0
2004,5,51100,0,0
2004,5,51200,289,259
2004,5,51300,972,792
2004,5,51400,213,234
2004,6,60100,0,0
2004,6,60200,0,0
2004,6,60300,3,5
2004,6,60400,0,0
2004,6,60500,0,0
2004,6,60600,0,0
2004,7,70100,345,218
2004,8,80100,0,0
2004,9,999999,,
2005,1,10100,NA,NSS
2005,1,10200,NA,NSS
2005,1,10300,NA,NSS
2005,1,10301,NA,NSS
2005,1,10302,NA,NSS
2005,1,10303,NA,NSS
2005,1,10304,NA,NSS
2005,1,10305,NA,NSS
2005,1,10306,NA,NSS
2005,1,10307,NA,NSS
2005,1,10308,NA,NSS
2005,1,10399,,
2005,1,10400,NA,NSS
2005,1,10500,NA,NSS
2005,2,20100,NA,NSS
2005,2,20200,NA,NSS
2005,2,20300,NA,NSS
2005,2,20400,NA,NSS
2005,2,20500,NA,NSS
2005,2,20600,NA,NSS
2005,2,20700,NA,NSS
2005,2,20800,NA,NSS
2005,2,20900,NA,NSS
2005,3,30100,NA,NSS
2005,3,30200,NA,NSS
2005,3,30300,NA,NSS
2005,3,30400,NA,NSS
2005,3,30500,NA,NSS
2005,3,30600,NA,NSS
2005,3,30700,NA,NSS
2005,3,30701,NA,NSS
2005,3,30702,NA,NSS
2005,3,30703,NA,NSS
2005,3,30704,NA,NSS
2005,3,30705,NA,NSS
2005,3,30799,,
2005,3,30800,NA,NSS
2005,3,30900,NA,NSS
2005,3,31000,NA,NSS
2005,3,31100,NA,NSS
2005,3,31200,NA,NSS
2005,3,31300,NA,NSS
2005,3,31400,NA,NSS
2005,3,31500,NA,NSS
2005,3,31600,NA,NSS
2005,4,40100,NA,NSS
2005,4,40200,NA,NSS
2005,4,40300,NA,NSS
2005,4,40400,NA,NSS
2005,4,40500,NA,NSS
2005,4,40600,NA,NSS
2005,4,40700,NA,NSS
2005,4,40800,NA,NSS
2005,4,40900,NA,NSS
2005,4,41000,NA,NSS
2005,5,50100,NA,NSS
2005,5,50200,NA,NSS
2005,5,50300,NA,NSS
2005,5,50400,NA,NSS
2005,5,50500,NA,NSS
2005,5,50600,NA,NSS
2005,5,50700,NA,NSS
2005,5,50800,NA,NSS
2005,5,50900,NA,NSS
2005,5,51000,NA,NSS
2005,5,51100,NA,NSS
2005,5,51200,NA,NSS
2005,5,51300,NA,NSS
2005,5,51400,NA,NSS
2005,6,60100,NA,NSS
2005,6,60200,NA,NSS
2005,6,60300,NA,NSS
2005,6,60400,NA,NSS
2005,6,60500,NA,NSS
2005,6,60600,NA,NSS
2005,7,70100,NA,NSS
2005,8,80100,NA,16592
2005,9,999999,,
2006,1,10100,NA,1534
2006,1,10200,NA,1075
2006,1,10300,NA,816
2006,1,10301,NA,0
2006,1,10302,NA,0
2006,1,10303,NA,0
2006,1,10304,NA,0
2006,1,10305,NA,0
2006,1,10306,NA,0
2006,1,10307,NA,0
2006,1,10308,NA,816
2006,1,10399,,
2006,1,10400,NA,0
2006,1,10500,NA,0
2006,2,20100,NA,768
2006,2,20200,NA,209
2006,2,20300,NA,0
2006,2,20400,NA,70
2006,2,20500,NA,0
2006,2,20600,NA,0
2006,2,20700,NA,0
2006,2,20800,NA,140
2006,2,20900,NA,70
2006,3,30100,NA,0
2006,3,30200,NA,280
2006,3,30300,NA,0
2006,3,30400,NA,0
2006,3,30500,NA,0
2006,3,30600,NA,698
2006,3,30700,NA,700
2006,3,30701,NA,70
2006,3,30702,NA,70
2006,3,30703,NA,0
2006,3,30704,NA,280
2006,3,30705,NA,280
2006,3,30799,,
2006,3,30800,NA,70
2006,3,30900,NA,209
2006,3,31000,NA,0
2006,3,31100,NA,0
2006,3,31200,NA,0
2006,3,31300,NA,0
2006,3,31400,NA,0
2006,3,31500,NA,0
2006,3,31600,NA,0
2006,4,40100,NA,0
2006,4,40200,NA,0
2006,4,40300,NA,0
2006,4,40400,NA,0
2006,4,40500,NA,0
2006,4,40600,NA,0
2006,4,40700,NA,0
2006,4,40800,NA,0
2006,4,40900,NA,0
2006,4,41000,NA,0
2006,5,50100,NA,0
2006,5,50200,NA,0
2006,5,50300,NA,0
2006,5,50400,NA,0
2006,5,50500,NA,0
2006,5,50600,NA,140
2006,5,50700,NA,0
2006,5,50800,NA,0
2006,5,50900,NA,0
2006,5,51000,NA,0
2006,5,51100,NA,0
2006,5,51200,NA,209
2006,5,51300,NA,0
2006,5,51400,NA,0
2006,6,60100,NA,0
2006,6,60200,NA,0
2006,6,60300,NA,0
2006,6,60400,NA,0
2006,6,60500,NA,0
2006,6,60600,NA,0
2006,7,70100,NA,0
2006,8,80100,NA,0
2006,9,999999,,
2007,1,10100,NA,203
2007,1,10200,NA,0
2007,1,10300,NA,0
2007,1,10301,NA,0
2007,1,10302,NA,0
2007,1,10303,NA,0
2007,1,10304,NA,0
2007,1,10305,NA,0
2007,1,10306,NA,0
2007,1,10307,NA,0
2007,1,10308,NA,0
2007,1,10399,,
2007,1,10400,NA,0
2007,1,10500,NA,0
2007,2,20100,NA,0
2007,2,20200,NA,0
2007,2,20300,NA,0
2007,2,20400,NA,0
2007,2,20500,NA,0
2007,2,20600,NA,0
2007,2,20700,NA,0
2007,2,20800,NA,0
2007,2,20900,NA,0
2007,3,30100,NA,0
2007,3,30200,NA,0
2007,3,30300,NA,0
2007,3,30400,NA,0
2007,3,30500,NA,0
2007,3,30600,NA,0
2007,3,30700,NA,0
2007,3,30701,NA,0
2007,3,30702,NA,0
2007,3,30703,NA,0
2007,3,30704,NA,0
2007,3,30705,NA,0
2007,3,30799,,
2007,3,30800,NA,0
2007,3,30900,NA,0
2007,3,31000,NA,0
2007,3,31100,NA,0
2007,3,31200,NA,0
2007,3,31300,NA,0
2007,3,31400,NA,0
2007,3,31500,NA,0
2007,3,31600,NA,0
2007,4,40100,NA,0
2007,4,40200,NA,0
2007,4,40300,NA,0
2007,4,40400,NA,0
2007,4,40500,NA,0
2007,4,40600,NA,0
2007,4,40700,NA,0
2007,4,40800,NA,0
2007,4,40900,NA,0
2007,4,41000,NA,0
2007,5,50100,NA,0
2007,5,50200,NA,0
2007,5,50300,NA,0
2007,5,50400,NA,0
2007,5,50500,NA,0
2007,5,50600,NA,0
2007,5,50700,NA,0
2007,5,50800,NA,0
2007,5,50900,NA,0
2007,5,51000,NA,0
2007,5,51100,NA,0
2007,5,51200,NA,0
2007,5,51300,NA,0
2007,5,51400,NA,0
2007,6,60100,NA,0
2007,6,60200,NA,0
2007,6,60300,NA,0
2007,6,60400,NA,0
2007,6,60500,NA,0
2007,6,60600,NA,0
2007,7,70100,NA,4285
2007,8,80100,NA,0
2007,9,999999,,
3001,1,10100,NA,48
3001,1,10200,NA,0
3001,1,10300,NA,0
3001,1,10301,NA,0
3001,1,10302,NA,0
3001,1,10303,NA,0
3001,1,10304,NA,0
3001,1,10305,NA,0
3001,1,10306,NA,0
3001,1,10307,NA,0
3001,1,10308,NA,0
3001,1,10399,,
3001,1,10400,NA,0
3001,1,10500,NA,0
3001,2,20100,NA,226
3001,2,20200,NA,564
3001,2,20300,NA,0
3001,2,20400,NA,0
3001,2,20500,NA,0
3001,2,20600,NA,0
3001,2,20700,NA,0
3001,2,20800,NA,0
3001,2,20900,NA,0
3001,3,30100,NA,0
3001,3,30200,NA,0
3001,3,30300,NA,0
3001,3,30400,NA,0
3001,3,30500,NA,0
3001,3,30600,NA,0
3001,3,30700,NA,82
3001,3,30701,NA,79
3001,3,30702,NA,0
3001,3,30703,NA,1
3001,3,30704,NA,2
3001,3,30705,NA,0
3001,3,30799,,
3001,3,30800,NA,0
3001,3,30900,NA,0
3001,3,31000,NA,0
3001,3,31100,NA,0
3001,3,31200,NA,0
3001,3,31300,NA,0
3001,3,31400,NA,0
3001,3,31500,NA,0
3001,3,31600,NA,0
3001,4,40100,NA,0
3001,4,40200,NA,0
3001,4,40300,NA,0
3001,4,40400,NA,0
3001,4,40500,NA,0
3001,4,40600,NA,0
3001,4,40700,NA,0
3001,4,40800,NA,0
3001,4,40900,NA,0
3001,4,41000,NA,0
3001,5,50100,NA,0
3001,5,50200,NA,0
3001,5,50300,NA,0
3001,5,50400,NA,0
3001,5,50500,NA,0
3001,5,50600,NA,0
3001,5,50700,NA,0
3001,5,50800,NA,0
3001,5,50900,NA,0
3001,5,51000,NA,0
3001,5,51100,NA,0
3001,5,51200,NA,17
3001,5,51300,NA,0
3001,5,51400,NA,0
3001,6,60100,NA,0
3001,6,60200,NA,0
3001,6,60300,NA,0
3001,6,60400,NA,0
3001,6,60500,NA,0
3001,6,60600,NA,0
3001,7,70100,NA,16
3001,8,80100,NA,0
3001,9,999999,,
3002,1,10100,NSS,NSS
3002,1,10200,NSS,NSS
3002,1,10300,NSS,NSS
3002,1,10301,NSS,NSS
3002,1,10302,NSS,NSS
3002,1,10303,NSS,NSS
3002,1,10304,NSS,NSS
3002,1,10305,NSS,NSS
3002,1,10306,NSS,NSS
3002,1,10307,NSS,NSS
3002,1,10308,NSS,NSS
3002,1,10399,,
3002,1,10400,NSS,NSS
3002,1,10500,NSS,NSS
3002,2,20100,NSS,NSS
3002,2,20200,NSS,NSS
3002,2,20300,NSS,NSS
3002,2,20400,NSS,NSS
3002,2,20500,NSS,NSS
3002,2,20600,NSS,NSS
3002,2,20700,NSS,NSS
3002,2,20800,NSS,NSS
3002,2,20900,NSS,NSS
3002,3,30100,NSS,NSS
3002,3,30200,NSS,NSS
3002,3,30300,NSS,NSS
3002,3,30400,NSS,NSS
3002,3,30500,NSS,NSS
3002,3,30600,NSS,NSS
3002,3,30700,NSS,NSS
3002,3,30701,NSS,NSS
3002,3,30702,NSS,NSS
3002,3,30703,NSS,NSS
3002,3,30704,NSS,NSS
3002,3,30705,NSS,NSS
3002,3,30799,,
3002,3,30800,NSS,NSS
3002,3,30900,NSS,NSS
3002,3,31000,NSS,NSS
3002,3,31100,NSS,NSS
3002,3,31200,NSS,NSS
3002,3,31300,NSS,NSS
3002,3,31400,NSS,NSS
3002,3,31500,NSS,NSS
3002,3,31600,NSS,NSS
3002,4,40100,NSS,NSS
3002,4,40200,NSS,NSS
3002,4,40300,NSS,NSS
3002,4,40400,NSS,NSS
3002,4,40500,NSS,NSS
3002,4,40600,NSS,NSS
3002,4,40700,NSS,NSS
3002,4,40800,NSS,NSS
3002,4,40900,NSS,NSS
3002,4,41000,NSS,NSS
3002,5,50100,NSS,NSS
3002,5,50200,NSS,NSS
3002,5,50300,NSS,NSS
3002,5,50400,NSS,NSS
3002,5,50500,NSS,NSS
3002,5,50600,NSS,NSS
3002,5,50700,NSS,NSS
3002,5,50800,NSS,NSS
3002,5,50900,NSS,NSS
3002,5,51000,NSS,NSS
3002,5,51100,NSS,NSS
3002,5,51200,NSS,NSS
3002,5,51300,NSS,NSS
3002,5,51400,NSS,NSS
3002,6,60100,NSS,NSS
3002,6,60200,NSS,NSS
3002,6,60300,NSS,NSS
3002,6,60400,NSS,NSS
3002,6,60500,NSS,NSS
3002,6,60600,NSS,NSS
3002,7,70100,NSS,NSS
3002,8,80100,NSS,NSS
3002,9,999999,,
3003,1,10100,32,0
3003,1,10200,252,172
3003,1,10300,323,148
3003,1,10301,0,2
3003,1,10302,283,116
3003,1,10303,0,0
3003,1,10304,0,0
3003,1,10305,0,0
3003,1,10306,26,16
3003,1,10307,14,14
3003,1,10308,0,0
3003,1,10399,,
3003,1,10400,0,0
3003,1,10500,0,0
3003,2,20100,108,5
3003,2,20200,632,988
3003,2,20300,0,0
3003,2,20400,0,0
3003,2,20500,0,0
3003,2,20600,0,0
3003,2,20700,0,0
3003,2,20800,12,30
3003,2,20900,0,0
3003,3,30100,0,0
3003,3,30200,0,0
3003,3,30300,0,0
3003,3,30400,0,0
3003,3,30500,0,0
3003,3,30600,0,0
3003,3,30700,81,23
3003,3,30701,0,0
3003,3,30702,0,0
3003,3,30703,81,23
3003,3,30704,0,0
3003,3,30705,0,0
3003,3,30799,,
3003,3,30800,0,0
3003,3,30900,0,0
3003,3,31000,0,0
3003,3,31100,0,0
3003,3,31200,0,0
3003,3,31300,0,0
3003,3,31400,0,0
3003,3,31500,0,0
3003,3,31600,931,339
3003,4,40100,54,164
3003,4,40200,0,0
3003,4,40300,0,0
3003,4,40400,0,0
3003,4,40500,0,0
3003,4,40600,0,0
3003,4,40700,0,0
3003,4,40800,1525,87
3003,4,40900,0,0
3003,4,41000,0,0
3003,5,50100,0,0
3003,5,50200,0,0
3003,5,50300,0,0
3003,5,50400,0,0
3003,5,50500,0,0
3003,5,50600,1,3
3003,5,50700,0,0
3003,5,50800,0,0
3003,5,50900,0,0
3003,5,51000,0,0
3003,5,51100,0,0
3003,5,51200,75,38
3003,5,51300,0,1
3003,5,51400,0,0
3003,6,60100,0,0
3003,6,60200,0,0
3003,6,60300,0,0
3003,6,60400,0,0
3003,6,60500,0,0
3003,6,60600,0,0
3003,7,70100,41,205
3003,8,80100,0,0
3003,9,999999,,
3008,1,10100,NSS,131
3008,1,10200,NSS,422
3008,1,10300,NSS,0
3008,1,10301,NSS,0
3008,1,10302,NSS,0
3008,1,10303,NSS,0
3008,1,10304,NSS,0
3008,1,10305,NSS,0
3008,1,10306,NSS,0
3008,1,10307,NSS,0
3008,1,10308,NSS,0
3008,1,10399,,
3008,1,10400,NSS,0
3008,1,10500,NSS,0
3008,2,20100,NSS,0
3008,2,20200,NSS,0
3008,2,20300,NSS,0
3008,2,20400,NSS,0
3008,2,20500,NSS,0
3008,2,20600,NSS,0
3008,2,20700,NSS,0
3008,2,20800,NSS,32
3008,2,20900,NSS,0
3008,3,30100,NSS,0
3008,3,30200,NSS,0
3008,3,30300,NSS,0
3008,3,30400,NSS,0
3008,3,30500,NSS,0
3008,3,30600,NSS,8225
3008,3,30700,NSS,0
3008,3,30701,NSS,0
3008,3,30702,NSS,0
3008,3,30703,NSS,0
3008,3,30704,NSS,0
3008,3,30705,NSS,0
3008,3,30799,,
3008,3,30800,NSS,0
3008,3,30900,NSS,36
3008,3,31000,NSS,0
3008,3,31100,NSS,0
3008,3,31200,NSS,68
3008,3,31300,NSS,0
3008,3,31400,NSS,0
3008,3,31500,NSS,0
3008,3,31600,NSS,0
3008,4,40100,NSS,0
3008,4,40200,NSS,0
3008,4,40300,NSS,0
3008,4,40400,NSS,0
3008,4,40500,NSS,0
3008,4,40600,NSS,0
3008,4,40700,NSS,0
3008,4,40800,NSS,287
3008,4,40900,NSS,0
3008,4,41000,NSS,0
3008,5,50100,NSS,0
3008,5,50200,NSS,0
3008,5,50300,NSS,0
3008,5,50400,NSS,0
3008,5,50500,NSS,0
3008,5,50600,NSS,0
3008,5,50700,NSS,0
3008,5,50800,NSS,0
3008,5,50900,NSS,0
3008,5,51000,NSS,0
3008,5,51100,NSS,1
3008,5,51200,NSS,116
3008,5,51300,NSS,19
3008,5,51400,NSS,7
3008,6,60100,NSS,0
3008,6,60200,NSS,0
3008,6,60300,NSS,0
3008,6,60400,NSS,0
3008,6,60500,NSS,2
3008,6,60600,NSS,0
3008,7,70100,NSS,0
3008,8,80100,NSS,0
3008,9,999999,,
3009,1,10100,NA,NA
3009,1,10200,NA,NA
3009,1,10300,NA,NA
3009,1,10301,NA,NA
3009,1,10302,NA,NA
3009,1,10303,NA,NA
3009,1,10304,NA,NA
3009,1,10305,NA,NA
3009,1,10306,NA,NA
3009,1,10307,NA,NA
3009,1,10308,NA,NA
3009,1,10399,,
3009,1,10400,NA,NA
3009,1,10500,NA,NA
3009,2,20100,NA,NA
3009,2,20200,NA,NA
3009,2,20300,NA,NA
3009,2,20400,NA,NA
3009,2,20500,NA,NA
3009,2,20600,NA,NA
3009,2,20700,NA,NA
3009,2,20800,NA,NA
3009,2,20900,NA,NA
3009,3,30100,NA,NA
3009,3,30200,NA,NA
3009,3,30300,NA,NA
3009,3,30400,NA,NA
3009,3,30500,NA,NA
3009,3,30600,NA,NA
3009,3,30700,NA,NA
3009,3,30701,NA,NA
3009,3,30702,NA,NA
3009,3,30703,NA,NA
3009,3,30704,NA,NA
3009,3,30705,NA,NA
3009,3,30799,,
3009,3,30800,NA,NA
3009,3,30900,NA,NA
3009,3,31000,NA,NA
3009,3,31100,NA,NA
3009,3,31200,NA,NA
3009,3,31300,NA,NA
3009,3,31400,NA,NA
3009,3,31500,NA,NA
3009,3,31600,NA,NA
3009,4,40100,NA,NA
3009,4,40200,NA,NA
3009,4,40300,NA,NA
3009,4,40400,NA,NA
3009,4,40500,NA,NA
3009,4,40600,NA,NA
3009,4,40700,NA,NA
3009,4,40800,NA,NA
3009,4,40900,NA,NA
3009,4,41000,NA,NA
3009,5,50100,NA,NA
3009,5,50200,NA,NA
3009,5,50300,NA,NA
3009,5,50400,NA,NA
3009,5,50500,NA,NA
3009,5,50600,NA,NA
3009,5,50700,NA,NA
3009,5,50800,NA,NA
3009,5,50900,NA,NA
3009,5,51000,NA,NA
3009,5,51100,NA,NA
3009,5,51200,NA,NA
3009,5,51300,NA,NA
3009,5,51400,NA,NA
3009,6,60100,NA,NA
3009,6,60200,NA,NA
3009,6,60300,NA,NA
3009,6,60400,NA,NA
3009,6,60500,NA,NA
3009,6,60600,NA,NA
3009,7,70100,NA,NA
3009,8,80100,NA,NA
3009,9,999999,,
4001,1,10100,2,0
4001,1,10200,26,100
4001,1,10300,4,0
4001,1,10301,0,0
4001,1,10302,0,0
4001,1,10303,0,0
4001,1,10304,0,0
4001,1,10305,0,0
4001,1,10306,4,0
4001,1,10307,0,0
4001,1,10308,0,0
4001,1,10399,,
4001,1,10400,0,0
4001,1,10500,8,5
4001,2,20100,0,0
4001,2,20200,130,0
4001,2,20300,0,0
4001,2,20400,0,0
4001,2,20500,0,0
4001,2,20600,0,0
4001,2,20700,0,0
4001,2,20800,0,0
4001,2,20900,0,0
4001,3,30100,0,0
4001,3,30200,0,0
4001,3,30300,0,0
4001,3,30400,0,0
4001,3,30500,0,0
4001,3,30600,0,0
4001,3,30700,3,0
4001,3,30701,2,0
4001,3,30702,0,0
4001,3,30703,0,0
4001,3,30704,1,0
4001,3,30705,0,0
4001,3,30799,,
4001,3,30800,0,0
4001,3,30900,0,0
4001,3,31000,0,0
4001,3,31100,0,0
4001,3,31200,0,0
4001,3,31300,0,0
4001,3,31400,0,0
4001,3,31500,0,0
4001,3,31600,0,0
4001,4,40100,0,0
4001,4,40200,0,0
4001,4,40300,0,0
4001,4,40400,0,0
4001,4,40500,0,0
4001,4,40600,0,0
4001,4,40700,0,0
4001,4,40800,191,306
4001,4,40900,0,0
4001,4,41000,0,0
4001,5,50100,0,0
4001,5,50200,0,0
4001,5,50300,0,0
4001,5,50400,0,0
4001,5,50500,0,0
4001,5,50600,0,0
4001,5,50700,0,0
4001,5,50800,0,0
4001,5,50900,0,0
4001,5,51000,0,0
4001,5,51100,0,0
4001,5,51200,4,5
4001,5,51300,0,0
4001,5,51400,0,0
4001,6,60100,0,0
4001,6,60200,0,0
4001,6,60300,0,0
4001,6,60400,0,0
4001,6,60500,0,0
4001,6,60600,0,0
4001,7,70100,0,0
4001,8,80100,0,0
4001,9,999999,,
4002,1,10100,NA,0
4002,1,10200,NA,0
4002,1,10300,NA,1625
4002,1,10301,NA,0
4002,1,10302,NA,0
4002,1,10303,NA,0
4002,1,10304,NA,0
4002,1,10305,NA,0
4002,1,10306,NA,0
4002,1,10307,NA,0
4002,1,10308,NA,1625
4002,1,10399,,
4002,1,10400,NA,0
4002,1,10500,NA,0
4002,2,20100,NA,0
4002,2,20200,NA,1593
4002,2,20300,NA,0
4002,2,20400,NA,1047
4002,2,20500,NA,206
4002,2,20600,NA,0
4002,2,20700,NA,0
4002,2,20800,NA,54
4002,2,20900,NA,0
4002,3,30100,NA,543
4002,3,30200,NA,0
4002,3,30300,NA,9
4002,3,30400,NA,0
4002,3,30500,NA,0
4002,3,30600,NA,0
4002,3,30700,NA,0
4002,3,30701,NA,0
4002,3,30702,NA,0
4002,3,30703,NA,0
4002,3,30704,NA,0
4002,3,30705,NA,0
4002,3,30799,,
4002,3,30800,NA,57
4002,3,30900,NA,0
4002,3,31000,NA,0
4002,3,31100,NA,0
4002,3,31200,NA,0
4002,3,31300,NA,0
4002,3,31400,NA,0
4002,3,31500,NA,0
4002,3,31600,NA,0
4002,4,40100,NA,0
4002,4,40200,NA,0
4002,4,40300,NA,0
4002,4,40400,NA,0
4002,4,40500,NA,0
4002,4,40600,NA,0
4002,4,40700,NA,0
4002,4,40800,NA,0
4002,4,40900,NA,0
4002,4,41000,NA,0
4002,5,50100,NA,0
4002,5,50200,NA,0
4002,5,50300,NA,0
4002,5,50400,NA,0
4002,5,50500,NA,0
4002,5,50600,NA,0
4002,5,50700,NA,0
4002,5,50800,NA,0
4002,5,50900,NA,0
4002,5,51000,NA,0
4002,5,51100,NA,0
4002,5,51200,NA,0
4002,5,51300,NA,0
4002,5,51400,NA,0
4002,6,60100,NA,0
4002,6,60200,NA,0
4002,6,60300,NA,0
4002,6,60400,NA,0
4002,6,60500,NA,0
4002,6,60600,NA,0
4002,7,70100,NA,0
4002,8,80100,NA,0
4002,9,999999,,
4003,1,10100,120,282
4003,1,10200,260,467
4003,1,10300,52,42
4003,1,10301,0,0
4003,1,10302,52,30
4003,1,10303,0,0
4003,1,10304,0,0
4003,1,10305,0,0
4003,1,10306,0,12
4003,1,10307,0,0
4003,1,10308,0,0
4003,1,10399,,
4003,1,10400,0,2
4003,1,10500,0,0
4003,2,20100,46,122
4003,2,20200,1007,848
4003,2,20300,0,0
4003,2,20400,0,53
4003,2,20500,0,0
4003,2,20600,0,0
4003,2,20700,0,0
4003,2,20800,0,6
4003,2,20900,0,0
4003,3,30100,0,628
4003,3,30200,0,0
4003,3,30300,0,9
4003,3,30400,0,0
4003,3,30500,0,1
4003,3,30600,14,0
4003,3,30700,22,67
4003,3,30701,22,67
4003,3,30702,0,0
4003,3,30703,0,0
4003,3,30704,0,0
4003,3,30705,0,0
4003,3,30799,,
4003,3,30800,0,7
4003,3,30900,0,17
4003,3,31000,0,0
4003,3,31100,0,1
4003,3,31200,0,1
4003,3,31300,0,0
4003,3,31400,0,0
4003,3,31500,0,0
4003,3,31600,0,0
4003,4,40100,21,14
4003,4,40200,0,15
4003,4,40300,0,1
4003,4,40400,0,4
4003,4,40500,0,1
4003,4,40600,0,2
4003,4,40700,0,2
4003,4,40800,0,173
4003,4,40900,17,70
4003,4,41000,0,0
4003,5,50100,0,0
4003,5,50200,0,0
4003,5,50300,0,0
4003,5,50400,0,0
4003,5,50500,0,0
4003,5,50600,0,0
4003,5,50700,0,0
4003,5,50800,0,0
4003,5,50900,0,1
4003,5,51000,0,0
4003,5,51100,0,0
4003,5,51200,35,61
4003,5,51300,0,13
4003,5,51400,0,0
4003,6,60100,0,0
4003,6,60200,0,0
4003,6,60300,0,2
4003,6,60400,0,0
4003,6,60500,0,0
4003,6,60600,0,0
4003,7,70100,0,0
4003,8,80100,0,0
4003,9,999999,,
4004,1,10100,161,70
4004,1,10200,86,68
4004,1,10300,7,0
4004,1,10301,1,0
4004,1,10302,4,0
4004,1,10303,0,0
4004,1,10304,0,0
4004,1,10305,0,0
4004,1,10306,2,0
4004,1,10307,0,0
4004,1,10308,0,0
4004,1,10399,,
4004,1,10400,0,0
4004,1,10500,0,0
4004,2,20100,36,22
4004,2,20200,453,433
4004,2,20300,0,0
4004,2,20400,0,0
4004,2,20500,0,0
4004,2,20600,0,0
4004,2,20700,0,0
4004,2,20800,0,0
4004,2,20900,5,0
4004,3,30100,0,0
4004,3,30200,0,0
4004,3,30300,0,0
4004,3,30400,0,0
4004,3,30500,0,0
4004,3,30600,0,0
4004,3,30700,67,47
4004,3,30701,63,45
4004,3,30702,0,1
4004,3,30703,4,1
4004,3,30704,0,0
4004,3,30705,0,0
4004,3,30799,,
4004,3,30800,0,0
4004,3,30900,0,0
4004,3,31000,0,0
4004,3,31100,0,0
4004,3,31200,0,0
4004,3,31300,0,0
4004,3,31400,0,0
4004,3,31500,0,0
4004,3,31600,0,0
4004,4,40100,70,32
4004,4,40200,0,0
4004,4,40300,0,0
4004,4,40400,0,0
4004,4,40500,0,0
4004,4,40600,0,0
4004,4,40700,0,0
4004,4,40800,13,0
4004,4,40900,0,0
4004,4,41000,0,0
4004,5,50100,0,0
4004,5,50200,0,0
4004,5,50300,0,0
4004,5,50400,0,0
4004,5,50500,0,0
4004,5,50600,0,0
4004,5,50700,0,0
4004,5,50800,0,0
4004,5,50900,0,0
4004,5,51000,0,0
4004,5,51100,0,0
4004,5,51200,17,16
4004,5,51300,0,0
4004,5,51400,0,0
4004,6,60100,0,0
4004,6,60200,0,0
4004,6,60300,0,0
4004,6,60400,0,0
4004,6,60500,0,0
4004,6,60600,0,0
4004,7,70100,0,0
4004,8,80100,0,0
4004,9,999999,,
4005,1,10100,85,45
4005,1,10200,100,40
4005,1,10300,0,0
4005,1,10301,0,0
4005,1,10302,0,0
4005,1,10303,0,0
4005,1,10304,0,0
4005,1,10305,0,0
4005,1,10306,0,0
4005,1,10307,0,0
4005,1,10308,0,0
4005,1,10399,,
4005,1,10400,0,0
4005,1,10500,0,0
4005,2,20100,0,10
4005,2,20200,27,0
4005,2,20300,0,0
4005,2,20400,0,0
4005,2,20500,0,0
4005,2,20600,0,0
4005,2,20700,0,0
4005,2,20800,0,0
4005,2,20900,0,0
4005,3,30100,10,0
4005,3,30200,0,0
4005,3,30300,0,0
4005,3,30400,0,0
4005,3,30500,0,0
4005,3,30600,0,0
4005,3,30700,0,0
4005,3,30701,0,0
4005,3,30702,0,0
4005,3,30703,0,0
4005,3,30704,0,0
4005,3,30705,0,0
4005,3,30799,,
4005,3,30800,0,0
4005,3,30900,0,0
4005,3,31000,0,0
4005,3,31100,0,0
4005,3,31200,0,0
4005,3,31300,0,0
4005,3,31400,0,0
4005,3,31500,0,0
4005,3,31600,0,0
4005,4,40100,0,0
4005,4,40200,0,0
4005,4,40300,0,0
4005,4,40400,0,0
4005,4,40500,0,0
4005,4,40600,0,2
4005,4,40700,0,0
4005,4,40800,0,0
4005,4,40900,0,0
4005,4,41000,0,0
4005,5,50100,0,0
4005,5,50200,0,0
4005,5,50300,0,0
4005,5,50400,0,0
4005,5,50500,0,0
4005,5,50600,0,0
4005,5,50700,0,0
4005,5,50800,0,0
4005,5,50900,0,0
4005,5,51000,0,0
4005,5,51100,0,0
4005,5,51200,0,3
4005,5,51300,0,0
4005,5,51400,0,0
4005,6,60100,0,0
4005,6,60200,0,0
4005,6,60300,0,0
4005,6,60400,0,0
4005,6,60500,0,0
4005,6,60600,0,0
4005,7,70100,0,0
4005,8,80100,0,0
4005,9,999999,,
4006,1,10100,NSS,71
4006,1,10200,NSS,160
4006,1,10300,NSS,10
4006,1,10301,NSS,0
4006,1,10302,NSS,10
4006,1,10303,NSS,0
4006,1,10304,NSS,0
4006,1,10305,NSS,0
4006,1,10306,NSS,0
4006,1,10307,NSS,0
4006,1,10308,NSS,0
4006,1,10399,,
4006,1,10400,NSS,0
4006,1,10500,NSS,0
4006,2,20100,NSS,0
4006,2,20200,NSS,60
4006,2,20300,NSS,0
4006,2,20400,NSS,0
4006,2,20500,NSS,0
4006,2,20600,NSS,0
4006,2,20700,NSS,0
4006,2,20800,NSS,0
4006,2,20900,NSS,0
4006,3,30100,NSS,0
4006,3,30200,NSS,0
4006,3,30300,NSS,0
