ubicageo_f,formprot_a,rnsnni1,motivott,motivo1,motivo2,motivo3,motivo4,motivo5,motivo6,motivo7,motivo8,motivo9,motivo10,motivo11,motivo12
30074,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30074,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30075,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30075,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30075,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30076,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30076,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30076,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30077,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30077,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30077,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30078,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30078,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30078,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30079,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30079,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30079,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30080,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30080,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30080,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30081,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30081,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30081,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30082,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30082,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30082,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30083,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30083,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30083,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30084,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30084,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30084,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30085,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30085,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30085,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30086,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30086,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30086,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30087,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30087,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30087,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30088,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30088,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30088,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30089,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30089,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30089,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30090,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30090,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30090,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30091,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30091,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30091,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30092,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30092,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30092,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30093,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30093,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30093,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30094,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30094,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30094,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30095,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30095,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30095,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30096,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30096,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30096,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30097,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30097,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30097,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30098,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30098,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30098,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30099,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30099,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30099,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30100,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30100,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30100,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30101,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30101,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30101,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30102,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30102,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30102,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30104,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30104,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30104,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30105,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30105,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30106,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30106,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30106,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30108,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30108,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30108,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30110,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30110,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30110,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30112,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30112,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30112,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30113,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30113,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30113,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30114,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30114,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30114,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30115,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30115,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30115,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30116,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30116,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30116,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30117,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30117,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30117,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30118,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30118,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30118,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30119,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30119,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30119,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30120,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30120,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30120,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30121,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30121,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30121,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30122,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30122,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30122,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30123,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30123,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30123,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30124,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30124,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30124,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30125,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30125,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30125,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30126,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30126,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30126,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30127,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30127,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30127,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30128,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30128,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30128,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30129,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30129,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30129,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30130,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30130,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30130,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30131,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30131,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30131,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30132,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30132,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30132,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30133,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30133,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30133,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30134,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30134,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30134,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30135,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30135,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30135,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30136,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30136,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30136,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30137,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30137,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30137,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30138,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30138,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30138,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30139,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30139,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30139,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30140,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30140,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30140,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30141,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30141,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30141,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30142,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30142,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30142,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30143,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30143,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30143,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30144,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30144,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30144,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30145,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30145,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30145,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30146,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30146,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30146,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30147,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30147,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30147,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30148,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30148,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30148,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30149,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30149,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30149,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30150,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30150,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30150,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30151,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30151,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30151,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30152,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30152,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30152,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30153,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30153,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30153,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30154,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30154,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30154,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30155,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30155,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30155,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30156,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30156,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30156,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30157,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30157,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30157,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30158,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30158,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30158,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30159,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30159,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30159,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30160,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30160,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30160,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30161,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30161,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30161,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30162,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30162,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30162,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30163,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30163,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30163,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30164,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30164,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30164,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30165,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30165,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30165,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30166,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30166,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30166,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30167,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30167,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30167,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30168,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30168,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30168,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30169,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30169,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30169,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30170,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30170,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30170,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30171,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
