ubicageo_f,elemunif_b,rnsnni1,totalca1,frecuenc_e
19037,5,2,NA,0
19037,6,2,NA,0
19037,7,2,NA,0
19037,8,2,NA,0
19037,9,2,NA,0
19037,10,2,NA,0
19037,11,2,NA,0
19037,12,2,NA,0
19037,13,2,NA,0
19037,14,2,NA,0
19037,15,2,NA,0
19037,16,2,NA,0
19038,1,2,NA,0
19038,2,1,128,3
19038,3,1,87,3
19038,4,2,NA,0
19038,5,1,128,3
19038,6,1,128,3
19038,7,2,NA,0
19038,8,2,NA,0
19038,9,1,128,3
19038,10,2,NA,0
19038,11,2,NA,0
19038,12,2,NA,0
19038,13,2,NA,0
19038,14,2,NA,0
19038,15,2,NA,0
19038,16,2,NA,0
19039,1,1,1150,1
19039,2,1,1150,1
19039,3,1,44,1
19039,4,2,NA,0
19039,5,2,NA,0
19039,6,1,1135,1
19039,7,2,NA,0
19039,8,1,1150,1
19039,9,1,1135,1
19039,10,1,149,1
19039,11,1,149,1
19039,12,1,1135,1
19039,13,2,NA,0
19039,14,1,1135,1
19039,15,2,NA,0
19039,16,2,NA,0
19040,1,0,NA,0
19040,2,0,NA,0
19040,3,0,NA,0
19040,4,0,NA,0
19040,5,0,NA,0
19040,6,0,NA,0
19040,7,0,NA,0
19040,8,0,NA,0
19040,9,0,NA,0
19040,10,0,NA,0
19040,11,0,NA,0
19040,12,0,NA,0
19040,13,0,NA,0
19040,14,0,NA,0
19040,15,0,NA,0
19040,16,0,NA,0
19041,1,2,NA,0
19041,2,1,116,1
19041,3,2,NA,0
19041,4,2,NA,0
19041,5,1,116,1
19041,6,1,116,1
19041,7,2,NA,0
19041,8,2,NA,0
19041,9,1,116,1
19041,10,2,NA,0
19041,11,2,NA,0
19041,12,1,116,1
19041,13,2,NA,0
19041,14,1,116,1
19041,15,2,NA,0
19041,16,2,NA,0
19042,1,2,NA,0
19042,2,2,NA,0
19042,3,1,14,1
19042,4,2,NA,0
19042,5,2,NA,0
19042,6,2,NA,0
19042,7,2,NA,0
19042,8,2,NA,0
19042,9,2,NA,0
19042,10,2,NA,0
19042,11,2,NA,0
19042,12,2,NA,0
19042,13,2,NA,0
19042,14,2,NA,0
19042,15,2,NA,0
19042,16,2,NA,0
19043,1,2,NA,0
19043,2,2,NA,0
19043,3,2,NA,0
19043,4,2,NA,0
19043,5,2,NA,0
19043,6,2,NA,0
19043,7,2,NA,0
19043,8,2,NA,0
19043,9,2,NA,0
19043,10,2,NA,0
19043,11,2,NA,0
19043,12,1,10,2
19043,13,2,NA,0
19043,14,2,NA,0
19043,15,2,NA,0
19043,16,2,NA,0
19044,1,2,NA,0
19044,2,1,79,3
19044,3,2,NA,0
19044,4,2,NA,0
19044,5,1,79,3
19044,6,1,79,3
19044,7,2,NA,0
19044,8,2,NA,0
19044,9,2,NA,0
19044,10,2,NA,0
19044,11,2,NA,0
19044,12,2,NA,0
19044,13,2,NA,0
19044,14,2,NA,0
19044,15,2,NA,0
19044,16,2,NA,0
19045,1,1,120,3
19045,2,1,120,3
19045,3,1,120,3
19045,4,2,NA,0
19045,5,1,120,3
19045,6,1,120,3
19045,7,2,NA,0
19045,8,2,NA,0
19045,9,1,120,3
19045,10,2,NA,0
19045,11,2,NA,0
19045,12,2,NA,0
19045,13,2,NA,0
19045,14,2,NA,0
19045,15,2,NA,0
19045,16,2,NA,0
19046,1,1,460,3
19046,2,1,921,3
19046,3,1,460,3
19046,4,1,921,3
19046,5,1,921,3
19046,6,1,460,3
19046,7,2,NA,0
19046,8,1,460,3
19046,9,1,150,3
19046,10,1,311,3
19046,11,2,NA,0
19046,12,1,81,3
19046,13,2,NA,0
19046,14,2,NA,0
19046,15,2,NA,0
19046,16,2,NA,0
19047,1,1,19,1
19047,2,1,19,1
19047,3,1,19,1
19047,4,1,19,1
19047,5,1,19,1
19047,6,1,19,1
19047,7,2,NA,0
19047,8,2,NA,0
19047,9,1,19,1
19047,10,2,NA,0
19047,11,2,NA,0
19047,12,2,NA,0
19047,13,2,NA,0
19047,14,2,NA,0
19047,15,2,NA,0
19047,16,9,NSS,997
19048,1,1,366,2
19048,2,1,366,2
19048,3,1,366,2
19048,4,1,366,2
19048,5,1,366,2
19048,6,1,366,2
19048,7,2,NA,0
19048,8,1,366,2
19048,9,1,366,2
19048,10,1,366,2
19048,11,1,366,2
19048,12,1,366,2
19048,13,2,NA,0
19048,14,1,366,2
19048,15,1,366,2
19048,16,2,NA,0
19049,1,1,1,3
19049,2,2,NA,0
19049,3,1,1,3
19049,4,2,NA,0
19049,5,2,NA,0
19049,6,2,NA,0
19049,7,2,NA,0
19049,8,1,1,3
19049,9,1,1,3
19049,10,2,NA,0
19049,11,2,NA,0
19049,12,1,1,3
19049,13,2,NA,0
19049,14,2,NA,0
19049,15,2,NA,0
19049,16,2,NA,0
19050,1,0,NA,0
19050,2,0,NA,0
19050,3,0,NA,0
19050,4,0,NA,0
19050,5,0,NA,0
19050,6,0,NA,0
19050,7,0,NA,0
19050,8,0,NA,0
19050,9,0,NA,0
19050,10,0,NA,0
19050,11,0,NA,0
19050,12,0,NA,0
19050,13,0,NA,0
19050,14,0,NA,0
19050,15,0,NA,0
19050,16,0,NA,0
19051,1,1,20,1
19051,2,2,NA,0
19051,3,1,15,1
19051,4,2,NA,0
19051,5,1,20,1
19051,6,2,NA,0
19051,7,2,NA,0
19051,8,2,NA,0
19051,9,1,20,1
19051,10,2,NA,0
19051,11,2,NA,0
19051,12,2,NA,0
19051,13,2,NA,0
19051,14,2,NA,0
19051,15,9,NSS,997
19051,16,2,NA,0
20001,1,1,34,1
20001,2,1,34,1
20001,3,2,NA,0
20001,4,1,34,1
20001,5,1,34,1
20001,6,1,34,1
20001,7,2,NA,0
20001,8,2,NA,0
20001,9,1,34,1
20001,10,2,NA,0
20001,11,2,NA,0
20001,12,2,NA,0
20001,13,2,NA,0
20001,14,2,NA,0
20001,15,2,NA,0
20001,16,2,NA,0
20002,1,1,1,3
20002,2,1,1,3
20002,3,1,1,3
20002,4,1,2,3
20002,5,1,2,3
20002,6,1,1,3
20002,7,2,NA,0
20002,8,1,1,3
20002,9,1,1,3
20002,10,2,NA,0
20002,11,2,NA,0
20002,12,2,NA,0
20002,13,2,NA,0
20002,14,1,1,3
20002,15,2,NA,0
20002,16,2,NA,0
20003,1,1,18,3
20003,2,1,18,3
20003,3,2,NA,0
20003,4,1,18,3
20003,5,1,18,3
20003,6,2,NA,0
20003,7,2,NA,0
20003,8,2,NA,0
20003,9,2,NA,0
20003,10,2,NA,0
20003,11,2,NA,0
20003,12,2,NA,0
20003,13,2,NA,0
20003,14,2,NA,0
20003,15,2,NA,0
20003,16,2,NA,0
20004,1,1,1,3
20004,2,2,NA,0
20004,3,2,NA,0
20004,4,1,2,3
20004,5,1,2,3
20004,6,1,2,3
20004,7,2,NA,0
20004,8,2,NA,0
20004,9,1,2,3
20004,10,2,NA,0
20004,11,2,NA,0
20004,12,2,NA,0
20004,13,2,NA,0
20004,14,2,NA,0
20004,15,2,NA,0
20004,16,2,NA,0
20005,1,2,NA,0
20005,2,1,1,3
20005,3,2,NA,0
20005,4,1,1,3
20005,5,1,1,3
20005,6,1,1,3
20005,7,2,NA,0
20005,8,1,1,3
20005,9,1,1,3
20005,10,2,NA,0
20005,11,2,NA,0
20005,12,1,1,3
20005,13,2,NA,0
20005,14,2,NA,0
20005,15,2,NA,0
20005,16,2,NA,0
20006,1,1,20,1
20006,2,1,20,1
20006,3,2,NA,0
20006,4,1,20,1
20006,5,1,20,1
20006,6,1,20,1
20006,7,2,NA,0
20006,8,1,20,1
20006,9,1,20,1
20006,10,2,NA,0
20006,11,2,NA,0
20006,12,2,NA,0
20006,13,2,NA,0
20006,14,2,NA,0
20006,15,2,NA,0
20006,16,2,NA,0
20007,1,1,15,1
20007,2,2,NA,0
20007,3,2,NA,0
20007,4,1,15,2
20007,5,1,15,2
20007,6,1,15,2
20007,7,2,NA,0
20007,8,1,15,3
20007,9,1,15,2
20007,10,2,NA,0
20007,11,2,NA,0
20007,12,2,NA,0
20007,13,2,NA,0
20007,14,1,15,1
20007,15,2,NA,0
20007,16,2,NA,0
20008,1,2,NA,0
20008,2,2,NA,0
20008,3,2,NA,0
20008,4,1,6,3
20008,5,2,NA,0
20008,6,1,6,3
20008,7,2,NA,0
20008,8,2,NA,0
20008,9,1,6,3
20008,10,2,NA,0
20008,11,2,NA,0
20008,12,2,NA,0
20008,13,2,NA,0
20008,14,2,NA,0
20008,15,2,NA,0
20008,16,2,NA,0
20009,1,2,NA,0
20009,2,2,NA,0
20009,3,2,NA,0
20009,4,1,1,1
20009,5,1,1,1
20009,6,1,1,1
20009,7,2,NA,0
20009,8,2,NA,0
20009,9,1,1,1
20009,10,2,NA,0
20009,11,2,NA,0
20009,12,2,NA,0
20009,13,2,NA,0
20009,14,2,NA,0
20009,15,2,NA,0
20009,16,2,NA,0
20010,1,1,22,3
20010,2,1,22,3
20010,3,2,NA,0
20010,4,1,22,3
20010,5,1,22,3
20010,6,1,22,3
20010,7,2,NA,0
20010,8,1,22,3
20010,9,1,22,3
20010,10,2,NA,0
20010,11,2,NA,0
20010,12,1,22,3
20010,13,2,NA,0
20010,14,1,22,2
20010,15,2,NA,0
20010,16,2,NA,0
20011,1,2,NA,0
20011,2,2,NA,0
20011,3,2,NA,0
20011,4,1,8,2
20011,5,1,8,2
20011,6,1,8,2
20011,7,2,NA,0
20011,8,2,NA,0
20011,9,1,8,2
20011,10,2,NA,0
20011,11,2,NA,0
20011,12,2,NA,0
20011,13,2,NA,0
20011,14,2,NA,0
20011,15,2,NA,0
20011,16,2,NA,0
20012,1,2,NA,0
20012,2,2,NA,0
20012,3,2,NA,0
20012,4,1,19,3
20012,5,1,19,3
20012,6,1,19,3
20012,7,2,NA,0
20012,8,1,19,1
20012,9,1,19,3
20012,10,2,NA,0
20012,11,2,NA,0
20012,12,2,NA,0
20012,13,2,NA,0
20012,14,1,19,1
20012,15,2,NA,0
20012,16,2,NA,0
20013,1,2,NA,0
20013,2,2,NA,0
20013,3,2,NA,0
20013,4,2,NA,0
20013,5,2,NA,0
20013,6,1,11,3
20013,7,2,NA,0
20013,8,2,NA,0
20013,9,1,11,3
20013,10,2,NA,0
20013,11,1,11,3
20013,12,2,NA,0
20013,13,2,NA,0
20013,14,2,NA,0
20013,15,2,NA,0
20013,16,2,NA,0
20014,1,2,NA,0
20014,2,2,NA,0
20014,3,2,NA,0
20014,4,2,NA,0
20014,5,2,NA,0
20014,6,2,NA,0
20014,7,2,NA,0
20014,8,1,60,1
20014,9,1,60,2
20014,10,2,NA,0
20014,11,2,NA,0
20014,12,1,60,2
20014,13,2,NA,0
20014,14,1,60,1
20014,15,1,60,2
20014,16,2,NA,0
20015,1,2,NA,0
20015,2,2,NA,0
20015,3,2,NA,0
20015,4,1,7,3
20015,5,2,NA,0
20015,6,2,NA,0
20015,7,2,NA,0
20015,8,2,NA,0
20015,9,2,NA,0
20015,10,2,NA,0
20015,11,2,NA,0
20015,12,2,NA,0
20015,13,2,NA,0
20015,14,2,NA,0
20015,15,2,NA,0
20015,16,2,NA,0
20016,1,1,12,2
20016,2,2,NA,0
20016,3,2,NA,0
20016,4,1,12,2
20016,5,1,12,2
20016,6,1,12,2
20016,7,2,NA,0
20016,8,2,NA,0
20016,9,1,12,2
20016,10,2,NA,0
20016,11,2,NA,0
20016,12,2,NA,0
20016,13,2,NA,0
20016,14,2,NA,0
20016,15,2,NA,0
20016,16,2,NA,0
20017,1,2,NA,0
20017,2,1,13,3
20017,3,2,NA,0
20017,4,1,13,3
20017,5,1,13,3
20017,6,1,13,3
20017,7,2,NA,0
20017,8,2,NA,0
20017,9,1,13,3
20017,10,2,NA,0
20017,11,2,NA,0
20017,12,2,NA,0
20017,13,2,NA,0
20017,14,2,NA,0
20017,15,2,NA,0
20017,16,2,NA,0
20018,1,1,2,2
20018,2,1,2,2
20018,3,2,NA,0
20018,4,1,2,2
20018,5,1,2,2
20018,6,1,2,2
20018,7,2,NA,0
20018,8,2,NA,0
20018,9,1,2,2
20018,10,2,NA,0
20018,11,2,NA,0
20018,12,2,NA,0
20018,13,2,NA,0
20018,14,2,NA,0
20018,15,2,NA,0
20018,16,2,NA,0
20019,1,1,7,3
20019,2,2,NA,0
20019,3,2,NA,0
20019,4,1,7,3
20019,5,1,7,3
20019,6,1,7,3
20019,7,2,NA,0
20019,8,2,NA,0
20019,9,1,7,3
20019,10,2,NA,0
20019,11,2,NA,0
20019,12,2,NA,0
20019,13,2,NA,0
20019,14,2,NA,0
20019,15,2,NA,0
20019,16,2,NA,0
20020,1,1,12,3
20020,2,1,12,3
20020,3,2,NA,0
20020,4,1,12,3
20020,5,1,12,3
20020,6,1,12,3
20020,7,2,NA,0
20020,8,1,12,3
20020,9,1,12,3
20020,10,2,NA,0
20020,11,2,NA,0
20020,12,2,NA,0
20020,13,2,NA,0
20020,14,1,12,3
20020,15,2,NA,0
20020,16,2,NA,0
20021,1,1,1,3
20021,2,1,1,3
20021,3,1,1,3
20021,4,1,2,3
20021,5,1,2,3
20021,6,1,1,3
20021,7,2,NA,0
20021,8,1,1,3
20021,9,1,1,3
20021,10,2,NA,0
20021,11,1,2,2
20021,12,1,2,2
20021,13,1,2,2
20021,14,1,1,3
20021,15,2,NA,0
20021,16,2,NA,0
20022,1,2,NA,0
20022,2,2,NA,0
20022,3,2,NA,0
20022,4,1,1,3
20022,5,1,1,3
20022,6,1,1,3
20022,7,2,NA,0
20022,8,2,NA,0
20022,9,1,1,3
20022,10,2,NA,0
20022,11,2,NA,0
20022,12,2,NA,0
20022,13,2,NA,0
20022,14,2,NA,0
20022,15,2,NA,0
20022,16,2,NA,0
20023,1,1,1,2
20023,2,2,NA,0
20023,3,2,NA,0
20023,4,1,1,2
20023,5,1,1,2
20023,6,1,1,2
20023,7,2,NA,0
20023,8,1,1,2
20023,9,1,1,2
20023,10,2,NA,0
20023,11,2,NA,0
20023,12,2,NA,0
20023,13,1,1,2
20023,14,1,1,2
20023,15,2,NA,0
20023,16,2,NA,0
20024,1,2,NA,0
20024,2,2,NA,0
20024,3,2,NA,0
20024,4,2,NA,0
20024,5,2,NA,0
20024,6,2,NA,0
20024,7,2,NA,0
20024,8,2,NA,0
20024,9,2,NA,0
20024,10,2,NA,0
20024,11,2,NA,0
20024,12,2,NA,0
20024,13,2,NA,0
20024,14,2,NA,0
20024,15,2,NA,0
20024,16,2,NA,0
20025,1,1,13,2
20025,2,1,12,2
20025,3,2,NA,0
20025,4,1,13,2
20025,5,1,13,2
20025,6,1,13,2
20025,7,2,NA,0
20025,8,1,12,2
20025,9,1,12,2
20025,10,2,NA,0
20025,11,2,NA,0
20025,12,2,NA,0
20025,13,2,NA,0
20025,14,2,NA,0
20025,15,2,NA,0
20025,16,2,NA,0
20026,1,2,NA,0
20026,2,2,NA,0
20026,3,2,NA,0
20026,4,1,1,2
20026,5,1,1,2
20026,6,1,1,2
20026,7,2,NA,0
20026,8,2,NA,0
20026,9,2,NA,0
20026,10,2,NA,0
20026,11,2,NA,0
20026,12,2,NA,0
20026,13,2,NA,0
20026,14,2,NA,0
20026,15,2,NA,0
20026,16,2,NA,0
20027,1,1,18,3
20027,2,2,NA,0
20027,3,2,NA,0
20027,4,1,18,3
20027,5,1,18,3
20027,6,1,18,3
20027,7,2,NA,0
20027,8,2,NA,0
20027,9,2,NA,0
20027,10,2,NA,0
20027,11,2,NA,0
20027,12,2,NA,0
20027,13,2,NA,0
20027,14,2,NA,0
20027,15,2,NA,0
20027,16,2,NA,0
20028,1,1,25,2
20028,2,1,25,2
20028,3,2,NA,0
20028,4,1,25,2
20028,5,1,25,2
20028,6,1,25,2
20028,7,2,NA,0
20028,8,1,25,2
20028,9,1,25,2
20028,10,2,NA,0
20028,11,2,NA,0
20028,12,2,NA,0
20028,13,2,NA,0
20028,14,2,NA,0
20028,15,2,NA,0
20028,16,2,NA,0
20029,1,1,19,1
20029,2,2,NA,0
20029,3,2,NA,0
20029,4,1,19,1
20029,5,1,19,1
20029,6,2,NA,0
20029,7,2,NA,0
20029,8,2,NA,0
20029,9,1,19,1
20029,10,2,NA,0
20029,11,2,NA,0
20029,12,2,NA,0
20029,13,2,NA,0
20029,14,2,NA,0
20029,15,2,NA,0
20029,16,2,NA,0
20030,1,2,NA,0
20030,2,2,NA,0
20030,3,2,NA,0
20030,4,2,NA,0
20030,5,2,NA,0
20030,6,2,NA,0
20030,7,2,NA,0
20030,8,2,NA,0
20030,9,1,43,3
20030,10,2,NA,0
20030,11,2,NA,0
20030,12,2,NA,0
20030,13,2,NA,0
20030,14,1,43,3
20030,15,2,NA,0
20030,16,2,NA,0
20031,1,1,40,3
20031,2,1,40,3
20031,3,2,NA,0
20031,4,1,40,3
20031,5,1,40,3
20031,6,1,40,3
20031,7,2,NA,0
20031,8,2,NA,0
20031,9,2,NA,0
20031,10,2,NA,0
20031,11,2,NA,0
20031,12,2,NA,0
20031,13,2,NA,0
20031,14,2,NA,0
20031,15,2,NA,0
20031,16,2,NA,0
20032,1,1,10,3
20032,2,2,NA,0
20032,3,2,NA,0
20032,4,1,10,3
20032,5,1,10,3
20032,6,1,10,3
20032,7,2,NA,0
20032,8,2,NA,0
20032,9,1,10,3
20032,10,2,NA,0
20032,11,2,NA,0
20032,12,2,NA,0
20032,13,2,NA,0
20032,14,2,NA,0
20032,15,2,NA,0
20032,16,2,NA,0
20033,1,1,10,1
20033,2,1,10,1
20033,3,2,NA,0
20033,4,1,10,1
20033,5,1,10,1
20033,6,1,10,1
20033,7,2,NA,0
20033,8,2,NA,0
20033,9,1,10,1
20033,10,2,NA,0
20033,11,2,NA,0
20033,12,2,NA,0
20033,13,2,NA,0
20033,14,1,10,1
20033,15,2,NA,0
20033,16,2,NA,0
20034,1,1,10,1
20034,2,2,NA,0
20034,3,2,NA,0
20034,4,1,10,1
20034,5,1,10,1
20034,6,1,10,1
20034,7,2,NA,0
20034,8,2,NA,0
20034,9,1,10,1
20034,10,2,NA,0
20034,11,2,NA,0
20034,12,2,NA,0
20034,13,2,NA,0
20034,14,2,NA,0
20034,15,2,NA,0
20034,16,2,NA,0
20035,1,1,18,1
20035,2,1,18,1
20035,3,2,NA,0
20035,4,1,18,1
20035,5,1,18,1
20035,6,1,18,1
20035,7,2,NA,0
20035,8,2,NA,0
20035,9,1,18,1
20035,10,2,NA,0
20035,11,2,NA,0
20035,12,2,NA,0
20035,13,2,NA,0
20035,14,2,NA,0
20035,15,2,NA,0
20035,16,2,NA,0
20036,1,2,NA,0
20036,2,2,NA,0
20036,3,2,NA,0
20036,4,2,NA,0
20036,5,2,NA,0
20036,6,2,NA,0
20036,7,2,NA,0
20036,8,2,NA,0
20036,9,2,NA,0
20036,10,2,NA,0
20036,11,2,NA,0
20036,12,2,NA,0
20036,13,2,NA,0
20036,14,2,NA,0
20036,15,2,NA,0
20036,16,2,NA,0
20037,1,2,NA,0
20037,2,1,7,3
20037,3,1,7,3
20037,4,2,NA,0
20037,5,1,7,3
20037,6,1,7,3
20037,7,2,NA,0
20037,8,1,7,3
20037,9,1,7,3
20037,10,2,NA,0
20037,11,2,NA,0
20037,12,2,NA,0
20037,13,2,NA,0
20037,14,2,NA,0
20037,15,2,NA,0
20037,16,2,NA,0
20038,1,2,NA,0
20038,2,2,NA,0
20038,3,2,NA,0
20038,4,1,40,3
20038,5,2,NA,0
20038,6,2,NA,0
20038,7,2,NA,0
20038,8,2,NA,0
20038,9,2,NA,0
20038,10,2,NA,0
20038,11,2,NA,0
20038,12,2,NA,0
20038,13,2,NA,0
20038,14,2,NA,0
20038,15,2,NA,0
20038,16,2,NA,0
20039,1,2,NA,0
20039,2,2,NA,0
20039,3,2,NA,0
20039,4,2,NA,0
20039,5,2,NA,0
20039,6,2,NA,0
20039,7,2,NA,0
20039,8,2,NA,0
20039,9,1,174,3
20039,10,2,NA,0
20039,11,2,NA,0
20039,12,1,174,3
20039,13,2,NA,0
20039,14,2,NA,0
20039,15,1,174,3
20039,16,2,NA,0
20040,1,1,1,1
20040,2,1,1,1
20040,3,2,NA,0
20040,4,1,1,1
20040,5,1,1,1
20040,6,1,1,1
20040,7,2,NA,0
20040,8,1,1,1
20040,9,1,1,1
20040,10,2,NA,0
20040,11,2,NA,0
20040,12,2,NA,0
20040,13,2,NA,0
20040,14,2,NA,0
20040,15,2,NA,0
20040,16,2,NA,0
20041,1,1,42,1
20041,2,1,42,1
20041,3,1,42,1
20041,4,1,42,1
20041,5,1,42,1
20041,6,1,42,1
20041,7,2,NA,0
20041,8,1,42,1
20041,9,1,42,1
20041,10,1,42,1
20041,11,2,NA,0
20041,12,1,42,1
20041,13,1,42,1
20041,14,1,42,1
20041,15,2,NA,0
20041,16,2,NA,0
20042,1,1,11,2
20042,2,2,NA,0
20042,3,2,NA,0
20042,4,1,11,2
20042,5,1,11,2
20042,6,1,11,2
20042,7,2,NA,0
20042,8,1,11,2
20042,9,1,11,2
20042,10,2,NA,0
20042,11,2,NA,0
20042,12,2,NA,0
20042,13,2,NA,0
20042,14,1,11,2
20042,15,2,NA,0
20042,16,2,NA,0
20043,1,2,NA,0
20043,2,2,NA,0
20043,3,2,NA,0
20043,4,2,NA,0
20043,5,2,NA,0
20043,6,2,NA,0
20043,7,2,NA,0
20043,8,2,NA,0
20043,9,2,NA,0
20043,10,2,NA,0
20043,11,2,NA,0
20043,12,2,NA,0
20043,13,2,NA,0
20043,14,2,NA,0
20043,15,2,NA,0
20043,16,2,NA,0
20044,1,2,NA,0
20044,2,2,NA,0
20044,3,2,NA,0
20044,4,1,1,2
20044,5,1,1,2
20044,6,1,1,2
20044,7,2,NA,0
20044,8,1,1,2
20044,9,1,1,2
20044,10,2,NA,0
20044,11,2,NA,0
20044,12,2,NA,0
20044,13,2,NA,0
20044,14,2,NA,0
20044,15,2,NA,0
20044,16,2,NA,0
20045,1,1,20,3
20045,2,2,NA,0
20045,3,2,NA,0
20045,4,1,20,3
20045,5,1,20,3
20045,6,1,20,3
20045,7,2,NA,0
20045,8,2,NA,0
20045,9,1,20,3
20045,10,2,NA,0
20045,11,2,NA,0
20045,12,2,NA,0
20045,13,2,NA,0
20045,14,2,NA,0
20045,15,2,NA,0
20045,16,2,NA,0
20046,1,1,57,3
20046,2,1,57,3
20046,3,2,NA,0
20046,4,1,114,3
20046,5,1,57,3
20046,6,1,57,3
20046,7,2,NA,0
20046,8,2,NA,0
20046,9,1,57,3
20046,10,2,NA,0
20046,11,2,NA,0
20046,12,2,NA,0
20046,13,2,NA,0
20046,14,2,NA,0
20046,15,2,NA,0
20046,16,2,NA,0
20047,1,2,NA,0
20047,2,1,8,1
20047,3,2,NA,0
20047,4,2,NA,0
20047,5,2,NA,0
20047,6,2,NA,0
20047,7,2,NA,0
20047,8,2,NA,0
20047,9,2,NA,0
20047,10,2,NA,0
20047,11,2,NA,0
20047,12,2,NA,0
20047,13,2,NA,0
20047,14,2,NA,0
20047,15,2,NA,0
20047,16,2,NA,0
20048,1,2,NA,0
20048,2,2,NA,0
20048,3,2,NA,0
20048,4,2,NA,0
20048,5,2,NA,0
20048,6,2,NA,0
20048,7,2,NA,0
20048,8,2,NA,0
20048,9,2,NA,0
20048,10,2,NA,0
20048,11,2,NA,0
20048,12,2,NA,0
20048,13,2,NA,0
20048,14,2,NA,0
20048,15,2,NA,0
20048,16,2,NA,0
20049,1,1,20,1
20049,2,2,NA,0
20049,3,2,NA,0
20049,4,1,20,2
20049,5,1,20,1
20049,6,1,20,1
20049,7,2,NA,0
20049,8,1,20,1
20049,9,1,20,1
20049,10,2,NA,0
20049,11,2,NA,0
20049,12,2,NA,0
20049,13,2,NA,0
20049,14,2,NA,0
20049,15,2,NA,0
20049,16,1,20,2
20050,1,2,NA,0
20050,2,2,NA,0
20050,3,2,NA,0
20050,4,1,2,2
20050,5,2,NA,0
20050,6,1,2,2
20050,7,2,NA,0
20050,8,2,NA,0
20050,9,2,NA,0
20050,10,2,NA,0
20050,11,2,NA,0
20050,12,2,NA,0
20050,13,2,NA,0
20050,14,2,NA,0
20050,15,2,NA,0
20050,16,2,NA,0
20051,1,1,35,3
20051,2,1,35,3
20051,3,2,NA,0
20051,4,1,35,3
20051,5,1,35,3
20051,6,1,35,3
20051,7,2,NA,0
20051,8,2,NA,0
20051,9,1,35,3
20051,10,2,NA,0
20051,11,2,NA,0
20051,12,2,NA,0
20051,13,2,NA,0
20051,14,1,35,3
20051,15,2,NA,0
20051,16,2,NA,0
20052,1,2,NA,0
20052,2,2,NA,0
20052,3,2,NA,0
20052,4,1,14,3
20052,5,1,14,3
20052,6,1,14,3
20052,7,2,NA,0
20052,8,2,NA,0
20052,9,1,14,3
20052,10,2,NA,0
20052,11,2,NA,0
20052,12,2,NA,0
20052,13,2,NA,0
20052,14,1,14,3
20052,15,1,14,3
20052,16,2,NA,0
20053,1,2,NA,0
20053,2,2,NA,0
20053,3,2,NA,0
20053,4,1,10,3
20053,5,1,10,3
20053,6,1,10,3
20053,7,2,NA,0
20053,8,2,NA,0
20053,9,1,10,3
20053,10,2,NA,0
20053,11,2,NA,0
20053,12,2,NA,0
20053,13,2,NA,0
20053,14,1,10,1
20053,15,1,10,1
20053,16,2,NA,0
20054,1,1,6,3
20054,2,1,6,3
20054,3,1,6,3
20054,4,2,NA,0
20054,5,1,6,3
20054,6,2,NA,0
20054,7,2,NA,0
20054,8,2,NA,0
20054,9,1,6,3
20054,10,2,NA,0
20054,11,2,NA,0
20054,12,2,NA,0
20054,13,2,NA,0
20054,14,2,NA,0
20054,15,2,NA,0
20054,16,2,NA,0
20055,1,2,NA,0
20055,2,2,NA,0
20055,3,2,NA,0
20055,4,1,7,1
20055,5,1,7,1
20055,6,1,7,1
20055,7,2,NA,0
20055,8,2,NA,0
20055,9,1,7,1
20055,10,2,NA,0
20055,11,2,NA,0
20055,12,2,NA,0
20055,13,2,NA,0
20055,14,2,NA,0
20055,15,2,NA,0
20055,16,2,NA,0
20056,1,2,NA,0
20056,2,1,14,2
20056,3,2,NA,0
20056,4,1,14,2
20056,5,1,14,2
20056,6,1,14,2
20056,7,2,NA,0
20056,8,2,NA,0
20056,9,1,14,2
20056,10,2,NA,0
20056,11,2,NA,0
20056,12,2,NA,0
20056,13,2,NA,0
20056,14,2,NA,0
20056,15,2,NA,0
20056,16,2,NA,0
20057,1,2,NA,0
20057,2,2,NA,0
20057,3,2,NA,0
20057,4,1,65,3
20057,5,1,65,3
20057,6,1,65,3
20057,7,2,NA,0
20057,8,2,NA,0
20057,9,1,65,3
20057,10,2,NA,0
20057,11,2,NA,0
20057,12,1,65,3
20057,13,2,NA,0
20057,14,1,65,3
20057,15,2,NA,0
20057,16,2,NA,0
20058,1,1,18,2
20058,2,1,18,2
20058,3,1,18,2
20058,4,1,18,2
20058,5,1,18,2
20058,6,1,18,2
20058,7,2,NA,0
20058,8,1,18,2
20058,9,1,18,2
20058,10,2,NA,0
20058,11,2,NA,0
20058,12,2,NA,0
20058,13,2,NA,0
20058,14,2,NA,0
20058,15,2,NA,0
20058,16,2,NA,0
20059,1,1,72,3
20059,2,1,72,3
20059,3,2,NA,0
20059,4,1,72,3
20059,5,1,72,3
20059,6,1,72,3
20059,7,2,NA,0
20059,8,2,NA,0
20059,9,1,72,3
20059,10,2,NA,0
20059,11,2,NA,0
20059,12,2,NA,0
20059,13,2,NA,0
20059,14,1,72,3
20059,15,2,NA,0
20059,16,2,NA,0
20060,1,2,NA,0
20060,2,2,NA,0
20060,3,2,NA,0
20060,4,2,NA,0
20060,5,2,NA,0
20060,6,2,NA,0
20060,7,2,NA,0
20060,8,2,NA,0
20060,9,2,NA,0
20060,10,2,NA,0
20060,11,2,NA,0
20060,12,2,NA,0
20060,13,2,NA,0
20060,14,2,NA,0
