ubicageo_f,tordenes_b,rnsnni1,ordcum1,ordcum2
20178,2,2,NA,NA
20178,3,2,NA,NA
20178,4,2,NA,NA
20178,5,2,NA,NA
20178,6,2,NA,NA
20179,1,2,NA,NA
20179,2,2,NA,NA
20179,3,2,NA,NA
20179,4,2,NA,NA
20179,5,2,NA,NA
20179,6,2,NA,NA
20180,1,2,NA,NA
20180,2,2,NA,NA
20180,3,2,NA,NA
20180,4,2,NA,NA
20180,5,2,NA,NA
20180,6,2,NA,NA
20181,1,2,NA,NA
20181,2,2,NA,NA
20181,3,2,NA,NA
20181,4,2,NA,NA
20181,5,2,NA,NA
20181,6,2,NA,NA
20182,1,2,NA,NA
20182,2,2,NA,NA
20182,3,2,NA,NA
20182,4,2,NA,NA
20182,5,2,NA,NA
20182,6,2,NA,NA
20183,1,2,NA,NA
20183,2,2,NA,NA
20183,3,2,NA,NA
20183,4,2,NA,NA
20183,5,2,NA,NA
20183,6,2,NA,NA
20184,1,2,NA,NA
20184,2,2,NA,NA
20184,3,2,NA,NA
20184,4,2,NA,NA
20184,5,1,1000,0
20184,6,2,NA,NA
20185,1,2,NA,NA
20185,2,2,NA,NA
20185,3,2,NA,NA
20185,4,2,NA,NA
20185,5,2,NA,NA
20185,6,2,NA,NA
20186,1,2,NA,NA
20186,2,2,NA,NA
20186,3,2,NA,NA
20186,4,2,NA,NA
20186,5,2,NA,NA
20186,6,2,NA,NA
20187,1,2,NA,NA
20187,2,2,NA,NA
20187,3,2,NA,NA
20187,4,2,NA,NA
20187,5,2,NA,NA
20187,6,2,NA,NA
20188,1,2,NA,NA
20188,2,2,NA,NA
20188,3,2,NA,NA
20188,4,2,NA,NA
20188,5,2,NA,NA
20188,6,2,NA,NA
20189,1,2,NA,NA
20189,2,2,NA,NA
20189,3,2,NA,NA
20189,4,2,NA,NA
20189,5,2,NA,NA
20189,6,2,NA,NA
20190,1,2,NA,NA
20190,2,2,NA,NA
20190,3,2,NA,NA
20190,4,2,NA,NA
20190,5,2,NA,NA
20190,6,2,NA,NA
20191,1,2,NA,NA
20191,2,1,1,1
20191,3,2,NA,NA
20191,4,2,NA,NA
20191,5,1,1,1
20191,6,2,NA,NA
20192,1,2,NA,NA
20192,2,2,NA,NA
20192,3,2,NA,NA
20192,4,2,NA,NA
20192,5,2,NA,NA
20192,6,2,NA,NA
20193,1,2,NA,NA
20193,2,2,NA,NA
20193,3,2,NA,NA
20193,4,2,NA,NA
20193,5,2,NA,NA
20193,6,2,NA,NA
20194,1,2,NA,NA
20194,2,2,NA,NA
20194,3,2,NA,NA
20194,4,2,NA,NA
20194,5,2,NA,NA
20194,6,2,NA,NA
20195,1,2,NA,NA
20195,2,2,NA,NA
20195,3,2,NA,NA
20195,4,2,NA,NA
20195,5,2,NA,NA
20195,6,2,NA,NA
20196,1,2,NA,NA
20196,2,2,NA,NA
20196,3,2,NA,NA
20196,4,2,NA,NA
20196,5,2,NA,NA
20196,6,2,NA,NA
20197,1,2,NA,NA
20197,2,2,NA,NA
20197,3,2,NA,NA
20197,4,2,NA,NA
20197,5,2,NA,NA
20197,6,2,NA,NA
20198,1,2,NA,NA
20198,2,2,NA,NA
20198,3,2,NA,NA
20198,4,1,1,1
20198,5,2,NA,NA
20198,6,2,NA,NA
20199,1,2,NA,NA
20199,2,2,NA,NA
20199,3,2,NA,NA
20199,4,2,NA,NA
20199,5,2,NA,NA
20199,6,2,NA,NA
20200,1,2,NA,NA
20200,2,2,NA,NA
20200,3,2,NA,NA
20200,4,2,NA,NA
20200,5,2,NA,NA
20200,6,2,NA,NA
20201,1,2,NA,NA
20201,2,2,NA,NA
20201,3,2,NA,NA
20201,4,2,NA,NA
20201,5,2,NA,NA
20201,6,2,NA,NA
20202,1,2,NA,NA
20202,2,2,NA,NA
20202,3,2,NA,NA
20202,4,2,NA,NA
20202,5,2,NA,NA
20202,6,2,NA,NA
20203,1,2,NA,NA
20203,2,2,NA,NA
20203,3,2,NA,NA
20203,4,2,NA,NA
20203,5,2,NA,NA
20203,6,2,NA,NA
20204,1,2,NA,NA
20204,2,2,NA,NA
20204,3,2,NA,NA
20204,4,2,NA,NA
20204,5,2,NA,NA
20204,6,2,NA,NA
20205,1,0,NA,NA
20205,2,0,NA,NA
20205,3,0,NA,NA
20205,4,0,NA,NA
20205,5,0,NA,NA
20205,6,0,NA,NA
20206,1,2,NA,NA
20206,2,2,NA,NA
20206,3,2,NA,NA
20206,4,2,NA,NA
20206,5,2,NA,NA
20206,6,2,NA,NA
20207,1,0,NA,NA
20207,2,0,NA,NA
20207,3,0,NA,NA
20207,4,0,NA,NA
20207,5,0,NA,NA
20207,6,0,NA,NA
20208,1,2,NA,NA
20208,2,2,NA,NA
20208,3,2,NA,NA
20208,4,2,NA,NA
20208,5,2,NA,NA
20208,6,2,NA,NA
20209,1,2,NA,NA
20209,2,2,NA,NA
20209,3,2,NA,NA
20209,4,2,NA,NA
20209,5,2,NA,NA
20209,6,2,NA,NA
20210,1,2,NA,NA
20210,2,2,NA,NA
20210,3,2,NA,NA
20210,4,2,NA,NA
20210,5,2,NA,NA
20210,6,2,NA,NA
20211,1,2,NA,NA
20211,2,2,NA,NA
20211,3,2,NA,NA
20211,4,2,NA,NA
20211,5,2,NA,NA
20211,6,2,NA,NA
20212,1,2,NA,NA
20212,2,2,NA,NA
20212,3,2,NA,NA
20212,4,2,NA,NA
20212,5,2,NA,NA
20212,6,2,NA,NA
20213,1,2,NA,NA
20213,2,2,NA,NA
20213,3,2,NA,NA
20213,4,2,NA,NA
20213,5,2,NA,NA
20213,6,2,NA,NA
20214,1,2,NA,NA
20214,2,2,NA,NA
20214,3,2,NA,NA
20214,4,2,NA,NA
20214,5,2,NA,NA
20214,6,2,NA,NA
20215,1,2,NA,NA
20215,2,2,NA,NA
20215,3,2,NA,NA
20215,4,2,NA,NA
20215,5,2,NA,NA
20215,6,2,NA,NA
20216,1,2,NA,NA
20216,2,2,NA,NA
20216,3,2,NA,NA
20216,4,2,NA,NA
20216,5,2,NA,NA
20216,6,2,NA,NA
20217,1,2,NA,NA
20217,2,2,NA,NA
20217,3,2,NA,NA
20217,4,2,NA,NA
20217,5,2,NA,NA
20217,6,2,NA,NA
20218,1,2,NA,NA
20218,2,2,NA,NA
20218,3,2,NA,NA
20218,4,2,NA,NA
20218,5,2,NA,NA
20218,6,2,NA,NA
20219,1,2,NA,NA
20219,2,2,NA,NA
20219,3,2,NA,NA
20219,4,2,NA,NA
20219,5,2,NA,NA
20219,6,2,NA,NA
20220,1,2,NA,NA
20220,2,2,NA,NA
20220,3,2,NA,NA
20220,4,2,NA,NA
20220,5,2,NA,NA
20220,6,2,NA,NA
20221,1,2,NA,NA
20221,2,2,NA,NA
20221,3,2,NA,NA
20221,4,2,NA,NA
20221,5,2,NA,NA
20221,6,2,NA,NA
20222,1,2,NA,NA
20222,2,2,NA,NA
20222,3,2,NA,NA
20222,4,2,NA,NA
20222,5,2,NA,NA
20222,6,2,NA,NA
20223,1,2,NA,NA
20223,2,2,NA,NA
20223,3,2,NA,NA
20223,4,2,NA,NA
20223,5,2,NA,NA
20223,6,2,NA,NA
20224,1,2,NA,NA
20224,2,2,NA,NA
20224,3,2,NA,NA
20224,4,2,NA,NA
20224,5,2,NA,NA
20224,6,2,NA,NA
20225,1,2,NA,NA
20225,2,2,NA,NA
20225,3,2,NA,NA
20225,4,2,NA,NA
20225,5,2,NA,NA
20225,6,2,NA,NA
20226,1,2,NA,NA
20226,2,2,NA,NA
20226,3,2,NA,NA
20226,4,2,NA,NA
20226,5,2,NA,NA
20226,6,2,NA,NA
20227,1,2,NA,NA
20227,2,2,NA,NA
20227,3,2,NA,NA
20227,4,2,NA,NA
20227,5,2,NA,NA
20227,6,2,NA,NA
20228,1,2,NA,NA
20228,2,2,NA,NA
20228,3,2,NA,NA
20228,4,2,NA,NA
20228,5,2,NA,NA
20228,6,2,NA,NA
20229,1,2,NA,NA
20229,2,2,NA,NA
20229,3,2,NA,NA
20229,4,2,NA,NA
20229,5,2,NA,NA
20229,6,2,NA,NA
20230,1,2,NA,NA
20230,2,2,NA,NA
20230,3,2,NA,NA
20230,4,2,NA,NA
20230,5,2,NA,NA
20230,6,2,NA,NA
20231,1,2,NA,NA
20231,2,2,NA,NA
20231,3,2,NA,NA
20231,4,2,NA,NA
20231,5,2,NA,NA
20231,6,2,NA,NA
20232,1,2,NA,NA
20232,2,1,1,1
20232,3,2,NA,NA
20232,4,2,NA,NA
20232,5,1,10,2
20232,6,1,3,3
20233,1,2,NA,NA
20233,2,2,NA,NA
20233,3,2,NA,NA
20233,4,2,NA,NA
20233,5,2,NA,NA
20233,6,2,NA,NA
20234,1,2,NA,NA
20234,2,2,NA,NA
20234,3,2,NA,NA
20234,4,2,NA,NA
20234,5,2,NA,NA
20234,6,2,NA,NA
20235,1,2,NA,NA
20235,2,2,NA,NA
20235,3,2,NA,NA
20235,4,2,NA,NA
20235,5,1,4,4
20235,6,2,NA,NA
20236,1,2,NA,NA
20236,2,2,NA,NA
20236,3,2,NA,NA
20236,4,2,NA,NA
20236,5,2,NA,NA
20236,6,2,NA,NA
20237,1,2,NA,NA
20237,2,2,NA,NA
20237,3,2,NA,NA
20237,4,2,NA,NA
20237,5,1,5,5
20237,6,2,NA,NA
20238,1,2,NA,NA
20238,2,2,NA,NA
20238,3,2,NA,NA
20238,4,2,NA,NA
20238,5,2,NA,NA
20238,6,2,NA,NA
20239,1,2,NA,NA
20239,2,2,NA,NA
20239,3,2,NA,NA
20239,4,2,NA,NA
20239,5,2,NA,NA
20239,6,2,NA,NA
20240,1,2,NA,NA
20240,2,2,NA,NA
20240,3,2,NA,NA
20240,4,2,NA,NA
20240,5,2,NA,NA
20240,6,2,NA,NA
20241,1,2,NA,NA
20241,2,2,NA,NA
20241,3,2,NA,NA
20241,4,2,NA,NA
20241,5,2,NA,NA
20241,6,2,NA,NA
20242,1,0,NA,NA
20242,2,0,NA,NA
20242,3,0,NA,NA
20242,4,0,NA,NA
20242,5,0,NA,NA
20242,6,0,NA,NA
20243,1,2,NA,NA
20243,2,2,NA,NA
20243,3,2,NA,NA
20243,4,2,NA,NA
20243,5,2,NA,NA
20243,6,2,NA,NA
20244,1,2,NA,NA
20244,2,2,NA,NA
20244,3,2,NA,NA
20244,4,2,NA,NA
20244,5,2,NA,NA
20244,6,2,NA,NA
20245,1,2,NA,NA
20245,2,2,NA,NA
20245,3,2,NA,NA
20245,4,2,NA,NA
20245,5,2,NA,NA
20245,6,2,NA,NA
20246,1,2,NA,NA
20246,2,2,NA,NA
20246,3,2,NA,NA
20246,4,2,NA,NA
20246,5,2,NA,NA
20246,6,2,NA,NA
20247,1,2,NA,NA
20247,2,1,2,2
20247,3,2,NA,NA
20247,4,1,18,18
20247,5,2,NA,NA
20247,6,2,NA,NA
20248,1,2,NA,NA
20248,2,2,NA,NA
20248,3,2,NA,NA
20248,4,2,NA,NA
20248,5,2,NA,NA
20248,6,2,NA,NA
20249,1,2,NA,NA
20249,2,2,NA,NA
20249,3,2,NA,NA
20249,4,2,NA,NA
20249,5,2,NA,NA
20249,6,2,NA,NA
20250,1,2,NA,NA
20250,2,2,NA,NA
20250,3,2,NA,NA
20250,4,2,NA,NA
20250,5,2,NA,NA
20250,6,2,NA,NA
20251,1,2,NA,NA
20251,2,2,NA,NA
20251,3,2,NA,NA
20251,4,2,NA,NA
20251,5,2,NA,NA
20251,6,2,NA,NA
20252,1,2,NA,NA
20252,2,2,NA,NA
20252,3,2,NA,NA
20252,4,2,NA,NA
20252,5,2,NA,NA
20252,6,2,NA,NA
20253,1,2,NA,NA
20253,2,2,NA,NA
20253,3,2,NA,NA
20253,4,2,NA,NA
20253,5,2,NA,NA
20253,6,2,NA,NA
20254,1,2,NA,NA
20254,2,2,NA,NA
20254,3,2,NA,NA
20254,4,2,NA,NA
20254,5,2,NA,NA
20254,6,2,NA,NA
20255,1,2,NA,NA
20255,2,2,NA,NA
20255,3,2,NA,NA
20255,4,2,NA,NA
20255,5,2,NA,NA
20255,6,2,NA,NA
20256,1,2,NA,NA
20256,2,2,NA,NA
20256,3,2,NA,NA
20256,4,2,NA,NA
20256,5,2,NA,NA
20256,6,2,NA,NA
20257,1,2,NA,NA
20257,2,2,NA,NA
20257,3,2,NA,NA
20257,4,2,NA,NA
20257,5,2,NA,NA
20257,6,2,NA,NA
20258,1,2,NA,NA
20258,2,2,NA,NA
20258,3,2,NA,NA
20258,4,2,NA,NA
20258,5,2,NA,NA
20258,6,2,NA,NA
20259,1,2,NA,NA
20259,2,2,NA,NA
20259,3,2,NA,NA
20259,4,2,NA,NA
20259,5,2,NA,NA
20259,6,2,NA,NA
20260,1,2,NA,NA
20260,2,2,NA,NA
20260,3,2,NA,NA
20260,4,2,NA,NA
20260,5,2,NA,NA
20260,6,2,NA,NA
20261,1,2,NA,NA
20261,2,2,NA,NA
20261,3,2,NA,NA
20261,4,2,NA,NA
20261,5,2,NA,NA
20261,6,2,NA,NA
20262,1,2,NA,NA
20262,2,2,NA,NA
20262,3,2,NA,NA
20262,4,2,NA,NA
20262,5,2,NA,NA
20262,6,2,NA,NA
20263,1,2,NA,NA
20263,2,2,NA,NA
20263,3,2,NA,NA
20263,4,2,NA,NA
20263,5,2,NA,NA
20263,6,2,NA,NA
20264,1,2,NA,NA
20264,2,2,NA,NA
20264,3,2,NA,NA
20264,4,2,NA,NA
20264,5,2,NA,NA
20264,6,2,NA,NA
20265,1,2,NA,NA
20265,2,2,NA,NA
20265,3,2,NA,NA
20265,4,2,NA,NA
20265,5,2,NA,NA
20265,6,2,NA,NA
20266,1,2,NA,NA
20266,2,2,NA,NA
20266,3,2,NA,NA
20266,4,2,NA,NA
20266,5,2,NA,NA
20266,6,2,NA,NA
20267,1,2,NA,NA
20267,2,2,NA,NA
20267,3,2,NA,NA
20267,4,2,NA,NA
20267,5,2,NA,NA
20267,6,2,NA,NA
20268,1,2,NA,NA
20268,2,2,NA,NA
20268,3,2,NA,NA
20268,4,2,NA,NA
20268,5,2,NA,NA
20268,6,2,NA,NA
20269,1,2,NA,NA
20269,2,2,NA,NA
20269,3,2,NA,NA
20269,4,2,NA,NA
20269,5,2,NA,NA
20269,6,2,NA,NA
20270,1,9,NSS,NSS
20270,2,9,NSS,NSS
20270,3,9,NSS,NSS
20270,4,9,NSS,NSS
20270,5,9,NSS,NSS
20270,6,9,NSS,NSS
20271,1,2,NA,NA
20271,2,2,NA,NA
20271,3,2,NA,NA
20271,4,2,NA,NA
20271,5,2,NA,NA
20271,6,2,NA,NA
20272,1,2,NA,NA
20272,2,2,NA,NA
20272,3,2,NA,NA
20272,4,2,NA,NA
20272,5,2,NA,NA
20272,6,2,NA,NA
20273,1,2,NA,NA
20273,2,2,NA,NA
20273,3,2,NA,NA
20273,4,2,NA,NA
20273,5,2,NA,NA
20273,6,2,NA,NA
20274,1,2,NA,NA
20274,2,2,NA,NA
20274,3,2,NA,NA
20274,4,2,NA,NA
20274,5,2,NA,NA
20274,6,2,NA,NA
20275,1,2,NA,NA
20275,2,2,NA,NA
20275,3,2,NA,NA
20275,4,2,NA,NA
20275,5,2,NA,NA
20275,6,2,NA,NA
20276,1,2,NA,NA
20276,2,2,NA,NA
20276,3,2,NA,NA
20276,4,2,NA,NA
20276,5,2,NA,NA
20276,6,2,NA,NA
20277,1,2,NA,NA
20277,2,2,NA,NA
20277,3,2,NA,NA
20277,4,2,NA,NA
20277,5,2,NA,NA
20277,6,2,NA,NA
20278,1,2,NA,NA
20278,2,2,NA,NA
20278,3,2,NA,NA
20278,4,2,NA,NA
20278,5,2,NA,NA
20278,6,2,NA,NA
20279,1,2,NA,NA
20279,2,2,NA,NA
20279,3,2,NA,NA
20279,4,2,NA,NA
20279,5,2,NA,NA
20279,6,2,NA,NA
20280,1,2,NA,NA
20280,2,2,NA,NA
20280,3,2,NA,NA
20280,4,2,NA,NA
20280,5,2,NA,NA
20280,6,2,NA,NA
20281,1,2,NA,NA
20281,2,2,NA,NA
20281,3,2,NA,NA
20281,4,2,NA,NA
20281,5,2,NA,NA
20281,6,2,NA,NA
20282,1,2,NA,NA
20282,2,2,NA,NA
20282,3,2,NA,NA
20282,4,2,NA,NA
20282,5,2,NA,NA
20282,6,2,NA,NA
20283,1,2,NA,NA
20283,2,2,NA,NA
20283,3,2,NA,NA
20283,4,2,NA,NA
20283,5,2,NA,NA
20283,6,2,NA,NA
20284,1,2,NA,NA
20284,2,2,NA,NA
20284,3,2,NA,NA
20284,4,2,NA,NA
20284,5,2,NA,NA
20284,6,2,NA,NA
20285,1,2,NA,NA
20285,2,2,NA,NA
20285,3,2,NA,NA
20285,4,2,NA,NA
20285,5,2,NA,NA
20285,6,2,NA,NA
20286,1,2,NA,NA
20286,2,2,NA,NA
20286,3,2,NA,NA
20286,4,2,NA,NA
20286,5,2,NA,NA
20286,6,2,NA,NA
20287,1,2,NA,NA
20287,2,2,NA,NA
20287,3,2,NA,NA
20287,4,2,NA,NA
20287,5,2,NA,NA
20287,6,2,NA,NA
20288,1,2,NA,NA
20288,2,2,NA,NA
20288,3,2,NA,NA
20288,4,2,NA,NA
20288,5,2,NA,NA
20288,6,2,NA,NA
20289,1,2,NA,NA
20289,2,2,NA,NA
20289,3,2,NA,NA
20289,4,2,NA,NA
20289,5,2,NA,NA
20289,6,2,NA,NA
20290,1,2,NA,NA
20290,2,2,NA,NA
20290,3,2,NA,NA
20290,4,2,NA,NA
20290,5,2,NA,NA
20290,6,2,NA,NA
20291,1,2,NA,NA
20291,2,2,NA,NA
20291,3,2,NA,NA
20291,4,2,NA,NA
20291,5,2,NA,NA
20291,6,2,NA,NA
20292,1,2,NA,NA
20292,2,2,NA,NA
20292,3,2,NA,NA
20292,4,2,NA,NA
20292,5,2,NA,NA
20292,6,2,NA,NA
20293,1,2,NA,NA
20293,2,2,NA,NA
20293,3,2,NA,NA
20293,4,2,NA,NA
20293,5,2,NA,NA
20293,6,2,NA,NA
20294,1,2,NA,NA
20294,2,2,NA,NA
20294,3,2,NA,NA
20294,4,1,1,1
20294,5,1,120,120
20294,6,2,NA,NA
20295,1,2,NA,NA
20295,2,2,NA,NA
20295,3,2,NA,NA
20295,4,2,NA,NA
20295,5,1,20,20
20295,6,2,NA,NA
20296,1,2,NA,NA
20296,2,2,NA,NA
20296,3,2,NA,NA
20296,4,2,NA,NA
20296,5,2,NA,NA
20296,6,2,NA,NA
20297,1,2,NA,NA
20297,2,2,NA,NA
20297,3,2,NA,NA
20297,4,2,NA,NA
20297,5,2,NA,NA
20297,6,2,NA,NA
20298,1,2,NA,NA
20298,2,2,NA,NA
20298,3,2,NA,NA
20298,4,2,NA,NA
20298,5,2,NA,NA
20298,6,2,NA,NA
20299,1,2,NA,NA
20299,2,2,NA,NA
20299,3,2,NA,NA
20299,4,2,NA,NA
20299,5,2,NA,NA
20299,6,2,NA,NA
20300,1,2,NA,NA
20300,2,2,NA,NA
20300,3,2,NA,NA
20300,4,2,NA,NA
20300,5,2,NA,NA
20300,6,2,NA,NA
20301,1,2,NA,NA
20301,2,2,NA,NA
20301,3,2,NA,NA
20301,4,2,NA,NA
20301,5,2,NA,NA
20301,6,2,NA,NA
20302,1,2,NA,NA
20302,2,2,NA,NA
20302,3,2,NA,NA
20302,4,2,NA,NA
20302,5,2,NA,NA
20302,6,2,NA,NA
20303,1,2,NA,NA
20303,2,2,NA,NA
20303,3,2,NA,NA
20303,4,2,NA,NA
20303,5,2,NA,NA
20303,6,2,NA,NA
20304,1,2,NA,NA
20304,2,2,NA,NA
20304,3,2,NA,NA
20304,4,2,NA,NA
20304,5,2,NA,NA
20304,6,2,NA,NA
20305,1,2,NA,NA
20305,2,2,NA,NA
20305,3,2,NA,NA
20305,4,2,NA,NA
20305,5,2,NA,NA
20305,6,2,NA,NA
20306,1,2,NA,NA
20306,2,2,NA,NA
20306,3,2,NA,NA
20306,4,2,NA,NA
20306,5,2,NA,NA
20306,6,2,NA,NA
20307,1,2,NA,NA
20307,2,2,NA,NA
20307,3,2,NA,NA
20307,4,2,NA,NA
20307,5,2,NA,NA
20307,6,2,NA,NA
20308,1,2,NA,NA
20308,2,2,NA,NA
20308,3,2,NA,NA
20308,4,2,NA,NA
20308,5,2,NA,NA
20308,6,2,NA,NA
20309,1,2,NA,NA
20309,2,2,NA,NA
20309,3,2,NA,NA
20309,4,2,NA,NA
20309,5,2,NA,NA
20309,6,2,NA,NA
20310,1,2,NA,NA
20310,2,2,NA,NA
20310,3,2,NA,NA
20310,4,2,NA,NA
20310,5,2,NA,NA
20310,6,2,NA,NA
20311,1,2,NA,NA
20311,2,2,NA,NA
20311,3,2,NA,NA
20311,4,2,NA,NA
20311,5,2,NA,NA
20311,6,2,NA,NA
20312,1,2,NA,NA
20312,2,2,NA,NA
20312,3,2,NA,NA
20312,4,2,NA,NA
20312,5,2,NA,NA
20312,6,2,NA,NA
20313,1,2,NA,NA
20313,2,2,NA,NA
20313,3,2,NA,NA
20313,4,2,NA,NA
20313,5,2,NA,NA
20313,6,2,NA,NA
20314,1,2,NA,NA
20314,2,2,NA,NA
20314,3,2,NA,NA
20314,4,2,NA,NA
20314,5,2,NA,NA
20314,6,2,NA,NA
20315,1,2,NA,NA
20315,2,2,NA,NA
20315,3,2,NA,NA
20315,4,2,NA,NA
20315,5,2,NA,NA
20315,6,2,NA,NA
20316,1,2,NA,NA
20316,2,2,NA,NA
20316,3,2,NA,NA
20316,4,2,NA,NA
20316,5,2,NA,NA
20316,6,2,NA,NA
20317,1,0,NA,NA
20317,2,0,NA,NA
20317,3,0,NA,NA
20317,4,0,NA,NA
20317,5,0,NA,NA
20317,6,0,NA,NA
20318,1,9,NSS,NSS
20318,2,9,NSS,NSS
20318,3,9,NSS,NSS
20318,4,9,NSS,NSS
20318,5,9,NSS,NSS
20318,6,9,NSS,NSS
20319,1,0,NA,NA
20319,2,0,NA,NA
20319,3,0,NA,NA
20319,4,0,NA,NA
20319,5,0,NA,NA
20319,6,0,NA,NA
20320,1,2,NA,NA
20320,2,2,NA,NA
20320,3,2,NA,NA
20320,4,2,NA,NA
20320,5,2,NA,NA
20320,6,2,NA,NA
20321,1,2,NA,NA
20321,2,2,NA,NA
20321,3,2,NA,NA
20321,4,2,NA,NA
20321,5,2,NA,NA
20321,6,2,NA,NA
20322,1,0,NA,NA
20322,2,0,NA,NA
20322,3,0,NA,NA
20322,4,0,NA,NA
20322,5,0,NA,NA
20322,6,0,NA,NA
20323,1,2,NA,NA
20323,2,2,NA,NA
20323,3,2,NA,NA
20323,4,2,NA,NA
20323,5,2,NA,NA
20323,6,2,NA,NA
20324,1,2,NA,NA
20324,2,1,7,5
20324,3,2,NA,NA
20324,4,2,NA,NA
20324,5,2,NA,NA
20324,6,2,NA,NA
20325,1,2,NA,NA
20325,2,2,NA,NA
20325,3,2,NA,NA
20325,4,2,NA,NA
20325,5,2,NA,NA
20325,6,2,NA,NA
20326,1,2,NA,NA
20326,2,2,NA,NA
20326,3,2,NA,NA
20326,4,2,NA,NA
20326,5,2,NA,NA
20326,6,2,NA,NA
20327,1,2,NA,NA
20327,2,2,NA,NA
20327,3,2,NA,NA
20327,4,2,NA,NA
20327,5,2,NA,NA
20327,6,2,NA,NA
20328,1,2,NA,NA
20328,2,2,NA,NA
20328,3,2,NA,NA
20328,4,2,NA,NA
20328,5,2,NA,NA
20328,6,2,NA,NA
20329,1,2,NA,NA
20329,2,2,NA,NA
20329,3,2,NA,NA
20329,4,2,NA,NA
20329,5,2,NA,NA
20329,6,2,NA,NA
20330,1,2,NA,NA
20330,2,2,NA,NA
20330,3,2,NA,NA
20330,4,2,NA,NA
20330,5,2,NA,NA
20330,6,2,NA,NA
20331,1,2,NA,NA
20331,2,2,NA,NA
20331,3,2,NA,NA
20331,4,2,NA,NA
20331,5,1,2,2
20331,6,2,NA,NA
20332,1,2,NA,NA
20332,2,2,NA,NA
20332,3,2,NA,NA
20332,4,2,NA,NA
20332,5,2,NA,NA
20332,6,2,NA,NA
20333,1,2,NA,NA
20333,2,2,NA,NA
20333,3,2,NA,NA
20333,4,2,NA,NA
20333,5,2,NA,NA
20333,6,2,NA,NA
20334,1,2,NA,NA
20334,2,2,NA,NA
20334,3,2,NA,NA
20334,4,2,NA,NA
20334,5,2,NA,NA
20334,6,2,NA,NA
20335,1,2,NA,NA
20335,2,2,NA,NA
20335,3,2,NA,NA
20335,4,2,NA,NA
20335,5,2,NA,NA
20335,6,2,NA,NA
20336,1,2,NA,NA
20336,2,2,NA,NA
20336,3,2,NA,NA
20336,4,2,NA,NA
20336,5,2,NA,NA
20336,6,2,NA,NA
20337,1,2,NA,NA
20337,2,2,NA,NA
20337,3,2,NA,NA
20337,4,2,NA,NA
20337,5,2,NA,NA
20337,6,2,NA,NA
20338,1,2,NA,NA
20338,2,2,NA,NA
20338,3,2,NA,NA
20338,4,2,NA,NA
20338,5,2,NA,NA
20338,6,2,NA,NA
20339,1,2,NA,NA
20339,2,2,NA,NA
20339,3,2,NA,NA
20339,4,2,NA,NA
20339,5,1,2,2
20339,6,2,NA,NA
20340,1,2,NA,NA
20340,2,2,NA,NA
20340,3,2,NA,NA
20340,4,2,NA,NA
20340,5,2,NA,NA
20340,6,2,NA,NA
20341,1,2,NA,NA
20341,2,2,NA,NA
20341,3,2,NA,NA
20341,4,2,NA,NA
20341,5,2,NA,NA
20341,6,2,NA,NA
20342,1,0,NA,NA
20342,2,0,NA,NA
20342,3,0,NA,NA
20342,4,0,NA,NA
20342,5,0,NA,NA
20342,6,0,NA,NA
20343,1,2,NA,NA
20343,2,2,NA,NA
20343,3,2,NA,NA
20343,4,2,NA,NA
20343,5,2,NA,NA
20343,6,2,NA,NA
20344,1,2,NA,NA
20344,2,2,NA,NA
20344,3,2,NA,NA
20344,4,2,NA,NA
20344,5,2,NA,NA
20344,6,2,NA,NA
20345,1,2,NA,NA
20345,2,2,NA,NA
20345,3,2,NA,NA
20345,4,2,NA,NA
20345,5,2,NA,NA
20345,6,2,NA,NA
20346,1,2,NA,NA
20346,2,2,NA,NA
20346,3,2,NA,NA
20346,4,2,NA,NA
20346,5,2,NA,NA
20346,6,2,NA,NA
20347,1,2,NA,NA
20347,2,2,NA,NA
20347,3,2,NA,NA
20347,4,2,NA,NA
20347,5,2,NA,NA
20347,6,2,NA,NA
20348,1,2,NA,NA
20348,2,2,NA,NA
20348,3,2,NA,NA
20348,4,1,1,1
20348,5,1,6,6
20348,6,2,NA,NA
20349,1,2,NA,NA
20349,2,2,NA,NA
20349,3,2,NA,NA
20349,4,2,NA,NA
20349,5,2,NA,NA
20349,6,2,NA,NA
20350,1,2,NA,NA
20350,2,2,NA,NA
20350,3,2,NA,NA
20350,4,2,NA,NA
20350,5,2,NA,NA
20350,6,2,NA,NA
20351,1,2,NA,NA
20351,2,2,NA,NA
20351,3,2,NA,NA
20351,4,2,NA,NA
20351,5,2,NA,NA
20351,6,2,NA,NA
20352,1,0,NA,NA
20352,2,0,NA,NA
20352,3,0,NA,NA
20352,4,0,NA,NA
20352,5,0,NA,NA
20352,6,0,NA,NA
20353,1,2,NA,NA
20353,2,2,NA,NA
20353,3,2,NA,NA
20353,4,2,NA,NA
20353,5,2,NA,NA
20353,6,2,NA,NA
20354,1,2,NA,NA
20354,2,2,NA,NA
20354,3,2,NA,NA
20354,4,2,NA,NA
20354,5,2,NA,NA
20354,6,2,NA,NA
20355,1,2,NA,NA
20355,2,2,NA,NA
20355,3,2,NA,NA
20355,4,2,NA,NA
20355,5,2,NA,NA
20355,6,2,NA,NA
20356,1,2,NA,NA
20356,2,2,NA,NA
20356,3,2,NA,NA
20356,4,2,NA,NA
20356,5,2,NA,NA
20356,6,2,NA,NA
20357,1,2,NA,NA
20357,2,2,NA,NA
