ubicageo_f,tordenes_b,rnsnni1,ordcum1,ordcum2
16045,5,2,NA,NA
16045,6,2,NA,NA
16046,1,2,NA,NA
16046,2,2,NA,NA
16046,3,2,NA,NA
16046,4,2,NA,NA
16046,5,1,1,1
16046,6,2,NA,NA
16047,1,2,NA,NA
16047,2,2,NA,NA
16047,3,2,NA,NA
16047,4,2,NA,NA
16047,5,2,NA,NA
16047,6,2,NA,NA
16048,1,9,NSS,NSS
16048,2,9,NSS,NSS
16048,3,9,NSS,NSS
16048,4,1,1,1
16048,5,1,15,15
16048,6,2,NA,NA
16049,1,2,NA,NA
16049,2,2,NA,NA
16049,3,2,NA,NA
16049,4,1,2,2
16049,5,1,6,6
16049,6,2,NA,NA
16050,1,2,NA,NA
16050,2,2,NA,NA
16050,3,2,NA,NA
16050,4,1,280,280
16050,5,1,180,150
16050,6,2,NA,NA
16051,1,98,ND,ND
16051,2,98,ND,ND
16051,3,98,ND,ND
16051,4,98,ND,ND
16051,5,98,ND,ND
16051,6,98,ND,ND
16052,1,9,NSS,NSS
16052,2,9,NSS,NSS
16052,3,9,NSS,NSS
16052,4,9,NSS,NSS
16052,5,1,4,4
16052,6,9,NSS,NSS
16053,1,2,NA,NA
16053,2,2,NA,NA
16053,3,2,NA,NA
16053,4,2,NA,NA
16053,5,2,NA,NA
16053,6,2,NA,NA
16054,1,2,NA,NA
16054,2,2,NA,NA
16054,3,2,NA,NA
16054,4,2,NA,NA
16054,5,1,1,1
16054,6,2,NA,NA
16055,1,2,NA,NA
16055,2,2,NA,NA
16055,3,2,NA,NA
16055,4,2,NA,NA
16055,5,2,NA,NA
16055,6,2,NA,NA
16056,1,2,NA,NA
16056,2,2,NA,NA
16056,3,2,NA,NA
16056,4,2,NA,NA
16056,5,2,NA,NA
16056,6,2,NA,NA
16057,1,2,NA,NA
16057,2,2,NA,NA
16057,3,2,NA,NA
16057,4,2,NA,NA
16057,5,2,NA,NA
16057,6,9,NSS,NSS
16058,1,2,NA,NA
16058,2,1,2,2
16058,3,2,NA,NA
16058,4,2,NA,NA
16058,5,1,3,3
16058,6,2,NA,NA
16059,1,2,NA,NA
16059,2,2,NA,NA
16059,3,2,NA,NA
16059,4,2,NA,NA
16059,5,2,NA,NA
16059,6,2,NA,NA
16060,1,2,NA,NA
16060,2,2,NA,NA
16060,3,2,NA,NA
16060,4,2,NA,NA
16060,5,2,NA,NA
16060,6,2,NA,NA
16061,1,2,NA,NA
16061,2,2,NA,NA
16061,3,2,NA,NA
16061,4,1,1,1
16061,5,2,NA,NA
16061,6,2,NA,NA
16062,1,1,1,1
16062,2,2,NA,NA
16062,3,2,NA,NA
16062,4,1,5,5
16062,5,1,2,2
16062,6,2,NA,NA
16063,1,2,NA,NA
16063,2,2,NA,NA
16063,3,2,NA,NA
16063,4,1,374,374
16063,5,1,13,13
16063,6,2,NA,NA
16064,1,2,NA,NA
16064,2,2,NA,NA
16064,3,2,NA,NA
16064,4,2,NA,NA
16064,5,2,NA,NA
16064,6,2,NA,NA
16065,1,2,NA,NA
16065,2,2,NA,NA
16065,3,2,NA,NA
16065,4,1,700,700
16065,5,1,4,4
16065,6,2,NA,NA
16066,1,2,NA,NA
16066,2,2,NA,NA
16066,3,2,NA,NA
16066,4,2,NA,NA
16066,5,2,NA,NA
16066,6,2,NA,NA
16067,1,2,NA,NA
16067,2,2,NA,NA
16067,3,2,NA,NA
16067,4,9,NSS,NSS
16067,5,2,NA,NA
16067,6,2,NA,NA
16068,1,2,NA,NA
16068,2,2,NA,NA
16068,3,2,NA,NA
16068,4,2,NA,NA
16068,5,2,NA,NA
16068,6,2,NA,NA
16069,1,2,NA,NA
16069,2,2,NA,NA
16069,3,2,NA,NA
16069,4,2,NA,NA
16069,5,2,NA,NA
16069,6,2,NA,NA
16070,1,2,NA,NA
16070,2,2,NA,NA
16070,3,2,NA,NA
16070,4,9,NSS,NSS
16070,5,9,NSS,NSS
16070,6,2,NA,NA
16071,1,2,NA,NA
16071,2,2,NA,NA
16071,3,2,NA,NA
16071,4,2,NA,NA
16071,5,2,NA,NA
16071,6,2,NA,NA
16072,1,9,NSS,NSS
16072,2,9,NSS,NSS
16072,3,9,NSS,NSS
16072,4,9,NSS,NSS
16072,5,9,NSS,NSS
16072,6,9,NSS,NSS
16073,1,2,NA,NA
16073,2,2,NA,NA
16073,3,2,NA,NA
16073,4,2,NA,NA
16073,5,2,NA,NA
16073,6,2,NA,NA
16074,1,2,NA,NA
16074,2,2,NA,NA
16074,3,2,NA,NA
16074,4,2,NA,NA
16074,5,2,NA,NA
16074,6,2,NA,NA
16075,1,2,NA,NA
16075,2,1,10,10
16075,3,2,NA,NA
16075,4,1,156,156
16075,5,1,160,160
16075,6,1,156,156
16076,1,2,NA,NA
16076,2,2,NA,NA
16076,3,2,NA,NA
16076,4,1,8,8
16076,5,1,14,14
16076,6,2,NA,NA
16077,1,2,NA,NA
16077,2,2,NA,NA
16077,3,2,NA,NA
16077,4,2,NA,NA
16077,5,2,NA,NA
16077,6,2,NA,NA
16078,1,2,NA,NA
16078,2,2,NA,NA
16078,3,2,NA,NA
16078,4,2,NA,NA
16078,5,1,7,7
16078,6,2,NA,NA
16079,1,2,NA,NA
16079,2,9,NSS,NSS
16079,3,2,NA,NA
16079,4,1,15,15
16079,5,1,9,9
16079,6,2,NA,NA
16080,1,2,NA,NA
16080,2,2,NA,NA
16080,3,2,NA,NA
16080,4,2,NA,NA
16080,5,2,NA,NA
16080,6,2,NA,NA
16081,1,2,NA,NA
16081,2,2,NA,NA
16081,3,2,NA,NA
16081,4,2,NA,NA
16081,5,2,NA,NA
16081,6,2,NA,NA
16082,1,2,NA,NA
16082,2,2,NA,NA
16082,3,2,NA,NA
16082,4,2,NA,NA
16082,5,1,50,50
16082,6,2,NA,NA
16083,1,2,NA,NA
16083,2,2,NA,NA
16083,3,2,NA,NA
16083,4,2,NA,NA
16083,5,2,NA,NA
16083,6,2,NA,NA
16084,1,2,NA,NA
16084,2,2,NA,NA
16084,3,2,NA,NA
16084,4,2,NA,NA
16084,5,2,NA,NA
16084,6,2,NA,NA
16085,1,9,NSS,NSS
16085,2,9,NSS,NSS
16085,3,9,NSS,NSS
16085,4,9,NSS,NSS
16085,5,9,NSS,NSS
16085,6,9,NSS,NSS
16086,1,2,NA,NA
16086,2,2,NA,NA
16086,3,2,NA,NA
16086,4,2,NA,NA
16086,5,1,10,10
16086,6,2,NA,NA
16087,1,2,NA,NA
16087,2,2,NA,NA
16087,3,2,NA,NA
16087,4,1,60,60
16087,5,1,15,15
16087,6,2,NA,NA
16088,1,9,NSS,NSS
16088,2,9,NSS,NSS
16088,3,9,NSS,NSS
16088,4,1,2,2
16088,5,1,1,1
16088,6,2,NA,NA
16089,1,2,NA,NA
16089,2,2,NA,NA
16089,3,2,NA,NA
16089,4,2,NA,NA
16089,5,1,12,12
16089,6,1,3,3
16090,1,2,NA,NA
16090,2,2,NA,NA
16090,3,2,NA,NA
16090,4,2,NA,NA
16090,5,2,NA,NA
16090,6,2,NA,NA
16091,1,2,NA,NA
16091,2,2,NA,NA
16091,3,2,NA,NA
16091,4,2,NA,NA
16091,5,2,NA,NA
16091,6,2,NA,NA
16092,1,2,NA,NA
16092,2,2,NA,NA
16092,3,2,NA,NA
16092,4,2,NA,NA
16092,5,2,NA,NA
16092,6,2,NA,NA
16093,1,2,NA,NA
16093,2,2,NA,NA
16093,3,2,NA,NA
16093,4,2,NA,NA
16093,5,1,1,1
16093,6,2,NA,NA
16094,1,2,NA,NA
16094,2,2,NA,NA
16094,3,2,NA,NA
16094,4,2,NA,NA
16094,5,1,1,1
16094,6,1,7,7
16095,1,2,NA,NA
16095,2,2,NA,NA
16095,3,2,NA,NA
16095,4,2,NA,NA
16095,5,1,4,4
16095,6,1,80,80
16096,1,2,NA,NA
16096,2,2,NA,NA
16096,3,2,NA,NA
16096,4,1,15,15
16096,5,1,20,20
16096,6,2,NA,NA
16097,1,2,NA,NA
16097,2,2,NA,NA
16097,3,2,NA,NA
16097,4,2,NA,NA
16097,5,2,NA,NA
16097,6,2,NA,NA
16098,1,2,NA,NA
16098,2,2,NA,NA
16098,3,2,NA,NA
16098,4,2,NA,NA
16098,5,2,NA,NA
16098,6,2,NA,NA
16099,1,2,NA,NA
16099,2,2,NA,NA
16099,3,2,NA,NA
16099,4,2,NA,NA
16099,5,2,NA,NA
16099,6,2,NA,NA
16100,1,2,NA,NA
16100,2,2,NA,NA
16100,3,2,NA,NA
16100,4,2,NA,NA
16100,5,1,14,11
16100,6,2,NA,NA
16101,1,1,2,2
16101,2,2,NA,NA
16101,3,1,2,2
16101,4,1,5,5
16101,5,1,15,15
16101,6,2,NA,NA
16102,1,2,NA,NA
16102,2,2,NA,NA
16102,3,2,NA,NA
16102,4,2,NA,NA
16102,5,2,NA,NA
16102,6,2,NA,NA
16103,1,2,NA,NA
16103,2,1,5,5
16103,3,2,NA,NA
16103,4,1,18,18
16103,5,1,13,13
16103,6,9,NSS,NSS
16104,1,2,NA,NA
16104,2,2,NA,NA
16104,3,2,NA,NA
16104,4,2,NA,NA
16104,5,1,2,2
16104,6,2,NA,NA
16105,1,2,NA,NA
16105,2,2,NA,NA
16105,3,2,NA,NA
16105,4,1,20,20
16105,5,1,20,20
16105,6,2,NA,NA
16106,1,2,NA,NA
16106,2,2,NA,NA
16106,3,2,NA,NA
16106,4,1,4,4
16106,5,1,100,100
16106,6,2,NA,NA
16107,1,2,NA,NA
16107,2,2,NA,NA
16107,3,2,NA,NA
16107,4,2,NA,NA
16107,5,1,2,2
16107,6,2,NA,NA
16108,1,2,NA,NA
16108,2,2,NA,NA
16108,3,2,NA,NA
16108,4,2,NA,NA
16108,5,1,225,225
16108,6,2,NA,NA
16109,1,2,NA,NA
16109,2,1,2,2
16109,3,2,NA,NA
16109,4,1,50,50
16109,5,2,NA,NA
16109,6,2,NA,NA
16110,1,2,NA,NA
16110,2,2,NA,NA
16110,3,2,NA,NA
16110,4,2,NA,NA
16110,5,1,12,12
16110,6,2,NA,NA
16111,1,2,NA,NA
16111,2,1,3,3
16111,3,2,NA,NA
16111,4,1,100,100
16111,5,1,4,4
16111,6,2,NA,NA
16112,1,2,NA,NA
16112,2,2,NA,NA
16112,3,2,NA,NA
16112,4,2,NA,NA
16112,5,2,NA,NA
16112,6,2,NA,NA
16113,1,2,NA,NA
16113,2,2,NA,NA
16113,3,2,NA,NA
16113,4,1,60,60
16113,5,1,100,100
16113,6,2,NA,NA
17001,1,2,NA,NA
17001,2,2,NA,NA
17001,3,2,NA,NA
17001,4,1,15,15
17001,5,1,66,66
17001,6,2,NA,NA
17002,1,2,NA,NA
17002,2,2,NA,NA
17002,3,2,NA,NA
17002,4,2,NA,NA
17002,5,1,64,64
17002,6,2,NA,NA
17003,1,2,NA,NA
17003,2,2,NA,NA
17003,3,2,NA,NA
17003,4,2,NA,NA
17003,5,1,43,43
17003,6,2,NA,NA
17004,1,2,NA,NA
17004,2,2,NA,NA
17004,3,2,NA,NA
17004,4,1,2,2
17004,5,1,200,200
17004,6,2,NA,NA
17005,1,2,NA,NA
17005,2,2,NA,NA
17005,3,2,NA,NA
17005,4,1,3,3
17005,5,1,45,45
17005,6,2,NA,NA
17006,1,2,NA,NA
17006,2,1,19,19
17006,3,2,NA,NA
17006,4,1,461,461
17006,5,1,823,823
17006,6,2,NA,NA
17007,1,2,NA,NA
17007,2,2,NA,NA
17007,3,2,NA,NA
17007,4,1,1642,1642
17007,5,1,3193,3193
17007,6,1,418,418
17008,1,2,NA,NA
17008,2,1,2,0
17008,3,2,NA,NA
17008,4,1,2,0
17008,5,1,508,508
17008,6,2,NA,NA
17009,1,2,NA,NA
17009,2,2,NA,NA
17009,3,2,NA,NA
17009,4,1,1,1
17009,5,1,182,182
17009,6,2,NA,NA
17010,1,2,NA,NA
17010,2,2,NA,NA
17010,3,2,NA,NA
17010,4,2,NA,NA
17010,5,2,NA,NA
17010,6,2,NA,NA
17011,1,2,NA,NA
17011,2,2,NA,NA
17011,3,2,NA,NA
17011,4,1,1460,1460
17011,5,1,1092,983
17011,6,2,NA,NA
17012,1,2,NA,NA
17012,2,9,NSS,NSS
17012,3,2,NA,NA
17012,4,9,NSS,NSS
17012,5,9,NSS,NSS
17012,6,9,NSS,NSS
17013,1,2,NA,NA
17013,2,2,NA,NA
17013,3,2,NA,NA
17013,4,1,900,900
17013,5,1,25,25
17013,6,2,NA,NA
17014,1,2,NA,NA
17014,2,2,NA,NA
17014,3,2,NA,NA
17014,4,2,NA,NA
17014,5,2,NA,NA
17014,6,2,NA,NA
17015,1,2,NA,NA
17015,2,2,NA,NA
17015,3,2,NA,NA
17015,4,2,NA,NA
17015,5,1,87,87
17015,6,2,NA,NA
17016,1,2,NA,NA
17016,2,2,NA,NA
17016,3,1,1,1
17016,4,2,NA,NA
17016,5,2,NA,NA
17016,6,2,NA,NA
17017,1,2,NA,NA
17017,2,2,NA,NA
17017,3,1,1,1
17017,4,2,NA,NA
17017,5,2,NA,NA
17017,6,2,NA,NA
17018,1,2,NA,NA
17018,2,2,NA,NA
17018,3,2,NA,NA
17018,4,2,NA,NA
17018,5,1,638,638
17018,6,9,NSS,NSS
17019,1,2,NA,NA
17019,2,1,3,3
17019,3,2,NA,NA
17019,4,1,1250,1250
17019,5,1,43,43
17019,6,2,NA,NA
17020,1,2,NA,NA
17020,2,2,NA,NA
17020,3,2,NA,NA
17020,4,2,NA,NA
17020,5,1,41,41
17020,6,2,NA,NA
17021,1,2,NA,NA
17021,2,2,NA,NA
17021,3,2,NA,NA
17021,4,2,NA,NA
17021,5,2,NA,NA
17021,6,2,NA,NA
17022,1,2,NA,NA
17022,2,2,NA,NA
17022,3,2,NA,NA
17022,4,2,NA,NA
17022,5,1,6,6
17022,6,2,NA,NA
17023,1,2,NA,NA
17023,2,1,1,1
17023,3,2,NA,NA
17023,4,1,1,1
17023,5,1,12,12
17023,6,2,NA,NA
17024,1,2,NA,NA
17024,2,2,NA,NA
17024,3,2,NA,NA
17024,4,1,113,113
17024,5,1,1307,1307
17024,6,2,NA,NA
17025,1,2,NA,NA
17025,2,1,2,2
17025,3,2,NA,NA
17025,4,1,5,5
17025,5,1,88,88
17025,6,2,NA,NA
17026,1,2,NA,NA
17026,2,2,NA,NA
17026,3,2,NA,NA
17026,4,2,NA,NA
17026,5,1,45,45
17026,6,2,NA,NA
17027,1,9,NSS,NSS
17027,2,2,NA,NA
17027,3,2,NA,NA
17027,4,2,NA,NA
17027,5,2,NA,NA
17027,6,2,NA,NA
17028,1,2,NA,NA
17028,2,2,NA,NA
17028,3,2,NA,NA
17028,4,1,2,2
17028,5,1,330,330
17028,6,2,NA,NA
17029,1,2,NA,NA
17029,2,1,10,10
17029,3,2,NA,NA
17029,4,1,3400,3400
17029,5,1,499,499
17029,6,2,NA,NA
17030,1,2,NA,NA
17030,2,2,NA,NA
17030,3,2,NA,NA
17030,4,1,1825,1825
17030,5,1,168,168
17030,6,2,NA,NA
17031,1,0,NA,NA
17031,2,0,NA,NA
17031,3,0,NA,NA
17031,4,0,NA,NA
17031,5,0,NA,NA
17031,6,0,NA,NA
17032,1,2,NA,NA
17032,2,2,NA,NA
17032,3,2,NA,NA
17032,4,2,NA,NA
17032,5,2,NA,NA
17032,6,2,NA,NA
17033,1,2,NA,NA
17033,2,2,NA,NA
17033,3,2,NA,NA
17033,4,2,NA,NA
17033,5,2,NA,NA
17033,6,2,NA,NA
17034,1,2,NA,NA
17034,2,2,NA,NA
17034,3,2,NA,NA
17034,4,2,NA,NA
17034,5,1,35,35
17034,6,2,NA,NA
17035,1,0,NA,NA
17035,2,0,NA,NA
17035,3,0,NA,NA
17035,4,0,NA,NA
17035,5,0,NA,NA
17035,6,0,NA,NA
17036,1,2,NA,NA
17036,2,2,NA,NA
17036,3,2,NA,NA
17036,4,2,NA,NA
17036,5,1,7,4
17036,6,2,NA,NA
18001,1,2,NA,NA
18001,2,2,NA,NA
18001,3,2,NA,NA
18001,4,2,NA,NA
18001,5,2,NA,NA
18001,6,2,NA,NA
18002,1,2,NA,NA
18002,2,2,NA,NA
18002,3,2,NA,NA
18002,4,2,NA,NA
18002,5,2,NA,NA
18002,6,2,NA,NA
18003,1,2,NA,NA
18003,2,2,NA,NA
18003,3,2,NA,NA
18003,4,2,NA,NA
18003,5,1,13,13
18003,6,1,8,8
18004,1,2,NA,NA
18004,2,2,NA,NA
18004,3,2,NA,NA
18004,4,2,NA,NA
18004,5,1,23,23
18004,6,1,28,26
18005,1,2,NA,NA
18005,2,2,NA,NA
18005,3,2,NA,NA
18005,4,1,4,4
18005,5,1,5,5
18005,6,2,NA,NA
18006,1,2,NA,NA
18006,2,2,NA,NA
18006,3,2,NA,NA
18006,4,2,NA,NA
18006,5,2,NA,NA
18006,6,2,NA,NA
18007,1,2,NA,NA
18007,2,2,NA,NA
18007,3,2,NA,NA
18007,4,2,NA,NA
18007,5,1,4,4
18007,6,2,NA,NA
18008,1,2,NA,NA
18008,2,2,NA,NA
18008,3,2,NA,NA
18008,4,1,36,36
18008,5,1,43,43
18008,6,2,NA,NA
18009,1,2,NA,NA
18009,2,2,NA,NA
18009,3,2,NA,NA
18009,4,2,NA,NA
18009,5,2,NA,NA
18009,6,2,NA,NA
18010,1,2,NA,NA
18010,2,2,NA,NA
18010,3,2,NA,NA
18010,4,2,NA,NA
18010,5,2,NA,NA
18010,6,2,NA,NA
18011,1,2,NA,NA
18011,2,2,NA,NA
18011,3,2,NA,NA
18011,4,2,NA,NA
18011,5,1,37,37
18011,6,2,NA,NA
18012,1,2,NA,NA
18012,2,2,NA,NA
18012,3,2,NA,NA
18012,4,2,NA,NA
18012,5,2,NA,NA
18012,6,2,NA,NA
18013,1,2,NA,NA
18013,2,2,NA,NA
18013,3,2,NA,NA
18013,4,1,5,5
18013,5,1,24,24
18013,6,2,NA,NA
18014,1,2,NA,NA
18014,2,2,NA,NA
18014,3,2,NA,NA
18014,4,2,NA,NA
18014,5,1,124,124
18014,6,2,NA,NA
18015,1,2,NA,NA
18015,2,2,NA,NA
18015,3,2,NA,NA
18015,4,1,5,5
18015,5,1,30,30
18015,6,2,NA,NA
18016,1,2,NA,NA
18016,2,2,NA,NA
18016,3,2,NA,NA
18016,4,2,NA,NA
18016,5,1,40,40
18016,6,2,NA,NA
18017,1,1,24,24
18017,2,2,NA,NA
18017,3,2,NA,NA
18017,4,2,NA,NA
18017,5,1,2709,2709
18017,6,2,NA,NA
18018,1,2,NA,NA
18018,2,2,NA,NA
18018,3,2,NA,NA
18018,4,1,50,50
18018,5,1,25,25
18018,6,2,NA,NA
18019,1,2,NA,NA
18019,2,2,NA,NA
18019,3,2,NA,NA
18019,4,2,NA,NA
18019,5,2,NA,NA
18019,6,2,NA,NA
18020,1,2,NA,NA
18020,2,2,NA,NA
18020,3,2,NA,NA
18020,4,1,132,132
18020,5,1,774,503
18020,6,2,NA,NA
19001,1,9,NSS,NSS
19001,2,9,NSS,NSS
19001,3,9,NSS,NSS
19001,4,9,NSS,NSS
19001,5,9,NSS,NSS
19001,6,9,NSS,NSS
19002,1,0,NA,NA
19002,2,0,NA,NA
19002,3,0,NA,NA
19002,4,0,NA,NA
19002,5,0,NA,NA
19002,6,0,NA,NA
19003,1,2,NA,NA
19003,2,2,NA,NA
19003,3,2,NA,NA
19003,4,2,NA,NA
19003,5,2,NA,NA
19003,6,2,NA,NA
19004,1,2,NA,NA
19004,2,2,NA,NA
19004,3,2,NA,NA
19004,4,2,NA,NA
19004,5,1,350,350
19004,6,2,NA,NA
19005,1,9,NSS,NSS
19005,2,9,NSS,NSS
19005,3,9,NSS,NSS
19005,4,9,NSS,NSS
19005,5,9,NSS,NSS
19005,6,9,NSS,NSS
19006,1,2,NA,NA
19006,2,2,NA,NA
19006,3,2,NA,NA
19006,4,1,1909,1909
19006,5,1,3470,3470
19006,6,2,NA,NA
19007,1,2,NA,NA
19007,2,2,NA,NA
19007,3,2,NA,NA
19007,4,2,NA,NA
19007,5,2,NA,NA
19007,6,2,NA,NA
19008,1,2,NA,NA
19008,2,2,NA,NA
19008,3,2,NA,NA
19008,4,1,60,60
19008,5,1,15,15
19008,6,2,NA,NA
19009,1,2,NA,NA
19009,2,2,NA,NA
19009,3,2,NA,NA
19009,4,1,10,2
19009,5,1,300,300
19009,6,2,NA,NA
19010,1,9,NSS,NSS
19010,2,9,NSS,NSS
19010,3,9,NSS,NSS
19010,4,9,NSS,NSS
19010,5,9,NSS,NSS
19010,6,9,NSS,NSS
19011,1,1,1,0
19011,2,2,NA,NA
19011,3,2,NA,NA
19011,4,2,NA,NA
19011,5,2,NA,NA
19011,6,2,NA,NA
19012,1,2,NA,NA
19012,2,2,NA,NA
19012,3,2,NA,NA
19012,4,2,NA,NA
19012,5,2,NA,NA
19012,6,2,NA,NA
19013,1,9,NSS,NSS
19013,2,9,NSS,NSS
19013,3,9,NSS,NSS
19013,4,9,NSS,NSS
19013,5,9,NSS,NSS
19013,6,9,NSS,NSS
19014,1,2,NA,NA
19014,2,2,NA,NA
19014,3,2,NA,NA
19014,4,1,2,2
19014,5,1,6,6
19014,6,2,NA,NA
19015,1,2,NA,NA
19015,2,2,NA,NA
19015,3,2,NA,NA
19015,4,2,NA,NA
19015,5,2,NA,NA
19015,6,2,NA,NA
19016,1,2,NA,NA
19016,2,2,NA,NA
19016,3,2,NA,NA
19016,4,2,NA,NA
19016,5,1,5,5
19016,6,2,NA,NA
19017,1,1,4,4
19017,2,1,24,24
19017,3,1,2,2
19017,4,1,15,15
19017,5,1,24,24
19017,6,2,NA,NA
19018,1,1,49,49
19018,2,2,NA,NA
19018,3,2,NA,NA
19018,4,1,1023,1023
19018,5,2,NA,NA
19018,6,2,NA,NA
19019,1,2,NA,NA
19019,2,2,NA,NA
19019,3,2,NA,NA
19019,4,1,146,146
19019,5,1,522,522
19019,6,2,NA,NA
19020,1,9,NSS,NSS
19020,2,9,NSS,NSS
19020,3,9,NSS,NSS
19020,4,9,NSS,NSS
19020,5,9,NSS,NSS
19020,6,9,NSS,NSS
19021,1,2,NA,NA
19021,2,2,NA,NA
19021,3,2,NA,NA
19021,4,1,NSS,NSS
19021,5,1,3937,3937
19021,6,2,NA,NA
19022,1,2,NA,NA
19022,2,2,NA,NA
19022,3,2,NA,NA
19022,4,1,10,0
19022,5,1,80,80
19022,6,2,NA,NA
19023,1,0,NA,NA
19023,2,0,NA,NA
19023,3,0,NA,NA
19023,4,0,NA,NA
19023,5,0,NA,NA
19023,6,0,NA,NA
19024,1,2,NA,NA
19024,2,2,NA,NA
19024,3,2,NA,NA
19024,4,2,NA,NA
19024,5,1,4,4
19024,6,2,NA,NA
19025,1,9,NSS,NSS
19025,2,9,NSS,NSS
19025,3,9,NSS,NSS
19025,4,9,NSS,NSS
19025,5,9,NSS,NSS
19025,6,2,NA,NA
19026,1,2,NA,NA
19026,2,2,NA,NA
19026,3,2,NA,NA
19026,4,1,1526,1526
19026,5,1,3549,3549
19026,6,2,NA,NA
19027,1,2,NA,NA
19027,2,2,NA,NA
19027,3,2,NA,NA
19027,4,2,NA,NA
19027,5,1,1,1
19027,6,2,NA,NA
19028,1,2,NA,NA
19028,2,2,NA,NA
19028,3,2,NA,NA
19028,4,2,NA,NA
19028,5,2,NA,NA
19028,6,2,NA,NA
19029,1,9,NSS,NSS
19029,2,9,NSS,NSS
19029,3,9,NSS,NSS
19029,4,9,NSS,NSS
19029,5,1,18,0
19029,6,9,NSS,NSS
19030,1,2,NA,NA
19030,2,2,NA,NA
19030,3,2,NA,NA
19030,4,2,NA,NA
19030,5,1,5,5
19030,6,2,NA,NA
19031,1,9,NSS,NSS
19031,2,9,NSS,NSS
19031,3,9,NSS,NSS
19031,4,1,5,5
19031,5,1,2546,2546
19031,6,2,NA,NA
19032,1,1,2,2
19032,2,2,NA,NA
19032,3,1,2,2
19032,4,1,5,5
19032,5,2,NA,NA
19032,6,2,NA,NA
19033,1,2,NA,NA
19033,2,1,48,48
19033,3,2,NA,NA
19033,4,1,269,269
19033,5,1,820,820
19033,6,2,NA,NA
19034,1,2,NA,NA
19034,2,2,NA,NA
19034,3,2,NA,NA
19034,4,1,5,5
19034,5,1,2,2
19034,6,2,NA,NA
19035,1,2,NA,NA
19035,2,2,NA,NA
19035,3,2,NA,NA
19035,4,2,NA,NA
19035,5,2,NA,NA
19035,6,2,NA,NA
19036,1,2,NA,NA
19036,2,2,NA,NA
19036,3,2,NA,NA
19036,4,2,NA,NA
19036,5,1,15,15
19036,6,2,NA,NA
19037,1,1,NSS,NSS
19037,2,1,NSS,NSS
19037,3,1,NSS,NSS
19037,4,1,NSS,NSS
19037,5,1,NSS,NSS
19037,6,9,NSS,NSS
19038,1,2,NA,NA
19038,2,2,NA,NA
19038,3,2,NA,NA
19038,4,2,NA,NA
19038,5,2,NA,NA
19038,6,2,NA,NA
19039,1,2,NA,NA
19039,2,2,NA,NA
19039,3,2,NA,NA
19039,4,9,NSS,NSS
19039,5,9,NSS,NSS
19039,6,9,NSS,NSS
19040,1,0,NA,NA
19040,2,0,NA,NA
19040,3,0,NA,NA
19040,4,0,NA,NA
19040,5,0,NA,NA
19040,6,0,NA,NA
19041,1,2,NA,NA
19041,2,2,NA,NA
19041,3,2,NA,NA
19041,4,2,NA,NA
19041,5,2,NA,NA
19041,6,2,NA,NA
19042,1,2,NA,NA
19042,2,1,2,2
19042,3,2,NA,NA
19042,4,1,1,1
19042,5,1,6,6
19042,6,2,NA,NA
19043,1,2,NA,NA
19043,2,2,NA,NA
19043,3,2,NA,NA
19043,4,2,NA,NA
19043,5,2,NA,NA
19043,6,2,NA,NA
19044,1,2,NA,NA
19044,2,2,NA,NA
19044,3,2,NA,NA
19044,4,1,50,0
19044,5,1,50,0
19044,6,2,NA,NA
19045,1,2,NA,NA
19045,2,2,NA,NA
19045,3,2,NA,NA
19045,4,2,NA,NA
19045,5,2,NA,NA
19045,6,2,NA,NA
19046,1,2,NA,NA
19046,2,1,3,3
19046,3,2,NA,NA
19046,4,2,NA,NA
19046,5,1,1932,1932
19046,6,2,NA,NA
19047,1,2,NA,NA
19047,2,2,NA,NA
19047,3,2,NA,NA
19047,4,9,NSS,NSS
19047,5,9,NSS,NSS
19047,6,2,NA,NA
19048,1,2,NA,NA
19048,2,2,NA,NA
19048,3,2,NA,NA
19048,4,2,NA,NA
19048,5,2,NA,NA
19048,6,2,NA,NA
19049,1,9,NSS,NSS
19049,2,9,NSS,NSS
19049,3,9,NSS,NSS
19049,4,9,NSS,NSS
19049,5,1,361,361
19049,6,1,271,271
19050,1,0,NA,NA
19050,2,0,NA,NA
19050,3,0,NA,NA
19050,4,0,NA,NA
19050,5,0,NA,NA
19050,6,0,NA,NA
19051,1,2,NA,NA
19051,2,2,NA,NA
19051,3,2,NA,NA
19051,4,2,NA,NA
19051,5,2,NA,NA
19051,6,2,NA,NA
20001,1,2,NA,NA
20001,2,2,NA,NA
20001,3,2,NA,NA
20001,4,2,NA,NA
20001,5,2,NA,NA
20001,6,2,NA,NA
20002,1,2,NA,NA
20002,2,2,NA,NA
20002,3,2,NA,NA
20002,4,2,NA,NA
20002,5,2,NA,NA
20002,6,2,NA,NA
20003,1,2,NA,NA
20003,2,2,NA,NA
20003,3,2,NA,NA
20003,4,2,NA,NA
20003,5,2,NA,NA
20003,6,2,NA,NA
20004,1,2,NA,NA
20004,2,2,NA,NA
20004,3,2,NA,NA
20004,4,2,NA,NA
20004,5,2,NA,NA
20004,6,2,NA,NA
20005,1,2,NA,NA
20005,2,1,1,1
20005,3,2,NA,NA
20005,4,2,NA,NA
20005,5,2,NA,NA
20005,6,2,NA,NA
20006,1,2,NA,NA
20006,2,2,NA,NA
20006,3,2,NA,NA
20006,4,2,NA,NA
