ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tifalt1,tifalt2,tifalt3,tifalt4,tifalt5,tifalt6,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
15008,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15009,4,1,2022,1,4,1,1,1,1,1,,1,1,1,,1,,1,1,,,,,
15010,4,1,2022,5,4,1,1,1,1,1,,1,,,,,,,,,,1,,
15011,4,1,2021,10,4,1,1,1,1,1,,,,,,1,,,,,,,,
15012,4,1,NSS,99,1,1,1,,,,,1,,,,,,,,,,,,
15013,4,1,2022,2,3,,1,,,,,,,,,1,,,,,,,,
15014,4,1,2022,5,4,,,,1,,,,,,,1,,,,,,,,
15015,4,1,2022,2,1,1,1,1,,,,1,,,,,,,,,,,,
15016,4,1,2022,2,4,1,1,1,1,,,1,,,,1,,1,,,1,,,
15017,4,1,2021,5,1,1,1,1,1,1,,,,,,1,,,,,,,,
15018,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15019,4,1,2021,5,2,1,1,1,1,1,,,,1,,,,,,,,,,
15020,4,1,2022,2,3,1,1,1,,,,,,1,,1,,,1,,,,,
15021,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15022,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15023,4,1,2017,10,4,1,,,1,,,,,,,,,,,,,,1,
15024,4,1,2022,2,3,,,,,1,,,,,,,,,,,,,1,
15025,4,1,2022,7,3,1,,,,,,,,,,,,,,,,,1,
15026,4,1,2018,2,3,1,1,1,1,1,,,,,,1,,,,,,,,
15027,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15028,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15029,4,1,2019,2,4,1,1,1,,1,,,,,,,,,,,,,1,
15030,4,1,2010,5,1,1,,,,1,,1,,,,,,,,,,,,
15031,4,1,2022,1,1,1,1,1,1,1,,1,,,,,,,1,,,,,
15032,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15033,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15034,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15035,4,1,2020,2,4,1,1,,1,1,,1,,,,1,,1,1,,1,1,,
15036,4,1,2022,5,1,,,,,,1,,,,,1,,,,,,,,
15037,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15038,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15039,4,1,2019,2,4,1,1,,,,,,,,,,,,,,,,1,
15040,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15041,4,1,2022,10,1,1,1,1,1,,,1,,,,,,,,,,,,
15042,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15043,4,1,2022,2,4,,1,,,,,,,,,,,,,,,,,1
15044,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15045,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15046,4,1,2022,1,1,1,1,1,,,,1,,,,,,,,,,,,
15047,4,1,2007,2,4,1,1,1,,,,,,,,1,,,,,,,,
15048,4,1,NSS,5,4,1,1,1,1,1,,,,,,1,,,,,,,,
15049,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15050,4,1,2019,5,5,1,1,1,1,1,,,,,,1,,,,,,,,
15051,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15052,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15053,4,1,2022,1,4,1,,,,,,,,,,,,,,,,,1,
15054,4,1,2019,12,5,1,1,1,1,,,,,1,,1,,,1,,,,,
15055,4,1,2022,1,1,1,1,1,1,,,1,,,,,,,,,,,,
15056,4,1,2022,5,2,1,1,1,1,,,,,,,,,,,,,,1,
15057,4,1,2019,2,3,1,1,,,,,,,,,,,,,,,,1,
15058,4,1,2013,2,2,1,1,1,1,1,,,,,,,,,,,,,1,
15059,4,1,2016,11,4,,,1,,,,,,,,1,,,,,,,,
15060,4,1,2005,9,5,1,,,,,,,,,,,,,,,,,1,
15061,4,1,2022,1,2,1,1,1,,,,1,,,,,,,,,,,,
15062,4,1,2022,2,4,,,,,1,,,,,,,,,,,,,1,
15063,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15064,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15065,4,1,2022,1,5,1,1,1,1,1,,1,,,,,,,,,,,,
15066,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15067,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15068,4,1,1985,2,1,1,1,1,1,1,,,,,,1,,,,,,,,
15069,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15070,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15071,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15072,4,1,2022,12,3,1,1,1,,,,,,,,1,,,,,,,,
15073,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15074,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15075,4,1,2022,1,1,1,,,,,,,,,,,,,,,,,1,
15076,4,1,2022,3,2,1,1,1,,1,,,,,,,,,,,,,1,
15077,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15078,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15079,4,1,2022,1,1,1,1,,,1,,1,,,,1,,,,,,,,
15080,4,1,2022,1,1,1,1,1,,,,1,,,,,,,,,,,,
15081,4,1,2021,2,5,1,1,1,1,,,,,,,1,,,,,,,,
15082,4,1,2019,9,1,1,1,1,1,,,,,,,,,,,,,,1,
15083,4,1,2022,2,3,1,1,,,,,1,,,,,,,,,,,,
15084,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15085,4,1,2019,3,4,1,1,1,,1,,,,,,1,,,,,,,,
15086,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15087,4,1,NSS,2,3,1,1,1,,,,,,1,,,,,,,,,,
15088,4,1,2011,1,3,1,1,1,1,,,,,,,,,,,,,,1,
15089,4,1,2022,10,1,1,1,1,,,,,,,,,,,,,,,1,
15090,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15091,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15092,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15093,4,1,2011,10,4,1,,,,,,1,,,,,,,,,,,,
15094,4,1,2015,2,2,,,,,,1,1,1,1,1,,,,,,,,,
15095,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15096,4,1,2022,5,3,1,1,1,1,,,1,,,,,,,,,,,,
15097,4,1,2022,10,1,1,1,1,1,1,,1,,1,,,,,1,,,,,
15098,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15099,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15100,4,1,2022,3,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,
15101,4,1,2022,1,5,1,,,,,,,,1,1,,,,,,,,,
15102,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103,4,1,2019,1,3,1,1,1,1,,,1,,,,,,,,,,,,
15104,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15105,4,1,2022,5,4,1,,,,,,,,,,,,1,,,,,,
15106,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15107,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15108,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15109,4,1,2020,2,4,1,1,1,1,1,,,,,,,,,,,,,1,
15110,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15111,4,1,2022,5,5,,,,,1,,,,,,,,,,,,1,,
15112,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15113,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15114,4,1,2016,5,5,1,,,,,,,,1,,,,,,,,,,
15115,4,1,2022,5,4,,1,,,,,,,1,,,,,,,,,,
15116,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15117,4,1,2015,1,1,1,,,,,,,,,,1,,,,,,,,
15118,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15119,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15120,4,1,2019,2,2,1,1,1,1,,,,,,,,,,,,,,1,
15121,4,1,2022,2,5,1,,,,,,,,,,,,,,,,,1,
15122,4,1,2015,5,2,1,1,1,1,,,,,,,,,,,,,,1,
15123,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15124,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125,4,1,2022,3,3,1,1,1,1,,,1,,,,1,,,,,,,,
16001,4,1,2015,3,2,1,1,1,1,1,,,,1,,,,,,,,,,
16002,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16004,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,4,1,2021,1,5,1,,,1,,,,,,,,,,,,,,1,
16006,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16008,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16010,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16011,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16012,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16013,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16014,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16015,4,1,2022,10,1,1,,,,,,,,,,,,,,,,,1,
16016,4,1,2009,3,4,1,,,,,,,,,,,,,,,,,1,
16017,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16018,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16019,4,1,2021,10,4,1,1,1,1,,,,,,,,,,1,,,,,
16020,4,1,2021,3,3,1,1,,1,1,,,,,,,,,,,,,1,
16021,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16022,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16023,4,1,2021,10,4,1,,1,1,,,1,1,,,,,,,,,,,
16024,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16025,4,1,2022,5,1,1,1,1,,,,,,,,,,,,,,,1,
16026,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16027,4,1,2022,10,2,1,,1,1,,,,,1,,1,,,,,,,,
16028,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16029,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16030,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16031,4,1,2021,5,1,1,,,,,,,,,,,,,,,,,1,
16032,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16034,4,1,2019,2,3,1,1,,,,,,,,,,,,1,,,,,
16035,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16036,4,1,2015,2,4,,,,,,1,,,,,,,,,,,,,1
16037,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16038,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16040,4,1,2022,1,1,1,,,,,,,,,,,,,,,,,1,
16041,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16042,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16043,4,1,2021,2,4,1,1,,1,1,,,,,,,,,,,,,1,
16044,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,4,1,1995,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16046,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,4,1,2022,2,1,1,,1,,,,,,,,,,,,,,,1,
16048,4,1,2022,1,1,,,,,,1,1,1,1,1,1,,,,,,,,
16049,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16050,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,4,98,ND,998,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16052,4,1,NSS,12,1,1,,1,,,,,,,,1,,,1,,,,,
16053,4,1,2017,1,5,1,1,1,,1,,,,,,1,,,,,,,,
16054,4,1,2022,99,1,1,1,,1,1,,1,,,,1,,,,,,,,
16055,4,1,2018,2,4,1,1,,1,,,,,,,,,,,,,,1,
16056,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16057,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16058,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16060,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16062,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16063,4,1,2022,2,5,1,,,,,,,,,,1,,,,,,,,
16064,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16065,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16066,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16067,4,1,2016,5,3,1,,,,1,,1,,,,1,,,,,,,,
16068,4,1,2021,10,4,1,1,1,1,,,,1,,,,,,,,1,,,
16069,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16070,4,1,2022,10,1,1,1,1,1,1,,1,,,,,,,,,,,,
16071,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16072,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16073,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16074,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16075,4,1,2021,10,4,1,1,1,,,,,,,,,,,1,,,,,
16076,4,1,2021,1,1,1,,,,,,,,,,,,,,,,,1,
16077,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16078,4,1,2022,5,2,1,1,,,,,,,1,,1,,,,,,,,
16079,4,1,2008,11,1,1,1,,,,,1,,,,1,,,,,,,,
16080,4,1,2021,3,1,1,1,1,1,,,1,,,,,,,,,,,,
16081,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16082,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16083,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16084,4,1,2022,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16085,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16086,4,1,2021,1,1,1,1,1,,,,,,,,,,,,,,,1,
16087,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16088,4,1,2018,2,5,1,1,1,1,1,,1,,,,1,,,1,,1,,,
16089,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16090,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16091,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16092,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16093,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16094,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16095,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16096,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16097,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16098,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16099,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16100,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16101,4,1,2018,1,1,,1,1,1,,,,,1,,,,,,,,,,
16102,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16103,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16104,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16105,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16106,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16107,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16108,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16109,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16110,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16111,4,1,2021,5,1,1,1,1,1,1,,,,,,,,,,,,,,1
16112,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16113,4,1,2022,2,1,1,1,1,1,,,,,,,,,,,,,,,1
17001,4,1,2020,2,1,,1,,,,,1,,,,,,,,,,,,
17002,4,1,NSS,4,5,1,1,1,1,,,,,,,1,,,,,,,,
17003,4,1,2010,1,4,1,1,,1,1,,,,,,1,,,,,,,,
17004,4,1,2003,4,5,1,1,1,1,1,,,,,,1,,,,,,,,
17005,4,1,2018,5,5,1,1,1,1,,,1,,,,,,,,,,1,,
17006,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17007,4,1,2022,2,4,1,1,1,,,,,,,,,,,,,,,1,
17008,4,1,2003,1,5,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
17009,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17010,4,1,2022,1,4,,,,,,1,1,,,,,,,,,,,,
17011,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17012,4,1,2000,2,5,1,1,1,1,1,,1,,,,1,,,1,1,1,1,,
17013,4,1,2022,1,3,1,1,1,1,1,,1,,,,,,,,,,,,
