ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tipers1,tipers2,tipers3,tipers4,tipers5,tipers6,tipers7,tipers8,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
13002,2,1,2020,5,5,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
13003,2,1,2020,1,4,1,,,1,,,,,,,,,,,,,,,,1,
13004,2,1,2006,5,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13005,2,1,2020,1,5,,,1,,,,,,,,,,,,,,,,1,,
13006,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13007,2,1,2020,5,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13008,2,1,2007,5,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
13009,2,1,2020,11,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
13010,2,1,2017,5,1,,,,,1,,,,,,1,,,,,,,,,,
13011,2,1,2020,5,4,,,,1,1,1,,,1,,,,1,,,,,,,,
13012,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13013,2,1,2020,4,5,1,1,1,1,,1,,,,,,,,,,,,,1,,
13014,2,1,2021,5,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
13015,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13016,2,1,2021,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,
13017,2,1,2020,10,1,1,1,1,,,,,,,,,,,,,,,,1,,
13018,2,1,2020,5,4,1,1,1,1,,,,,1,,1,,,,,,,,,,
13019,2,1,2020,1,9,1,1,1,1,1,1,1,,,,1,,1,,,1,,,,,
13020,2,1,2021,5,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13021,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13022,2,1,2021,1,3,1,1,1,,1,,,,,,,,,,,,,,,1,
13023,2,1,2020,5,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
13024,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13025,2,1,2018,3,4,1,1,1,1,1,1,,,1,,,,1,,,,,,,,
13026,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13027,2,1,NSS,10,1,1,1,1,1,,1,,,,,,,,,,,,,,1,
13028,2,1,2010,4,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13029,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13030,2,1,2021,5,2,1,1,1,1,1,1,,,,,,,1,,,1,,,,,
13031,2,1,2021,5,3,1,1,1,1,1,,,,1,,,,1,,,1,,,,,
13032,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13033,2,1,2020,11,1,,,,,1,,,,,,,,1,,,,,,,,
13034,2,1,2022,1,2,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13035,2,1,2018,5,3,,,,,1,,,,,,,,1,,,,,,,,
13036,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13037,2,1,2020,5,5,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
13038,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13039,2,1,2020,1,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
13040,2,1,2021,3,2,1,1,1,1,1,1,,,1,,,,,,,,,,,,
13041,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13042,2,1,2012,8,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13043,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13044,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13045,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13046,2,1,2022,5,4,1,1,1,1,1,,,,,1,,,,,,,,,,,
13047,2,1,2022,4,2,1,1,1,1,,,,,1,,,,1,,,,,,,,
13048,2,1,2009,4,5,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
13049,2,1,2022,2,2,1,1,1,1,1,1,,,1,,,,1,,,,,,,,
13050,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13051,2,1,2020,1,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13052,2,1,2020,99,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1
13053,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13054,2,1,2020,2,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13055,2,1,2020,5,4,1,1,1,1,1,1,,,1,,,,,,,,,,,,
13056,2,1,2016,5,2,1,1,1,1,1,1,,,,,,,,,,,,,,,1
13057,2,1,2017,4,1,1,1,1,1,1,1,1,,,,1,1,,,,,,,,,
13058,2,1,NSS,4,1,,,1,,,,,,,,,,1,,,,,,,,
13059,2,1,2012,5,4,1,1,,,,1,,,,,,,1,,,,,,,,
13060,2,1,2021,5,5,1,1,,,,,,,,,,,1,,,,,,,,
13061,2,1,2016,2,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13062,2,1,2022,1,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13063,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13064,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13065,2,1,2022,99,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
13066,2,1,2022,4,3,,,,1,,,,,,,,,,,,,,,,1,
13067,2,1,2021,5,5,1,1,1,1,1,1,1,,,,,,,,1,,,,,,
13068,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13069,2,1,2022,9,4,1,1,1,1,,,,,1,,,,1,,,,,,,,
13070,2,1,2021,5,3,1,1,1,1,1,1,,,1,,,,,,,,,,,,
13071,2,1,2021,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13072,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13073,2,1,2022,1,5,,,,,,1,,,,,1,,,,,,,,,,
13074,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13075,2,1,2021,10,3,1,1,1,1,1,1,,,,,,,1,,,1,,1,,,
13076,2,1,2016,5,2,1,1,1,,,,,,,,,,,,,,,,1,,
13077,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13078,2,1,2021,1,1,1,,1,1,1,1,,,,,1,,,,,,,,,,
13079,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13080,2,1,2022,1,4,1,1,1,1,1,1,1,,,,1,,1,,,,,,,,
13081,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13082,2,1,2021,5,4,1,1,1,,,1,,,,,,,1,,,,,,,,
13083,2,1,2020,3,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,
13084,2,1,2021,5,3,1,1,1,1,1,,,,1,,,1,1,,,,,,,,
14001,2,1,2021,1,2,,,,1,,,,,,,,,,,,,,,,1,
14002,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14003,2,1,2021,1,1,,,,,,,,1,,,,,,,,,,,,1,
14004,2,1,2021,2,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14005,2,1,2022,1,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14006,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14007,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14008,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14009,2,1,2000,4,1,1,1,1,,1,1,,,1,,,,,,,,,,1,,
14010,2,1,2021,5,1,1,,,,,1,,,,,1,,,,,,,,,,
14011,2,1,2021,1,9,1,,,,,,,,,,1,,,,,,,,,,
14012,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14013,2,1,2019,1,2,,,1,,,,,,,,,,,,,,,,,1,
14014,2,1,2013,5,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,
14015,2,1,2012,1,5,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14016,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,2,1,2021,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14018,2,1,2002,1,2,1,1,1,1,1,1,,,,,1,1,,,,,,,,,
14019,2,1,2022,5,2,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14020,2,1,2022,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14021,2,1,1999,5,1,1,1,1,,,,,,1,,,,,,,1,,,,,
14022,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14023,2,1,2018,5,2,1,1,1,,,1,,,1,,1,,,,,,,,,,
14024,2,1,2021,5,3,,,,,,,1,,,,,,1,,,,,,,,
14025,2,1,2017,10,1,1,1,1,,,,,,,,1,,,,,,,,,,
14026,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14027,2,1,2022,2,1,,,,,,,,1,,,,,,,,,,,,,1
14028,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14029,2,1,2021,5,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14030,2,1,2021,11,1,,,,1,1,1,,,,,,,,,,,,,,1,
14031,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14032,2,1,2018,5,4,1,,,,,1,,,,,,,,,,1,,,,,
14033,2,1,2018,5,1,1,1,1,1,1,1,1,,1,,,,1,1,,,,,,,
14034,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14035,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14036,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14037,2,1,2022,1,3,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14038,2,1,2015,5,4,,,,1,,,,,,,,,1,,,,,,,,
14039,2,1,2010,2,5,1,1,1,,,,1,,,,,,1,,,1,,,1,,
14040,2,1,2021,5,2,1,1,1,,,,,,,,,,,,,,,,,1,
14041,2,1,2018,5,5,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14042,2,1,2020,1,1,1,,,,,,,,,,,,1,,,,,,,,
14043,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14044,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14045,2,1,2016,5,4,1,1,1,1,,1,,,,,1,,1,,,1,,,,,
14046,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14047,2,1,2016,1,2,1,,,,,1,,,1,,,,,,,,,,,,
14048,2,1,2019,7,1,1,,,,,,,,,,,,,,,,,,,1,
14049,2,1,2022,12,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14050,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14051,2,1,2021,2,1,,1,,,,,,,,,,,1,,,,,,,,
14052,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14053,2,1,2021,5,3,,,,,,,1,,,,,,,,,,,,,1,
14054,2,1,2001,1,1,1,1,1,1,1,1,,,1,,1,,1,,,,,,,,
14055,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14056,2,1,2018,1,2,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14057,2,1,2001,5,3,1,1,1,,,,,,,,,,,,,,,,,1,
14058,2,1,2022,5,9,1,1,1,,,1,,,,,,,,,,,,,,,1
14059,2,1,2021,12,9,,,,,,,1,,,,,,,,,,,,1,,
14060,2,1,2020,7,4,,1,,,,1,,,,,,,,,,,,,,1,
14061,2,1,2021,10,1,1,1,1,1,1,1,,,,,1,,,,,1,,,,,
14062,2,1,2021,5,4,1,1,,,,1,,,,,,,1,,,,,,1,,
14063,2,1,2010,12,5,,,,,1,,,,,,1,,,,,,,,,,
14064,2,1,2015,5,2,,,1,,1,,,,,,,,1,,,,,,1,,
14065,2,1,2021,2,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
14066,2,1,2002,2,5,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14067,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14068,2,1,2015,5,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14069,2,1,2021,1,4,1,1,1,1,,1,,,,,,,1,,,,,,,,
14070,2,1,2018,1,2,1,1,1,1,1,1,,,1,,1,,,,,1,,1,,,
14071,2,1,2014,4,1,1,1,1,1,,,,,1,,,,,,,,,,,,
14072,2,1,2012,2,2,,,,1,,,,,1,,1,,,,,,,,,,
14073,2,1,2012,5,4,1,1,1,,,,,,1,,1,,,,,,,,,,
14074,2,1,2022,7,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,
14075,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14076,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14077,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14078,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14079,2,1,2021,8,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14080,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14081,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14082,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14083,2,1,2000,1,3,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
14084,2,1,2013,5,4,1,1,1,1,,1,1,,,,,,1,,,,,,,,
14085,2,1,NSS,5,4,,1,1,,,1,,,,,,,1,,,,,,,,
14086,2,1,2022,2,3,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,
14087,2,1,2018,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14088,2,1,2021,4,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14089,2,1,2019,1,9,1,1,1,1,,,,,,,,,1,,,,,,,,
14090,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091,2,1,2021,5,4,,,,,1,,,,,,,,,,,,,,,1,
14092,2,1,2016,5,1,1,1,1,1,1,1,,,,1,,,,,,,,,,,
14093,2,1,2022,1,4,,,,1,1,1,,,,,,,1,,,,,,,,
14094,2,1,2016,3,1,1,1,1,1,,1,,,,,,,1,,,,,,,,
14095,2,1,2022,1,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14096,2,1,2022,1,2,1,1,,,,1,,,,,,,1,,,,,,,,
14097,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14098,2,1,2021,2,2,1,1,1,1,1,1,1,,,,,,1,,,,,,1,,
14099,2,1,2019,10,1,1,1,1,1,1,,,,,,1,,,,,,,,,,
14100,2,1,NSS,1,1,1,1,1,,,1,,,,,,,,,,,,,1,,
14101,2,1,2021,7,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14102,2,1,2022,10,1,,1,,,,,,,,,,,,,,,,,,1,
14103,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,2,1,2022,9,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14105,2,1,2007,1,4,1,1,1,,,,,,,,1,,,,,,,,,,
14106,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14107,2,1,2011,5,1,1,,,,,1,1,,,,1,,,,,,,,,,
14108,2,1,2010,5,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14109,2,1,2012,2,2,,,,1,,,,,1,,1,,,,,,,,,,
14110,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14111,2,1,2022,5,1,,,,,,,,1,,,,,,,,,,,,,1
14112,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14113,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14114,2,1,2015,5,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14115,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14116,2,1,2018,5,5,1,1,1,1,1,,,,1,,1,,,1,,,,,1,,
14117,2,1,2022,5,5,1,1,,,,1,1,,,,,,1,,,,,,,,
14118,2,1,2021,12,4,,,,,1,,,,,,,,,,,,,,,1,
14119,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14120,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14121,2,1,2022,2,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14122,2,1,2017,1,1,1,1,1,1,1,1,,,,,1,,,,,1,,,,,
14123,2,1,2018,1,2,1,1,1,1,1,1,,,,,1,,,,,,,,,,
14124,2,1,2021,5,3,1,1,,,,1,,,,,,,1,,,,,,1,,
14125,2,1,2018,5,1,1,,,,,1,,,,,,,1,,,,,,,,
15001,2,1,2013,5,1,1,1,1,,1,1,1,,,,,,,,,,,,,,1
15002,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15003,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15004,2,1,2022,12,4,1,1,1,1,1,1,,,,,,,,,,,,,,1,
15005,2,1,2014,3,5,,,,1,,,,,,,,,,,,,,,,1,
15006,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15007,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15008,2,1,2014,5,2,1,1,1,1,,,,,1,,1,,,,,,,,,,
15009,2,1,2022,1,4,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15010,2,1,2022,12,4,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
15011,2,1,2021,10,4,1,1,1,1,1,1,1,,1,,,,1,,,,,,,,
15012,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15013,2,1,2012,4,5,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,
15014,2,1,2022,5,4,,,,,1,,,,,,,,1,,,,,,,,
15015,2,1,2019,10,1,1,1,1,1,1,,,,,,,,,,,,,,,1,
15016,2,1,2022,5,4,,,,,,,,1,1,,,,1,,1,,,1,,,
15017,2,1,2021,5,1,1,1,1,1,,,,,,,,,1,,,,,,,,
15018,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15019,2,1,2021,5,2,1,1,1,1,1,1,,,,,1,,,,,,,,,,
15020,2,1,2022,2,2,1,1,1,1,1,1,,,,,,,,,,,,,,1,
15021,2,1,2022,9,9,1,1,1,1,1,1,,,,,,,,,,,,,,1,
15022,2,1,1995,1,5,,,,,1,,,,,,,,,,,,,,,1,
15023,2,1,2017,9,4,1,,,1,,,,,,,,,,,,,,,,1,
15024,2,1,2022,4,3,,,,1,,,,,,,,,,,,,,,,1,
15025,2,1,2022,7,3,1,1,1,1,1,,,,,,,,,,,,,,,1,
15026,2,1,2018,2,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15027,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15028,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15029,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15030,2,1,2010,5,1,,,,,1,,,,,,,,,,,,,,1,,
15031,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15032,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15033,2,1,2000,1,2,,1,,,,,,,1,,,,,,,,,,,,
15034,2,1,2022,10,1,1,1,1,,1,1,1,,,,,,,,,,,,,1,
15035,2,1,2020,4,3,1,1,1,1,1,1,1,,1,,,,1,,1,1,,1,1,,
15036,2,1,2022,5,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
15037,2,1,2000,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
15038,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15039,2,1,2015,10,3,1,1,1,1,1,1,,,,,,,,,,,,,,1,
15040,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15041,2,1,2022,10,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
15042,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15043,2,1,2022,2,4,1,,1,,,,,,,1,,,,,,,,,,,
15044,2,1,2022,10,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
15045,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15046,2,1,2022,1,1,,,,,,1,,,,,,,,,,,,,1,,
15047,2,1,2007,2,4,1,1,1,,,,,,,,,,1,,,,,,,,
15048,2,1,NSS,5,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15049,2,1,2021,1,4,,,,1,,,,,,,,,,,,,,,,,1
15050,2,1,2019,5,5,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15051,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15052,2,1,2003,5,3,,,,,,,,1,,,,,,,,,,,,1,
15053,2,1,2022,1,4,1,,,,,,,,,,,,,,,,,,,1,
15054,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15055,2,1,2022,9,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,
15056,2,1,2022,5,2,1,1,1,1,1,1,,,,,,,,,,,,,,1,
