ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tipres1,tipres2,tipres3,tipres4,tipres5,tipres6,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
14069,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14070,5,1,2020,1,2,1,1,1,1,,,1,,1,,,,,1,,1,,,
14071,5,1,2014,4,1,1,1,,1,,,1,,,,,,,,,,,,
14072,5,1,2014,4,1,1,1,,1,,,,,,,,,,1,,,,,
14073,5,1,2012,5,4,1,1,1,1,,,1,,1,,,,,,,,,,
14074,5,1,2022,7,1,1,1,,1,,,,,,,,1,1,1,,,,,
14075,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14076,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14077,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14078,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14079,5,1,2021,1,1,1,1,1,1,,,,,,,,,,1,,,,,
14080,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14081,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14082,5,1,2005,1,4,,,,,1,,,,,,,,,1,,,,,
14083,5,1,2018,1,4,1,1,1,1,1,,,,,,,,,1,,,,,
14084,5,1,2013,5,4,1,1,1,1,1,,,,,,1,,,,,,,,
14085,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14086,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14087,5,1,2018,1,1,1,1,1,1,,,,,,,,,,1,,,,,
14088,5,1,2021,2,1,1,1,1,1,1,,,,,,,,,1,,1,,,
14089,5,1,2021,1,4,1,,,,,,,,,,,,,1,,,,,
14090,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14092,5,1,2016,1,1,1,1,1,1,,,,,,,,,,1,,1,,,
14093,5,1,2011,1,3,1,1,,1,,,,,,,,,,1,,,,,
14094,5,1,2016,3,1,,1,,,,,1,,,,,,,,,,,,
14095,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14096,5,1,2022,1,1,,,,,,1,1,,,,,,,,,,,,
14097,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14098,5,1,2022,2,4,,,,,1,,1,,,,,,,,,,,,
14099,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14100,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14102,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,5,1,2022,9,1,1,1,1,1,,,,,,,1,,,1,,,,,
14105,5,1,2004,1,1,1,1,1,1,,,1,,1,,,,,,,,,,
14106,5,1,2019,1,1,1,1,1,1,1,,,,,,,,,1,,,,,
14107,5,1,2015,5,1,1,1,1,1,,,,,,,1,,,,,,,,
14108,5,1,2010,2,4,1,1,1,1,1,,,,,,,,,,,,,1,
14109,5,1,2014,4,1,1,1,,1,,,,,,,,,,1,,,,,
14110,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14111,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14112,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14113,5,1,2023,1,1,1,1,1,1,,,,,,,,,,1,,,,,
14114,5,1,2015,5,3,1,1,1,1,,,,,,,1,,,1,,,,,
14115,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14116,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14117,5,1,2022,1,5,1,1,1,1,,,,,,,,,,1,,,,,
14118,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14119,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14120,5,1,2002,2,5,1,1,1,1,,,,,,,,,,1,,,,,
14121,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14122,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14123,5,1,2018,1,2,1,1,1,1,,,1,,,,,,,,,,,,
14124,5,1,2021,3,5,1,1,1,1,,,,,,,,,,1,,,,,
14125,5,1,2018,5,1,1,1,1,1,1,,1,,,,,,,,1,,,,
15001,5,1,2013,1,1,,1,1,,1,,,,,,1,,,,,,,,
15002,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15003,5,1,2022,5,3,1,1,1,1,1,,,,,,,,,,,,,1,
15004,5,1,2022,12,4,1,1,1,,,,1,,,,,,,,,,,,
15005,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15006,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15007,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15008,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15009,5,1,2022,1,4,1,1,1,1,1,,,,,,,,,1,,,,,
15010,5,1,2022,5,4,1,1,1,1,1,,,,,,,,,1,,,1,,
15011,5,1,2021,10,4,1,1,1,1,1,,,,,,1,,,,,,,,
15012,5,1,NSS,99,1,1,1,,,,,,,,,,,,,,,,,1
15013,5,1,2022,2,3,,1,,,,,,,,,1,,,,,,,,
15014,5,1,2022,5,4,,,,1,,,,,,,1,,,,,,,,
15015,5,1,2022,2,1,,1,1,1,,,,,,,,,,1,,,,,
15016,5,1,2022,2,4,1,1,1,1,,,1,,,,1,,1,,,1,,,
15017,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15018,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15019,5,1,2021,5,2,1,1,1,1,1,,,,1,,,,,,,,,,
15020,5,1,2022,2,3,1,1,1,1,,,,,1,,1,,,1,,,,,
15021,5,1,2022,9,2,1,1,,,,,1,,,,,,,,,,,,
15022,5,1,1990,1,5,,,,,1,,,,,,,,,,,,,1,
15023,5,1,2017,10,4,1,1,1,,,,,,,,,,,,,,,1,
15024,5,1,2022,2,3,,1,,,,,,,,,,,,,,,,1,
15025,5,1,2022,7,3,,1,,,,,,,,,,,,,,,,1,
15026,5,1,2018,2,3,1,1,1,1,1,,,,,,1,,,,,,,,
15027,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15028,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15029,5,1,2019,2,4,1,1,1,1,1,,,,,,,,,,,,,1,
15030,5,1,2010,5,1,,,,,1,,,,,,,,,1,,,,,
15031,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15032,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15033,5,1,2010,1,2,,1,,,,,1,,,,,,,,,,,,
15034,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15035,5,1,2020,2,4,1,1,1,1,1,,1,,,,1,,1,1,,1,1,,
15036,5,1,2022,5,1,,,,,,1,,,,,1,,,,,,,,
15037,5,1,2000,2,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
15038,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15039,5,1,2019,2,4,1,1,1,,,,,,,,,,,,,,,1,
15040,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15041,5,1,2022,10,1,1,1,1,1,,,1,,,,,,,,,,,,
15042,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15043,5,1,2022,2,4,,1,,,,,,,,,,,,,,,,,1
15044,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15045,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15046,5,1,2022,1,1,1,1,1,1,,,,,,,,,,1,,,,,
15047,5,1,2007,2,4,1,1,1,,,,,,,,1,,,,,,,,
15048,5,1,NSS,5,4,1,1,1,1,1,,,,,,1,,,,,,,,
15049,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15050,5,1,2019,5,5,1,1,1,1,1,,,,,,,,,1,,1,,,
15051,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15052,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15053,5,1,2022,1,4,1,,,,,,,,,,,,,,,,,1,
15054,5,1,2019,12,5,1,1,1,1,,,,,1,,1,,1,,,,,,
15055,5,1,2022,1,1,1,1,1,1,,,1,,,,,,,,,,,,
15056,5,1,2022,5,2,1,1,1,1,,,,,,,,,,,,,,1,
15057,5,1,2019,2,3,,1,1,,,,,,,,,,,,,,,1,
15058,5,1,2013,2,2,1,1,1,1,1,,,,,,,,,,,,,1,
15059,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15060,5,1,2005,9,5,,1,,,,,,,,,,,,,,,,1,
15061,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15062,5,1,2022,2,4,,,,,1,,,,,,,,,1,,1,,,
15063,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15064,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15065,5,1,2022,1,5,1,1,1,1,1,,,,,,,,,1,1,1,,,
15066,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15067,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15068,5,1,1985,2,1,1,1,1,1,1,,,,,,1,,,1,,,,,
15069,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15070,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15071,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15072,5,1,2022,12,3,,1,1,1,,,,,,,1,,,,,,,,
15073,5,1,2021,5,9,,1,,,,,1,,,,,,,,,,,,
15074,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15075,5,1,2022,1,1,1,,,,,,,,,,1,,,,1,1,,,
15076,5,1,2022,5,2,1,1,1,,1,,,,,,,,,,,,,1,
15077,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15078,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15079,5,1,2022,1,1,,1,1,1,,,,,,,,,1,1,,,,,
15080,5,1,2022,1,1,1,1,1,1,,,1,,,,,,,,,,,,
15081,5,1,2021,2,5,1,1,1,1,,,,,,,1,,,,,,,,
15082,5,1,2019,9,1,1,1,1,1,,,,,,,,,,1,,,,,
15083,5,1,2022,2,3,1,1,,,,,1,,,,,,,,,,,,
15084,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15085,5,1,2019,3,4,1,1,1,1,1,,,,,,1,,,,,,,,
15086,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15087,5,1,NSS,2,3,1,1,1,1,,,,,1,,,,,,,,,,
15088,5,1,2011,1,3,1,1,1,1,1,,,,,,,,,,,,,1,
15089,5,1,2022,10,1,1,1,1,,,,,,,,,,,1,,,,,
15090,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15091,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15092,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15093,5,1,2011,10,4,,1,,,,,1,,,,1,,,1,1,1,,,
15094,5,1,2015,2,1,,,,,,1,1,1,1,1,,,,,,,,,
15095,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15096,5,1,2022,5,3,1,1,1,1,,,,,,,,,,1,,,,,
15097,5,1,2022,10,1,1,1,1,1,1,,1,,1,,,,,1,,,,,
15098,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15099,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15100,5,1,2022,3,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,
15101,5,1,2022,3,1,,1,,,,,,,1,1,,,,,,,,,
15102,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103,5,1,2019,1,3,1,1,1,1,,,,,,,,,,1,,1,,,
15104,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15105,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15106,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15107,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15108,5,1,2022,3,1,1,1,1,1,1,,,,,,,,,,,1,,,
15109,5,1,2020,5,4,1,1,1,1,1,,,,,,,,,,,,,1,
15110,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15111,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15112,5,1,2021,10,5,,1,,,,,,,,,1,,,,,,,,
15113,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15114,5,1,2016,5,5,1,1,,,,,,,1,,,,,,,,,,
15115,5,1,2022,5,4,,1,,,,,,,1,,,,,,,,,,
15116,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15117,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15118,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15119,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15120,5,1,2019,2,2,1,1,1,1,,,,,,,,,,,,,,1,
15121,5,1,2022,2,5,1,,,,,,,,,,,,,1,,,,,
15122,5,1,2015,5,2,1,1,1,1,,,,,,,,,,,,,,1,
15123,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15124,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125,5,1,2022,3,3,1,1,1,1,,,,,,,1,,,,,,,,
16001,5,1,2015,3,2,1,1,1,1,,,,,1,,,,,,,,,,
16002,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16004,5,1,2022,1,1,1,1,1,1,,,,,,,,,1,1,,,,,
16005,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16006,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16008,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16010,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16011,5,1,2018,5,1,,,,,1,,,,,,1,,,,,,,,
16012,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16013,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16014,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16015,5,1,1984,10,1,1,,,,,,,,,,,,,,,,,1,
16016,5,1,2009,3,4,1,,,,,,,,,,,,,,,,,1,
16017,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16018,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16019,5,1,2021,10,4,1,1,1,1,,,,,,,,,,1,,,,,
16020,5,1,2021,3,3,1,1,,1,1,,,,,,,,,,,,,1,
16021,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16022,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16023,5,1,2021,10,4,1,1,1,1,,,1,1,,,,,,1,,,,,
16024,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16025,5,1,2022,5,1,1,1,1,1,,,,,,,,,,,,,,1,
16026,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16027,5,1,2022,10,2,1,,1,1,,,,,1,,1,,,,,,,,
16028,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16029,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16030,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16031,5,1,2021,5,1,1,,,,,,,,,,,,,,,,,1,
16032,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16034,5,1,2019,2,3,1,1,1,1,,,,,,,,,,1,,,,,
16035,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16036,5,1,2015,2,4,1,1,1,1,,,,,,,1,,,,,,,,
16037,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16038,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16040,5,1,2022,1,3,,,1,,,,,,,,,,,,,,,1,
16041,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16042,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16043,5,1,2022,2,4,1,1,1,1,1,,,,,,1,,,,,,1,,
16044,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,5,1,1995,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16046,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,5,1,2022,2,1,1,1,,,,,,,,,,,,,,,1,,
16048,5,1,2022,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,,,,
16049,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16050,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,5,98,ND,998,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16052,5,1,NSS,12,1,1,,,,1,,,,,,1,,,1,,,,,
16053,5,1,2017,1,5,,1,,,1,,,,,,1,,,,,,,,
16054,5,1,2022,99,1,,1,1,1,1,,,,,,1,,,1,,,,,
16055,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16056,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16057,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16058,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16060,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16062,5,1,2021,5,1,1,1,,,,,,,1,,,,,,,,,,
16063,5,1,2022,2,5,1,,,,,,,,,,1,,,,,,,,
16064,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16065,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16066,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16067,5,1,2016,5,3,1,1,1,1,,,1,,,,1,,,1,,1,,,
